fix,rsci_uuid,Barcode No.,Barcode Prefix,Legacy Chemical (CAS) No.,cas 1,cas 2,cas 3,cas 4,cas 5,Chemical Formula,Chemical Name,Ak Notes
,d2ecce7a-4a91-4a5d-96ae-c0ef70e3974d,20724,STNN,(No CAS No. Provided),(No CAS No. Provided),,,,,CaCO3,calcite,
,59fd7643-91f4-41aa-9efd-b9e623049427,20725,STNN,(No CAS No. Provided),(No CAS No. Provided),,,,,CaCO3,calcite,
,67e04fad-4096-4a9d-a59d-df10c0e729c1,20726,STNN,(No CAS No. Provided),(No CAS No. Provided),,,,,CaCO3,calcite,
,42f52d81-3d3a-4fa8-809e-7109b468cd87,20727,STNN,(No CAS No. Provided),(No CAS No. Provided),,,,,CaCO3,calcite,
,1f5903f3-67ee-4c30-82b8-c0aa8db4f7a4,20728,STNN,(No CAS No. Provided),(No CAS No. Provided),,,,,CaCO3,calcite,
,bb041740-d8f9-4570-9264-804893ed8ebf,20729,STNN,(No CAS No. Provided),(No CAS No. Provided),,,,,CaCO3,calcite,
,3cbc1178-2701-41f4-a77a-adeb4749c296,20730,STNN,(No CAS No. Provided),(No CAS No. Provided),,,,,CaCO3,calcite,
,4619b2f1-8ddf-4b3e-ae3d-a086694388b2,20740,STNN,(No CAS No. Provided),(No CAS No. Provided),,,,,UO2,uranium oxide,
,8b12f825-0296-42f8-8cfc-573ff759f00c,20907,OTH,(No CAS No. Provided),(No CAS No. Provided),,,,,C8H4BrNO2,6-bromoisatin,
,6746fe31-ca13-4403-bb25-03bf71f73a76,20915,OTH,(No CAS No. Provided),(No CAS No. Provided),,,,,C8H4BrNO2,4-bromoisatin,
,a81f0445-93d0-47d1-90cc-d25f6721ad4b,20929,OTH,(No CAS No. Provided),(No CAS No. Provided),,,,,C8H5NO2,(No chemical name provided),
,97037659-c5f9-435b-96f9-0aa2355736ee,21344,RAWI,(No CAS No. Provided),(No CAS No. Provided),,,,,BiCu6(AsO4)3(OH)6 · 3H2O,(No chemical name provided),
,559680bb-3553-4caa-9c7d-b065c84a1c85,21345,RAWI,(No CAS No. Provided),(No CAS No. Provided),,,,,BiCu6(AsO4)3(OH)6 · 3H2O,(No chemical name provided),
,4699480b-5329-476e-bcd6-e8eb160ca8e6,21346,RAWI,(No CAS No. Provided),(No CAS No. Provided),,,,,BiCu6(AsO4)3(OH)6 · 3H2O,(No chemical name provided),
,e91ec53b-1016-4ecd-94f3-85ba3d88fb98,21347,RAWI,(No CAS No. Provided),(No CAS No. Provided),,,,,BiCu6(AsO4)3(OH)6 · 3H2O,(No chemical name provided),
,cca26a04-c261-4002-bff5-41330ccfb838,21348,RAWI,(No CAS No. Provided),(No CAS No. Provided),,,,,BiCu6(AsO4)3(OH)6 · 3H2O,(No chemical name provided),
,e3739530-aac0-4215-8850-cbb11f9b339d,21349,RAWI,(No CAS No. Provided),(No CAS No. Provided),,,,,BiCu6(AsO4)3(OH)6 · 3H2O,(No chemical name provided),
,63164c31-825b-4294-8739-257bae8eae21,21350,RAWI,(No CAS No. Provided),(No CAS No. Provided),,,,,BiCu6(AsO4)3(OH)6 · 3H2O,(No chemical name provided),
,fce629fc-6cd5-46d7-94ab-bc2670212ea2,21373,PNTW,(No CAS No. Provided),(No CAS No. Provided),,,,,TiO2 + ZnO,Mixture of titanium and zinc oxide,
,8fccd775-7001-4732-9e1a-1b4f11b9462b,23791,PNTR,(No CAS No. Provided),(No CAS No. Provided),,,,,CdZnS,Cadmium Zinc Sulfide,
,8e3994c2-eb30-4d41-b2dc-0e1da43254cf,23792,PNTR,(No CAS No. Provided),(No CAS No. Provided),,,,,CdS,Cadmium Sulfide,
,e7df4444-a3b9-4727-8714-572135eaf484,23795,PNTR,(No CAS No. Provided),(No CAS No. Provided),,,,,CdSSe,Cadmium Sulfo-selenide,
,ba06560e-62c9-4269-b746-d2dd5c28ae9e,23796,PNTR,(No CAS No. Provided),(No CAS No. Provided),,,,,CdSSe,Cadmium Sulfo-selenide,
,339695ab-f92f-4f32-9516-7ae9a1cfebca,23797,PNTR,(No CAS No. Provided),(No CAS No. Provided),,,,,CdSSe,Cadmium Sulfo-selenide,
,53a52934-ad15-4b63-9054-bb1b5e9e665b,23801,PNTR,(No CAS No. Provided),(No CAS No. Provided),,,,,CoOAl2O3,(No chemical name provided),
,c875618f-219f-4972-a307-8922ebdba07a,23806,PNTR,(No CAS No. Provided),(No CAS No. Provided),,,,,CoO-ZnO,Oxides of Cobalt and Zinc,
,fb0792fa-0b12-4f4b-ad4a-ebfa41279397,23808,PNTR,(No CAS No. Provided),(No CAS No. Provided),,,,,C32HO-2N8Cl14-16Cu,Chlorinated Copper Phthalocyanine,
,d067f7e4-219b-433d-a011-3e0671cf523c,23809,PNTR,(No CAS No. Provided),(No CAS No. Provided),,,,,Fe2O3-H2O,Iron Oxide,
,34b6f0d4-d775-4f90-bdb0-1b842223c073,23810,PNTR,(No CAS No. Provided),(No CAS No. Provided),,,,,Fe2O3-H2O,Iron Oxide,
,4d2cf681-2f35-4c55-bb27-ae31c2d9784d,23811,PNTR,(No CAS No. Provided),(No CAS No. Provided),,,,,Fe2O3,Iron Oxide,
,d69a3e87-359d-42c4-8bf7-534ff98941fa,23835,PNTA,(No CAS No. Provided),(No CAS No. Provided),,,,,TiO2,titanium dioxide (rutile),
,a5da2f53-f481-4df4-bb77-a7aebcb7269c,23837,PNTA,(No CAS No. Provided),(No CAS No. Provided),,,,,TiO2,titanium dioxide (rutile),
,a623f967-5c06-42af-ac98-0758d5be3b81,16747,ADD,000124-68-5,000124-68-5,,,,,,2-Amino-2-methyl-1-propanol,
,6a35845c-92d1-407b-8a16-9511b05a81b9,12980,SRES,000132-27-4; (Hydrate = 006152-33-6),000132-27-4,006152-33-6,,,,,"Natrium-o-Phenylphenolate, Tetrahydrate",
,61f9e0aa-8582-4440-bb34-54ebf67b396d,19986,ABR,000409-21-2,000409-21-2,,,,,SiC,silicon carbide,
,46520d06-da57-4efd-9901-f5f408a6ecdb,20035,ABR,000409-21-2,000409-21-2,,,,,SiC,silicon carbide,
,27559385-9515-4357-8017-bc53a78f6b1c,15608,VARN,00598-27-5,00598-27-5,,,,,,"Natural resin dissolved in hydrocarbon compounds and vegetable oils -  solid content: 43-46%; (R)-p-Mentha-1,8-dien < 60%",
,59d03368-d880-4aea-a17d-748836c5c07f,20011,FILR,"014464-46-1, 014808-60-7",014464-46-1,014808-60-7,,,,SiO2,(No chemical name provided),
,f7f7e99d-ffca-4eed-8d9a-b679c1f44255,20018,FILR,"014464-46-1, 014808-60-7",014464-46-1,014808-60-7,,,,SiO2,(No chemical name provided),
,886fb8cd-fab6-48d9-ad7f-b2ad90ac38fb,20021,FILR,"014464-46-1, 014808-60-7,
015468-32-3",014464-46-1,014808-60-7,015468-32-3,,,,(No chemical name provided),
,1d31eeb6-1e76-4c6e-a06e-eb807a52d47f,19955,PIG,014808-60-7,014808-60-7,,,,,SiO2,silicon dioxide,
,c5876eeb-4c2b-4895-a5cb-b8b2d31ce413,19380,PIG,068187-15-5,068187-15-5,,,,,Zr-Si-Pr-0,Zircon-Praseodym-Silicate,
,8ef84739-729c-438e-a717-ad98c48aab50,15502,PIG,068187-49-5,068187-49-5,,,,,,(No chemical name provided),
,a130330b-aab4-46bd-a850-9619da583406,19321,PIG,068187-49-5,068187-49-5,,,,,,Cobalt-zinc-ammonium complex,
,a5725bbc-d588-422c-9012-fc2572edcd50,19322,PIG,068187-49-5,068187-49-5,,,,,,Cobalt-chromium-magnesium spinel,
,b0f137a7-c293-4900-aa65-20b75980940c,19323,PIG,068187-49-5,068187-49-5,,,,,,Cobalt-chromium oxide,
,ebaa0e43-e6ab-4555-a9a5-04362f5c56e0,20057,DYE,"071839-85-5,
051147-75-2",071839-85-5,051147-75-2,,,,,1:2  Chromkomplex,
,533543a7-7323-4e89-96a3-aee94bfac582,19391,PIG,084632-65-5,084632-65-5,,,,,,(No chemical name provided),
,c04f6628-e26b-451b-a5fd-d9856d421d4e,20058,DYE,084961-40-0,084961-40-0,,,,,,1:2  Chromkomplex,
,0b12a33d-464f-448f-9a8f-4367c77e4391,20056,DYE,"085029-57-8, 
084961-40-0",085029-57-8,"
084961-40-0",,,,,1:2  Chromkomplex,
,6939ee10-13fd-4951-a2d3-9b41fd8eb2fb,20062,DYE,094279-65-9,094279-65-9,,,,,,Metal-free monoazo complex,
,c4a44370-7e45-4cc4-a4ed-0d1fa4083675,12501,DYE,100208-57-9,100208-57-9,,,,,,(No chemical name provided),
,2831ecf9-3097-46ff-8da4-1f9d0c48d892,16934,DYE,100208-57-9,100208-57-9,,,,,,(No chemical name provided),
,4c5e5f43-8b1f-45d1-a1a1-99e455221e62,17151,DYE,100208-57-9,100208-57-9,,,,,,(No chemical name provided),
,15ef292a-28e2-482e-97dd-9404ae9de5cd,17152,DYE,100208-57-9,100208-57-9,,,,,,(No chemical name provided),
,e0f2e3d8-ab5c-4059-b97d-c506530323b1,17156,DYE,100208-57-9,100208-57-9,,,,,,(No chemical name provided),
,c5ae0332-5cb9-4600-b446-cad0557b0176,17157,DYE,100208-57-9,100208-57-9,,,,,,(No chemical name provided),
,9afc0a62-2cd0-4ff4-b382-5a03a5707cbf,12535,DYE,100786-01-4,100786-01-4,,,,,,(No chemical name provided),
,983ec4f8-658d-4117-9923-5ed6ee5bc37a,15541,DYE,100786-01-4,100786-01-4,,,,,,(No chemical name provided),
,15b1abd7-61ca-46bf-bb34-fae6090ab0ba,16949,DYE,100786-01-4,100786-01-4,,,,,,(No chemical name provided),
,05146b8e-68c7-4ea2-a230-6761a0adba25,13672,RAWI,10099-79-3,10099-79-3,,,,,Pb(VO3)2,Lead vanadate,
,b144cd28-1686-4186-8281-0616c957af17,11346,PIG,10101-66-3,10101-66-3,,,,,(NH4)2Mn2(P2O7)2,Manganese Ammonium Pyro Phosphate,
,3183c661-6b22-43f4-bc5e-5c371d051474,15392,PIG,10101-66-3,10101-66-3,,,,,(NH4)2Mn2(P2O7)2,Manganese Ammonium Pyro Phosphate,
,ace71c4f-0148-42be-a4cc-572b11df9c3f,18747,PIG,10101-66-3,10101-66-3,,,,,(NH4)2Mn2(P2O7)2,Manganese Ammonium Pyro Phosphate,
,98b4de8b-fa94-40fc-bc44-c80990cf24b2,18818,PIG,10101-66-3,10101-66-3,,,,,(NH4)2Mn2(P2O7)2,Manganese Ammonium Pyro Phosphate,
,3d789ce7-e4f7-4ee6-9fbb-2e14e8b213dc,19176,PIG,10101-66-3,10101-66-3,,,,,,Manganese Ammonium Pyro Phosphate,
,4978248b-ca79-4777-9233-11d27ca490bb,19202,PIG,10103-48-7,10103-48-7,,,,,,copper phosphate,
,9f119838-a3b4-472a-a4cd-d28f091eb327,16820,DYE,10236-47-2,10236-47-2,,,,,C27H32O14,"4H-1-Benzopyran-4-one, 7-[[2-O-(6-deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranosyl]oxy]-2,3-dihydro-5-hydroxy-2-(4-hydroxyphenyl)-, (S)-",
,2f5277c3-8ee4-4f63-a230-12ec7c788adc,16761,ADD,102-71-6,102-71-6,,,,,N(CH2CH2OH)3,(No chemical name provided),
,768506af-1d43-4615-af25-81589b53ee70,15490,PIG,10294-40-3,10294-40-3,,,,,BaCrO4,barium chromate,
,fe3910c5-0af9-4f90-8648-ac3a9ce0ae90,14646,DYE,1052-38-6,1052-38-6,,,,,C18H18N8.2HCl,"4,4'-(1,3-Phenylenebis(azo))bisbenzene-1,3-diamine",
,3db286ca-6221-4f3e-91a3-3e4199137409,16882,DYE,1052-38-6,1052-38-6,,,,,C18H18N8.2HCl,(No chemical name provided),
,182b3aef-1873-4dda-98d7-c77cf9e76b47,16976,DYE,1052-38-6,1052-38-6,,,,,C18H18N8.2HCl,(No chemical name provided),
,f568f0db-6b68-4583-b158-3d31b86054db,10702,OIL,106-30-9,106-30-9,,,,,C9H18O2,Ethyl oenanthate,
,07c1c44b-ee34-4aa2-ade8-7dc7e7e8d1f8,16881,DYE,1064-48-8,1064-48-8,,,,,C22H16N6O9S2.2Na,"2,7-Naphthalenedisulfonic acid, 4-amino-5-hydroxy-3-((4-
nitrophenyl)azo)-6-(phenylazo)-, disodium salt",
,3d0bf180-e272-4ab2-a61e-f6ae79f2b0d1,16975,DYE,1064-48-8,1064-48-8,,,,,C22H16N6O9S2.2Na,"2,7-Naphthalenedisulfonic acid, 4-amino-5-hydroxy-3-((4-
nitrophenyl)azo)-6-(phenylazo)-, disodium salt",
,d3e022e3-90e1-4547-b57a-4704f76920a7,20081,SRES,108-88-3,108-88-3,,,,,,methyl-methacrylate-copolymer,
,031bd034-130b-44a5-b6a3-b4b72b6ce412,19358,PIG,11129-60-5,11129-60-5,,,,,,"contains manganese oxides, calcium carbonate and iron oxide",
,ded0b31c-71da-4ad7-b835-48fd09cf323c,19359,PIG,11129-60-5,11129-60-5,,,,,,(No chemical name provided),
,34861964-0acd-4041-9eb0-9030a3b88a14,19360,PIG,11129-60-5,11129-60-5,,,,,,(No chemical name provided),
,c7a43de2-0562-4076-8be5-fc87f1e0c4c4,19361,PIG,11129-60-5,11129-60-5,,,,,,(No chemical name provided),
,7e431a49-112d-444c-b2f4-184bfedfa96d,19362,PIG,11129-60-5,11129-60-5,,,,,,(No chemical name provided),
,5d9d489e-aa05-4078-8196-56dd6adbd9c7,19415,PIG,11129-60-5,11129-60-5,,,,,,(No chemical name provided),
,89a52441-15ea-45bf-8267-f33ec1e0c28f,19416,PIG,11129-60-5,11129-60-5,,,,,,(No chemical name provided),
,b6fb5e2f-5fcb-4cf9-aa1a-ed960620fcaa,19417,PIG,11129-60-5,11129-60-5,,,,,,(No chemical name provided),
,045e0d05-29cf-4404-bd36-b7d88d4dd363,19418,PIG,11129-60-5,11129-60-5,,,,,,(No chemical name provided),
,c9158ba9-2436-4401-82fb-b716cb3da023,19421,PIG,11129-60-5,11129-60-5,,,,,Mn3O4,Manganese oxide,
,fc431c36-a5b8-4d3e-bb8b-98452031338d,19427,PIG,11129-60-5,11129-60-5,,,,,,(No chemical name provided),
,354031d1-a34b-428a-805d-6ef4092dfdb6,16771,DYE,117-10-2,117-10-2,,,,,C14H8O4,"1,8-Dihydroxy-anthraquinone, synth.",
,c24a280c-305a-436d-9e9b-2a439851ee2e,16768,DYE,117-12-4,117-12-4,,,,,C14H8O4,(No chemical name provided),
,77a0e6c7-b514-40af-b857-0ac67fcbc169,16812,DYE,117-39-5,117-39-5,,,,,C15H10O7,"3,3',4',5,7-pentahydroxyflavone",
,a33326a9-56fc-4ca2-948b-5c3aab54cd66,17126,DYE,117-39-5,117-39-5,,,,,C15H10O7,"3,3',4',5,7-pentahydroxyflavone",
,b0b90f9e-ca40-457c-9e83-355a1259aac8,11153,NRES,119-53-9,119-53-9,,,,,,(No chemical name provided),
,65104881-c4e5-4051-810d-203a33a22885,11186,NRES,119-53-9,119-53-9,,,,,,(No chemical name provided),
,0f4d774b-ebf2-492f-ad60-9d50a4b1535c,11192,NRES,119-53-9,119-53-9,,,,,,(No chemical name provided),
,2e9ab597-e2fc-4c9e-87a1-60646e66a2a6,11194,NRES,119-53-9,119-53-9,,,,,,(No chemical name provided),
,2d7494f3-5f2b-461c-bbbe-fbcf6b0cca44,11195,NRES,119-53-9,119-53-9,,,,,,(No chemical name provided),
,3b2a79e1-9577-43e0-bdf6-2f98ab9c649a,12907,NRES,119-53-9,119-53-9,,,,,,(No chemical name provided),
,9c95bd28-d466-42a5-84ea-a6b1ee644b4b,12917,NRES,119-53-9,119-53-9,,,,,,(No chemical name provided),
,b62efe2d-0c61-47ee-88cc-59f6b74b875e,15299,NRES,119-53-9,119-53-9,,,,,,(No chemical name provided),
,ceb72d56-315a-422b-934c-0e2472f18dfe,15300,NRES,119-53-9,119-53-9,,,,,,(No chemical name provided),
,1e421080-c889-45af-b794-01481005642f,15349,NRES,119-53-9,119-53-9,,,,,,(No chemical name provided),
,48bc0647-eaa6-4890-999b-95312d007bfe,12615,NRES,119-53-9,119-53-9,,,,,,(No chemical name provided),
,ac6f48aa-47d1-4656-b839-76dc1473d4ec,15573,NRES,119-53-9,119-53-9,,,,,,(No chemical name provided),
,387a20a9-8831-46dd-abbd-99dff8ad98a9,11807,PIG,12000-57-6 or 1309-37-1,12000-57-6,1309-37-1,,,,,"iron oxide, clay, aluminum, and manganese",
,6d5e90fe-0e58-42ac-a3af-5af383aa890f,11814,PIG,12000-57-6 or 1309-37-1,12000-57-6,1309-37-1,,,,,"iron oxide, clay, aluminum, and manganese",
,c80783c3-244e-478c-956a-8a6885b02ce9,11825,PIG,12000-57-6 or 1309-37-1,12000-57-6,1309-37-1,,,,,"iron oxide, clay, aluminum, and manganese",
,fcd9f995-da1e-4134-91e2-327f4bb3e92f,11827,PIG,12000-57-6 or 1309-37-1,12000-57-6,1309-37-1,,,,,"iron oxide, clay, aluminum, and manganese",
,260e3020-18a9-4bbe-91bb-832dfb4af3de,11900,PIG,12000-57-6 or 1309-37-1,12000-57-6,1309-37-1,,,,,"iron oxide, clay, aluminum, and manganese",
,bc252569-20d0-441e-b4e0-841375f42d09,11910,PIG,12000-57-6 or 1309-37-1,12000-57-6,1309-37-1,,,,,"iron oxide, clay, aluminum, and manganese",
,c2f818cc-b0bb-4bd8-b87b-c83ace3c76c0,14671,PIG,12000-57-6 or 1309-37-1,12000-57-6,1309-37-1,,,,,"iron oxide, clay, aluminum, and manganese",
,a51618d2-03fe-4cd2-8cfc-5fe9b092fd23,14672,PIG,12000-57-6 or 1309-37-1,12000-57-6,1309-37-1,,,,,"iron oxide, clay, aluminum, and manganese",
,7c321d10-6b99-49d2-b92f-db264e91fcff,14673,PIG,12000-57-6 or 1309-37-1,12000-57-6,1309-37-1,,,,,"iron oxide, clay, aluminum, and manganese",
,4c774c54-b5be-4012-8eb1-2ce392c92e42,14674,PIG,12000-57-6 or 1309-37-1,12000-57-6,1309-37-1,,,,,"iron oxide, clay, aluminum, and manganese",
,0f213323-9063-4d4d-9771-d3e225def17b,14855,PIG,12000-57-6 or 1309-37-1,12000-57-6,1309-37-1,,,,,"iron oxide, clay, aluminum, and manganese",
,53967247-dfd5-446c-81df-575aaa6d6fd7,14856,PIG,12000-57-6 or 1309-37-1,12000-57-6,1309-37-1,,,,,"iron oxide, clay, aluminum, and manganese",
,f803305f-d6dd-4ac4-b404-2ee9ccbaf1ad,14857,PIG,12000-57-6 or 1309-37-1,12000-57-6,1309-37-1,,,,,"iron oxide, clay, aluminum, and manganese",
,7282f77d-c473-43e3-bde3-3183f5948e30,14858,PIG,12000-57-6 or 1309-37-1,12000-57-6,1309-37-1,,,,,"iron oxide, clay, aluminum, and manganese",
,a2898814-662c-4d2d-bfb8-815c495e0cca,15515,PIG,12000-57-6 or 1309-37-1,12000-57-6,1309-37-1,,,,,"iron oxide, clay, aluminum, and manganese",
,7d86dc3e-7447-4d64-a47c-5901712fe76e,15524,PIG,12000-57-6 or 1309-37-1,12000-57-6,1309-37-1,,,,,"iron oxide, clay, aluminum, and manganese",
,58b8fe5d-1ca6-4836-8979-1bcfd393caf3,13183,PIG,12000-57-6 or 1309-37-1,12000-57-6,1309-37-1,,,,,"iron oxide, clay, aluminum, and manganese",
,df2e076f-1647-439a-8020-0d61692d79fc,13210,PIG,12000-57-6 or 1309-37-1,12000-57-6,1309-37-1,,,,,"iron oxide, clay, aluminum, and manganese",
,bfacf6c1-bbfa-4b26-8f3c-8a285e659837,13295,PIG,12000-57-6 or 1309-37-1,12000-57-6,1309-37-1,,,,,"iron oxide, clay, aluminum, and manganese",
,63b0cf0b-2ea5-4756-8dfd-c5900f607a23,15722,PIG,12000-57-6 or 1309-37-1,12000-57-6,1309-37-1,,,,,"iron oxide, clay, aluminum, and manganese",
,45d8aacd-2b17-4b2b-8cf3-9e5e427365b1,15938,PIG,12000-57-6 or 1309-37-1,12000-57-6,1309-37-1,,,,,"iron oxide, clay, aluminum, and manganese",
,4b1b6665-9f58-4758-beaa-faac983313c9,16052,PIG,12000-57-6 or 1309-37-1,12000-57-6,1309-37-1,,,,,"iron oxide, clay, aluminum, and manganese",
,ce9c4194-1c6e-487b-bc49-738701f8f8e3,16146,PIG,12000-57-6 or 1309-37-1,12000-57-6,1309-37-1,,,,,"iron oxide, clay, aluminum, and manganese",
,fb943632-0832-4d12-b037-7cc2da4d4852,16671,PIG,12000-57-6 or 1309-37-1,12000-57-6,1309-37-1,,,,,"iron oxide, clay, aluminum, and manganese",
,c54f3e50-1ad0-41fe-813e-a90a705fb0eb,19807,RAWI,12001-26-2,12001-26-2,,,,,,"SiO2	47.19 %
Al2O3	30.28 %
TiO2	0.16 %
K2O	10.42 %
Na2O	0.51 %
Fe2O3 	6.03 %
MgO	0.76 %
CaO	0.18 %
P2O5         	< 0.01 %",
,721a1516-7bdf-4d1f-8dc0-8246d804f1b7,19808,RAWI,12001-26-2,12001-26-2,,,,,KAl2(AlSi3O10)(OH)2,(No chemical name provided),
,97696795-f1b4-45f3-80d7-27415b5edd3e,19811,RAWI,12001-26-2,12001-26-2,,,,,KAl2(AlSi3O10)(OH)2,(No chemical name provided),
,da9b55e9-cecd-4543-aa66-9d9ca36e6403,11036,SRES,12001-29-5,12001-29-5,,,,,Mg6Si4H8O18 / Mg6(Si4O10)(OH)8,(No chemical name provided),
,ec35d251-d1b0-4f9c-b009-b783fd7b580b,13692,FAB,12001-29-5,12001-29-5,,,,,,(No chemical name provided),
,93b6edcf-1116-44e2-a35b-97b7edb9d4b1,13693,FAB,12001-29-5,12001-29-5,,,,,,(No chemical name provided),
,8c17221e-5369-4517-984b-4fd17be2c034,13818,FAB,12001-29-5,12001-29-5,,,,,,(No chemical name provided),
,543e1f02-3ee2-4fb1-a165-05175cd3a447,19329,PIG,12001-99-9,12001-99-9,,,,,Cr2O3,Chromium Oxide,
,c2fa8edf-44a5-4c30-bc03-de011fca476e,11862,PIG,12002-43-6,12002-43-6,,,,,,(No chemical name provided),
,5ed3cdca-651e-4800-9caa-893d23450a9f,13097,PIG,12002-43-6,12002-43-6,,,,,,(No chemical name provided),
,2421392f-df94-4493-9d97-c13c17c732fc,19940,PIG,12002-43-6,12002-43-6,,,,,,(No chemical name provided),
,69b3ddc7-1886-4a08-b263-ba524c9ae835,11357,PIG,12044-30-3,12044-30-3,,,,,AsS or As4S4,arsenic disulfide,
,38b4ba4b-a040-4da9-a484-dab5bd59ac37,11360,PIG,12044-30-3,12044-30-3,,,,,AsS or As4S4,arsenic disulfide,
,0fc741ed-323c-4079-9d73-b028bf2a6926,14656,PIG,12044-30-3,12044-30-3,,,,,AsS or As4S4,arsenic disulfide,
,e546a7be-f863-41b1-b46f-e58fc46aac40,13098,PIG,12044-30-3,12044-30-3,,,,,AsS or As4S4,arsenic disulfide,
,e8ad371e-f61d-41d1-b166-4392448c1c40,19088,PIG,12044-30-3,12044-30-3,,,,,AsS or As4S4,arsenic disulfide,
,5b7510b4-039b-47cb-92fd-9f121d157a96,11299,PIG,12069-69-1,12069-69-1,,,,,CuCO3-Cu(OH)2,copper(II)hydroxide carbonate (basic copper carbonate),
,013fa841-5a8d-40a8-b19e-3158cf8afba8,15005,PIG,12069-69-1,12069-69-1,,,,,CuCO3-Cu(OH)2,copper carbonate (green),
,0ab4ae28-9b8f-4185-83fe-fc7290941934,15006,PIG,12069-69-1,12069-69-1,,,,,CuCO3-Cu(OH)2,copper carbonate (green),
,c8ddeb72-0161-4e15-b259-e9d2ce522bdb,19027,PIG,12069-69-1,12069-69-1,,,,,2CuCO3-Cu(OH)2,Copper carbonate (blue),
,4b04c3e9-c72b-415c-842f-f4e7e73c1af9,19336,PIG,12069-69-1,12069-69-1,,,,,CuCO3.Cu(OH)2,copper(II)hydroxide carbonate,
,c87d3057-fe1e-437f-bbe5-8fb226f44e27,15416,PIG,12202-17-4,12202-17-4,,,,,PbSO4*3PbO*H2O,basic lead sulfate,
,5303761f-3b71-4baa-ad66-f65a46163ab0,19268,PIG,12202-17-4,12202-17-4,,,,,PbSO4*3PbO*H2O,basic lead sulphate,
,56a2918b-f735-4fcc-a7df-394476e7e38c,16899,DYE,12224-98-5,12224-98-5,,,,,C26H26N2O3Cl,"ethyl ester of diethyldiamino-o- 
carboxy-phenyl-zanthenyl chloride",
,b561128f-386a-47a7-90e8-29d0ff3d0d98,16951,DYE,12224-98-5,12224-98-5,,,,,C26H26N2O3Cl,"ethyl ester of diethyldiamino-o- 
carboxy-phenyl-zanthenyl chloride",
,81f999b3-550e-44fe-a826-a5255b76272c,10540,RAWI,12244-39-2,12244-39-2,,,,,,(No chemical name provided),
,89168f41-e60a-4ccb-8d64-529d9dd5b698,19379,PIG,12442-27-2 and 7727-43-7,12442-27-2,7727-43-7,,,,,Cadmium zinc sulphide and Barium sulphate,
,3dc62af8-ed35-427a-9406-d3182e2289a4,16789,DYE,1260-17-9,1260-17-9,,,,,C22H2OO13,"2-Anthracenecarboxylic acid, 7-b-D-glucopyranosyl-9,10-dihydro-3,5,6,8-tetrahydroxy-1-methyl-9,10-dioxo- (9CI)",
,df48c610-9d49-40ef-af8b-9f0d05a27814,12518,DYE,1260-17-9 or 1390-65-4,1260-17-9,1390-65-4,,,,C22H20O13,(No chemical name provided),
,562b638b-6bac-4dbb-921c-f4ab67a55d81,14818,DYE,1260-17-9 or 1390-65-4,1260-17-9,1390-65-4,,,,C22H20O13,(No chemical name provided),
,0931b40e-5dea-4b0f-846f-038a04526d53,15544,DYE,1260-17-9 or 1390-65-4,1260-17-9,1390-65-4,,,,C22H20O13,(No chemical name provided),
,adc73d05-b40e-48b9-8f13-838c2126b533,13208,DYE,1260-17-9 or 1390-65-4,1260-17-9,1390-65-4,,,,C22H20O13,(No chemical name provided),
,520ab20d-8267-48b4-b5a8-a2c683fd182e,16698,ADD,12627-38-2,12627-38-2,,,,,,Sodium octylphenoxypolyethoxyethyl sulfate (20% aqueous soln),
,f3641fca-6b87-4b56-a76d-a4de959fb413,12516,DYE,12640-73-2,12640-73-2,,,,,,(No chemical name provided),
,ce2a8a24-be44-4a59-9843-61c60869d0cf,16939,DYE,12640-73-2,12640-73-2,,,,,,(No chemical name provided),
,21cf8e3f-fced-4bbe-8ccf-c506b65e4045,17102,DYE,12640-73-2,12640-73-2,,,,,,(No chemical name provided),
,98d5deb3-87d7-423e-bc0b-618d16ac61ec,17103,DYE,12640-73-2,12640-73-2,,,,,,(No chemical name provided),
,7e429251-c113-45a3-80ae-fe1f9172b587,17104,DYE,12640-73-2,12640-73-2,,,,,,(No chemical name provided),
,8476c9bf-3dd0-450f-9d43-02416b6622f3,17105,DYE,12640-73-2,12640-73-2,,,,,,(No chemical name provided),
,3e491c87-295d-43ed-8d9e-b2db487a45bd,17106,DYE,12640-73-2,12640-73-2,,,,,,(No chemical name provided),
,e5e49c01-d2ac-4a9b-9ead-455be03251be,17107,DYE,12640-73-2,12640-73-2,,,,,,(No chemical name provided),
,360591a0-5699-41c5-9a22-da85c8dcbb3f,17108,DYE,12640-73-2,12640-73-2,,,,,,(No chemical name provided),
,00484b28-b1db-4349-825e-93f3eacb49d6,17109,DYE,12640-73-2,12640-73-2,,,,,,(No chemical name provided),
,7012f74e-b952-4e79-96be-5044715a977b,17110,DYE,12640-73-2,12640-73-2,,,,,,(No chemical name provided),
,823df446-1ac7-4fbd-ab5e-dc8889de842e,17111,DYE,12640-73-2,12640-73-2,,,,,,(No chemical name provided),
,c0443f0e-ef50-4ff5-a52a-8b241dd7cf23,17112,DYE,12640-73-2,12640-73-2,,,,,,(No chemical name provided),
,7b209c79-0b9e-43db-9597-9ccc8f4cd627,17113,DYE,12640-73-2,12640-73-2,,,,,,(No chemical name provided),
,c3ffbc9a-9835-4acc-9c05-716f7590c796,19384,PIG,12656-57-4,12656-57-4,,,,,,Cadmium sulfoselenide orange,
