fix,rsci_uuid,Barcode No.,Barcode Prefix,Legacy Chemical (CAS) No.,cas 1,cas 2,cas 3,cas 4,cas 5,Chemical Formula,Chemical Name,Ak Notes
,ba19348b-395d-4df0-a3c8-78a5acd7d772,19082,PIG,1319-45-5,1319-45-5,,,,,2CuCO3-Cu(OH)2,"alkaline copper carbonate, copper ore",
,63bbb3ef-8858-4b92-971e-2c5d57360519,19091,PIG,1319-45-5,1319-45-5,,,,,2CuCO3-Cu(OH)2,"alkaline copper carbonate, copper ore",
,4e22c9d0-e700-451d-a7a0-3952746b9532,19092,PIG,1319-45-5,1319-45-5,,,,,2CuCO3-Cu(OH)2,"alkaline copper carbonate, copper ore",
,e4dbab62-d29e-4f61-8444-d1a1aef3db73,11802,PIG,1319-46-6,1319-46-6,,,,,2PbCO3.Pb(OH)2,lead carbonate + lead hydroxide,
,658e1c23-341c-46b5-b0cd-41936e805151,11840,PIG,1319-46-6,1319-46-6,,,,,2PbCO3.Pb(OH)2,lead carbonate + lead hydroxide,
,fb91fc94-25d9-4aa7-97cf-d3f300d84eb7,11843,PIG,1319-46-6,1319-46-6,,,,,2PbCO3.Pb(OH)2,lead carbonate + lead hydroxide,
,da10a0b2-f37f-4d7d-ab99-6083fda8bdc1,11889,PIG,1319-46-6,1319-46-6,,,,,2PbCO3.Pb(OH)2,lead carbonate + lead hydroxide,
,7bd4ec43-a2ed-4185-9c90-4c0ab24b836f,11912,PIG,1319-46-6,1319-46-6,,,,,2PbCO3.Pb(OH)2,lead carbonate + lead hydroxide,
,81b714fe-eb41-4818-bdde-bacea19ab19a,14757,PIG,1319-46-6,1319-46-6,,,,,2PbCO3.Pb(OH)2,lead carbonate + lead hydroxide,
,a003b032-ead8-4975-a08c-845f9c0aee49,14782,PIG,1319-46-6,1319-46-6,,,,,2PbCO3.Pb(OH)2,basic lead carbonate,
,2b9fafe5-8ba4-4641-bfc3-f3cd0b14143f,14783,PIG,1319-46-6,1319-46-6,,,,,2PbCO3.Pb(OH)2,basic lead carbonate,
,bb554d37-f902-4f11-ba86-cecc5bee2506,11526,PIG,1319-46-6,1319-46-6,,,,,C2H2O8Pb3,basic lead carbonate,
,f4f51388-7520-4575-99e7-070530da5f11,13129,PIG,1319-46-6,1319-46-6,,,,,2PbCO3.Pb(OH)2,lead carbonate + lead hydroxide,
,b3179548-cc65-4790-97c2-ca13748169f0,13335,PIG,1319-46-6,1319-46-6,,,,,C2H2O8Pb3,basic lead carbonate,
,2d93e8fb-2dd6-4662-b0ac-623a72881993,13346,PIG,1319-46-6,1319-46-6,,,,,2PbCO3.Pb(OH)2,lead carbonate + lead hydroxide,
,5ecc43fd-cc61-4bd2-8bd0-2810d49b490f,13357,PIG,1319-46-6,1319-46-6,,,,,2PbCO3.Pb(OH)2,basic lead carbonate,
,9e7b9277-bc8e-4095-b9fa-23a2fba5c155,15710,PIG,1319-46-6,1319-46-6,,,,,2PbCO3.Pb(OH)2,lead carbonate + lead hydroxide,
,b1080909-8b08-48ea-8f78-a61bef7d7a66,16136,PIG,1319-46-6,1319-46-6,,,,,2PbCO3.Pb(OH)2,basic lead carbonate,
,bdb21b3f-829d-4482-a1d1-8de3bfc36b4f,17615,PIG,1319-46-6,1319-46-6,,,,,2PbCO3.Pb(OH)2,lead carbonate + lead hydroxide,
,fc766b22-d5bb-4b5b-ba5a-578425d5e1f2,20036,PIG,1319-46-6,1319-46-6,,,,,2PbCO3 * Pb(OH)2,Lead hydroxide carbonate,
,b19a1ae8-667b-4593-bf20-5432f30021ef,20052,PIG,1319-46-6,1319-46-6,,,,,2PbCO3 * Pb(OH)2,Lead hydroxide carbonate,
,959bf214-22e1-407c-80d0-29724aa15a07,11297,PIG,1319-53-5,1319-53-5,,,,,CuCO3-Cu(OH)2,Copper carbonate (green),
,e47e73d6-16e3-4c96-b990-6acd0361cf49,11298,PIG,1319-53-5,1319-53-5,,,,,CuCO3-Cu(OH)2,Copper carbonate (green),
,3689d018-27ce-4ad1-ad6c-7da608807538,14730,PIG,1319-53-5,1319-53-5,,,,,CuCO3-Cu(OH)2,basic copper carbonate,
,882a7ffa-f5e7-44f6-a7a5-1a0b09003830,14962,PIG,1319-53-5,1319-53-5,,,,,CuCO3-Cu(OH)2,Copper carbonate (green),
,b0045957-84b2-4c9e-ae81-aed144cc424e,14963,PIG,1319-53-5,1319-53-5,,,,,CuCO3-Cu(OH)2,Copper carbonate (green),
,6c40631d-747e-4e5d-aa62-44ebfc307af4,14964,PIG,1319-53-5,1319-53-5,,,,,CuCO3-Cu(OH)2,Copper carbonate (green),
,c0879fe4-e0c7-4e35-aebd-61ce0f03751c,14965,PIG,1319-53-5,1319-53-5,,,,,CuCO3-Cu(OH)2,Copper carbonate (green),
,d45433c6-b5eb-4504-8b65-121678969fed,14966,PIG,1319-53-5,1319-53-5,,,,,CuCO3-Cu(OH)2,Copper carbonate (green),
,710d3ccb-c7f4-4e2e-8106-be6a7eba44ff,14967,PIG,1319-53-5,1319-53-5,,,,,CuCO3-Cu(OH)2,Copper carbonate (green),
,0e269f5c-3d05-4df6-bb56-7ac091d05c83,14999,PIG,1319-53-5,1319-53-5,,,,,CuCO3-Cu(OH)2,Copper carbonate (green),
,68e75a65-d9ca-4cc5-90cb-2b313284d61e,15000,PIG,1319-53-5,1319-53-5,,,,,CuCO3-Cu(OH)2,Copper carbonate (green),
,537909bf-0685-43e4-951d-5663da2c1f05,15001,PIG,1319-53-5,1319-53-5,,,,,CuCO3-Cu(OH)2,Copper carbonate (green),
,195c0f15-9625-4e53-aa1f-c930734fc66a,15002,PIG,1319-53-5,1319-53-5,,,,,CuCO3-Cu(OH)2,Copper carbonate (green),
,0e73bd2b-fc38-4b0b-9f64-ac4f05d80111,15003,PIG,1319-53-5,1319-53-5,,,,,CuCO3-Cu(OH)2,Copper carbonate (green),
,e6076f78-2d1b-44bb-bf41-08b3d0f400cd,10790,PIG,1319-53-5,1319-53-5,,,,,CuCO3-Cu(OH)2,Copper carbonate (green),
,452140f3-b121-4d6a-b9c9-17ee872eeada,11522,PIG,1319-53-5,1319-53-5,,,,,CuCO3-Cu(OH)2,Copper carbonate (green),
,47027ab1-de53-4c32-a871-13dcfa5b8542,15733,PIG,1319-53-5,1319-53-5,,,,,CuCO3-Cu(OH)2,Copper carbonate (green),
,d4e4195c-8d8a-4116-8413-5d60cbec250a,17641,PIG,1319-53-5,1319-53-5,,,,,CuCO3-Cu(OH)2,basic copper carbonate,
,e3227040-b3e2-46fe-b1c6-d2bda399e9f7,17642,PIG,1319-53-5,1319-53-5,,,,,CuCO3-Cu(OH)2,basic copper carbonate,
,2e158ab4-d191-452c-87dd-c3112c956f2f,19084,PIG,1319-53-5,1319-53-5,,,,,CuCO3-Cu(OH)2,Copper carbonate (green),
,e01e04ba-c5ca-4065-b556-9fd8f3d168b8,20156,DYE,1320-06-5,1320-06-5,,,,,,(No chemical name provided),
,86a06965-ebb6-4719-aa57-b90031295eb8,16804,DYE,1324-63-6,1324-63-6,,,,,C34H42O20,(No chemical name provided),
,09a94d6a-9fff-49fc-8731-32f30cbbd0a2,16044,DYE,1325-82-2,1325-82-2,,,,,,(No chemical name provided),
,7e539d81-53a1-4414-93fa-f5fa3bf90cd6,16045,DYE,1325-82-2,1325-82-2,,,,,,(No chemical name provided),
,b6c2b7ff-d299-463d-a721-f60795c5b4a8,14610,PIG,1332-58-7,1332-58-7,,,,,Al2Si2O5(OH4),Hydrated aluminum silicate,
,c13a904a-836f-43e7-a72d-662d626c7647,15464,PIG,1332-58-7,1332-58-7,,,,,Al2Si2O5(OH4),Hydrated aluminum silicate,
,afe8a8a7-a7ab-440b-be1e-917682b7dd34,15629,RAWI,1332-58-7,1332-58-7,,,,,Al2Si2O5(OH4),Hydrated aluminum silicate,
,052424cf-b069-4b81-bb11-911810d6dff7,15642,RAWI,1332-58-7,1332-58-7,,,,,Al2Si2O5(OH4),Hydrated aluminum silicate,
,6f23dc62-43d2-4912-8d53-389cef6e1d4c,15668,RAWI,1332-58-7,1332-58-7,,,,,Al2Si2O5(OH4),Hydrated aluminum silicate,
,08d9974f-ff7a-4046-92d4-c35f869472c6,11837,PIG,1333-86-4,1333-86-4,,,,,,amorphous carbon,
,9c173f86-82d4-4a97-8b35-b498fe89cc30,11869,PIG,1333-86-4,1333-86-4,,,,,C,carbon,
,615b3c7e-341d-4082-9bfb-12df4803e240,11903,PIG,1333-86-4,1333-86-4,,,,,C,carbon,
,744e20e8-d933-4080-b150-56da4abe660d,11917,PIG,1333-86-4,1333-86-4,,,,,C,carbon,
,e61f9516-340c-4f71-bbe0-66a2e16ccce4,14727,PIG,1333-86-4,1333-86-4,,,,,C,carbon,
,e5447d5b-8f7f-4be3-aba6-31d9d7125738,14728,PIG,1333-86-4,1333-86-4,,,,,C,carbon,
,bae6e936-ecba-48ed-8c57-eae430686630,14749,PIG,1333-86-4,1333-86-4,,,,,C,carbon,
,1cd45bc1-25b5-47cd-85a0-0d61d44730bb,14750,PIG,1333-86-4,1333-86-4,,,,,C,carbon,
,1b090ef4-9238-421f-bc46-3744392da937,14751,PIG,1333-86-4,1333-86-4,,,,,C,carbon,
,353f456e-7a41-4247-9d33-591a4e037d29,14803,PIG,1333-86-4,1333-86-4,,,,,C,carbon,
,8812223e-1d19-467d-8cba-fa9c629e1893,11518,PIG,1333-86-4,1333-86-4,,,,,C,carbon,
,478c4430-6388-45c4-a559-1a77dc09c678,15695,PIG,1333-86-4,1333-86-4,,,,,C,carbon,
,05a2c2c0-8b75-45b2-9bde-75cd24a3b4f4,15752,PIG,1333-86-4,1333-86-4,,,,,C,carbon,
,bf2b3c62-ff78-4383-a79d-16848a094958,17651,PIG,1333-86-4,1333-86-4,,,,,C,carbon,
,d85466cc-c269-4d56-9273-98a5fb92145e,19274,PIG,1333-86-4,1333-86-4,,,,,,(No chemical name provided),
TRUE,2577877f-864f-4033-9105-b3c117229b03,11811,PIG,1333-86-5,1333-86-4,,,,,C,amorphous carbon,Likely transciption error
TRUE,9e73f92c-e8e9-4f9d-83c9-e8a9c936d815,14729,PIG,1333-86-5,1333-86-4,,,,,C,amorphous carbon,Likely transciption error
TRUE,aec11dcc-0af8-4aca-b38b-730ea33fcd56,14777,PIG,1333-86-5,1333-86-4,,,,,C,amorphous carbon,Likely transciption error
TRUE,24961cd5-a0cd-4e85-82ee-85d2aa02316c,15421,PIG,1333-86-5,1333-86-4,,,,,C,amorphous carbon,Likely transciption error
TRUE,910e1476-2e51-4dd0-9253-869379fc0e32,13096,PIG,1333-86-5,1333-86-4,,,,,C,amorphous carbon,Likely transciption error
TRUE,8aaeee0d-3ce6-46c9-9eb5-203d9c892d9f,13289,PIG,1333-86-5,1333-86-4,,,,,C,amorphous carbon,Likely transciption error
TRUE,3d050523-4fcf-44b3-a418-567f7d4c435a,16057,PIG,1333-86-5,1333-86-4,,,,,C,amorphous carbon,Likely transciption error
TRUE,614da78e-5c12-4a63-93a3-e4b3d2a841ca,18770,PIG,1333-86-5,1333-86-4,,,,,C,amorphous carbon,Likely transciption error
TRUE,7b9e28a6-a3a6-411b-9c12-350644d373a3,19270,PIG,1333-86-5,1333-86-4,,,,,,amorphous carbon,Likely transciption error
,bca93e0f-e45c-4feb-9800-c549d4c79345,16751,ADD,1338-39-2,1338-39-2,,,,,,Sorbitan monolaurate,
,e27421f7-8729-4167-900e-43c424649290,16752,ADD,1338-43-8,1338-43-8,,,,,C24H44O6,Sorbitan monooleate,
,dcb1ddbc-c4aa-40a8-b388-a9bbffbbfd41,10542,RAWI,13397-24-5,13397-24-5,,,,,CaSO4-2H2O,"Calcium sulfate, hydrated",
,4c420978-6605-42ee-b52e-fcbd362eafa0,11841,PIG,13397-24-5,13397-24-5,,,,,CaSO4-2H2O,hydrated calcium sulfate,
,886cfcf5-62cd-4038-a32b-abf5ef10074d,11842,PIG,13397-24-5,13397-24-5,,,,,CaSO4-2H2O,hydrated calcium sulfate,
,b6ec781c-78dd-4734-8c7c-4d33f8aa6def,12533,DYE,1343-78-8,1343-78-8,,,,,,(No chemical name provided),
,3fdfb8c9-1a59-4560-ae10-57a418e450f4,14825,DYE,1343-78-8,1343-78-8,,,,,,(No chemical name provided),
,a64fe46e-e218-46da-862e-769018ecba9d,14831,DYE,1343-78-8,1343-78-8,,,,,,(No chemical name provided),
,68df1fda-3362-4395-be96-0dc9eb4e5903,14841,DYE,1343-78-8,1343-78-8,,,,,,(No chemical name provided),
,d3e941ea-7a05-4bdf-be73-73705ee5ab58,15545,DYE,1343-78-8,1343-78-8,,,,,,(No chemical name provided),
,614c98e3-b642-4fdd-b2af-ccd07e680105,16937,DYE,1343-78-8,1343-78-8,,,,,,(No chemical name provided),
,136fff6f-f724-4faf-a12b-5e62e3b48af6,17050,DYE,1343-78-8,1343-78-8,,,,,,(No chemical name provided),
,899bcdc8-a07f-4921-907c-57ceac763204,17051,DYE,1343-78-8,1343-78-8,,,,,,(No chemical name provided),
,f77e6c77-fefe-482a-a7a7-e358ca07db56,17052,DYE,1343-78-8,1343-78-8,,,,,,(No chemical name provided),
,afc89cc2-0ab1-4fd0-9423-d9559aa6cec4,17053,DYE,1343-78-8,1343-78-8,,,,,,(No chemical name provided),
,d6c8406f-5ca1-4efa-be1a-274f83c51a4b,17054,DYE,1343-78-8,1343-78-8,,,,,,(No chemical name provided),
,e1d85465-3594-4a23-a330-1caff9100343,17055,DYE,1343-78-8,1343-78-8,,,,,,(No chemical name provided),
,adf4f76e-4fbc-42c1-b647-61d92c22148d,17056,DYE,1343-78-8,1343-78-8,,,,,,(No chemical name provided),
,4853d1b5-8909-48a5-8fbc-c0e848b0d511,19269,PIG,"1344-43-0 and 
1317-38-0",1344-43-0,"
1317-38-0",,,,,Manganese ferrite black spinel,
,2b5b3ce4-1db5-4d7d-b8bf-a5b5b804fbbf,10807,PIG,1344-48-5,1344-48-5,,,,,HgS,Mercuric Sulfide,
,2e6e05c2-6164-402c-86e9-fb6386b8c591,10808,PIG,1344-48-5,1344-48-5,,,,,HgS,Mercuric Sulfide,
,3a2ea775-7806-4e0e-a84f-c00f6c1e28e6,10809,PIG,1344-48-5,1344-48-5,,,,,HgS,Mercuric Sulfide,
,31454bc2-0c1b-48f4-94e6-3dee3a045018,10810,PIG,1344-48-5,1344-48-5,,,,,HgS,Mercuric Sulfide,
,5249ab57-e690-4de7-9406-eec8cd5fe558,10811,PIG,1344-48-5,1344-48-5,,,,,HgS,Mercuric Sulfide,
,5ce759d5-64d2-4d37-bd01-7b718e0317a4,10812,PIG,1344-48-5,1344-48-5,,,,,HgS,Mercuric Sulfide,
,5d096bb2-b4cb-4669-b7a1-cc10ef5f1498,10921,PIG,1344-48-5,1344-48-5,,,,,HgS,Mercuric sulfide,
,0e594577-8c4e-400a-adc5-84ea8e4176b3,10927,PIG,1344-48-5,1344-48-5,,,,,HgS,mercuric sulfide,
,c1c3efe0-01a7-4c66-8296-56aad44c6856,11922,PIG,1344-48-5,1344-48-5,,,,,HgS,Mercuric Sulfide,
,56fc0fa1-2d66-4565-adc7-98c437fdd03d,11924,PIG,1344-48-5,1344-48-5,,,,,HgS,Mercuric Sulfide,
,5512fca2-2d7e-4ec9-8e6c-62d6e7ff54b0,11926,PIG,1344-48-5,1344-48-5,,,,,HgS,Mercuric Sulfide,
,be5b1ce7-e3d5-4d91-8528-b803e636aba9,11928,PIG,1344-48-5,1344-48-5,,,,,HgS,Mercuric Sulfide,
,16f48050-399e-4410-b874-507f367c92a7,11931,PIG,1344-48-5,1344-48-5,,,,,HgS,Mercuric Sulfide,
,7ae45bd7-d97a-48a9-a53b-19186b0f086e,11935,PIG,1344-48-5,1344-48-5,,,,,HgS,mercuric sulfide,
,f2023de3-405d-4304-8364-95132bab3e77,11939,PIG,1344-48-5,1344-48-5,,,,,HgS,Mercuric Sulfide,
,663ad7e8-767f-4cfc-aa20-a9f5e5ef0958,14669,PIG,1344-48-5,1344-48-5,,,,,HgS,Mercuric Sulfide,
,1dd5167e-a481-4aae-94be-0b69f8821859,11439,PIG,1344-48-5,1344-48-5,,,,,HgS,Mercuric Sulfide,
,522e051f-95cd-4b88-80a4-64e7c12ea2a5,15701,PIG,1344-48-5,1344-48-5,,,,,HgS,Mercuric Sulfide,
,9688b5ab-08ff-475c-baf3-edc3b68d9fd7,15705,PIG,1344-48-5,1344-48-5,,,,,HgS,Mercuric sulfide,
,0f71c965-08e0-4c6f-8239-436f664de795,13196,PIG,1344-48-5,1344-48-5,,,,,HgS,Mercuric Sulfide,
,fc52b10b-1f96-480a-9ecb-3c4faf511bf4,13197,PIG,1344-48-5,1344-48-5,,,,,HgS,Mercuric Sulfide,
,00898a70-e733-44f1-b7e8-b7c454701f5e,13207,PIG,1344-48-5,1344-48-5,,,,,HgS,Mercuric Sulfide,
,b02d94c7-3e09-4874-a2d6-1481762ae06a,13292,PIG,1344-48-5,1344-48-5,,,,,HgS,Mercuric Sulfide,
,6c1141b5-3680-4e8d-bb51-c91a114013ce,13315,PIG,1344-48-5,1344-48-5,,,,,HgS,Mercuric Sulfide,
,39ac3f6e-efc8-4f13-bf4d-ce03fbd23b46,13316,PIG,1344-48-5,1344-48-5,,,,,HgS,Mercuric Sulfide,
,26079974-e575-4659-9bb6-058e1ea18340,15729,PIG,1344-48-5,1344-48-5,,,,,HgS,Mercuric Sulfide,
,a02da1dc-f6da-4979-952c-4b2b6560a1f6,15730,PIG,1344-48-5,1344-48-5,,,,,HgS,Mercuric Sulfide,
,f99c00b1-f8d2-40f0-9242-43eb74c67888,19396,PIG,1344-48-5,1344-48-5,,,,,HgS,mercuric sulfide,
,f4888bdf-c3be-4ffb-bce8-4386b42c526d,13647,RAWI,1345-04-6,1345-04-6,,,,,Sb2S3,Antimony trisulfide,
TRUE,f40ce622-ce0c-492e-ac28-31331d4c3960,15417,PIG,1345-05-07,1345-05-7,,,,,"60 % ZnS, 40 % BaSO4",Zinc sulphide / Barium sulphate,format change from -07
TRUE,648543ee-f76b-4b0d-be07-3db2e1f4e031,20143,PIG,1345-05-07,1345-05-7,,,,,ZnS + BaSO4,(No chemical name provided),format change from -07
,8bb9c667-231e-4446-b9f3-82f7cfae6680,11819,PIG,1345-05-7,1345-05-7,,,,,,zinc sulfide + barium sulfate + trace zinc oxide,
,33bc7d14-5457-4602-bd2e-a0ed4d75b24d,14800,PIG,1345-05-7,1345-05-7,,,,,,zinc sulfide + barium sulfate + trace zinc oxide,
,6762cb48-76dc-4a38-aab2-ac65319793e6,16079,PIG,1345-05-7,1345-05-7,,,,,,zinc sulfide + barium sulfate + trace zinc oxide,
,c5416c5a-6fc7-4157-b73d-e5435df22d61,19173,PIG,1345-16-0,1345-16-0,,,,,,(No chemical name provided),
,9dfbc91b-e76f-4231-8a44-7a6f942cede3,19192,PIG,1345-16-0,1345-16-0,,,,,,Cobalt aluminate blue spinel,
,566f132b-11d9-4747-9c4d-248b71a94f06,19318,PIG,1345-16-0,1345-16-0,,,,,CoAl2O4 (*ZnO),Cobalt aluminate spinel,
,341cf4d8-0853-428d-9a11-391a57b1e0b1,10872,PIG,1345-16-0 or 68186-86-7,1345-16-0,68186-86-7,,,,Co(AlO2)2,cobaltous aluminate,68186-86-7 is an old CAS number; 1345-16-0 is the new CAS number
,70e46f45-a5cb-4f3d-8e3e-2909e04d2d44,10874,PIG,1345-16-0 or 68186-86-7,1345-16-0,68186-86-7,,,,Co(AlO2)2,cobaltous aluminate,68186-86-7 is an old CAS number; 1345-16-0 is the new CAS number
,48bb410f-d53a-4d21-be01-f693f19596ec,10876,PIG,1345-16-0 or 68186-86-7,1345-16-0,68186-86-7,,,,Co(AlO2)2,cobaltous aluminate,68186-86-7 is an old CAS number; 1345-16-0 is the new CAS number
,1b50ec4d-765b-43fa-ba95-287aad3ef68c,10878,PIG,1345-16-0 or 68186-86-7,1345-16-0,68186-86-7,,,,Co(AlO2)2,cobaltous aluminate,68186-86-7 is an old CAS number; 1345-16-0 is the new CAS number
,329b9b0b-8a33-46bf-aa4e-43a850e353f6,10881,PIG,1345-16-0 or 68186-86-7,1345-16-0,68186-86-7,,,,Co(AlO2)2,cobaltous aluminate,68186-86-7 is an old CAS number; 1345-16-0 is the new CAS number
,83dc3349-1783-4d49-99f4-a312e1457094,11217,PIG,1345-16-0 or 68186-86-7,1345-16-0,68186-86-7,,,,Co(AlO2)2,cobaltous aluminate,68186-86-7 is an old CAS number; 1345-16-0 is the new CAS number
,02cba09f-1f7f-433d-8d14-6a397771bba0,11231,PIG,1345-16-0 or 68186-86-7,1345-16-0,68186-86-7,,,,Co(AlO2)2,cobaltous aluminate,68186-86-7 is an old CAS number; 1345-16-0 is the new CAS number
,8debe1d3-53d0-4a77-adde-7eafa682ca77,11236,PIG,1345-16-0 or 68186-86-7,1345-16-0,68186-86-7,,,,Co(AlO2)2,cobaltous aluminate,68186-86-7 is an old CAS number; 1345-16-0 is the new CAS number
,43306dbd-2e7e-49d2-9304-ad5910ac654e,11237,PIG,1345-16-0 or 68186-86-7,1345-16-0,68186-86-7,,,,Co(AlO2)2,cobaltous aluminate,68186-86-7 is an old CAS number; 1345-16-0 is the new CAS number
,a6807386-a262-44fd-a7cf-10f2e71340d9,11238,PIG,1345-16-0 or 68186-86-7,1345-16-0,68186-86-7,,,,Co(AlO2)2,cobaltous aluminate,68186-86-7 is an old CAS number; 1345-16-0 is the new CAS number
,7839551a-d33f-4598-b530-3a6303bbfb2d,11243,PIG,1345-16-0 or 68186-86-7,1345-16-0,68186-86-7,,,,Co(AlO2)2,cobaltous aluminate,68186-86-7 is an old CAS number; 1345-16-0 is the new CAS number
,172bc576-0ad6-4d43-a298-195cdbf14959,11258,PIG,1345-16-0 or 68186-86-7,1345-16-0,68186-86-7,,,,Co(AlO2)2,cobaltous aluminate,68186-86-7 is an old CAS number; 1345-16-0 is the new CAS number
,fabfa213-61c3-4876-ac21-97cc43757076,11261,PIG,1345-16-0 or 68186-86-7,1345-16-0,68186-86-7,,,,Co(AlO2)2,cobaltous aluminate,68186-86-7 is an old CAS number; 1345-16-0 is the new CAS number
,78979b9b-59c4-4876-84d9-4aa50722b9cd,13117,PIG,1345-16-0 or 68186-86-7,1345-16-0,68186-86-7,,,,Co(AlO2)2,cobaltous aluminate,68186-86-7 is an old CAS number; 1345-16-0 is the new CAS number
,e162fe34-4b23-487f-add3-9c8f13844646,15742,PIG,1345-16-0 or 68186-86-7,1345-16-0,68186-86-7,,,,Co(AlO2)2,cobaltous aluminate,68186-86-7 is an old CAS number; 1345-16-0 is the new CAS number
,0ac2a498-f0ee-4237-b9cd-0059b78d3048,16072,PIG,1345-16-0 or 68186-86-7,1345-16-0,68186-86-7,,,,Co(AlO2)2,cobaltous aluminate,68186-86-7 is an old CAS number; 1345-16-0 is the new CAS number
,95682d7f-5e8d-4340-bbc3-b0f91acd4a8a,16142,PIG,1345-16-0 or 68186-86-7,1345-16-0,68186-86-7,,,,Co(AlO2)2,cobaltous aluminate,68186-86-7 is an old CAS number; 1345-16-0 is the new CAS number
,294c2718-dac3-4de2-9774-033f2bffacd5,17643,PIG,1345-16-0 or 68186-86-7,1345-16-0,68186-86-7,,,,Co(AlO2)2,cobaltous aluminate,68186-86-7 is an old CAS number; 1345-16-0 is the new CAS number
,4757396c-1c0d-4c59-b032-b834ae17f931,18775,PIG,1345-16-0 or 68186-86-7,1345-16-0,68186-86-7,,,,Co(AlO2)2,cobaltous aluminate,68186-86-7 is an old CAS number; 1345-16-0 is the new CAS number
,0c1736f9-552c-4078-8e1a-8085998a209e,18788,PIG,1345-16-0 or 68186-86-7,1345-16-0,68186-86-7,,,,Co(AlO2)2,cobaltous aluminate,68186-86-7 is an old CAS number; 1345-16-0 is the new CAS number
,80976f1f-1f89-4da2-ad41-7726c9dc9bf6,11339,PIG,13455-36-2,13455-36-2,,,,,Co3(PO4)2,Cobalt phosphate,
,86549c65-fdf8-4c12-b51b-63c3c0d6a26d,15396,PIG,13455-36-2,13455-36-2,,,,,Co3(PO4)2,Cobalt phosphate,
,00d2ebcf-67ea-4fce-a2eb-850a8f70190b,13122,PIG,13455-36-2,13455-36-2,,,,,Co3(PO4)2,Cobalt phosphate,
,a2e6bd5c-7f7b-408b-94f1-b5e09975e5be,18787,PIG,13455-36-2,13455-36-2,,,,,Co3(PO4)2,Cobalt phosphate,
,383fd0f6-5fb1-436f-8e25-761b387ca21e,18828,PNTR,13455-36-2,13455-36-2,,,,,Co3(PO4)2-8H2O,Cobalt Phosphate,
,5f88a3c4-2f6b-4c3c-a191-cdb4f08a0211,19193,PIG,13455-36-2,13455-36-2,,,,,,Cobalt Phosphate,
,4d896f16-1e1f-4925-8afa-39100ee782a5,23799,PNTR,13455-36-2,13455-36-2,,,,,Co3(PO4)2-8H2O,Cobalt Phosphate,
,fb15c5bf-654f-4615-adcf-3763b6458c9e,11795,PIG,13463-67-7,13463-67-7,,,,,TiO2,titanium dioxide,
,4ac5a8f6-acae-4eb3-9ab6-6d7bb1c6c9e4,11821,PIG,13463-67-7,13463-67-7,,,,,TiO2,titanium dioxide,
,ee43593c-c438-4f24-b6ba-31dea830bfd1,11872,PIG,13463-67-7,13463-67-7,,,,,TiO2,titanium dioxide,
,2bd07c95-19a7-41ba-9f5f-0f58e1c390a5,11918,PIG,13463-67-7,13463-67-7,,,,,TiO2,titanium dioxide,
,119cd50d-fd26-4fa7-ad87-5e52f7f3756f,14771,PIG,13463-67-7,13463-67-7,,,,,TiO2,titanium dioxide,
,ad223e43-ac98-41bb-94b2-3d78528bc948,13620,RAWI,13463-67-7,13463-67-7,,,,,TiO2,Titanium dioxide,
,f0de6d9c-d32c-42fb-8a15-9ddf091be731,13664,RAWI,13463-67-7,13463-67-7,,,,,TiO2,Titanium dioxide,
,812aa670-8f3b-4230-8f5f-cabff2fa47dc,15709,PIG,13463-67-7,13463-67-7,,,,,TiO2,titanium dioxide,
,1a8a7e7a-0b32-432c-9314-de6020a4f239,15939,PIG,13463-67-7,13463-67-7,,,,,TiO2,titanium dioxide,
,36f3cc9f-fe55-4f64-84ff-63811e9bf88d,16055,PIG,13463-67-7,13463-67-7,,,,,TiO2,titanium dioxide,
,8f01b5d5-0475-402c-9b3c-a8181b6bbfb8,16138,PIG,13463-67-7,13463-67-7,,,,,TiO2,titanium dioxide,
,96717882-4737-4a4e-b86b-7647a9ffe152,17800,PNTOW,13463-67-7,13463-67-7,,,,,,(No chemical name provided),
,9c94735e-b396-4170-9f8f-84a561a1f697,18785,PIG,13463-67-7,13463-67-7,,,,,TiO2,titanium dioxide,
,3b8f7ad4-106a-4e63-8671-7d46ff99b192,18852,PNTR,13463-67-7,13463-67-7,,,,,TiO2,Titanium Dioxide,
,158d51e8-21ed-423f-8f60-97b706a64a2f,23822,PNTR,13463-67-7,13463-67-7,,,,,TiO2,Titanium Dioxide,
,c0fe0271-5f57-465e-9d61-4d5b4034dad8,15423,PIG,13463-67-7 + 21645-51-2 + 7631-86-9,13463-67-7,21645-51-2,7631-86-9,,,,Titanium dioxide (80.0-99.9%) +  Aluminum hydroxide  (0-8.7%) + Amorphous silicon dioxide (0-11.3%),
,5ae4f19e-b534-4116-8958-e1d84b0c78e5,20142,PIG,"13463-67-7, 21645-51-2, 7631-86-9",13463-67-7,21645-51-2,7631-86-9,,,,"Titanium dioxide, Aliuminium hydroxide, Amorphous silicon dioxide",
,644474bc-e67f-43ef-b091-5212e873c7c5,11754,PIG,13510-89-9,13510-89-9,,,,,Pb3(SbO4)2,lead antimonate,
,124ebdc9-9ae0-4083-bbe3-f718fa465264,11755,PIG,13510-89-9,13510-89-9,,,,,Pb3(SbO4)2,lead antimonate,
,2354da6c-dafb-4310-ab57-c75ccd7de0ea,11767,PIG,13510-89-9,13510-89-9,,,,,Pb3(SbO4)2,lead antimonate,
