resourceinstanceid,graphid,graphpublicationid,principaluser_id,transactionid,phys_things_name_tileid,phys_things_name_name_content,phys_things_name_name_language_,phys_things_name_name_type_,phys_things_name_transactionid,phys_things_id_tileid,phys_things_id_identifier_content,phys_things_id_identifier_type,phys_things_id_transactionid,phys_things_obj_type_tileid,phys_things_obj_type_object_type,phys_things_obj_type_transactionid,phys_things_cur_loc_tileid,phys_things_cur_loc_transactionid,phys_things_cur_loc_related_objs,phys_things_cur_own_tileid,phys_things_cur_own_transactionid,phys_things_cur_own_related_objs,phys_things_prod_tileid,phys_things_prod_production_location_geo,phys_things_prod_production_type,phys_things_prod_production_technique,phys_things_prod_transactionid,phys_things_prod_related_objs
8fbd01f7-804b-4ae3-98bd-f9f18aa3cf3a,c08bae61-9726-47d8-9751-2dd04d20a7b4,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,9dddda78-32b9-4a56-a293-ef08d0f700b2,31c44616-e576-4a5f-a824-8492799476e1,"{""en"": {""value"": ""19th-century pigment mockup"", ""direction"": ""ltr""}}","[{""uri"": ""http://vocab.getty.edu/aat/300388277"", ""labels"": [{""id"": ""bf59ca74-9146-4b2e-8ba7-3d7c30791491"", ""value"": ""English (language)"", ""language_id"": ""en"", ""list_item_id"": ""38729dbe-6d1c-48ce-bf47-e2a18945600e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f7fc4f6d-fd46-4881-846f-4a08bc1a3fef""}]","[{""uri"": ""http://localhost:8000/plugins/controlled-list-manager/item/09c5997e-86f4-4689-bc6e-169e299acb9b"", ""labels"": [{""id"": ""84e87b98-e6db-4656-aa28-cd3585fb309b"", ""value"": ""primary name"", ""language_id"": ""en"", ""list_item_id"": ""09c5997e-86f4-4689-bc6e-169e299acb9b"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""9f1cf9a8-ce65-455f-ab1e-a9b36e9e23ce""}]",9dddda78-32b9-4a56-a293-ef08d0f700b2,77933839-8c04-4328-9697-a4be0a367c61,"{""en"": {""value"": ""TSR 2019.01"", ""direction"": ""ltr""}}","[{""uri"": ""http://vocab.getty.edu/aat/300404621"", ""labels"": [{""id"": ""339e2526-2260-404c-aa3b-a059ef39b5e1"", ""value"": ""internal identifier"", ""language_id"": ""en"", ""list_item_id"": ""1cca502d-699f-4a21-9657-289a0d11d981"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f4a87a34-8288-4cec-8e20-b28bd567ce0a""}]",9dddda78-32b9-4a56-a293-ef08d0f700b2,8003e2ba-c9ca-4bc4-8d3e-fb5e5d1fdbc9,"[{""uri"": ""http://vocab.getty.edu/aat/300028875"", ""labels"": [{""id"": ""b86fae98-e9a5-4527-a8d2-b1e920772c3a"", ""value"": ""samples"", ""language_id"": ""en"", ""list_item_id"": ""9db724b9-b3c7-4761-9a50-673d64a15bd8"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""56991802-f539-4b22-b5a9-b1945fceb52b""}]",9dddda78-32b9-4a56-a293-ef08d0f700b2,6f3d9f96-0951-4673-adc4-1a3dc53b6a2a,9dddda78-32b9-4a56-a293-ef08d0f700b2,"[{""resourceId"": ""52c75bc1-7797-4ef8-b829-7ce771e4968a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""900aea7b-ffa5-43a0-b547-efa4df151910"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",bb3cf8a2-21a4-4b63-ba5a-9a4ff646b9a7,9dddda78-32b9-4a56-a293-ef08d0f700b2,"[{""resourceId"": ""9392634f-e956-4776-b4a8-a924557a05f8"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""a16b772c-e635-46ce-b206-aacf7aa7cd96"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",a4270af4-255d-448e-879a-3b1b0e543d06,"{""type"": ""Point"", ""coordinates"": [-118.4741, 34.07804]}","[{""uri"": ""http://vocab.getty.edu/aat/300054216"", ""labels"": [{""id"": ""821a6b9a-30a4-44b9-b3b9-fe0d06e9c72c"", ""value"": ""painting (image-making)"", ""language_id"": ""en"", ""list_item_id"": ""11378278-d14a-49c7-afe6-3a7fbb60f347"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f0b85b97-f3ae-41dd-ac4e-6f1e249a9dbb""}]","[{""uri"": ""http://localhost:8000/plugins/controlled-list-manager/item/faeaa555-3942-4a7e-9c22-bcfae7e3076b"", ""labels"": [{""id"": ""7408a4a9-cd02-41fa-bd05-8006d972a925"", ""value"": ""painting techniques"", ""language_id"": ""en"", ""list_item_id"": ""faeaa555-3942-4a7e-9c22-bcfae7e3076b"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""1bb3db74-3dff-4e44-a629-7d6a0c1383e9""}]",9dddda78-32b9-4a56-a293-ef08d0f700b2,"[{""resourceId"": ""52c75bc1-7797-4ef8-b829-7ce771e4968a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""5cb6876d-4113-455e-958a-e0022f4108d7"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]"
