rsci_uuid,gbif_canonical_name,gbif_uri,Sample Type,Typical Use,gbif_statement,sample_type_pref_label,typical_use_pref_label,materials_pref_labels,READY_natural-synthetic,READY_mixture_type,READY_mixture_note_ratio,READY_mixture_note_technique,READY_comp_pigment_name,READY_comp_pigment_INCOLLECTION,READY_comp_pigement_type,READY_comp_pigment_dim_value,READY_comp_pigment_dim_unit,READY_comp_pigment_dim_type,READY_comp_pigment_dim_note,READY_comp_basemix_INCOLLECTION,READY_comp_basemix_name,READY_comp_basemix_type,READY_comp_basemix_dim_value,READY_comp_basemix_dim_unit,READY_comp_basemix_dim_type,READY_comp_basemix_dim_note,READY_comp1_name,READY_comp1_INCOLLECTION,READY_comp1_type,READY_comp1_dim_value,READY_comp1_dim_unit,READY_comp1_dim_type,READY_comp1_dim_note,READY_comp2_name,READY_comp2_INCOLLECTION,READY_comp2_type,READY_comp2_dim_value,READY_comp2_dim_unit,READY_comp2_dim_type,READY_comp2_dim_note,READY_comp3_name,READY_comp3_INCOLLECTION,READY_comp3_type,READY_comp3_dim_value,READY_comp3_dim_unit,READY_comp3_dim_type,READY_comp3_dim_note
e830f5c0-4a45-4ebf-a4f5-0ab2cd28b14c,,,Dye,Colorant,,dye,,"[""dye""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e8320b04-6e19-4928-be6e-d159ae882fa3,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e845fab8-4726-43af-b0cf-7e84089f3aaf,,,Pigment,Colorant,,pigments,,"[""pigments""]",natural,multi-component mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e8474dd5-0ea3-4ce7-b535-80caded50753,,,"Paint, watercolor",Colorant,,watercolor (paint),,"[""watercolor (paint)""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e86ed1c2-d1e2-497b-9d80-bd324c75ed1c,,,Glass,Other,,glass (material),other material,"[""glass (material)""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e871f42c-4065-499d-91cc-63025b74f1bb,,,Dye,Colorant,,dye,,"[""dye""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e8726bf3-cfe1-40af-b30c-928fa8c62b73,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e87af882-98cb-4b99-8c86-77d087bade44,,,"Paint, oil-based, water mixable",Colorant,,water miscible oil paint,,"[""water miscible oil paint""]",,organic - inorganic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e8884f21-9790-4d7d-b97c-df76531c38b6,,,"Paint, tempera",Colorant,,tempera,,"[""tempera""]",,organic - inorganic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e888cee5-f6df-4fd2-a643-d6615786afa6,,,Pigment,Colorant,,pigments,,"[""pigments""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e8a0afbf-21d7-4882-aed4-141d88a17d9b,,,Wax,Binding Medium,,wax,,"[""wax""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e8ad371e-f61d-41d1-b166-4392448c1c40,,,Pigment,Colorant,,pigments,,"[""pigments""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e8af607d-bf06-40de-8b46-40a15c4bcba4,,,"Raw Material - organic (seed, nut, etc.)",Colorant,,raw material - organic,,"[""raw material - organic""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e8bcadbe-4b68-4d60-b2ae-4b90490c13eb,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e8c064ed-cbfa-47d6-9301-951767278901,,,Natural Resin,Binding Medium,,natural resin,,"[""natural resin""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e8ce9bbf-ca53-4e8f-926b-815cbf57eafd,,,"Raw Material - organic (seed, nut, etc.)",Colorant,,raw material - organic,,"[""raw material - organic""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e8d3b67b-bb94-4c47-8382-02e847fc7fb7,,,Oil,Vehicle / Solvent,,oil (organic material),,"[""oil (organic material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e8d95adc-d53b-4167-8d3d-fc8b5858a45d,,,Oil,Vehicle / Solvent,,oil (organic material),,"[""oil (organic material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e8db19fd-bb5f-4bb0-89ac-b50d62828e52,,,Pigment,Colorant,,pigments,,"[""pigments""]",,multi-component mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e8e3c64a-2ee0-42db-831e-6f5f00843cc0,,,"Paint, oil-based, water mixable",Colorant,,water miscible oil paint,,"[""water miscible oil paint""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e8f7a26f-ffa0-4650-8215-fb73d149226e,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e8f95d82-5442-4315-8153-425fbb014475,,,Gum,Binding Medium,,gum (material),,"[""gum (material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e90d0495-ea83-4329-8556-3553c13672cf,,,Protein,Binding Medium,,protein,,"[""protein""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e9108c5d-1631-4e0b-a8dd-29a61ad056fd,,,Prepared mixture,,,mixtures (materials),,"[""mixtures (materials)""]",,organic - inorganic mixture,,,,,,,,,,34710881-4418-45a0-adf8-0f569c466855,(From reference sample: Egg + Yellow Ochre),base mixture with colorant,,,,Measurement not listed in FileMaker Pro database,,,,,,,,,,,,,,,,,,,,,
e9177ffb-62f7-4181-ab4c-eb7087a6b70a,,,Photographic Paper,Photography,,photographic paper,,"[""photographic paper""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e91bfdb9-eca4-4bb7-b1b3-6daf15248edf,,,Prepared mixture,,,mixtures (materials),,"[""mixtures (materials)""]",,,,Mixture prepared with solvent,Lead White (Kremer Pigmente),,colorant,2.351,Gram,Mass,(No note),95d2fb42-57bc-4dfc-a1b9-df8f3bafb393,(From reference sample: Oil (1.0) / Resin (99)),base mixture,4.601,Gram,Mass,(No note),,,,,,,,,,,,,,,,,,,,,
e91da997-5046-4f05-a100-2e2a159dc216,,,"Paint, oil-based, water mixable",Colorant,,water miscible oil paint,,"[""water miscible oil paint""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e91ec53b-1016-4ecd-94f3-85ba3d88fb98,,,Raw Material - inorganic,Colorant,,raw material - inorganic,,"[""raw material - inorganic""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e921fb1d-c516-4cf1-a565-723428484521,,,Pigment,Colorant,,pigments,,"[""pigments""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e9227d79-0f70-431f-aadd-fc291dfb11d3,,,Pigment,Colorant,,pigments,,"[""pigments""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e9260fe1-5864-4008-b186-75228afc4b2a,,,Photographic Paper,Photography,,photographic paper,,"[""photographic paper""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e92abced-5ccc-4cbe-b370-666a82d2f8e8,,,"Paint, acrylic",Colorant,,acrylic paint,,"[""acrylic paint""]",,organic - inorganic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e92b21eb-40dc-4148-a720-666a4a630de5,,,Ink,Colorant,,ink,,"[""ink""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e9374614-6a0a-49f9-a8ca-276851baa043,,,Medium,Medium,,binder (material),binder (material),"[""binder (material)""]",,organic - organic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e93db67e-acbd-418d-a8e7-3bdb512728b8,,,"Raw Material - organic (seed, nut, etc.)",Vehicle / Solvent,,raw material - organic,,"[""raw material - organic""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e9416b15-ae4d-48d4-9b4c-3233d5de3aea,,,Varnish,Varnish / Protective Coating,,varnish,,"[""varnish""]",,organic - organic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e9500275-1141-41b4-9ea8-144867a1d999,,,Natural Resin,Binding Medium,,natural resin,,"[""natural resin""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e958cda0-7aae-4bcc-a3cd-0b48b0eaa097,,,Photographic Paper,Photography,,photographic paper,,"[""photographic paper""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e9591296-56a5-4606-afff-f517344bbe55,,,Prepared mixture,,,mixtures (materials),,"[""mixtures (materials)""]",,,,Mixture prepared with solvent,Yellow Ochre (Kremer Pigmente),,colorant,1.125,Gram,Mass,(No note),0d916ad4-2ac7-49ad-aca5-4787d43f2b6f,(From reference sample: Glue (0.1) / Wax (99.9)),base mixture,5.75,Gram,Mass,(No note),,,,,,,,,,,,,,,,,,,,,
e95c038b-626c-4ab2-9a4e-7237be4d33cb,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e962057c-25b1-491d-bd0f-14cf044bea0e,,,Synthetic Resin,Component of Another Category,,synthetic resin,,"[""synthetic resin""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e966242e-7f53-40ea-b57b-3f1b9c26b62f,,,Pigment,Colorant,,pigments,,"[""pigments""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e9676e43-d759-492a-b921-6cb2eadb34bc,,,Pigment,Colorant,,pigments,,"[""pigments""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e96c28c9-5bd4-40c9-8693-a18e69dbef97,,,Other,,,other material,,"[""other material""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e96d2a40-d817-4e37-887e-c64b5ca2eb6d,,,Natural Resin,Binding Medium,,natural resin,,"[""natural resin""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e96e3142-b0c3-4893-83e0-189ec73f730b,,,Pigment,Colorant,,pigments,,"[""pigments""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e9744efa-8fcc-4b19-8f33-ddc76ac0b47f,,,Protein,Binding Medium,,protein,,"[""protein""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e9749362-1c15-46fa-bb0d-7eef4c8c9e99,,,"Paint, oil-based",Colorant,,oil paint (paint),,"[""oil paint (paint)""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e976ce6a-54a5-4a5a-aed4-46dd9f625d9f,,,Wood,Construction Material,,wood (plant material),,"[""wood (plant material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e9790759-cd4b-46a3-a9a8-7767c0d51483,,,Raw Material - inorganic,,,raw material - inorganic,,"[""raw material - inorganic""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e982ba74-a500-45b1-b6e0-9e4c199c7e46,,,"Paint, oil-based",Colorant,,oil paint (paint),,"[""oil paint (paint)""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e98c7c9c-e226-4b30-a84b-443a8d6c971a,,,Pigment,Colorant,,pigments,,"[""pigments""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e98df821-86a9-4194-a066-599036a51627,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e98e18a0-a3bb-46a6-bf1e-eb80e109557e,,,Pigment,Colorant,,pigments,,"[""pigments""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e99449dc-8044-420b-bd5b-e4b242b1e4ba,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e997fd8c-5095-4700-8756-d33ae1cec6af,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e99a80af-a5ee-4077-895d-1f2f427601b4,Laurelia sempervirens,https://www.gbif.org/species/3783125,Wood,Construction Material,Laurelia sempervirens (https://www.gbif.org/species/3783125),wood (plant material),,"[""wood (plant material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e99dc4b9-0439-4ec4-83d2-04cb6e2ec1df,,,"Paint, oil-based, water mixable",Colorant,,water miscible oil paint,,"[""water miscible oil paint""]",synthetic,organic - organic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e9a1dc78-7824-4d56-83d2-fa703e229971,,,Pigment,Colorant,,pigments,,"[""pigments""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e9a23cd9-e213-4cdd-81de-11f701b31c48,,,Raw Material - inorganic,,,raw material - inorganic,,"[""raw material - inorganic""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e9bbaaf5-7fcf-4ba0-8dc8-38aa8cecd966,,,Pigment,Colorant,,pigments,,"[""pigments""]",unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e9bbf7e1-7b12-4dcc-b49c-1f11b2a29f52,,,Prepared mixture,,,mixtures (materials),,"[""mixtures (materials)""]",,,,Mixture prepared with solvent,Vine Black (Kremer Pigmente),,colorant,1.054,Gram,Mass,(No note),37639732-ed92-4102-be4f-eacf691e0ddc,(From reference sample: Resin (98) / Glue (2.0)),base mixture,5.177,Gram,Mass,(No note),,,,,,,,,,,,,,,,,,,,,
e9bffb08-8584-407d-86e0-090fa3e19c9a,,,Gum,Binding Medium,,gum (material),,"[""gum (material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e9c3ad84-19dc-4fec-83be-96db49230347,,,Gum,Binding Medium,,gum (material),,"[""gum (material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e9c473b5-6ea6-40d2-97b8-1b546030233e,,,Pigment,Colorant,,pigments,,"[""pigments""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e9ca4be5-fb51-4e2c-ad85-a9b2189315ab,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e9d02edd-7f3d-4687-8104-c66356201753,,,Oil,Vehicle / Solvent,,oil (organic material),,"[""oil (organic material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e9d45d86-4ba8-4024-a0c8-2d7f56440ae7,,,"Paint, encaustic",Colorant,,encaustic paint,,"[""encaustic paint""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e9d7682b-8f4d-40b8-a4be-4be9b98a4db7,,,Film,Photography,,photographic film,,"[""photographic film""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e9dc6b6e-9fbd-4ca9-9fc5-bb43c7b5f23f,,,"Paint, watercolor",Colorant,,watercolor (paint),,"[""watercolor (paint)""]",,organic - organic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e9e31881-fc77-409a-9ede-44afd5f13798,,,Pigment,Colorant,,pigments,,"[""pigments""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e9e89f30-c8e4-4328-96cc-3bf47ab7e363,,,Raw Material - inorganic,,,raw material - inorganic,,"[""raw material - inorganic""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e9ee0313-0f9f-4478-86ca-7c2bee5b5cd0,Chamaecyparis lawsoniana,https://www.gbif.org/species/2683866,Wood,,Chamaecyparis lawsoniana (https://www.gbif.org/species/2683866),wood (plant material),,"[""wood (plant material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e9eef1c9-90de-44ab-886e-c0cb0cacbc73,,,Prepared mixture,,,mixtures (materials),,"[""mixtures (materials)""]",,organic - inorganic mixture,,,"(From reference sample: Azurite, natural, dark quality, very fine grind)",67d8c53b-0e82-4ccb-bc2e-0a8f2d9e1b3b,colorant,,,,Pigment measurement not listed in FileMaker Pro database,,,,,,,,"(From reference sample: Linseed Oil, sun-thickened)",9aad550d-d269-499f-98eb-ae0afebda6e7,,,,,Measurement not listed in FileMaker Pro database,,,,,,,,,,,,,,
e9fc38e7-5895-4e1a-9bda-b3ba10d8e5ed,,,,,,,,,,,,,,,,,,,,,,,,,,,Linseed Oil (Kremer Pigmente),,,39.96,Gram,Mass,(No note),Whole Egg,,,0.041,Gram,Mass,(No note),,,,,,,
ea074d54-005d-4e68-a954-4463cfb3a9d7,,,Raw Material - inorganic,,,raw material - inorganic,,"[""raw material - inorganic""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea0a49e3-a9de-4d17-a4b3-d9a832fd25c3,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea0d8b7a-fbe0-4e95-98ba-36d24c782aca,,,"Paint, tempera",Colorant,,tempera,,"[""tempera""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea149e66-8127-4376-b5e0-9bf55e608a21,,,Natural Resin,Binding Medium,,natural resin,,"[""natural resin""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea1dbb4d-2851-4b8b-bfcb-1f11402f77b4,,,Film,Photography,,photographic film,,"[""photographic film""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea1e71bc-e3f3-4d29-9aad-e41fb77ff1a4,,,,,,,,,,,,,,,,,,,,,,,,,,,Linseed Oil (Kremer Pigmente),,,31.058,Gram,Mass,(No note),Rabbit Skin Glue (Kremer Pigmente),,,0.052,Gram,Mass,(No note),,,,,,,
ea231852-9362-406d-b8f8-68f009e0d179,,,Prepared mixture,,,mixtures (materials),,"[""mixtures (materials)""]",,,,,,,,,,,,f669a5e1-adab-4084-99ab-4f59aceb2e0a,(From reference sample: Resin (95) / Gum (5.0)),base mixture,,,,Base mixture measurement not listed in FileMaker Pro database,,,,,,,,,,,,,,,,,,,,,
ea2571d9-c950-4c9b-b8e0-dfa7b1f4f25f,,,Gum,Binding Medium,,gum (material),,"[""gum (material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea2c5db9-df71-4a30-b3f1-c6638aa20a3b,,,Pigment,Colorant,,pigments,,"[""pigments""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea2e3177-bf96-47f6-b38c-2fcde6726824,,,Prepared mixture,,,mixtures (materials),,"[""mixtures (materials)""]",,,,,,,,,,,,72b59446-dde2-45ff-984e-7565201b1d0d,(From reference sample: Oil (2.0) / Gum (98)),base mixture,,,,Base mixture measurement not listed in FileMaker Pro database,,,,,,,,,,,,,,,,,,,,,
ea35d3f5-d8bd-49d3-9301-10d0ab809183,,,"Raw Material - organic (seed, nut, etc.)",Textile,,raw material - organic,,"[""raw material - organic""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea39f516-4f7d-484c-8fbd-bb549b62b06e,Parinari rodolphii,https://www.gbif.org/species/2984970,Wood,Construction Material,Parinari rodolphii (https://www.gbif.org/species/2984970),wood (plant material),,"[""wood (plant material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea40aebe-5a0d-4451-8841-bb20c1d28a2d,,,Pigment,Colorant,,pigments,,"[""pigments""]",unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea43d221-4da9-4ebb-9ff7-da603ec72f83,,,Prepared mixture,,,mixtures (materials),,"[""mixtures (materials)""]",,,,Mixture prepared with solvent,Lead White (Kremer Pigmente),,colorant,1.198,Gram,Mass,(No note),52b924ee-4422-4dd3-9976-56faa10419f2,(From reference sample: Resin (1.0) / Glue (99)),base mixture,5.711,Gram,Mass,(No note),,,,,,,,,,,,,,,,,,,,,
ea4784c2-82bf-4f37-9657-06f87edfde40,,,Pigment,Colorant,,pigments,,"[""pigments""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea497f78-4154-4743-9b30-55a946e9f0a8,,,Natural Resin,Binding Medium,,natural resin,,"[""natural resin""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea578ab3-02e8-426f-b7f5-0c45ac5c0a2c,,,Oil,Vehicle / Solvent,,oil (organic material),,"[""oil (organic material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea5b97f0-148c-422d-b957-5b62a5d23f93,,,Photographic Paper,Photography,,photographic paper,,"[""photographic paper""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea603e48-306e-48dd-81fe-e1f1f5f863f2,,,Pigment,Colorant,,pigments,,"[""pigments""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea60c629-5cc2-4c9f-b413-51517ad6e46c,,,Raw Material - inorganic,,,raw material - inorganic,,"[""raw material - inorganic""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea646999-e387-4de1-a246-1b50d2397d5e,,,Gum,Binding Medium,,gum (material),,"[""gum (material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea6a700a-2011-4341-9111-1c0689d83418,,,Synthetic Resin,Component of Another Category,,synthetic resin,,"[""synthetic resin""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea6dcb95-34a0-4d65-9edc-3403f62a210f,,,Dye,Colorant,,dye,,"[""dye""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea77d273-d920-4dac-bd56-d591ce49b593,,,Filler,Filler,,filler (inert additive),filler (inert additive),"[""filler (inert additive)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea825935-26cf-49d1-885e-2b1efc92255b,,,Synthetic Resin,Component of Another Category,,synthetic resin,,"[""synthetic resin""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea89f6b3-ca94-450f-a90c-bf8a7b3871b8,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea8a0045-e12e-4a50-88f2-f22317452860,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea912c93-027f-4119-9762-ea2db1084566,,,Paper,Paper,,paper (fiber product),paper (fiber product),"[""paper (fiber product)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea9cbace-ffc1-48be-be12-231e5f1a76f5,,,"Paint, acrylic",Colorant,,acrylic paint,,"[""acrylic paint""]",synthetic,organic - organic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eaa7ccd5-cda4-402c-a05a-4df8aa71c913,,,Oil,Vehicle / Solvent,,oil (organic material),,"[""oil (organic material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eaa9f0bc-2188-434c-b22c-5467c232273a,,,"Raw Material - organic (seed, nut, etc.)",Textile,,raw material - organic,,"[""raw material - organic""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eab56324-18c8-4213-b869-dd861189ea1a,,,Prepared mixture,,,mixtures (materials),,"[""mixtures (materials)""]",,,,,,,,,,,,e56ad750-5f8c-4c77-8fb0-41a38b66a8a3,(From reference sample: Poppy Oil + Vine Black),base mixture with colorant,,,,Measurement not listed in FileMaker Pro database,,,,,,,,,,,,,,,,,,,,,
eab831e1-34c3-4d5e-91c8-1082af50f6ec,,,Prepared mixture,,,mixtures (materials),,"[""mixtures (materials)""]",,organic - inorganic mixture,,,,,,,,,,ae6e4918-5459-44da-a1b8-2804eface55f,(From reference sample: Gum Arabic + Yellow Ochre),base mixture with colorant,,,,Measurement not listed in FileMaker Pro database,,,,,,,,,,,,,,,,,,,,,
eab8746b-6831-493b-9034-50b3f62a7204,,,Dye,Colorant,,dye,,"[""dye""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eabcd5a8-156c-44b7-bce3-8b1e11795e4d,,,Oil,Vehicle / Solvent,,oil (organic material),,"[""oil (organic material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eabd77c7-5844-442b-ae5d-91ccc60b791a,,,Wood,Construction Material,,wood (plant material),,"[""wood (plant material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eabfe9ce-7ce3-480d-a8f1-12f7260b9d67,,,,,,,,,,,,,,,,,,,,,,,,,,,Gum Arabic (Kremer Pigmente),,,,,,Measurement not listed in FileMaker Pro database,Rabbit Skin Glue (Kremer Pigmente),,,,,,Measurement not listed in FileMaker Pro database,,,,,,,
eac9613f-6ef7-414f-9264-2104c0c082e6,,,Pigment,Colorant,,pigments,,"[""pigments""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eaca1427-92af-4b31-8741-c66f34cc4dfa,,,"Paint, acrylic",Colorant,,acrylic paint,,"[""acrylic paint""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ead4249a-5e72-4e68-a458-52b8874ecd31,,,Prepared mixture,,,mixtures (materials),,"[""mixtures (materials)""]",,,,,Yellow Ochre (Kremer Pigmente),,colorant,3.252,Gram,Mass,(No note),33508650-b70e-477b-9b85-e865c5bbc6a5,(From reference sample: Resin (20) / Gum (80)),base mixture,4.503,Gram,Mass,(No note),,,,,,,,,,,,,,,,,,,,,
eadafd9f-8981-498f-80a6-b83f0eb3e888,,,Pigment,Colorant,,pigments,,"[""pigments""]",natural,organic - inorganic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eadb7bcd-acd8-4f12-a7a8-c78492cca319,,,"Raw Material - organic (seed, nut, etc.)",Vehicle / Solvent,,raw material - organic,,"[""raw material - organic""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
