rsci_uuid,Chemical Name,Mixture Type,Sample Type,Typical Use,sample_type_value_uuid,typical_use_value_uuid,mixture_type_value_uuid,mixture_type_pref_label,sample_type_pref_label,typical_use_pref_label,mixture_type_value_uuids,object_type_value_uuids
7b62f01e-9988-4af1-9461-e1b50158fe19,,,Natural Resin,Binding Medium,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
630950ae-ab99-482c-ac1d-094b6805efad,,,Natural Resin,Binding Medium,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
a5d72c33-e59d-403b-9442-24cded5c4d2c,,,Natural Resin,Binding Medium,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
45da7cc4-5cfa-4fb9-8b76-ec7392084e37,,,Natural Resin,Binding Medium,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
545eca59-2a9d-4daa-a002-7ce4802bd715,,,Natural Resin,Binding Medium,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
30b76ab8-b4d8-4bc2-98f9-d450baee07dd,,,Natural Resin,Binding Medium,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
03b82316-d59b-4bde-b968-6736f5cdb836,,,Natural Resin,Binding Medium,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
3d3ca121-6e2f-4e7d-a850-be0a66326f96,,,Natural Resin,Binding Medium,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
e250522e-b9b3-4704-8c81-48623d408e18,,,Natural Resin,Binding Medium,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
a84e7ce5-7f6f-4062-a35f-0aa11bce4e76,,,Natural Resin,Binding Medium,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
523c26a7-cc19-419f-a5d8-979d490b14a2,,,Natural Resin,Binding Medium,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
f37fc3c6-1675-4768-a6d0-8211c6977c88,,,Natural Resin,Binding Medium,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
636a7c09-7864-4c90-ad66-f06328eeafbd,,,Natural Resin,Binding Medium,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
249f3da4-7040-4adf-a385-1cd7cb3241c5,,,Natural Resin,Binding Medium,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
c061fc9e-e3bd-438a-8ccc-0e519751e9ae,,,Natural Resin,Binding Medium,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
13f9b91b-22f6-4448-bea1-35a0325c0cc8,,,Natural Resin,Binding Medium,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
47fdb24e-e2ed-443e-84f1-a1233149ad52,,,Natural Resin,Binding Medium,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
381821b5-fb7f-49f8-b1c8-1cefe52138a6,Hydroxypropylcellulose,,Synthetic Resin,Component of Another Category,5d0bcb97-f825-4d06-9cba-f49a215b6a3f,,,,synthetic resin,,,"[""5d0bcb97-f825-4d06-9cba-f49a215b6a3f""]"
cb30251f-d7af-49c4-aaa1-079169184dc1,,,Natural Resin,Binding Medium,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
ab0ba3c1-999b-4c0b-909c-fecdddeb68ee,,,Natural Resin,Binding Medium,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
9e6f5f45-6e3c-49d3-876c-6a8338198a47,,,Natural Resin,Binding Medium,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
02f5fc85-afb8-4657-bffb-85de49887f0e,,,Oleoresin / Balsam,Component of Another Category,49314da2-2559-40cb-a616-ead9812079d1,,,,balsam (resin),,,"[""49314da2-2559-40cb-a616-ead9812079d1""]"
b2d028a1-8fc2-495e-8c55-5bf3755d4b82,,,Natural Resin,Binding Medium,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
a766b4b3-3e11-4841-8033-1b95e85663ba,,,Natural Resin,Binding Medium,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
51b83f92-5665-4287-97e1-a2e88df95167,,,Natural Resin,Binding Medium,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
f31bd7e4-02d7-4f81-bf33-573beec5d396,,,Natural Resin,Binding Medium,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
96b463da-0383-4741-bb02-3fe1d2c0455d,,,Natural Resin,Binding Medium,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
702ebd68-69ee-4d25-9f20-2f3b0cf3e70c,Natrium-Aluminium-Sulfo-Silicate,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
804b40b6-9ac8-4f0b-bb7c-ab33424c0e69,,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
241a18de-ec60-4c2f-9608-85a36b1d6ed1,Natrium-Aluminium-Sulfo-Silicate,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
498cdb9a-2762-447f-8e78-b2555de4d78c,"sodium, calcium, aluminum sulfo-chlorosilicate",Inorganic - inorganic,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,6f30052b-ef11-43d4-bd59-76005eff8da8,inorganic - inorganic mixture,pigments,,"[""6f30052b-ef11-43d4-bd59-76005eff8da8""]","[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
3d88159d-39c9-4dc7-8178-733e835d5b18,lead chromate,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
076ce6d5-edcb-407d-af83-3e350968333a,lead chromate,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
3183c661-6b22-43f4-bc5e-5c371d051474,Manganese Ammonium Pyro Phosphate,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
c7bda7df-2e8a-4c7f-ace4-b5d0c28510be,Sodium-Aluminium-Sulfo-Silicate,Inorganic - inorganic,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,6f30052b-ef11-43d4-bd59-76005eff8da8,inorganic - inorganic mixture,pigments,,"[""6f30052b-ef11-43d4-bd59-76005eff8da8""]","[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
d1173750-ebfe-4e19-a238-211dbca0e62c,Sodium-Aluminium-Sulfo-Silicate,Inorganic - inorganic,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,6f30052b-ef11-43d4-bd59-76005eff8da8,inorganic - inorganic mixture,pigments,,"[""6f30052b-ef11-43d4-bd59-76005eff8da8""]","[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
b64f5a38-5eaa-4549-a982-18ba38aaf32e,Sodium-aluminium-sulfo-silicate,Inorganic - inorganic,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,6f30052b-ef11-43d4-bd59-76005eff8da8,inorganic - inorganic mixture,pigments,,"[""6f30052b-ef11-43d4-bd59-76005eff8da8""]","[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
86549c65-fdf8-4c12-b51b-63c3c0d6a26d,Cobalt phosphate,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
f21c7010-37e9-4709-bb83-bffd25b852c7,cobalt lithium phosphate,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
dca18269-456e-4548-984c-e62329bc4a2b,Sodium-Aluminium-Sulfo-Silicate,Inorganic - inorganic,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,6f30052b-ef11-43d4-bd59-76005eff8da8,inorganic - inorganic mixture,pigments,,"[""6f30052b-ef11-43d4-bd59-76005eff8da8""]","[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
5f7b2419-be4d-401b-b4ee-a71bbbfc34a0,,Inorganic - inorganic,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,6f30052b-ef11-43d4-bd59-76005eff8da8,inorganic - inorganic mixture,pigments,,"[""6f30052b-ef11-43d4-bd59-76005eff8da8""]","[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
0087eb0b-07d9-4f57-b738-19c93491f39d,spinel of the cobalt-chrome-aluminium oxide system,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
48b182ac-98a0-4d97-8681-efb508a4cb64,,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
9f39f383-e173-4e6b-b93f-b0ec3edf6d28,,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
bfba709b-e1c4-4262-a006-aa5f236c14b0,Barium Sulfate + Cobalt aluminate blue spinel,Inorganic - inorganic,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,6f30052b-ef11-43d4-bd59-76005eff8da8,inorganic - inorganic mixture,pigments,,"[""6f30052b-ef11-43d4-bd59-76005eff8da8""]","[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
5f588d64-a9b4-4e8b-bdc9-7d9e281622a5,,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
084dd3f9-b230-4f0b-8950-07c0bf76cfd3,,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
c9a38fd0-81c0-45a7-90b8-eabf4607fb3b,spinel of the cobalt-lithium-titanium-zinc-oxide system,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
b609e91e-5d19-4762-b6e8-dc91dbba3aa0,,Inorganic - inorganic,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,6f30052b-ef11-43d4-bd59-76005eff8da8,inorganic - inorganic mixture,pigments,,"[""6f30052b-ef11-43d4-bd59-76005eff8da8""]","[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
d9ad1db8-95ba-49e3-95e3-65da222f6bd2,Sodium-aluminium-sulfo-silicate,Inorganic - inorganic,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,6f30052b-ef11-43d4-bd59-76005eff8da8,inorganic - inorganic mixture,pigments,,"[""6f30052b-ef11-43d4-bd59-76005eff8da8""]","[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
f08176d2-56a2-4c60-96c3-8323432da69c,Natrium-Aluminium-Sulfo-Silicate,Inorganic - inorganic,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,6f30052b-ef11-43d4-bd59-76005eff8da8,inorganic - inorganic mixture,pigments,,"[""6f30052b-ef11-43d4-bd59-76005eff8da8""]","[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
6b286172-3dd5-4465-bdbc-aceae7f9a827,ferric ferrocyanide,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
de3af1e4-0e04-4a34-8411-ea01ffc2188a,Natrium-Aluminium-Sulfo-Silicate,Inorganic - inorganic,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,6f30052b-ef11-43d4-bd59-76005eff8da8,inorganic - inorganic mixture,pigments,,"[""6f30052b-ef11-43d4-bd59-76005eff8da8""]","[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
1f7231b6-5dbe-49e5-bfce-3cab4865e5e1,Natrium-Aluminium-Sulfo-Silicate,Inorganic - inorganic,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,6f30052b-ef11-43d4-bd59-76005eff8da8,inorganic - inorganic mixture,pigments,,"[""6f30052b-ef11-43d4-bd59-76005eff8da8""]","[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
9253a80d-8386-44a3-a70f-4b01c3e6ed24,Natrium-Aluminium-Sulfo-Silicate,Inorganic - inorganic,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,6f30052b-ef11-43d4-bd59-76005eff8da8,inorganic - inorganic mixture,pigments,,"[""6f30052b-ef11-43d4-bd59-76005eff8da8""]","[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
00e2507c-cfa8-47c1-bef6-731873ad252d,,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
c87d3057-fe1e-437f-bbe5-8fb226f44e27,basic lead sulfate,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
f40ce622-ce0c-492e-ac28-31331d4c3960,Zinc sulphide / Barium sulphate,Inorganic - inorganic,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,6f30052b-ef11-43d4-bd59-76005eff8da8,inorganic - inorganic mixture,pigments,,"[""6f30052b-ef11-43d4-bd59-76005eff8da8""]","[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
6ce4008e-552d-467e-9fde-dda5bb50ed67,,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
3fab0425-f79f-4412-88a0-b0d2d13cbc8b,,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
24961cd5-a0cd-4e85-82ee-85d2aa02316c,amorphous carbon,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
8374dfe8-de9d-456b-b27e-46c6fcdba6b8,carbon,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
c0fe0271-5f57-465e-9d61-4d5b4034dad8,Titanium dioxide (80.0-99.9%) +  Aluminum hydroxide  (0-8.7%) + Amorphous silicon dioxide (0-11.3%),Inorganic - inorganic,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,6f30052b-ef11-43d4-bd59-76005eff8da8,inorganic - inorganic mixture,pigments,,"[""6f30052b-ef11-43d4-bd59-76005eff8da8""]","[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
61f83b1c-49d6-4eff-b74f-a566e61d74fb,,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
f12e1a5b-3a93-4d9c-af20-398005e8571d,,Other (i.e. many components),Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,adb36325-2a29-4301-b01d-ed0422d4a414,multi-component mixture,pigments,,"[""adb36325-2a29-4301-b01d-ed0422d4a414""]","[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
f88540e5-62c8-4d4b-b958-1808d5a19b74,iron oxide,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
0a3a8619-9ac7-44b3-9387-db2be7ab9fff,iron oxide,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
86a04359-da14-41ce-9cf3-ff3fa0f5ad58,iron oxide,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
e034f97d-6e7a-47f2-8fba-48b75b297628,iron oxide,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
30ce98f5-1cd5-44eb-8353-dae8fee53638,iron oxide,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
b3c22357-b988-4a91-aac9-b6385c00d0ce,,Other (i.e. many components),Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,adb36325-2a29-4301-b01d-ed0422d4a414,multi-component mixture,pigments,,"[""adb36325-2a29-4301-b01d-ed0422d4a414""]","[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
04921b6a-c063-4cce-b68e-33bde543c128,,Other (i.e. many components),Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,adb36325-2a29-4301-b01d-ed0422d4a414,multi-component mixture,pigments,,"[""adb36325-2a29-4301-b01d-ed0422d4a414""]","[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
49b55955-5dc4-4e6a-b20f-f61bbaf262eb,,Other (i.e. many components),Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,adb36325-2a29-4301-b01d-ed0422d4a414,multi-component mixture,pigments,,"[""adb36325-2a29-4301-b01d-ed0422d4a414""]","[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
1ef43e2e-1484-498e-8931-75fea1e104e9,,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
a786e94a-cf42-40f5-b563-8622d12a4f16,,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
ecc9000e-8401-4d72-af4d-ad711354579e,,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
23fcb723-c3e2-49a9-9b05-b7fef1207ae2,,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
6677d07c-8cc9-4afe-8812-b756924b806c,,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
292ff326-879c-4f68-accf-2d4f6fc60ce8,,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
c6a9e5a8-6b05-4823-b5d3-ddf981e1db4b,,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
0c0fc436-3fed-4ddf-8121-a127d24b49c5,,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
1049c90f-4307-4ee8-9cd9-d946865ee451,,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
81777867-7165-40cc-93d2-79e15c02de29,,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
4282f688-08ed-42f6-b3f4-03548c7c0902,"(delta(sup2,2'(3H,3'H))-Bibenzo(b)thiophene)-3,3'-dione",,Dye,Colorant,f31172ec-2f6e-4c77-abe9-00e7b1936457,,,,dye,,,"[""f31172ec-2f6e-4c77-abe9-00e7b1936457""]"
b5e007a6-242b-4933-ab34-4054910e26d0,copper phthalocyanine,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
17a4c3f0-6ba7-4d7f-8d4f-4bf8bdc4202e,,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
dd35fd15-84f0-4f05-a2fc-d23074036f8a,,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
d2c1cac0-c3cf-4411-9550-6c8b225bcbf9,,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
6af8e3ef-152e-45ac-96a9-4c9f181a6394,,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
24b3035b-cdb2-4044-aa0a-3a3772370ed5,"alkaline copper carbonate, copper ore",,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
db0ccf05-5126-4d6e-a83f-d7b0005c0c7c,"alkaline copper carbonate, copper ore; silicon dioxide",Inorganic - inorganic,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,6f30052b-ef11-43d4-bd59-76005eff8da8,inorganic - inorganic mixture,pigments,,"[""6f30052b-ef11-43d4-bd59-76005eff8da8""]","[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
67d8c53b-0e82-4ccb-bc2e-0a8f2d9e1b3b,"alkaline copper carbonate, copper ore",,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
854acb73-6905-4894-a174-a517224c96d2,"alkaline copper carbonate, copper ore",,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
2636ec89-710e-4c50-83a9-b99e3972931a,,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
f7064694-5875-4a2b-87f2-6ac403ca3d30,,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
a542d6f8-35b9-4266-9395-c46027cc496d,copper phthalocyanine,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
844fdc58-f2ea-4b35-96a6-3cf4ddfe53bf,,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
96dc5faf-ff3e-4a54-a233-9da71d05ff10,Calcium Carbonate (primary),Other (i.e. many components),Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,adb36325-2a29-4301-b01d-ed0422d4a414,multi-component mixture,pigments,,"[""adb36325-2a29-4301-b01d-ed0422d4a414""]","[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
af35ef3b-3095-4fbf-92c3-d48ee06f6d83,Calcium Carbonate,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
cbde7e8f-4bc1-4097-b870-b38d42bf34ee,"calcium carbonate, calcium sulfate",,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
a4781bb3-ae24-4359-8eee-643c10c404ef,natural calcium carbonate,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
a600b4c2-103f-4a48-af5c-722c7ddd578e,,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
0e367a18-035e-4629-b5f3-cef68801dab1,,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
c13a904a-836f-43e7-a72d-662d626c7647,Hydrated aluminum silicate,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
8a69ed29-584d-4a71-bf2d-0fa34cdf008d,Hydrated aluminum silicate,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
d9cfe3bb-0534-4ee0-90b6-c5357deec7e4,silicon dioxide,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
8f4406d7-d753-48bd-bf54-056e11268d7d,natural calcium carbonate,,Pigment,Colorant,787c3b4c-0f52-411a-b177-46e6afd44998,,,,pigments,,,"[""787c3b4c-0f52-411a-b177-46e6afd44998""]"
