rsci_uuid,Chemical Name,Mixture Type,Sample Type,Typical Use,sample_type_value_uuid,typical_use_value_uuid,mixture_type_value_uuid,mixture_type_pref_label,sample_type_pref_label,typical_use_pref_label,mixture_type_value_uuids,object_type_value_uuids
a0d58bf1-861b-4543-882d-67e58f291aaa,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
0160ce8c-b643-48ef-a77c-6b8cc7891748,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
b930e76e-3e80-4955-b06a-072863abeac0,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
4e0e6e0b-1147-4c50-b589-253a23e9f0de,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
c62258c9-7f49-492e-9308-f942287a9420,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
386098c6-257c-4b59-b2e4-efb57cda8060,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
0c4b7b60-bc32-485d-b30a-e6b341613991,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
b376d707-f2f4-48c1-91f8-0c537d892ff9,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
dacdeffc-41b9-4190-88b8-a79b1109a614,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
9b7aace9-cc64-4cdc-bc92-1e216ab72f1e,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
42593447-5cd2-497a-a090-9bcf908636ff,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
6a739d3a-171d-41a6-84ed-f23b512bff2f,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
42ef14d4-fc82-40ad-8559-4ad6b6962f95,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
7a3c238f-de12-4f6c-9843-8413b31aa4e0,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
f8af6290-a58b-44e3-831a-e97dc93e9321,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
c5f771be-e9c1-4f34-b2d9-ae66eddbf5a4,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
0ce38a0e-3ab8-401b-a7c1-e610b3d80f21,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
00f67bc0-a043-43b5-a7f2-c08b6558972c,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
30965cde-5513-4f44-a249-a9fadd77ca74,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
58318e59-d3c1-4c7e-93fa-ecc3fdd73c75,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
4454bade-b788-4343-94d5-2ac229749ae0,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
5ffa977a-fd84-4bab-bdde-56b97dd9ce98,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
215c8620-348e-4ca4-bb0c-627650d5441a,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
20840309-d19e-45a0-8f20-60a392f057a7,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
f99bee2a-f46b-4077-8376-b3646f204c9e,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
56d54b1a-d63b-47ac-8c75-b670c53712fb,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
c51e1bc2-1028-4085-b232-5bdb44700673,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
398316f3-195e-46a1-825f-5a302680afdc,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
06dda6b3-168e-47b4-9188-5eb86e8aef7c,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
c672feeb-c12c-41f5-9c47-cdfa7f87c820,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
0d1f0812-017e-4ce9-bc53-04c344791cf8,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
a11b7e71-4741-4640-8705-b01cb57fce78,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
67a0346c-cea6-45e4-b02e-7c6d20d3c6ab,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
3e495c5a-5c1d-4d1d-a596-460baa27f820,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
58ddd0f3-8460-4e66-a15f-42a4e4ff5c1a,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
5b11c3c5-6f42-46e7-a663-50c3599be094,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
50cd44d4-1f39-4270-bef2-590b350ed188,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
6d419b64-2573-47e3-8dd7-036d6e98a8a7,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
5c42d6c8-eaae-4e96-b222-aa3cabf262eb,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
dffc8823-adb3-4a26-8749-d496277cd400,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
0eb1d6b6-4751-4ffe-9352-041fc9d94fe8,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
35e94fc3-ffeb-4061-a185-7ec7f39d3d63,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
c31daf4c-2afd-4e8f-ad02-f961b7d3089e,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
3b27fb35-bbff-4537-8607-e7e03e1f79cc,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
73f844d8-2cf4-43e5-b9a3-727c1e481692,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
6e4c3edb-d4c2-475f-afb8-ac84c8eeddfc,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
3709cb0e-e079-4f2c-9d1a-6169698392d7,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
9fdf4dd4-cfbb-47bc-a85d-50a925795864,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
e2f43695-0386-47f6-876e-b8888b037b78,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
f79a7586-6b70-47c7-8058-98efab20029a,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
2c76633c-4488-4e4c-a05d-f58f16426871,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
06d775f4-a6dc-4bf1-a14a-a6c517cb275e,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
c63430c8-31da-46ec-b44d-d077f7e704a4,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
d44dd9d5-cd4e-4501-a24b-f53ea9c9391b,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
dd914309-f231-46e0-bfac-e67653e74a6c,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
7e7c6d5c-256b-4824-b75a-c113ca9d19da,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
264fd62a-1be0-41d9-a16d-93529c137cf8,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
cb728bf2-dfd6-45c1-b4f5-b96aab42d161,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
838ee065-9ebe-479a-8bb8-7737e7caa897,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
089e195d-beed-48e3-aa24-b4b4e4f9752f,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
b6d883e3-0740-4cee-85a1-74354518d49b,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
4d95af8b-6fc0-4033-b9ef-6f0471e5a9bb,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
3c7b5fb5-837e-4fd0-99c7-849165df1f77,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
30e3da92-ad9d-4c38-a135-fbd24357bd80,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
aca3354c-f536-405c-bf70-2fd744bf8c50,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
a1ef2bf2-eac7-4fe5-a91c-7c390a1c39be,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
b2a36dd7-39b2-4d1e-86fe-3cf9063b1942,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
3b352ca0-7cac-4e9c-aacf-625e1d5fbf67,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
4fcbbdf8-ea1e-4b9b-9cb4-6a65dea07661,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
c2a7f7cb-3745-48f3-ae5f-3660916acb11,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
52c93a98-00ef-47e7-b97c-c1be40ec5a3c,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
2bbf9a95-88dd-473a-b324-50711e8d9d4e,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
a2af82f8-f6d0-43ca-87ef-dd5e1c6a8891,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
a39d5960-86af-4060-ab28-a024fca25c54,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
25ebde93-0557-4bcd-a83e-ad9cdf089537,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
be549359-c928-49e4-b61e-9149e63b7356,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
8c85b399-2abe-4bd7-a120-6003d4e85fc3,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
81f53b42-6052-4614-9ad5-ef06f53975c7,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
3504f086-2b97-45fd-b231-2c98e9bb564d,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
771ab317-5d8a-49be-9f88-97d18f2b1486,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
3cd1c058-e27f-4517-b23b-abe861bdd9e6,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
a44b7e7c-4eb4-415c-9b7a-6dc1057a582d,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
ae4a7973-b560-4826-bf3d-51c18082db8b,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
714dd7f7-5fd5-4bef-b946-5da449d83efa,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
2646a319-8c3c-4eb9-94e5-a656c4f7598a,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
e158c5a6-ada1-4574-acf9-64bf041078c1,,,"Stone, natural",Other,52a23800-a85d-4bb1-bd55-ad2966911b56,55db226a-04e8-40b0-a850-ba92b6246401,,,natural stone,other material,,"[""52a23800-a85d-4bb1-bd55-ad2966911b56"", ""55db226a-04e8-40b0-a850-ba92b6246401""]"
