resourceinstanceid,graphid,graphpublicationid,principaluser_id,prod_1_tileid,prod_1_production__label,prod_1_production_location_geo,prod_1_production_type,prod_1_production_location_related_objs,pt_tileid,pt_production_time_begin_of_the_begin,pt_production_time_end_of_the_begin,pt_production_time_begin_of_the_end,pt_production_time_end_of_the_end,prod_1_production_carried_out_by_related_objs,prod_statement_tileid,prod_statement_production_statement_content,prod_statement_production_statement_type,prod_statement_production_statement_language
85f0a3b0-9b4f-4fcb-8830-8bf31a929cae,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,ec720141-47a1-431d-898a-2276f31859de,"{""en"": {""value"": ""Production of Barcode No. 11466"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [-55.0, -10.0]}",,"[{""resourceId"": ""f4aa9811-2484-4374-ae91-0361b6569502"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""06728c7f-9660-43b7-ad6c-c49b745b60e9"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,,,,,
85fbb3dc-c7b2-4a99-8f1f-ecabc0ea4c81,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,5c9a6b5a-4ff5-42e1-a637-2775452c797e,"{""en"": {""value"": ""Production of Barcode No. 16392"", ""direction"": ""ltr""}}",,,,5ea2616c-a65c-45f9-9766-db24423eea63,1994-01-01,1994-01-01,1994-12-31,1994-12-31,,,,,
8608a90b-ec69-4bff-bb73-55baa54de34f,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,bf48fee2-8354-4a9e-a450-8664490945ea,"{""en"": {""value"": ""Production of Barcode No. 21617"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [-75.25, -10.0]}",,"[{""resourceId"": ""d124bf25-8952-43ce-a189-c70fc540a194"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""f5b46a90-88fd-4992-ab83-e61063142b46"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,,,,,
860b9da1-e249-4019-b7a4-5f6c35ead806,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,f08a6c5e-e2af-49b8-a11d-1be08254e315,"{""en"": {""value"": ""Production of Barcode No. 11039"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [-75.4999, 43.00035]}",,"[{""resourceId"": ""92bdf162-91d4-464d-8f60-3c0e3670742d"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""b288a2b4-9768-4124-8d65-4652fb75d435"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,"[{""resourceId"": ""1f08d2d7-0183-43c4-9de3-0364fb947676"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""a3b972c0-020f-4eab-b9b1-de1d95a86262"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,
861410f5-a8e0-4fe7-8ab1-a8c6c5a90d04,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,4d4ab9a7-6c56-4508-8c31-7c75188099b4,"{""en"": {""value"": ""Production of Barcode No. 13867"", ""direction"": ""ltr""}}",,,,395907c3-764b-4b9b-8f78-4ee5d7aa8927,1991-05-22,1991-05-22,1991-05-22,1991-05-22,"[{""resourceId"": ""e6a6493b-6e52-4393-8948-1adaaab601fa"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""bd3f5d45-78b7-4e2f-97f4-964030651f3a"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,
8627405d-0521-468e-ae66-92770e54f9c5,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,5341c9eb-f681-4b5a-b016-3bc0e56668f5,"{""en"": {""value"": ""Production of Barcode No. 16659"", ""direction"": ""ltr""}}",,,,,,,,,"[{""resourceId"": ""ca8a5832-03e2-4e6e-9468-0bd284c3b20d"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""178bd0ed-7bf9-48e0-afa7-6b1a63dcdd8a"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,
862ac1ac-3e50-4ec5-85f3-821f7bd09bfe,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,2bda981d-ffe6-4d38-81e7-93782ec00da0,"{""en"": {""value"": ""Production of Barcode No. 12066"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [139.75309, 35.68536]}",,"[{""resourceId"": ""733128ab-aa88-4acb-a7bf-7f2e32fb1b74"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""f08ec6c1-ce86-4c2c-ba97-9b3e9a97eeca"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,"[{""resourceId"": ""a3c3758c-0dc4-45e3-b618-b91c5de1d543"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""26638cb6-e1fc-49ec-bddd-50bd26095130"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,
8635276a-1af5-4ad2-884d-daa903b31a5f,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,6545898a-0c60-4f7b-9e67-b526b9ae4a8b,"{""en"": {""value"": ""Production of Barcode No. 20017"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [11.33875, 44.49381]}",,"[{""resourceId"": ""7d150957-dde1-401f-8219-ca21536446d7"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""3c15c0c2-784b-4645-b0ea-37269afa445d"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,"[{""resourceId"": ""e6a6493b-6e52-4393-8948-1adaaab601fa"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""ccffcde5-917d-4643-a7bd-c49169af7672"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,
863c23ff-b5a5-4375-8224-13d49ea65201,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,6ce9a7c2-f240-4b0c-8922-96ba0af1fa82,"{""en"": {""value"": ""Production of Barcode No. 14270"", ""direction"": ""ltr""}}",,,,3249c417-58f0-417a-b308-9483f07efd6f,1991-05-28,1991-05-28,1991-05-28,1991-05-28,"[{""resourceId"": ""e6a6493b-6e52-4393-8948-1adaaab601fa"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""0a031dca-33a8-4c7a-88f3-c507f247cbff"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,
8640e11c-07bd-4ace-a52d-ae6b40fc44b1,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,547506fc-7aca-44be-80ee-39d77c05723f,"{""en"": {""value"": ""Production of Barcode No. 16697"", ""direction"": ""ltr""}}",,,,,,,,,"[{""resourceId"": ""afee54b7-5c86-44ab-8ca5-aab979918e41"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""72a8ba09-fe72-446f-8b9e-42ee53763c27"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,
8648b261-85ae-4b35-8f16-b6bfe0cd06a8,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,8ff11ed7-c71e-43ba-8eaa-cef71a286aa1,"{""en"": {""value"": ""Production of Barcode No. 10718"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [5.56749, 50.63373]}",,"[{""resourceId"": ""d459a15b-39f1-4301-a0ca-89602ff2f033"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""36bee77f-f593-475b-a24f-bd0834868840"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,"[{""resourceId"": ""48a3e068-78f8-44fa-beb7-7b279a65586f"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""dca94f42-e1f9-4e38-8661-54137f4ec8bc"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,
864a91cb-3eba-4289-a844-7b2fea0dc387,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,c3085750-9a96-4a5e-879c-4d1e9d0c78f8,"{""en"": {""value"": ""Production of Barcode No. 14356"", ""direction"": ""ltr""}}",,,,4096c74b-a790-41ea-8344-87a430ad124e,1991-07-25,1991-07-25,1991-07-25,1991-07-25,"[{""resourceId"": ""e6a6493b-6e52-4393-8948-1adaaab601fa"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""538f7b21-e5d6-461e-a084-67fcc060573e"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,
865074cb-6a7a-4358-ab56-b62c60943e60,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,5b88ff7f-47da-4674-b666-ffa97cc29920,"{""en"": {""value"": ""Production of Barcode No. 23253"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [-84.49983, 49.25014]}",,"[{""resourceId"": ""ce4971ad-62ea-4488-9f20-ba8167578a82"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""0267b53b-159c-4efa-8c96-d2dd2b28744b"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,,,,,
86545dc4-a73e-43c0-873d-2f9352628d47,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,82d3415c-bb9e-4550-ba21-9d9ad233ed4b,"{""en"": {""value"": ""Production of Barcode No. 18077"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [14.46672, 50.08292]}",,"[{""resourceId"": ""fc789ebe-4be6-422e-98e1-9b2e4de0c088"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""ce637bae-e3d0-4fe4-b848-d8a13d1c7232"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,"[{""resourceId"": ""25741c6e-5fb8-4dc0-8fef-7d14eec5f380"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""22ab3624-f22e-44ea-98fe-32152e1503f8"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,
86549c65-fdf8-4c12-b51b-63c3c0d6a26d,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,11805ceb-a93a-48f0-8f41-125a16be7f27,"{""en"": {""value"": ""Production of Barcode No. 15396"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [10.0565, 47.8973]}",,"[{""resourceId"": ""5bd76880-3b01-46ad-9af4-d611f0f9ec38"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""5bf1854b-4a54-465e-b1e1-af86b35f7daa"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,"[{""resourceId"": ""e6a6493b-6e52-4393-8948-1adaaab601fa"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""2b406fee-9a94-4c3d-a67d-70b8910344c2"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,
865b20e2-45d4-4aaf-9d51-31fda10254ca,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,941ff036-a357-4a50-8666-c91c649d381e,"{""en"": {""value"": ""Production of Barcode No. 15496"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [10.0565, 47.8973]}",,"[{""resourceId"": ""5bd76880-3b01-46ad-9af4-d611f0f9ec38"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""83ac10ec-e7a0-4ee2-8a88-00e39a13f096"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,"[{""resourceId"": ""e6a6493b-6e52-4393-8948-1adaaab601fa"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""1ba5e422-b46c-4238-92c9-fc3b1b687d13"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,
865ff414-b756-4088-a916-fe1e2dd9a9b6,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,e24f7b94-b45c-4d1c-86d4-76ce5044ff6a,"{""en"": {""value"": ""Production of Barcode No. 19829"", ""direction"": ""ltr""}}",,,,,,,,,"[{""resourceId"": ""e6a6493b-6e52-4393-8948-1adaaab601fa"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""e688bfa7-4de8-417c-b2d2-3203a9a2f51c"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,
866432da-55dc-4f1a-9bf3-ff8c543a203c,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,4b5ba7f9-3f9d-4862-80b4-cab0bc48a356,"{""en"": {""value"": ""Production of Barcode No. 13055"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [15.0, 49.75]}",,"[{""resourceId"": ""e680b3ce-b023-42c7-9b78-04e195d4cc32"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""e88a2a5b-7cf4-4ec2-9149-948265e3ed9b"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,"[{""resourceId"": ""0146fbc7-51a8-495b-8805-afd66d0ad6e3"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""e5b43a3c-3901-4581-b3b7-2de458ec4323"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,
86643b4d-4f14-4c5a-8eff-4efb3e17c10d,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,0c0b84cb-45a0-4912-8f69-7215f1315b0f,"{""en"": {""value"": ""Production of Barcode No. 19982"", ""direction"": ""ltr""}}",,,,,,,,,"[{""resourceId"": ""e6a6493b-6e52-4393-8948-1adaaab601fa"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""ad3188ea-ebb5-4274-aa38-ce04a5ae104f"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,
8664f200-bce5-45e4-84c9-aadc75ff5bda,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,ac501fc2-09ba-47d7-89c1-c6cef2216d56,"{""en"": {""value"": ""Production of Barcode No. 16625"", ""direction"": ""ltr""}}",,,,58d7bad0-dbb3-478a-a2b3-a37a40f8610e,1994-01-01,1994-01-01,1994-12-31,1994-12-31,"[{""resourceId"": ""4e04d4a5-679d-433a-9617-6a9881d857bc"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""c5e22abb-ee2c-40cc-860d-c620d48595ac"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,
8667aee2-45ea-4937-afc6-0e5ac982095d,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,4e52ed30-61de-41ab-bd20-e4d90dd9405f,"{""en"": {""value"": ""Production of Barcode No. 16793"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [10.5, 51.5]}",,"[{""resourceId"": ""db85b422-ea1b-4de9-b3e5-2199aab0fafb"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""3062c20b-c037-4e10-a9aa-e26752612b03"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",eb2318aa-559c-4484-be8b-71378abef546,1978-01-01,1980-01-01,1980-12-31,1982-12-31,"[{""resourceId"": ""dbcb84f0-b25c-405f-938a-bc3fa3df07e0"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""bc9b1182-6250-4218-ba1f-5579333bbd09"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,
8667fe95-6091-4314-8fe1-6ad8c8c8d58a,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,dcb71465-bb66-43ef-af2e-d8da4efe44f8,"{""en"": {""value"": ""Production of Barcode No. 23379"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [86.59083, 49.80667]}",,"[{""resourceId"": ""0ddb3403-db7f-4af7-814a-970221f65a6f"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""79d59c11-c8c2-4ca5-8c82-453920c9ea73"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,,,,,
8668b3f3-34c0-4507-b556-c97b34892c1e,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,f377b108-503a-4ca1-9011-5286c3effb14,"{""en"": {""value"": ""Production of Barcode No. 11503"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [11.24626, 43.77925]}",,"[{""resourceId"": ""ed107d61-fcf5-4517-8f7c-c5ba32b9ec67"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""f208a208-eaa9-4647-a142-f53644ac6755"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,"[{""resourceId"": ""727fd676-16a0-428c-a452-595d07a8dc4b"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""51c7cb91-8bea-4298-bf42-71de9ce1ed2b"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,
8669d427-3616-444e-82ec-906ed17e5237,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,b7f5aeea-d0b1-43d2-b2da-09ef45d75e1c,"{""en"": {""value"": ""Production of Barcode No. 19327"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [10.5, 51.5]}",,"[{""resourceId"": ""db85b422-ea1b-4de9-b3e5-2199aab0fafb"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""1575dabc-eb47-455d-9089-59b9fd869b77"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,"[{""resourceId"": ""e6a6493b-6e52-4393-8948-1adaaab601fa"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""b2d9b10a-5a8c-4cea-a344-125c43f7dc1f"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,
8670e1ae-9f3f-42ff-9da4-37e1a08280e6,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,50e50fa1-7370-4bc6-a6f9-46f69b1a2ddf,"{""en"": {""value"": ""Production of Barcode No. 12676"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [-120.50147, 47.50012]}",,"[{""resourceId"": ""70ad6d87-d854-4e9f-8be0-f641d8979e1f"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""25d284bb-1334-4586-933a-52685e05662e"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,,,,,
8673e892-4740-4021-9389-725644ced48f,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,adb02788-9798-4d74-ab12-f15579fd5e34,"{""en"": {""value"": ""Production of Barcode No. 17716"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [9.14062, 48.69096]}",,"[{""resourceId"": ""bb9faa4e-ea43-4423-80c5-611a657a62bc"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""edd40c06-d367-4c69-8144-67797c04270a"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,"[{""resourceId"": ""85080b00-046f-4721-b076-42d7e0c72c55"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""f33d0c96-c9a6-4c41-bd9f-d1c5fcff2c86"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,
86775e37-266f-43c1-b003-6de86279a7da,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,97178b2d-422f-410b-b1d3-76e86b0d21c6,"{""en"": {""value"": ""Production of Barcode No. 16461"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [-0.12574, 51.50853]}",,"[{""resourceId"": ""3973c7cf-c3f1-4def-bee2-204a5d32eba9"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""db67ba60-2dcc-454c-8223-871e294e570b"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",bdd2f1a0-c365-4113-89b3-9f0af0de54c1,1993-01-01,1993-01-01,1993-12-31,1993-12-31,"[{""resourceId"": ""2c4ea4a0-48aa-44fd-836e-cc6d174290c0"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""2c972a94-1a7a-45d6-9b11-7558a8a7fb59"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,
8681747d-a24f-4dab-bcec-5768d0a6a71a,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,de45924a-e60d-4a1b-ae4e-42c2217a1c5a,"{""en"": {""value"": ""Production of Barcode No. 15041"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [-122.41942, 37.77493]}",,"[{""resourceId"": ""229bb741-ecd6-436a-afaa-ff463722a7f6"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""6b22994a-4ac8-459f-83c4-b38d4bcd069d"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,,,,,
868730d0-dfed-49e7-828c-f839db72e202,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,d1f05048-e1ec-4c9f-b672-2a5e9ad2dba7,"{""en"": {""value"": ""Production of Barcode No. 21844"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [-87.97569, 46.40661]}",,"[{""resourceId"": ""159baecc-7421-44bc-935f-436fba1732ac"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""8f64b8e2-ec28-4a1b-8dac-e0524413e442"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,,,,,
8689d6c5-0a50-4b5b-9254-9464ec7805e7,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,550be8dc-cccf-47d9-b9e8-8281276d84e0,"{""en"": {""value"": ""Production of Barcode No. 14239"", ""direction"": ""ltr""}}",,,,8987d46e-77b1-4eb2-96bb-0a5099d539a1,1991-11-27,1991-11-27,1991-11-27,1991-11-27,"[{""resourceId"": ""e6a6493b-6e52-4393-8948-1adaaab601fa"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""08d1e136-e65e-4608-884d-68bb086fad5d"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,
8689f040-db4a-41fc-87f7-09b10e599875,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,96ff23c5-c44b-4dc6-a9d1-d3b0f4a56bfe,"{""en"": {""value"": ""Production of Barcode No. 16680"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [6.85556, 52.71167]}",,"[{""resourceId"": ""e986681b-9fea-4642-9065-ee69a58930f2"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""3cbcc38a-b369-4bc3-81b4-b060ce65e302"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,"[{""resourceId"": ""f5a20939-4eb2-48c8-bbc0-c2ad3332d94d"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""05aab303-6f4e-4c72-8459-a4a8cec94a77"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,
