resourceinstanceid,graphid,graphpublicationid,principaluser_id,prod_1_tileid,prod_1_production__label,prod_1_production_location_geo,prod_1_production_type,prod_1_production_location_related_objs,pt_tileid,pt_production_time_begin_of_the_begin,pt_production_time_end_of_the_begin,pt_production_time_begin_of_the_end,pt_production_time_end_of_the_end,prod_1_production_carried_out_by_related_objs,prod_statement_tileid,prod_statement_production_statement_content,prod_statement_production_statement_type,prod_statement_production_statement_language
043e36c5-5677-43a6-ab23-523ed5cf781d,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,54641432-5b8f-48eb-aff5-d8da7185eeb6,"{""en"": {""value"": ""Production of Barcode No. 23367"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [6.76033, 50.19366]}",,"[{""resourceId"": ""0bcb026e-38d9-4909-8a01-a78398b24490"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""da37960f-66c8-46b6-9d5c-ab2ad1655651"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,,,,,
0440e347-3abf-42a2-b7fb-6f77aa6d3593,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,97cb94b9-a82e-4956-b43e-407d15b78411,"{""en"": {""value"": ""Production of Barcode No. 14427"", ""direction"": ""ltr""}}",,,,b45cf703-ee82-4f3e-a9ae-7965217dba0e,1991-05-13,1991-05-13,1991-05-13,1991-05-13,"[{""resourceId"": ""e6a6493b-6e52-4393-8948-1adaaab601fa"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""46852564-b613-4871-83f9-417f29b3a90d"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,
0446c4d8-1076-4da4-8d27-341c5f04b2e4,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,bd863286-f974-451b-9fd4-9b797777b51d,"{""en"": {""value"": ""Production of Barcode No. 19283"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [10.5, 51.5]}",,"[{""resourceId"": ""db85b422-ea1b-4de9-b3e5-2199aab0fafb"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""c6159ee7-1334-4924-8c88-4513e7413402"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,"[{""resourceId"": ""e6a6493b-6e52-4393-8948-1adaaab601fa"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""ed6a9c73-d53a-4c9f-b6af-4ef1a0a9ea6d"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,
044a28ea-8f84-4c14-b21f-cb1ec7885ea6,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,d1c27179-0404-4102-bf00-067e1d088c89,"{""en"": {""value"": ""Production of Barcode No. 16710"", ""direction"": ""ltr""}}",,,,,,,,,"[{""resourceId"": ""afee54b7-5c86-44ab-8ca5-aab979918e41"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""21a1d618-fde2-4bcc-8a45-0fbad2da65c9"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,
044c29e6-3997-4e14-8089-8dc1bf7cedb6,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,265462f3-2a25-4bdc-b27c-5edbabfc0914,"{""en"": {""value"": ""Production of Barcode No. 13230"", ""direction"": ""ltr""}}",,,,7dc39a25-a3d2-4bc5-8727-bc1b894f3964,1990-01-01,1990-01-01,1990-12-31,1990-12-31,,,,,
045e0d05-29cf-4404-bd36-b7d88d4dd363,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,6f412cdf-6bb1-4143-9e23-0c9275832cf8,"{""en"": {""value"": ""Production of Barcode No. 19418"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [33.0, 35.0]}",,"[{""resourceId"": ""273313a0-f61a-4462-b7fd-8c11d43e9f90"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""522fe1ca-49fa-4055-bb0a-888364c68583"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,"[{""resourceId"": ""e6a6493b-6e52-4393-8948-1adaaab601fa"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""3d0f5105-bd26-40ca-a029-274980c3f357"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,
0468850e-25f9-42ad-9d62-0777cc10337b,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,9b411d70-ca63-4c01-a0a3-2af73b47ac80,"{""en"": {""value"": ""Production of Barcode No. 13895"", ""direction"": ""ltr""}}",,,,bac6c9ed-e711-47ed-be7e-612c09d3acb1,1991-08-14,1991-08-14,1991-08-14,1991-08-14,"[{""resourceId"": ""e6a6493b-6e52-4393-8948-1adaaab601fa"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""5b69f7da-cbb2-4d4a-b7c0-04b5e0633c4e"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,
0468d463-d251-40a2-a20b-dfb19a23cb14,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,fbb3a55e-2647-4fe2-ac79-7fa355b4949d,"{""en"": {""value"": ""Production of Barcode No. 17748"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [-0.70312, 52.16045]}",,"[{""resourceId"": ""c82ad3b5-fc69-4930-abfc-8cd06f28534a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""066ad284-a4ef-47d8-bf0b-049e59f75237"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,"[{""resourceId"": ""70dadd1a-2267-442d-a7b4-6e6e805e0a46"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""a5ee0822-e4f9-4d00-8749-b5cc58cf1f94"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,
046a8756-2a20-4b65-97d3-ecc6597aa8fc,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,7d5eea77-5605-4887-b389-9cb10db37817,"{""en"": {""value"": ""Production of Barcode No. 12649"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [-102.0, 23.0]}",,"[{""resourceId"": ""f4c44e22-201b-45c9-9f0b-0c4d9c3acdb9"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""6d4d12a5-5bbc-470f-aac5-ad75e1398504"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",ee2ac9f9-a4c0-469b-a516-99566d18ed70,1949-01-01,1949-01-01,1949-12-31,1949-12-31,,,,,
047118c6-c934-4bdf-85e3-4a17b8bfabfe,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,2a97b208-222d-4410-bb73-9ec93fe93210,"{""en"": {""value"": ""Production of Barcode No. 12506"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [-0.12574, 51.50853]}",,"[{""resourceId"": ""3973c7cf-c3f1-4def-bee2-204a5d32eba9"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""d59d5f71-98b3-490f-a135-eb777df3c18a"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,"[{""resourceId"": ""30a8f7cc-290c-4e9c-8e3d-3de6fffa9c3a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""9b9daf83-824e-4185-91a3-ab83d8e3f03b"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,
047231e3-1ff8-432b-9a8b-412d8915c019,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,0e812c18-290d-449f-bb38-640bc4c8cbb2,"{""en"": {""value"": ""Production of Barcode No. 14476"", ""direction"": ""ltr""}}",,,,e1e70d7e-21b5-4c18-8ab3-9a09f8f3fe17,1991-05-29,1991-05-29,1991-05-29,1991-05-29,"[{""resourceId"": ""e6a6493b-6e52-4393-8948-1adaaab601fa"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""535e6f52-9f78-4dbc-91e4-35cbfe62b92e"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,
047a3278-19c9-4c84-bcb0-2c759e8640c5,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,411c59dd-1065-4326-9937-f37badb76b87,"{""en"": {""value"": ""Production of Barcode No. 10675"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [-90.19789, 38.62727]}",,"[{""resourceId"": ""031c39e8-286a-4729-94b0-dace8c339d0b"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""6e5b3b74-c0da-499d-8b26-56d6dbef0587"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,"[{""resourceId"": ""c041b240-601c-4217-8b78-7793c3c6b431"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""25395668-bced-4f10-a83b-32ed73d439c5"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,
047d4e46-60e2-464f-a7bc-ed618ed026dd,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,8aa52ebf-f785-4077-814f-1b92028090f8,"{""en"": {""value"": ""Production of Barcode No. 20567"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [-0.70312, 52.16045]}",,"[{""resourceId"": ""c82ad3b5-fc69-4930-abfc-8cd06f28534a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""7a28e393-5b55-4dc4-a20e-ac520af9ff73"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",6cdbf20c-6f7f-4674-9f14-d80fcc2b53aa,2006-01-01,2006-01-01,2006-12-31,2006-12-31,"[{""resourceId"": ""d7a77a65-95a4-4481-b165-e994b53590c8"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""429279aa-2d7e-4cbd-8de9-906ed7cdb176"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,
04817657-091d-49e2-8085-1f806a7869b3,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,35a81110-d6bd-478c-80d3-82fbfecc0908,"{""en"": {""value"": ""Production of Barcode No. 21343"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [-98.5, 39.76]}",,"[{""resourceId"": ""12ab92a6-0269-49b0-a116-6998fd2ce65f"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""db9f848c-74bb-465e-9017-ecca0a8fddb8"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",332d0f1f-fda4-48e5-8055-bd6c8064af47,2014-02-01,2014-02-01,2014-02-28,2014-02-28,"[{""resourceId"": ""33163cf5-54f8-408e-ac3d-db8d5a75ff85"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""1f89f5b3-8686-4235-9738-53fbccaa15cb"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,
048dde13-92de-4088-81a0-fc602e2f541d,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,8a9fdde3-04f6-4bac-845c-2223c30ed2a5,"{""en"": {""value"": ""Production of Barcode No. 18508"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [-98.5, 39.76]}",,"[{""resourceId"": ""12ab92a6-0269-49b0-a116-6998fd2ce65f"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""d7c12123-e834-40e0-ac1c-9228cdac0b9d"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,"[{""resourceId"": ""bb5c8c26-30f5-4c4d-9eb0-37dc1cc81f7f"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""1f6f42f7-2152-4d79-8e3f-d36c5ee1e528"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,
04921b6a-c063-4cce-b68e-33bde543c128,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,05cecc83-7bb9-4a62-aa7e-ff7b1c46de72,"{""en"": {""value"": ""Production of Barcode No. 15432"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [10.0565, 47.8973]}",,"[{""resourceId"": ""5bd76880-3b01-46ad-9af4-d611f0f9ec38"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""34d6fa32-ba44-415c-81a7-1088931f3cf2"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,"[{""resourceId"": ""e6a6493b-6e52-4393-8948-1adaaab601fa"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""b55ce02a-9663-4bef-bdff-c317e4b3b2f5"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,
04936cb6-1b0a-49b2-8883-df9bc9cd204b,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,828dea27-a525-4723-8ff0-7b6d763813c7,"{""en"": {""value"": ""Production of Barcode No. 17479"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [-0.70312, 52.16045]}",,"[{""resourceId"": ""c82ad3b5-fc69-4930-abfc-8cd06f28534a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""c41a3f26-0514-4af5-a0e7-67c816981cdb"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,"[{""resourceId"": ""ba60eaf7-6c56-44fb-a7e8-8d16f3037459"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""1804ec5b-4f4a-46a7-b002-0afdf890a741"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,
049590cb-5627-4edc-807a-e8ae363c886d,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,17dcdf44-debc-449f-b03d-5e1caae57d6d,"{""en"": {""value"": ""Production of Barcode No. 11658"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [-84.51439, 39.12711]}",,"[{""resourceId"": ""8a2a484b-7f4d-4be6-990e-d73a4709ce89"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""1e8b5b42-7765-4ac2-9bd7-af0a9f9daf11"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",db61bb9e-23fc-4a73-b6b8-f849b6d65cd5,1981-01-01,1981-01-01,1981-12-31,1981-12-31,"[{""resourceId"": ""ab1a59ef-9485-48aa-8439-445dc66fafe9"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""4e337a9d-c948-4dc5-a5ed-9b12e1ba8fb2"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,
0495c015-5cee-4601-b364-b2e42cbce30f,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,7b56911f-5b3b-481e-8734-6a8937d7fd5e,"{""en"": {""value"": ""Production of Barcode No. 11828"", ""direction"": ""ltr""}}",,,,,,,,,"[{""resourceId"": ""a3c3758c-0dc4-45e3-b618-b91c5de1d543"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""0560f41b-64f0-4217-aaa4-62a0d6605061"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,
04a21dec-4df7-42d4-a4a3-82144cc8d2b8,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,e1dd576a-34d1-4056-9d2c-cb4c776bf3c8,"{""en"": {""value"": ""Production of Barcode No. 19698"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [-98.5, 39.76]}",,"[{""resourceId"": ""12ab92a6-0269-49b0-a116-6998fd2ce65f"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""7dad5405-f1b4-47c6-a85e-d4e507d84cfb"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",f90831a0-d3ea-4039-becd-e397c2a8a53f,2005-01-01,2005-01-01,2005-12-31,2005-12-31,"[{""resourceId"": ""952d22b8-829f-458b-94d9-73bc9dc7036e"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""c013475b-84c3-466e-b27d-448feab5208d"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,
04a8b74d-344d-4146-91c0-18af339634ec,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,61a8f30c-b6b6-45d8-9dea-172bca72cf19,"{""en"": {""value"": ""Production of Barcode No. 13173"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [4.81496, 45.37388]}",,"[{""resourceId"": ""274ab08c-6a9b-4e05-9b85-e5c0cc2682c4"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""dc28eeaf-4ba6-496e-ab63-55e8290e50ee"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,"[{""resourceId"": ""6c3d2961-3e41-4e4f-816e-e512328894bb"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""8e11df68-b5a0-4f4f-baf1-cc21cba5b39a"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,
04ab2388-d3ed-4c29-8ae9-c95007cd8824,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,df037d77-5658-4f58-bb00-cf655f2ba52e,"{""en"": {""value"": ""Production of Barcode No. 10367"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [-75.49992, 39.00039]}",,"[{""resourceId"": ""04a397a4-b308-492a-9c32-072238b0422b"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""dbe5b7c2-2e45-4d34-a418-37bd29e106c2"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,,,,,
04ab51a7-96f0-4097-ae1a-551f2ad775fe,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,1826de13-8f63-4cb3-b131-67825e369d7d,"{""en"": {""value"": ""Production of Barcode No. 20648"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [-0.70312, 52.16045]}",,"[{""resourceId"": ""c82ad3b5-fc69-4930-abfc-8cd06f28534a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""8a8815e4-0581-4ffd-a61e-bd54baac9b5f"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",553b310e-a7d7-4a28-b618-c5fd2eacb409,2006-01-01,2006-01-01,2006-12-31,2006-12-31,"[{""resourceId"": ""681e8a9c-3bcf-46c9-a7c1-07f4e232e436"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""d1aea164-4092-40d1-bfa6-3da81b134a99"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,
04c796fe-b972-4b99-a3f5-c7e450875eb2,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,58119944-5549-44a4-9172-abb2606596eb,"{""en"": {""value"": ""Production of Barcode No. 10826"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [12.33265, 45.43713]}",,"[{""resourceId"": ""71b51869-b751-4f10-9d55-e293c27cfbb1"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""aa1ae727-2ed1-4eec-8ea0-42fb5a01989c"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",6ec80152-3a17-4517-bc82-c6e163cd89a0,1928-01-01,1928-01-01,1928-12-31,1928-12-31,,,,,
04cb10f0-27d1-4fdf-a16e-c376f730e54e,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,723d323c-68b2-4f56-b19c-63c433a9bbf8,"{""en"": {""value"": ""Production of Barcode No. 18303"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [-98.5, 39.76]}",,"[{""resourceId"": ""12ab92a6-0269-49b0-a116-6998fd2ce65f"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""bb76e97c-56e9-40bd-a2de-b8a0dc90def8"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,"[{""resourceId"": ""952d22b8-829f-458b-94d9-73bc9dc7036e"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""8b1f6077-9a2b-4dd9-8a25-77004c80a996"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,
04cc3c3f-06e0-4973-b998-55a874f6a776,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,92af016c-a217-425c-81a9-97054876e4b5,"{""en"": {""value"": ""Production of Barcode No. 18533"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [-0.12574, 51.50853]}",,"[{""resourceId"": ""3973c7cf-c3f1-4def-bee2-204a5d32eba9"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""879498e4-8aa6-45e1-b66f-138183a29767"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,"[{""resourceId"": ""681e8a9c-3bcf-46c9-a7c1-07f4e232e436"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""f5c07486-400c-45ff-84b0-1b790b6477b8"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,
04d0c369-a0b3-43f7-852d-5372eb545af5,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,997cbb50-9205-4ddc-9587-b86689b7de6a,"{""en"": {""value"": ""Production of Barcode No. 18455"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [-0.12574, 51.50853]}",,"[{""resourceId"": ""3973c7cf-c3f1-4def-bee2-204a5d32eba9"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""72207832-4324-4476-a195-a3e63ae7d3cb"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,"[{""resourceId"": ""681e8a9c-3bcf-46c9-a7c1-07f4e232e436"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""36de8e25-25aa-4b5d-965c-662e8d43cdc9"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,
04d58c93-62cc-4bd5-9115-4c497e2939ad,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,db889358-455b-4a27-b9ec-04cfc70a11ea,"{""en"": {""value"": ""Production of Barcode No. 11295"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [4.82643, 52.43854]}",,"[{""resourceId"": ""407d1c04-b792-4ed6-94d2-8317362a0f15"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""d9a99f2d-c22f-4ba8-8d3b-34ede547b081"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,"[{""resourceId"": ""b3eb611a-2137-4fcb-9aaa-d02c065b8a35"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""b3009b96-c595-418b-8210-3264f164c2a1"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,
