rsci_uuid,set_uuid,Acquisition Date__begin_of_the_begin,Acquisition Date__end_of_the_begin,Acquisition Date__begin_of_the_end,Acquisition Date__end_of_the_end,acq_by_person_1_uuid,acq_by_person_2_uuid,acq_by_group_1_uuid,acq_by_group_2_uuid,acq_from_group_1_uuid,acq_from_group_2_uuid,acquisition_note,acquisition_type
4349266c-832e-4445-850f-500ab7beb892,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,1993-01-01,1993-01-01,1993-12-31,1993-12-31,,,,,027d5987-a0d1-4fb3-9c8d-6fea9361ab68,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
fed374df-ae36-4b7c-8d46-24fde2effb88,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,1993-01-01,1993-01-01,1993-12-31,1993-12-31,,,,,28bbf17d-2a1a-4d16-bda6-a8fa4fc7f43d,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
655d1320-e0d3-4b0d-b7c8-13e35bcb391e,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,1993-01-01,1993-01-01,1993-12-31,1993-12-31,,,,,28bbf17d-2a1a-4d16-bda6-a8fa4fc7f43d,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
93df8f1a-b98b-4693-9973-8a0baddbcdd3,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,1993-01-01,1993-01-01,1993-12-31,1993-12-31,,,,,28bbf17d-2a1a-4d16-bda6-a8fa4fc7f43d,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
61829e68-6c7e-4259-b16a-bb80c8d79d38,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,1993-01-01,1993-01-01,1993-12-31,1993-12-31,,,,,28bbf17d-2a1a-4d16-bda6-a8fa4fc7f43d,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
d32017af-04e9-49db-ae9d-2cbfbe75376f,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,1994-01-01,1994-01-01,1994-12-31,1994-12-31,,,,,21c00914-921f-4d53-9ade-115cbf893be5,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
88f09e7f-5d06-4979-8d0f-25ae54c14e88,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,,,,,,,,,d8916a37-dd7d-4daa-b69f-9a7d963f41b6,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
3787a0b9-61d0-4d9f-ba39-fa0d349c3b40,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,1992-01-01,1992-01-01,1992-12-31,1992-12-31,,,,,,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
e6076f78-2d1b-44bb-bf41-08b3d0f400cd,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,1992-01-01,1992-01-01,1992-12-31,1992-12-31,,,,,,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
4de03ed2-b7b9-4e2b-9a87-6fb6cdb52b59,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,1992-01-01,1992-01-01,1992-12-31,1992-12-31,,,,,,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
f6d0b1c5-4788-4298-981d-b6184e17c510,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,1992-01-01,1992-01-01,1992-12-31,1992-12-31,,,,,,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
fc0d4c02-200e-4ee8-8e4a-d9b60adbb64b,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,1992-01-01,1992-01-01,1992-12-31,1992-12-31,,,,,,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
f63e5011-d7c7-4a80-aded-b3b82b773590,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,1992-01-01,1992-01-01,1992-12-31,1992-12-31,,,,,,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
a57f9f2e-4d8c-4afa-8ae4-50a08ad2d11a,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,1992-01-01,1992-01-01,1992-12-31,1992-12-31,,,,,,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
5dcae1ab-6736-4f68-8cd4-43a8a4d4f934,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,1992-01-01,1992-01-01,1992-12-31,1992-12-31,,,,,,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
de9535ad-d03a-40b3-8715-97df9868e542,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,1992-01-01,1992-01-01,1992-12-31,1992-12-31,,,,,,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
0de17c58-d035-422e-84a1-52021f0fc6a2,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,1992-01-01,1992-01-01,1992-12-31,1992-12-31,,,,,,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
df8dcad0-26b4-4de6-ba83-db2d3adbd531,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,1993-01-01,1993-01-01,1993-12-31,1993-12-31,,,,,,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
ed09d287-bf3a-4e3c-9bad-6f4b85c6a62d,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,1994-01-01,1994-01-01,1994-12-31,1994-12-31,,,,,21c00914-921f-4d53-9ade-115cbf893be5,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
fad347e8-61b5-4501-9e4b-56d1031fb9d0,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,1994-01-01,1994-01-01,1994-12-31,1994-12-31,,,,,21c00914-921f-4d53-9ade-115cbf893be5,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
3eee8eb9-f484-4b62-93b8-9eed1eac304d,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,1990-01-01,1990-01-01,1990-12-31,1990-12-31,,,,,399d60c5-1b95-42e9-a0cb-2dda19460cf3,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
9a4df3dc-c287-4f67-a0dc-dea27c651199,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,1993-01-01,1993-01-01,1993-12-31,1993-12-31,,,,,ebd737b9-e4a2-4b41-8227-9d05b3aa82f1,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
6ac0c60d-014f-46dd-90fe-dfa29d6ad002,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,,,,,,,,,ebd737b9-e4a2-4b41-8227-9d05b3aa82f1,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
befd0402-12e0-45a4-bc82-f37876b646bb,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,,,,,,,,,bc725ca7-741c-4f9c-a1a9-9801b47e4896,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
84e12213-9905-4367-9ad5-e777452541d2,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,,,,,,,,,bc725ca7-741c-4f9c-a1a9-9801b47e4896,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
d13dc017-4ecf-4716-92ca-257db27a0618,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,,,,,,,,,bc725ca7-741c-4f9c-a1a9-9801b47e4896,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
86e0ca02-1e25-48ea-9bcb-4a0db9604f5b,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,,,,,,,,,bc725ca7-741c-4f9c-a1a9-9801b47e4896,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
547c362d-7857-451d-b50b-330f943f81a7,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,,,,,,,,,bc725ca7-741c-4f9c-a1a9-9801b47e4896,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
db4ac5bb-ee14-45bd-a9da-ccee2c898c2f,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,,,,,,,,,bc725ca7-741c-4f9c-a1a9-9801b47e4896,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
c2b02c79-a444-41ef-a44e-741b715d3274,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,,,,,,,,,bc725ca7-741c-4f9c-a1a9-9801b47e4896,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
48bc0647-eaa6-4890-999b-95312d007bfe,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,,,,,,,,,bc725ca7-741c-4f9c-a1a9-9801b47e4896,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
f9b3b8d7-5468-4353-b3ff-30cddfe00bf4,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,1989-01-01,1989-01-01,1989-12-31,1989-12-31,,,,,027d5987-a0d1-4fb3-9c8d-6fea9361ab68,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
82c2a960-5d35-4247-86d0-e6a487882230,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,1990-01-01,1990-01-01,1990-12-31,1990-12-31,,,,,027d5987-a0d1-4fb3-9c8d-6fea9361ab68,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
5003db6c-5cda-4940-92ec-5692dcd05e79,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,1992-01-01,1992-01-01,1992-12-31,1992-12-31,,,,,3736740b-73ff-40eb-832d-d30c1943216b,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
a411676d-6fa8-4779-b2c3-405f78f3ced4,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,1993-01-01,1993-01-01,1993-12-31,1993-12-31,,,,,027d5987-a0d1-4fb3-9c8d-6fea9361ab68,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
fb91076e-7e6e-4c0b-9b85-3e076156e5a8,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,1993-01-01,1993-01-01,1993-12-31,1993-12-31,,,,,ebd737b9-e4a2-4b41-8227-9d05b3aa82f1,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
7b8bffac-57a4-4c7f-b850-c923e94df427,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,1993-01-01,1993-01-01,1993-12-31,1993-12-31,,,,,027d5987-a0d1-4fb3-9c8d-6fea9361ab68,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
17f5cc64-165a-411c-a3f4-5a745032300e,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,1993-01-01,1993-01-01,1993-12-31,1993-12-31,,,,,ebd737b9-e4a2-4b41-8227-9d05b3aa82f1,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
9d6493a0-091b-4e6a-880c-0ea7cf4adfed,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,1993-01-01,1993-01-01,1993-12-31,1993-12-31,,,,,ebd737b9-e4a2-4b41-8227-9d05b3aa82f1,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
d39e4401-1673-4b24-aea9-dd5640eb3eb0,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,1993-01-01,1993-01-01,1993-12-31,1993-12-31,,,,,afce3701-44c8-4d04-ae26-4966027b38d8,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
5390141f-7394-479e-804c-777453e96bad,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,1993-01-01,1993-01-01,1993-12-31,1993-12-31,,,,,027d5987-a0d1-4fb3-9c8d-6fea9361ab68,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
9e4da632-58f1-4419-89c1-394c5ea60439,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,1993-01-01,1993-01-01,1993-12-31,1993-12-31,6f2b58ac-3b7c-4159-aa54-60a5d015d57c,,,,027d5987-a0d1-4fb3-9c8d-6fea9361ab68,,Sue Gatenby (Collected by  W.E. Roth),"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
0b80db7c-9645-4094-b589-6b05738c11ab,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,1993-01-01,1993-01-01,1993-12-31,1993-12-31,6f2b58ac-3b7c-4159-aa54-60a5d015d57c,,,,027d5987-a0d1-4fb3-9c8d-6fea9361ab68,,Sue Gatenby (Collected by  W.E. Roth),"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
