rsci_uuid,set_uuid,Acquisition Date__begin_of_the_begin,Acquisition Date__end_of_the_begin,Acquisition Date__begin_of_the_end,Acquisition Date__end_of_the_end,acq_by_person_1_uuid,acq_by_person_2_uuid,acq_by_group_1_uuid,acq_by_group_2_uuid,acq_from_group_1_uuid,acq_from_group_2_uuid,acquisition_note,acquisition_type
48b48364-31cc-4308-b664-a1b11b464969,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2005-01-01,2005-01-01,2005-12-31,2005-12-31,6c89e09b-d453-4fc9-ab07-bbcd8e0ab6d1,,,,45e9f65c-1a05-4233-a188-4c5784a56bc4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
cbaeec62-e637-43d0-874d-709f36431807,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2005-01-01,2005-01-01,2005-12-31,2005-12-31,6c89e09b-d453-4fc9-ab07-bbcd8e0ab6d1,,,,45e9f65c-1a05-4233-a188-4c5784a56bc4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
74205351-7f86-4b9a-bc9f-74979d78633a,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2005-01-01,2005-01-01,2005-12-31,2005-12-31,6c89e09b-d453-4fc9-ab07-bbcd8e0ab6d1,,,,45e9f65c-1a05-4233-a188-4c5784a56bc4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
f3a37430-d2e4-4dc4-ab29-9585a1ea526a,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2005-01-01,2005-01-01,2005-12-31,2005-12-31,6c89e09b-d453-4fc9-ab07-bbcd8e0ab6d1,,,,45e9f65c-1a05-4233-a188-4c5784a56bc4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
29773348-1a0d-4850-96eb-e647424faf0a,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2005-01-01,2005-01-01,2005-12-31,2005-12-31,6c89e09b-d453-4fc9-ab07-bbcd8e0ab6d1,,,,45e9f65c-1a05-4233-a188-4c5784a56bc4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
3637ba25-50f2-4b41-beb7-f307ba337e16,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2005-01-01,2005-01-01,2005-12-31,2005-12-31,6c89e09b-d453-4fc9-ab07-bbcd8e0ab6d1,,,,45e9f65c-1a05-4233-a188-4c5784a56bc4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
3d7d2eb3-3c49-428e-b9bd-5fc26e8a37b2,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2005-01-01,2005-01-01,2005-12-31,2005-12-31,6c89e09b-d453-4fc9-ab07-bbcd8e0ab6d1,,,,45e9f65c-1a05-4233-a188-4c5784a56bc4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
d505d946-902b-42f7-990a-1fbd6b43a514,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2005-01-01,2005-01-01,2005-12-31,2005-12-31,6c89e09b-d453-4fc9-ab07-bbcd8e0ab6d1,,,,45e9f65c-1a05-4233-a188-4c5784a56bc4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
8af2b82b-9579-4e61-bd12-ee8054715dc4,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2005-01-01,2005-01-01,2005-12-31,2005-12-31,6c89e09b-d453-4fc9-ab07-bbcd8e0ab6d1,,,,45e9f65c-1a05-4233-a188-4c5784a56bc4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
d480ecd9-91f8-420e-a39c-365e346f7965,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2005-01-01,2005-01-01,2005-12-31,2005-12-31,6c89e09b-d453-4fc9-ab07-bbcd8e0ab6d1,,,,45e9f65c-1a05-4233-a188-4c5784a56bc4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
f4a5e2e1-5c8d-4648-84b8-8a94e5e0e139,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2005-01-01,2005-01-01,2005-12-31,2005-12-31,6c89e09b-d453-4fc9-ab07-bbcd8e0ab6d1,,,,45e9f65c-1a05-4233-a188-4c5784a56bc4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
9b2aa7c2-99e6-4845-b355-f691a5944e64,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2005-01-01,2005-01-01,2005-12-31,2005-12-31,6c89e09b-d453-4fc9-ab07-bbcd8e0ab6d1,,,,45e9f65c-1a05-4233-a188-4c5784a56bc4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
8a74b293-3a5d-4977-9c65-caa97b0bb9e5,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2005-01-01,2005-01-01,2005-12-31,2005-12-31,6c89e09b-d453-4fc9-ab07-bbcd8e0ab6d1,,,,45e9f65c-1a05-4233-a188-4c5784a56bc4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
479ed5ef-6773-41b1-877f-2daaa81c62b8,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2005-01-01,2005-01-01,2005-12-31,2005-12-31,6c89e09b-d453-4fc9-ab07-bbcd8e0ab6d1,,,,45e9f65c-1a05-4233-a188-4c5784a56bc4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
d0f41be1-9978-4716-899f-3bce0501944c,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2005-01-01,2005-01-01,2005-12-31,2005-12-31,6c89e09b-d453-4fc9-ab07-bbcd8e0ab6d1,,,,45e9f65c-1a05-4233-a188-4c5784a56bc4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
a931806c-02cf-4ee8-9569-24072b583928,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2005-01-01,2005-01-01,2005-12-31,2005-12-31,6c89e09b-d453-4fc9-ab07-bbcd8e0ab6d1,,,,45e9f65c-1a05-4233-a188-4c5784a56bc4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
1b239b35-245e-4f62-bc6b-a58675cb7cf3,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2005-01-01,2005-01-01,2005-12-31,2005-12-31,6c89e09b-d453-4fc9-ab07-bbcd8e0ab6d1,,,,45e9f65c-1a05-4233-a188-4c5784a56bc4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
6c08bc29-5641-40ca-9954-71017424e189,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2005-01-01,2005-01-01,2005-12-31,2005-12-31,6c89e09b-d453-4fc9-ab07-bbcd8e0ab6d1,,,,45e9f65c-1a05-4233-a188-4c5784a56bc4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
3b73922e-de98-4a5b-a707-4967dadb2540,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2005-01-01,2005-01-01,2005-12-31,2005-12-31,6c89e09b-d453-4fc9-ab07-bbcd8e0ab6d1,,,,45e9f65c-1a05-4233-a188-4c5784a56bc4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
566f132b-11d9-4747-9c4d-248b71a94f06,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2005-01-01,2005-01-01,2005-12-31,2005-12-31,6c89e09b-d453-4fc9-ab07-bbcd8e0ab6d1,,,,45e9f65c-1a05-4233-a188-4c5784a56bc4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
ab2d6ddf-1923-4b1b-999f-8bdc8be68e68,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2005-01-01,2005-01-01,2005-12-31,2005-12-31,6c89e09b-d453-4fc9-ab07-bbcd8e0ab6d1,,,,45e9f65c-1a05-4233-a188-4c5784a56bc4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
84e5db9a-9401-43cf-ba9f-4987c55303a0,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2005-01-01,2005-01-01,2005-12-31,2005-12-31,6c89e09b-d453-4fc9-ab07-bbcd8e0ab6d1,,,,45e9f65c-1a05-4233-a188-4c5784a56bc4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
a130330b-aab4-46bd-a850-9619da583406,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2005-01-01,2005-01-01,2005-12-31,2005-12-31,6c89e09b-d453-4fc9-ab07-bbcd8e0ab6d1,,,,45e9f65c-1a05-4233-a188-4c5784a56bc4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
a5725bbc-d588-422c-9012-fc2572edcd50,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2005-01-01,2005-01-01,2005-12-31,2005-12-31,6c89e09b-d453-4fc9-ab07-bbcd8e0ab6d1,,,,45e9f65c-1a05-4233-a188-4c5784a56bc4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
b0f137a7-c293-4900-aa65-20b75980940c,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2005-01-01,2005-01-01,2005-12-31,2005-12-31,6c89e09b-d453-4fc9-ab07-bbcd8e0ab6d1,,,,45e9f65c-1a05-4233-a188-4c5784a56bc4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
ae375a88-a03f-4745-a212-a8923f588389,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2005-01-01,2005-01-01,2005-12-31,2005-12-31,6c89e09b-d453-4fc9-ab07-bbcd8e0ab6d1,,,,45e9f65c-1a05-4233-a188-4c5784a56bc4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
e12c0d02-fa2f-41d2-8c92-7f42864ec70d,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2005-01-01,2005-01-01,2005-12-31,2005-12-31,6c89e09b-d453-4fc9-ab07-bbcd8e0ab6d1,,,,45e9f65c-1a05-4233-a188-4c5784a56bc4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
0f45aebf-0dbd-42c8-8767-c8ed6ed31069,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2005-01-01,2005-01-01,2005-12-31,2005-12-31,6c89e09b-d453-4fc9-ab07-bbcd8e0ab6d1,,,,45e9f65c-1a05-4233-a188-4c5784a56bc4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
8669d427-3616-444e-82ec-906ed17e5237,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2005-01-01,2005-01-01,2005-12-31,2005-12-31,6c89e09b-d453-4fc9-ab07-bbcd8e0ab6d1,,,,45e9f65c-1a05-4233-a188-4c5784a56bc4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
6026d74d-3cfc-439f-8700-98242894e59a,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2005-01-01,2005-01-01,2005-12-31,2005-12-31,6c89e09b-d453-4fc9-ab07-bbcd8e0ab6d1,,,,45e9f65c-1a05-4233-a188-4c5784a56bc4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
543e1f02-3ee2-4fb1-a165-05175cd3a447,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2005-01-01,2005-01-01,2005-12-31,2005-12-31,6c89e09b-d453-4fc9-ab07-bbcd8e0ab6d1,,,,45e9f65c-1a05-4233-a188-4c5784a56bc4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
d2ae78c3-c339-4ebb-9deb-34c1476470ae,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2005-01-01,2005-01-01,2005-12-31,2005-12-31,6c89e09b-d453-4fc9-ab07-bbcd8e0ab6d1,,,,45e9f65c-1a05-4233-a188-4c5784a56bc4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
972fdcda-68a6-4b2d-9d66-2d2205a9ec66,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2005-01-01,2005-01-01,2005-12-31,2005-12-31,6c89e09b-d453-4fc9-ab07-bbcd8e0ab6d1,,,,45e9f65c-1a05-4233-a188-4c5784a56bc4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
c4a609c7-b814-4740-9e67-1283cd58f984,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2005-01-01,2005-01-01,2005-12-31,2005-12-31,6c89e09b-d453-4fc9-ab07-bbcd8e0ab6d1,,,,45e9f65c-1a05-4233-a188-4c5784a56bc4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
bba40c38-d188-4d68-b210-df176c943e3d,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2005-01-01,2005-01-01,2005-12-31,2005-12-31,6c89e09b-d453-4fc9-ab07-bbcd8e0ab6d1,,,,45e9f65c-1a05-4233-a188-4c5784a56bc4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
0efb33d3-b9f8-42ce-8616-f8f242ebcc18,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2005-01-01,2005-01-01,2005-12-31,2005-12-31,6c89e09b-d453-4fc9-ab07-bbcd8e0ab6d1,,,,45e9f65c-1a05-4233-a188-4c5784a56bc4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
6493e6e4-e96f-4a19-8765-d058411177fe,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2005-01-01,2005-01-01,2005-12-31,2005-12-31,6c89e09b-d453-4fc9-ab07-bbcd8e0ab6d1,,,,45e9f65c-1a05-4233-a188-4c5784a56bc4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
4b04c3e9-c72b-415c-842f-f4e7e73c1af9,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2005-01-01,2005-01-01,2005-12-31,2005-12-31,6c89e09b-d453-4fc9-ab07-bbcd8e0ab6d1,,,,45e9f65c-1a05-4233-a188-4c5784a56bc4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
095959b4-5ab1-486e-b225-9527b5dea4ed,e6d28c12-9efa-4d22-8ac9-acdb8a4f6087 ,2005-01-01,2005-01-01,2005-12-31,2005-12-31,6c89e09b-d453-4fc9-ab07-bbcd8e0ab6d1,,,,45e9f65c-1a05-4233-a188-4c5784a56bc4,,,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]"
