resourceinstanceid,graphid,graphpublicationid,principaluser_id,tileid,production__label,nodegroupid,production_carried_out_by_related_objs,pt_production_time_end_of_the_begin,pt_production_time_begin_of_the_end,pt_production_time_end_of_the_end,pt_tileid,pt_production_time_begin_of_the_begin,pt_nodegroupid
b82ba1c6-a813-4dd4-8c6e-51a8ddd73435,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,38b08770-f597-434f-aabf-ba7e63c1a731,"{""en"": {""value"": ""Production of Barcode No. 11610"", ""direction"": ""ltr""}}",bda43726-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""e6a6493b-6e52-4393-8948-1adaaab601fa"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""0a63fd38-de54-4422-a87f-1f05f6b75055"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,
72d2c74d-624f-45e8-acab-311b32a036e5,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,755b02e5-c299-4da2-9bf0-9bfd8ef4b5e8,"{""en"": {""value"": ""Production of Barcode No. 11611"", ""direction"": ""ltr""}}",bda43726-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""e6a6493b-6e52-4393-8948-1adaaab601fa"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""d31c3805-57d5-4046-ab0f-36d25e2745db"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,
4ebcbcc2-e10e-4c50-8024-2f0ed05ad5fe,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,fed9c06d-925a-490d-a961-56f2cc4cf512,"{""en"": {""value"": ""Production of Barcode No. 11612"", ""direction"": ""ltr""}}",bda43726-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""681e8a9c-3bcf-46c9-a7c1-07f4e232e436"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""72a98834-b4bb-4ff1-9492-b261fdf93f60"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,
b4d60513-ff68-46e2-8e15-f539bf4edacd,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,905bde97-b193-4d59-a20d-30596ed78ff0,"{""en"": {""value"": ""Production of Barcode No. 11613"", ""direction"": ""ltr""}}",bda43726-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""681e8a9c-3bcf-46c9-a7c1-07f4e232e436"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""534a8f82-22ce-48d3-be92-d550d25d80a4"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,
1fe575f8-72bd-435a-8e38-2543f0dd2559,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,cd291ce3-5652-4665-94a0-d3a193a0eda3,"{""en"": {""value"": ""Production of Barcode No. 11614"", ""direction"": ""ltr""}}",bda43726-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""727fd676-16a0-428c-a452-595d07a8dc4b"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""86f915be-3700-4854-a597-4e7a49f391c7"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,
8f5151e4-db41-4a2b-9c3b-ef371adb1dd2,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,3df8921d-b2f4-4fff-b17d-ed531bffe341,"{""en"": {""value"": ""Production of Barcode No. 11615"", ""direction"": ""ltr""}}",bda43726-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""69009c08-4abe-466c-9cff-51babf98ca7f"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""89a70e97-2f32-4dd9-a537-4243b0b6ff68"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,
e36fcea6-72fa-4d1a-8219-ad434ab33dae,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,55fccf5a-9aa1-4e38-b19d-6671d9e52e89,"{""en"": {""value"": ""Production of Barcode No. 11616"", ""direction"": ""ltr""}}",bda43726-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""69009c08-4abe-466c-9cff-51babf98ca7f"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""fac54a5d-079a-45fb-9ead-81b78b09575a"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,
5b3acdc9-62c5-44b3-9c15-581cbcdb0709,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,6b934d61-6dd6-45c2-9872-03ed032c64a9,"{""en"": {""value"": ""Production of Barcode No. 11617"", ""direction"": ""ltr""}}",bda43726-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""e7f14725-b726-401f-8991-3ef8691864ba"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""089b2e12-0149-449b-95c2-5246079d9fca"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,
f7ab14d0-994d-412a-b72a-52d03a9c9ba0,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,f8d1a08f-96f1-4202-9821-f24cadbd42c4,"{""en"": {""value"": ""Production of Barcode No. 11618"", ""direction"": ""ltr""}}",bda43726-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""e7f14725-b726-401f-8991-3ef8691864ba"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""7c555865-8b97-426b-afea-e71268b4b217"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,
a33349a9-3038-4c9c-b747-9dea9c334b0e,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,403f73b5-08f8-461d-9bde-c394e8db35ee,"{""en"": {""value"": ""Production of Barcode No. 11619"", ""direction"": ""ltr""}}",bda43726-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""453d61d9-adf8-43e2-b0d7-8a3b592ea2f1"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""afa9e7a8-a736-46bc-872c-26512e31d0a2"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,
5201df62-b015-4ec1-971d-126f554bcebb,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,9f078ed4-2b23-4b12-b1d2-e92926ef1c3c,"{""en"": {""value"": ""Production of Barcode No. 11620"", ""direction"": ""ltr""}}",bda43726-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""b0de53af-064b-418f-b1d3-9dcd891a2cf3"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""60ff5a20-becc-4265-9d63-721d4ae81b27"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,
0d21e60d-a618-47ac-80fa-8d7b4543ca9e,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,920c639d-a2a0-40b2-ba87-e915f3ec0ed8,"{""en"": {""value"": ""Production of Barcode No. 11621"", ""direction"": ""ltr""}}",bda43726-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""a3c3758c-0dc4-45e3-b618-b91c5de1d543"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""c469fc52-8655-403d-aeb3-8b735a6a67bb"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,
ab207f5b-d2c1-4026-b4ad-7f47d3c05385,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,0199b835-9984-4e3b-a472-992254b6fa6c,"{""en"": {""value"": ""Production of Barcode No. 11622"", ""direction"": ""ltr""}}",bda43726-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""a3c3758c-0dc4-45e3-b618-b91c5de1d543"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""9472a69c-51e0-4da0-baf1-6e9a7f71f4f0"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,
cae896be-cd01-42b8-bf14-bb8f4f2fd9f6,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,e2339e5b-cf7b-431e-a05f-8c8b040252df,"{""en"": {""value"": ""Production of Barcode No. 11623"", ""direction"": ""ltr""}}",bda43726-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""a3c3758c-0dc4-45e3-b618-b91c5de1d543"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""159ac188-16e3-4210-b20f-24bccfebf1b0"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,
5a27b65e-7663-42c1-ac9e-34944e0bb6d7,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,b569341d-3376-47e2-94cf-356a63349ffb,"{""en"": {""value"": ""Production of Barcode No. 11624"", ""direction"": ""ltr""}}",bda43726-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""727fd676-16a0-428c-a452-595d07a8dc4b"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""f6cf7e2a-24a5-46b4-a1ea-6f888bc30216"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,
7a7e7560-0210-4d97-8619-c3bed69c45c9,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,b2dbfb33-929d-4d3a-a44c-04f2a7b9513d,"{""en"": {""value"": ""Production of Barcode No. 11625"", ""direction"": ""ltr""}}",bda43726-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""a7bee2d9-896e-4b15-a1a2-cbf749cc7c0f"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""003f92af-2b2e-4cbd-98d7-3322d94866d0"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,
6033d222-7e20-4d44-8080-7a74402fcca9,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,25b64571-e05c-4834-b6cf-76a2220b3f8f,"{""en"": {""value"": ""Production of Barcode No. 11626"", ""direction"": ""ltr""}}",bda43726-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""e3a212ca-da38-40a4-b1cd-3bdaa08fa97b"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""a95bcac2-ab27-4e46-9fe4-94a958acc181"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,
30633137-3f93-4f81-bf66-b3122497a5a6,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,1c02e339-18f3-498e-8837-eeff32d51159,"{""en"": {""value"": ""Production of Barcode No. 11627"", ""direction"": ""ltr""}}",bda43726-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""727fd676-16a0-428c-a452-595d07a8dc4b"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""8085bf10-6a98-4e14-90c7-fb3310499910"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,
aca8e659-b93a-490c-a66e-b1ae455496fd,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,a08fd03b-7428-4dd8-8385-e174f9099d2a,"{""en"": {""value"": ""Production of Barcode No. 11628"", ""direction"": ""ltr""}}",bda43726-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""724a35b5-4c45-4e71-a4a1-a3b8362c4a4a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""ea5ae8fd-8161-406a-b427-e8d6c60fa183"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,
9bb20ea9-f55d-43d9-b9ad-3c2c0ff3fedd,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,a4efffbe-a428-49ec-90ba-f758caf40f55,"{""en"": {""value"": ""Production of Barcode No. 11629"", ""direction"": ""ltr""}}",bda43726-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""724a35b5-4c45-4e71-a4a1-a3b8362c4a4a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""1ffd8ba6-2a1b-44d5-b455-eb642e4b0cbb"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,
46e273ac-a9b9-465d-956c-67a5d89ac931,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,c0b3ed26-c63a-48d1-8100-10321f7fdb0b,"{""en"": {""value"": ""Production of Barcode No. 11630"", ""direction"": ""ltr""}}",bda43726-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""681e8a9c-3bcf-46c9-a7c1-07f4e232e436"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""7d7afe0c-607f-4f22-abc8-7808b4511513"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,
66fe7667-72d0-4ada-9640-9942f5ead0da,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,116caa87-0b51-4b27-966e-af57cb8ab8a1,"{""en"": {""value"": ""Production of Barcode No. 11631"", ""direction"": ""ltr""}}",bda43726-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""681e8a9c-3bcf-46c9-a7c1-07f4e232e436"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""9997bc22-8e3e-407c-8222-24521041ab2b"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,
b8298895-697b-4cee-80b6-3a01d55530db,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,d8f43b55-c784-4ba6-abdc-d0ecb8f0807c,"{""en"": {""value"": ""Production of Barcode No. 11632"", ""direction"": ""ltr""}}",bda43726-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""a7bee2d9-896e-4b15-a1a2-cbf749cc7c0f"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""ab4107cf-1bad-4e86-b81b-9374d9c3f4ba"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,
ceb5fdfc-53f6-4182-9c16-6ad81d3e0016,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,940e944e-f061-4007-b145-98853573f6b8,"{""en"": {""value"": ""Production of Barcode No. 11633"", ""direction"": ""ltr""}}",bda43726-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""3aaa93a8-9401-40a6-8d20-1d8e1b8373c6"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""737ec170-d333-4344-af83-e149251ad1cd"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,
92670c2b-d3b5-45c2-b409-204d2baabe11,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,02b0a4a0-4dec-4f22-9c61-6d02205d83c0,"{""en"": {""value"": ""Production of Barcode No. 11634"", ""direction"": ""ltr""}}",bda43726-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""3aaa93a8-9401-40a6-8d20-1d8e1b8373c6"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""600d39ec-b3ef-41f2-94c8-b472be9ea18a"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,
cc7c2c32-fa8f-47a3-9cd3-6642717430d2,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,c8af282f-74a3-4d6e-be65-d23cf399625a,"{""en"": {""value"": ""Production of Barcode No. 11635"", ""direction"": ""ltr""}}",bda43726-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""3aaa93a8-9401-40a6-8d20-1d8e1b8373c6"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""b6145fdc-bb6d-40eb-87d3-76e73e95045c"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,
ba0d9454-87cc-4217-9cd8-cedb9c24873d,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,a9f6f2c0-70b5-4864-bc3b-806e3dd16ab0,"{""en"": {""value"": ""Production of Barcode No. 11636"", ""direction"": ""ltr""}}",bda43726-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""3aaa93a8-9401-40a6-8d20-1d8e1b8373c6"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""a57d77c9-bcec-4e83-8f57-4e2169561eb3"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,
bea09afd-96dc-45ff-a660-cad8d4e31258,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,3f7d1906-982e-43a6-8ce6-3228e83040bb,"{""en"": {""value"": ""Production of Barcode No. 11637"", ""direction"": ""ltr""}}",bda43726-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""3aaa93a8-9401-40a6-8d20-1d8e1b8373c6"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""c4dcca31-dc31-4aab-9b07-554e5f3dfd12"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,
6e3e3303-e962-4f46-ba1b-14aa2bdc9837,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,83858346-ecb2-435d-86f5-67054655ebd9,"{""en"": {""value"": ""Production of Barcode No. 11639"", ""direction"": ""ltr""}}",bda43726-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""e6a6493b-6e52-4393-8948-1adaaab601fa"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""b4735dc9-1c9f-49b9-934f-9b696ca08ee4"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,
8226af59-b0fb-4070-adfe-93c0537d27c1,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,7eb565ca-ff23-44c8-b5e9-ddf5c64739cd,"{""en"": {""value"": ""Production of Barcode No. 11640"", ""direction"": ""ltr""}}",bda43726-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""e6a6493b-6e52-4393-8948-1adaaab601fa"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""0f0782e5-471c-41fa-b86f-250847b80682"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,
24cf6cda-5f96-4d23-932b-b328d978fe4b,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,93c52998-d8fa-4593-b462-2fe83821c10a,"{""en"": {""value"": ""Production of Barcode No. 11641"", ""direction"": ""ltr""}}",bda43726-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""e6a6493b-6e52-4393-8948-1adaaab601fa"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""0c38fcd3-e5b1-4c6b-b729-e2ca6862fff0"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,
52aab5f8-9ea4-4ce0-9db1-748abd94fac6,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,fe0a80cc-de17-4436-8a0d-4a81e420556c,"{""en"": {""value"": ""Production of Barcode No. 11642"", ""direction"": ""ltr""}}",bda43726-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""e6a6493b-6e52-4393-8948-1adaaab601fa"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""31458ca0-79fc-420c-a107-04285060ee47"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,
46da2f61-249f-4f17-8753-c06736d5dc65,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,d04ea7e6-c4bf-4445-97e6-366fa28fef80,"{""en"": {""value"": ""Production of Barcode No. 11643"", ""direction"": ""ltr""}}",bda43726-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""e6a6493b-6e52-4393-8948-1adaaab601fa"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""d749e2c6-769d-489f-a574-1733e5ba0a61"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,
e189cd5a-3122-4d98-9bf5-30a79bc63841,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,203fa96b-f8e3-42b2-92e8-1ed2af779068,"{""en"": {""value"": ""Production of Barcode No. 11644"", ""direction"": ""ltr""}}",bda43726-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""b0de53af-064b-418f-b1d3-9dcd891a2cf3"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""6b952de2-5765-4d42-8ad0-f069d85452a4"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,
06814c89-cee7-4c2f-ac43-a529684f47c3,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,f985b6ef-6daa-42f5-986e-c35791187e72,"{""en"": {""value"": ""Production of Barcode No. 11645"", ""direction"": ""ltr""}}",bda43726-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""b0de53af-064b-418f-b1d3-9dcd891a2cf3"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""1a4c8a45-ba21-411b-958e-0a846689e554"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,
416bb882-8aab-4836-ba4e-112bfd29f6f6,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,f9da15c8-fd06-4e2f-aaf2-8f79f5b6ceac,"{""en"": {""value"": ""Production of Barcode No. 11646"", ""direction"": ""ltr""}}",bda43726-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""727fd676-16a0-428c-a452-595d07a8dc4b"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""2507c067-145b-4f1e-92ab-77f6e3629ccb"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,
0b972ed7-d6db-4310-b114-1497eaab44d5,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,42a2e0a1-1159-4f73-8738-e2a8cbe43156,"{""en"": {""value"": ""Production of Barcode No. 11647"", ""direction"": ""ltr""}}",bda43726-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""100fc7e9-d23d-4a86-b19c-a294ddec8041"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""615c3974-ca16-40a7-a9f7-1a25a890335e"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,
f355c426-ab1e-4aad-b455-1aeb629ba13d,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,9e9ff981-f236-4683-8793-1676467c15dc,"{""en"": {""value"": ""Production of Barcode No. 11648"", ""direction"": ""ltr""}}",bda43726-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""2dad99b7-ce97-4f2e-a43e-2f8c8cf1d7ef"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""ab17aaf2-c4eb-4759-9d23-d4cf6683b0bc"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,
9ab51718-af66-473e-9633-7daaac251c7e,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,df9928dd-e58a-498f-97fc-57584a9e70e3,"{""en"": {""value"": ""Production of Barcode No. 11649"", ""direction"": ""ltr""}}",bda43726-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""2dad99b7-ce97-4f2e-a43e-2f8c8cf1d7ef"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""f9126609-d39a-4e2f-b85b-70ffbfa98f67"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,
