rsci_uuid,Fire Safety,Health Safety,Other Safety,Reactivity Safety,group_uuid,fire_safety_value_uuid,health_safety_value_uuid,other_safety_value_uuid,reactivity_safety_value_uuid
18ac3f65-4bb8-4c77-835a-0be4f8acf459,,1.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,,4fc13889-bc88-4fc5-8ae8-56748363caf4,,
8886102d-a5b8-4e23-a19b-f644f9f03ae9,,3.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,,e353d9b5-24e5-42bb-a4f5-12e1a4e1926b,,
01a3841d-f0eb-42d7-9416-0f38020a5451,,3.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,,e353d9b5-24e5-42bb-a4f5-12e1a4e1926b,,
858e31d4-b05c-48e9-b7af-cca389ae70e5,,2.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,,ff7fa2f3-87ef-45dc-9d92-cb6848b776fc,,
54cdd338-b7e9-4e1c-9cb2-1744025aa4f1,,3.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,,e353d9b5-24e5-42bb-a4f5-12e1a4e1926b,,
5298b727-3484-4084-9a4f-d361a2a2b5c8,,3.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,,e353d9b5-24e5-42bb-a4f5-12e1a4e1926b,,
63f4d8b3-d999-4892-ab02-bb3a01c0eb93,,3.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,,e353d9b5-24e5-42bb-a4f5-12e1a4e1926b,,
970e50e9-0179-4db7-96b5-38bf97ab045c,,3.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,,e353d9b5-24e5-42bb-a4f5-12e1a4e1926b,,
58a0924f-647a-4af2-85be-5a7cae823800,,3.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,,e353d9b5-24e5-42bb-a4f5-12e1a4e1926b,,
b0a7b826-32fb-41d0-bfc6-df4293433418,,3.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,,e353d9b5-24e5-42bb-a4f5-12e1a4e1926b,,
228969ed-df9d-478a-a19b-0080a98fbdf2,,3.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,,e353d9b5-24e5-42bb-a4f5-12e1a4e1926b,,
b3848fbc-6045-45c6-9e72-8f0d1571f2a6,,1.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,,4fc13889-bc88-4fc5-8ae8-56748363caf4,,
cc9d16e4-ba0a-4ab2-a458-94c7e22f9ee6,,3.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,,e353d9b5-24e5-42bb-a4f5-12e1a4e1926b,,
5548aca4-0eea-447c-8069-70250a37e268,,3.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,,e353d9b5-24e5-42bb-a4f5-12e1a4e1926b,,
871d909d-48f3-4216-be14-371b85efc138,,3.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,,e353d9b5-24e5-42bb-a4f5-12e1a4e1926b,,
56a6d758-ad76-456c-a0f7-a378878a9f4b,,3.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,,e353d9b5-24e5-42bb-a4f5-12e1a4e1926b,,
ed7be2e9-de5c-4ffb-8a90-b40cd8b17575,,3.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,,e353d9b5-24e5-42bb-a4f5-12e1a4e1926b,,
32749251-3d9f-4228-87ea-b4cce7486caf,,2.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,,ff7fa2f3-87ef-45dc-9d92-cb6848b776fc,,
e1a7328c-9fec-4fd2-9972-da35eb45113d,,3.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,,e353d9b5-24e5-42bb-a4f5-12e1a4e1926b,,
fdf3c98f-079c-4fa2-8a71-2a1644085c21,,2.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,,ff7fa2f3-87ef-45dc-9d92-cb6848b776fc,,
781d612b-a46d-41e5-bfa9-d754b30ded2b,,3.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,,e353d9b5-24e5-42bb-a4f5-12e1a4e1926b,,
c55e0830-de45-41a8-b94d-5c5cee23426f,,2.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,,ff7fa2f3-87ef-45dc-9d92-cb6848b776fc,,
bbecebdd-ed1b-417e-804e-a5da79ed8202,1.0,1.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,4fc13889-bc88-4fc5-8ae8-56748363caf4,,
fcdd2972-ff2b-4691-9ebb-8adbf781636e,1.0,1.0,,0.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,4fc13889-bc88-4fc5-8ae8-56748363caf4,,d4bc692c-954e-4615-bdc6-f65fa9f01a47
b7416182-3aa0-43b0-a976-5c1dd07fedec,1.0,3.0,,0.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,e353d9b5-24e5-42bb-a4f5-12e1a4e1926b,,d4bc692c-954e-4615-bdc6-f65fa9f01a47
0be9837e-6fc1-4397-b666-04bba6c123aa,,3.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,,e353d9b5-24e5-42bb-a4f5-12e1a4e1926b,,
65ae7ff6-8359-4704-a898-795bf3810185,,3.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,,e353d9b5-24e5-42bb-a4f5-12e1a4e1926b,,
156c2a3e-86d1-484f-bf82-3a6738bfb049,,3.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,,e353d9b5-24e5-42bb-a4f5-12e1a4e1926b,,
8b0b79ed-95fb-4d45-aac3-e2e8d0ca597a,,1.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,,4fc13889-bc88-4fc5-8ae8-56748363caf4,,
bf88c4fa-a610-4cf7-904f-fc05da59a32d,,2.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,,ff7fa2f3-87ef-45dc-9d92-cb6848b776fc,,
9d9441ab-559d-4a39-8f4d-120dc29c2058,,3.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,,e353d9b5-24e5-42bb-a4f5-12e1a4e1926b,,
29b857c2-f770-435d-995d-89e2007e3a89,,2.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,,ff7fa2f3-87ef-45dc-9d92-cb6848b776fc,,
ff145a4d-937a-4aea-a75c-ff869c178fe7,,1.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,,4fc13889-bc88-4fc5-8ae8-56748363caf4,,
fb81e412-4ff8-44c7-abff-e6d15ac22980,,1.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,,4fc13889-bc88-4fc5-8ae8-56748363caf4,,
7c2fa84d-7ff6-4a11-8e42-8e8c2d28e49f,,3.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,,e353d9b5-24e5-42bb-a4f5-12e1a4e1926b,,
8d1a49a5-3faf-4b40-a2f4-e425e7905569,,3.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,,e353d9b5-24e5-42bb-a4f5-12e1a4e1926b,,
7d2845df-19d9-4296-84ed-6b32164eecc3,,1.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,,4fc13889-bc88-4fc5-8ae8-56748363caf4,,
48e09868-8646-48d8-bd33-e6475fcea8c9,,3.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,,e353d9b5-24e5-42bb-a4f5-12e1a4e1926b,,
ef79ceda-b7d6-41d1-8346-16177ee4cca5,,2.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,,ff7fa2f3-87ef-45dc-9d92-cb6848b776fc,,
534c39b1-957d-4132-8d84-1f9f594a0931,,1.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,,4fc13889-bc88-4fc5-8ae8-56748363caf4,,
339183ca-918e-4e64-b3a0-94f9f6f2cddb,,1.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,,4fc13889-bc88-4fc5-8ae8-56748363caf4,,
cf4306df-9442-46b9-9fed-76395b21b102,,1.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,,4fc13889-bc88-4fc5-8ae8-56748363caf4,,
424aa7b5-39af-4bf8-beed-15485068e1db,,3.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,,e353d9b5-24e5-42bb-a4f5-12e1a4e1926b,,
056740e5-a98e-4769-9576-32811a45743a,,3.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,,e353d9b5-24e5-42bb-a4f5-12e1a4e1926b,,
d5bb50a2-96c6-4f58-a388-ba28b43f0808,,1.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,,4fc13889-bc88-4fc5-8ae8-56748363caf4,,
1d2534c3-14db-440e-8fca-978a9b5f86a5,,1.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,,4fc13889-bc88-4fc5-8ae8-56748363caf4,,
4f61386c-4032-497f-842e-78cefb791bcc,,1.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,,4fc13889-bc88-4fc5-8ae8-56748363caf4,,
3b0442e9-661d-493e-bf1d-be06e8d07d42,,3.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,,e353d9b5-24e5-42bb-a4f5-12e1a4e1926b,,
690a4b80-7b29-4080-bac3-5db10f07dcce,1.0,0.0,,0.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,32ee5079-c1a0-4528-b2b9-a8559cce25e4,,d4bc692c-954e-4615-bdc6-f65fa9f01a47
aca047b8-655f-4b24-9817-fbf037c32bf7,1.0,0.0,,0.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,32ee5079-c1a0-4528-b2b9-a8559cce25e4,,d4bc692c-954e-4615-bdc6-f65fa9f01a47
3b17d5e9-b529-4d9e-90d9-15774e6148af,1.0,0.0,,0.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,32ee5079-c1a0-4528-b2b9-a8559cce25e4,,d4bc692c-954e-4615-bdc6-f65fa9f01a47
e618b50f-4d98-4167-9829-2bf1bb249319,1.0,0.0,,0.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,32ee5079-c1a0-4528-b2b9-a8559cce25e4,,d4bc692c-954e-4615-bdc6-f65fa9f01a47
094cba26-112a-46c7-ac5f-d5d53395165a,1.0,0.0,,0.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,32ee5079-c1a0-4528-b2b9-a8559cce25e4,,d4bc692c-954e-4615-bdc6-f65fa9f01a47
a1dc539f-b078-432a-9d3e-b4da012cdc66,1.0,0.0,,0.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,32ee5079-c1a0-4528-b2b9-a8559cce25e4,,d4bc692c-954e-4615-bdc6-f65fa9f01a47
294ba623-cc59-4b51-9c26-a6b2fec89f77,1.0,0.0,,0.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,32ee5079-c1a0-4528-b2b9-a8559cce25e4,,d4bc692c-954e-4615-bdc6-f65fa9f01a47
7b5106a5-7248-43cc-a1de-6975b9acd0de,1.0,0.0,,0.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,32ee5079-c1a0-4528-b2b9-a8559cce25e4,,d4bc692c-954e-4615-bdc6-f65fa9f01a47
a87b2fdb-ba77-41be-ae70-bee178e5e3d2,,1.0,,1.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,,4fc13889-bc88-4fc5-8ae8-56748363caf4,,c5bf3543-f3a4-4050-bf90-9ee01f143773
55dc8f36-535e-410c-8afb-a6cacc76b76d,,3.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,,e353d9b5-24e5-42bb-a4f5-12e1a4e1926b,,
c4a44370-7e45-4cc4-a4ed-0d1fa4083675,,3.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,,e353d9b5-24e5-42bb-a4f5-12e1a4e1926b,,
ca887352-2af9-4c72-baa8-13d63e2b3162,1.0,1.0,,1.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,4fc13889-bc88-4fc5-8ae8-56748363caf4,,c5bf3543-f3a4-4050-bf90-9ee01f143773
047118c6-c934-4bdf-85e3-4a17b8bfabfe,,1.0,,1.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,,4fc13889-bc88-4fc5-8ae8-56748363caf4,,c5bf3543-f3a4-4050-bf90-9ee01f143773
2c1f4f79-6f80-4a66-8ad6-2565f19b9455,,1.0,,1.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,,4fc13889-bc88-4fc5-8ae8-56748363caf4,,c5bf3543-f3a4-4050-bf90-9ee01f143773
23599ae1-4161-4c50-93d1-d10386515789,,1.0,,1.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,,4fc13889-bc88-4fc5-8ae8-56748363caf4,,c5bf3543-f3a4-4050-bf90-9ee01f143773
b4f4c221-2e30-449d-bd26-7b6875a4824b,0.0,3.0,,1.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,b1e26e3a-b178-4e51-8ae1-261a9937a099,e353d9b5-24e5-42bb-a4f5-12e1a4e1926b,,c5bf3543-f3a4-4050-bf90-9ee01f143773
cc4bf76c-9fa6-4d43-9880-3a94dd3b2f0d,,3.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,,e353d9b5-24e5-42bb-a4f5-12e1a4e1926b,,
6d0dd5fc-1c5a-4b7f-a26e-48333876373d,1.0,1.0,,1.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,4fc13889-bc88-4fc5-8ae8-56748363caf4,,c5bf3543-f3a4-4050-bf90-9ee01f143773
75b5d718-26b5-4f74-a37d-b7ce9524354b,1.0,0.0,,0.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,32ee5079-c1a0-4528-b2b9-a8559cce25e4,,d4bc692c-954e-4615-bdc6-f65fa9f01a47
19822244-4b3c-4f06-9257-4ea23c5c9e31,1.0,0.0,,1.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,32ee5079-c1a0-4528-b2b9-a8559cce25e4,,c5bf3543-f3a4-4050-bf90-9ee01f143773
ec9f7c0b-580a-4816-bce5-678fec5367da,1.0,0.0,,1.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,32ee5079-c1a0-4528-b2b9-a8559cce25e4,,c5bf3543-f3a4-4050-bf90-9ee01f143773
ff703697-a400-4f02-a754-51e38a8ed48e,1.0,0.0,,1.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,32ee5079-c1a0-4528-b2b9-a8559cce25e4,,c5bf3543-f3a4-4050-bf90-9ee01f143773
f6d84143-3880-4799-9ea2-58f08cadbf4d,1.0,0.0,,1.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,32ee5079-c1a0-4528-b2b9-a8559cce25e4,,c5bf3543-f3a4-4050-bf90-9ee01f143773
b93bfe57-c2d2-4814-a4c2-06c80ebf6330,1.0,0.0,,1.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,32ee5079-c1a0-4528-b2b9-a8559cce25e4,,c5bf3543-f3a4-4050-bf90-9ee01f143773
539c675b-94f7-4340-a757-2bc6a3661445,2.0,0.0,,1.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,141fa84a-489b-4897-a9ee-3e9515517578,32ee5079-c1a0-4528-b2b9-a8559cce25e4,,c5bf3543-f3a4-4050-bf90-9ee01f143773
1bbe4963-92bb-4be4-aace-aa5173b366d1,1.0,0.0,,1.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,32ee5079-c1a0-4528-b2b9-a8559cce25e4,,c5bf3543-f3a4-4050-bf90-9ee01f143773
fba25426-caba-4072-99f8-6c82ca5c3cdd,1.0,0.0,,1.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,32ee5079-c1a0-4528-b2b9-a8559cce25e4,,c5bf3543-f3a4-4050-bf90-9ee01f143773
bdfbccf1-c6ad-42e4-a294-e23c960e5e83,1.0,0.0,,1.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,32ee5079-c1a0-4528-b2b9-a8559cce25e4,,c5bf3543-f3a4-4050-bf90-9ee01f143773
327a5ce3-cd27-42e6-86bb-378f1f3d8e27,1.0,0.0,,1.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,32ee5079-c1a0-4528-b2b9-a8559cce25e4,,c5bf3543-f3a4-4050-bf90-9ee01f143773
8d8d3c47-852e-4c3f-b915-9b2bb95fde5d,2.0,0.0,,1.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,141fa84a-489b-4897-a9ee-3e9515517578,32ee5079-c1a0-4528-b2b9-a8559cce25e4,,c5bf3543-f3a4-4050-bf90-9ee01f143773
b10007f0-a7fe-43b0-b0d7-9cb9b9bb7b90,2.0,0.0,,1.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,141fa84a-489b-4897-a9ee-3e9515517578,32ee5079-c1a0-4528-b2b9-a8559cce25e4,,c5bf3543-f3a4-4050-bf90-9ee01f143773
92350a73-cad8-496c-a7cf-cea85c86500d,1.0,0.0,,1.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,32ee5079-c1a0-4528-b2b9-a8559cce25e4,,c5bf3543-f3a4-4050-bf90-9ee01f143773
01de1b38-3c3e-41fa-9aad-d360d7ff3ed4,2.0,0.0,,1.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,141fa84a-489b-4897-a9ee-3e9515517578,32ee5079-c1a0-4528-b2b9-a8559cce25e4,,c5bf3543-f3a4-4050-bf90-9ee01f143773
baf6f871-09be-46b6-81f0-6c25cdd89d36,1.0,0.0,,1.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,32ee5079-c1a0-4528-b2b9-a8559cce25e4,,c5bf3543-f3a4-4050-bf90-9ee01f143773
6f7eb277-25f3-41f9-a5a1-22bf8c0e7cda,1.0,2.0,,0.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,ff7fa2f3-87ef-45dc-9d92-cb6848b776fc,,d4bc692c-954e-4615-bdc6-f65fa9f01a47
a46d0973-2de3-4a3d-b659-3dd2c887e50d,1.0,0.0,,0.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,32ee5079-c1a0-4528-b2b9-a8559cce25e4,,d4bc692c-954e-4615-bdc6-f65fa9f01a47
44c616bf-4101-4105-baed-90cf398d9012,1.0,2.0,,0.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,ff7fa2f3-87ef-45dc-9d92-cb6848b776fc,,d4bc692c-954e-4615-bdc6-f65fa9f01a47
59b90c64-e864-433b-852c-8c2c3d055c30,1.0,0.0,,0.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,32ee5079-c1a0-4528-b2b9-a8559cce25e4,,d4bc692c-954e-4615-bdc6-f65fa9f01a47
998ab6e1-99c2-4a8d-96b9-fb89ff5ae65e,1.0,2.0,,0.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,ff7fa2f3-87ef-45dc-9d92-cb6848b776fc,,d4bc692c-954e-4615-bdc6-f65fa9f01a47
b03bd02d-841e-4d02-96ed-0bece3d04a4f,1.0,3.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,e353d9b5-24e5-42bb-a4f5-12e1a4e1926b,,
56d6046a-2466-47f6-8332-0c919a6b686c,1.0,2.0,,,19f9b6b2-02bf-4018-ae12-ed619d81571a,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,ff7fa2f3-87ef-45dc-9d92-cb6848b776fc,,
e8f95d82-5442-4315-8153-425fbb014475,1.0,2.0,,0.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,ff7fa2f3-87ef-45dc-9d92-cb6848b776fc,,d4bc692c-954e-4615-bdc6-f65fa9f01a47
7435ae5c-ea36-43fb-b072-7a4ba4b1f519,1.0,2.0,,0.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,ff7fa2f3-87ef-45dc-9d92-cb6848b776fc,,d4bc692c-954e-4615-bdc6-f65fa9f01a47
e9c3ad84-19dc-4fec-83be-96db49230347,1.0,2.0,,0.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,ff7fa2f3-87ef-45dc-9d92-cb6848b776fc,,d4bc692c-954e-4615-bdc6-f65fa9f01a47
5710750e-3406-4fb0-b06b-0f2d1bc8ab48,1.0,0.0,,0.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,32ee5079-c1a0-4528-b2b9-a8559cce25e4,,d4bc692c-954e-4615-bdc6-f65fa9f01a47
eb7143c0-2181-46ce-b724-5ace76c6b965,1.0,2.0,,0.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,ff7fa2f3-87ef-45dc-9d92-cb6848b776fc,,d4bc692c-954e-4615-bdc6-f65fa9f01a47
2276f589-e406-4168-9420-356a79eb3521,1.0,2.0,,0.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,ff7fa2f3-87ef-45dc-9d92-cb6848b776fc,,d4bc692c-954e-4615-bdc6-f65fa9f01a47
146612bf-065f-460c-bead-31fbb76a2b62,1.0,2.0,,0.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,ff7fa2f3-87ef-45dc-9d92-cb6848b776fc,,d4bc692c-954e-4615-bdc6-f65fa9f01a47
37fe3baf-a8a5-4330-9e8f-e27d2171d6bf,1.0,2.0,,0.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,ff7fa2f3-87ef-45dc-9d92-cb6848b776fc,,d4bc692c-954e-4615-bdc6-f65fa9f01a47
a5f79ab2-d5d5-49c2-9fc4-4068289f8d75,1.0,2.0,,0.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,ff7fa2f3-87ef-45dc-9d92-cb6848b776fc,,d4bc692c-954e-4615-bdc6-f65fa9f01a47
c7c17388-4c57-4ff3-b7b1-1c3c24e83b52,1.0,2.0,,0.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,ff7fa2f3-87ef-45dc-9d92-cb6848b776fc,,d4bc692c-954e-4615-bdc6-f65fa9f01a47
27dc22f5-4dc5-4df1-a9e7-de5ac6988f68,1.0,2.0,,0.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,ff7fa2f3-87ef-45dc-9d92-cb6848b776fc,,d4bc692c-954e-4615-bdc6-f65fa9f01a47
75944141-2431-4983-8e97-66bd2633906c,1.0,2.0,,0.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,ff7fa2f3-87ef-45dc-9d92-cb6848b776fc,,d4bc692c-954e-4615-bdc6-f65fa9f01a47
293d9e01-35f6-42de-9866-50a7c275dfc6,2.0,1.0,,0.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,141fa84a-489b-4897-a9ee-3e9515517578,4fc13889-bc88-4fc5-8ae8-56748363caf4,,d4bc692c-954e-4615-bdc6-f65fa9f01a47
b7c097c1-ce0b-49e9-a4a9-aa8e7a1d1600,2.0,1.0,,0.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,141fa84a-489b-4897-a9ee-3e9515517578,4fc13889-bc88-4fc5-8ae8-56748363caf4,,d4bc692c-954e-4615-bdc6-f65fa9f01a47
59dc4010-590d-4185-8152-33fe05217a2e,0.0,0.0,,0.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,b1e26e3a-b178-4e51-8ae1-261a9937a099,32ee5079-c1a0-4528-b2b9-a8559cce25e4,,d4bc692c-954e-4615-bdc6-f65fa9f01a47
f2f85b44-c2f5-4b9c-92c9-ff50e27e2ff9,2.0,1.0,,0.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,141fa84a-489b-4897-a9ee-3e9515517578,4fc13889-bc88-4fc5-8ae8-56748363caf4,,d4bc692c-954e-4615-bdc6-f65fa9f01a47
7b16618c-735e-460a-9406-670f250db1d8,2.0,1.0,,0.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,141fa84a-489b-4897-a9ee-3e9515517578,4fc13889-bc88-4fc5-8ae8-56748363caf4,,d4bc692c-954e-4615-bdc6-f65fa9f01a47
6303e5e3-46cf-435e-9bd2-bad93076f5df,0.0,0.0,,0.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,b1e26e3a-b178-4e51-8ae1-261a9937a099,32ee5079-c1a0-4528-b2b9-a8559cce25e4,,d4bc692c-954e-4615-bdc6-f65fa9f01a47
509498f8-5c0d-4caa-bb02-de82ff5229d5,1.0,1.0,,0.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,4fc13889-bc88-4fc5-8ae8-56748363caf4,,d4bc692c-954e-4615-bdc6-f65fa9f01a47
83ed5fbd-8631-4012-ade9-5491ef9389d7,1.0,1.0,,0.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,4fc13889-bc88-4fc5-8ae8-56748363caf4,,d4bc692c-954e-4615-bdc6-f65fa9f01a47
b7618ad4-4fb5-46fc-b587-2f6cb5b76dd4,0.0,0.0,,0.0,19f9b6b2-02bf-4018-ae12-ed619d81571a,b1e26e3a-b178-4e51-8ae1-261a9937a099,32ee5079-c1a0-4528-b2b9-a8559cce25e4,,d4bc692c-954e-4615-bdc6-f65fa9f01a47
