rsci_uuid,READY_sample_type,Chemical (CAS) No.,Chemical Formula,Chemical Name,READY_natural-synthetic
224a5d6d-5ece-4ee9-bf7e-b12524d7ddf7,"paint, acrylic",,,,
225248db-657c-48df-927b-f3b883c57b1e,photographic film,,,,synthetic
2259e9ed-7917-40ae-9fe5-032cc5741832,"raw material, inorganic",(No CAS No. Provided),"(Ca,Na)(Mg,Fe,Al)(Si,Al)2O6",(No chemical name provided),natural
22625d68-5e2f-4a76-9520-33df24d0f1a5,pigment,1313-13-9,MnO2,manganese dioxide,synthetic
22666d06-ef02-4e47-af69-775b10a00633,"raw material, organic",,,,natural
22681172-7f90-4724-98bd-273a80c161d2,wood,,,,natural
2276acf8-90bc-47e0-8b2d-f0d07cee93a8,pigment,,,,synthetic
2276f589-e406-4168-9420-356a79eb3521,gum,9000-01-5,,(No chemical name provided),natural
22788819-307d-4348-9f7e-de4f051c8fc1,"resin, natural",,,,natural
2278e148-564e-49e9-b447-a7bd5dcd32e8,pigment,1309-37-1,Fe2O3,Iron-(III)-oxide,synthetic
22801336-4c0c-43be-8b0e-63bcfb85105f,"paint, oil-based",,,,synthetic
2282d8f2-8fef-41ac-bc63-c45f4e893b5c,dye,15086-94-9,C20H8O5Br4,(No chemical name provided),synthetic
22832fed-a962-49df-98d5-7e8a3e0ec94d,"paint, encaustic",,,"phthalocyanine pigment, titanium dioxide, sodium aluminum sulfo-silicate, purified beeswax, damar resin",synthetic
228969ed-df9d-478a-a19b-0080a98fbdf2,"paint, acrylic",,,,
228a23b3-4697-4966-8f3c-cc3549789604,"stone, natural",,,,natural
229b654e-edc4-472e-83e6-1e5a54a50d84,prepared mixture,,,,
22a0ff73-a8f8-4d20-a3a0-7d77ffe0db13,"stone, natural",,,,natural
22a63800-35f1-49fd-b159-3f16915a164e,"raw material, organic",,,,natural
22aa83e4-8cb5-43f2-a7c8-ca17e1100132,dye,,,,natural
22ac47d8-adad-4f74-8264-ffbef3141ce1,"stone, natural",,,,natural
22b211e3-9383-4760-af33-f49a28c15ab1,"stone, natural",,,,natural
22b53543-6455-4048-8f08-f3d0406fdfc2,pigment,,,,natural
22b779e0-a7c9-4272-89ea-624eb77662df,wood,,,,natural
22b87009-0980-4c12-90e6-3f9c1af13a59,dye,,,,natural
22bc34ba-fd8d-40a7-9b24-27300a3ed68b,prepared mixture,,,,
22bede49-9894-4fc3-ac98-bd06e9d34009,"paint, oil-based, water mixable",,,,
22c151d9-3d2a-4a91-8940-fb18dfc5052b,prepared mixture,,,,
22cf0758-080c-4e5c-9b27-467917948633,medium,,,,
22d8f821-2c00-4759-8f6f-a0169f7838ad,"raw material, organic",,,,natural
22dbb5e8-26be-4443-86ac-3b892201b729,pigment,,,,natural
22de435b-90dd-464e-af6b-90e4c19c16a4,"stone, natural",,,,natural
22e9c6e9-0697-437b-b25a-665c8733cc48,"stone, natural",,,,natural
22ee7eb4-18f7-4713-b166-d478d5db9f74,prepared mixture,,,,
22f01a44-ee60-4de9-b113-f8f7fc6cfa43,"stone, natural",,,,natural
22fd4dfc-32d6-4f19-b04b-1de16dc9c930,pigment,,,"silica, clay, iron oxides, small amount of manganese dioxide",
230485c3-7dbe-4896-bed8-d8a97cdcebff,"raw material, inorganic",,,,natural
230c798a-7f58-4851-bfb0-c813f6bdafa4,"paint, oil-based, water mixable",,,,synthetic
230f551c-8f4e-49fa-96f5-1a2bd3a01e45,photographic film,,,,synthetic
231cc2f6-d0ee-4fd1-989e-aa6871d33e98,"stone, natural",,,,natural
231dd8b8-da32-423b-9d77-5fdb24be317e,prepared mixture,,,,
231f195e-867c-4b82-8ae5-c5c62ad36b5a,"paint, acrylic",,,,
23242fde-16c2-4a45-9bcb-0cccba89ce0a,"paint, watercolor",,,,
23275b25-d52b-4bc5-8587-2840c7c4794b,pigment,,,,
232e050f-7b1b-4aca-a04e-44c4e0069f5a,pigment,1309-37-1 (iron oxide),,"silica, clay, iron oxides, small amount of manganese dioxide",natural
232e1091-f13d-476d-aa9a-4d99e2f9f654,"paint, oil-based",,,,synthetic
232e52b7-eff5-425e-9962-945bc452a7b9,wood,,,,natural
23304d82-ac7a-46f6-a45f-c223a64ca86d,wood,,,,natural
2337fa5c-0342-4f39-8f81-17f7028e2e20,"resin, natural",,,,natural
23413f8a-b6b4-47d6-b2de-fe80b27be0e2,"paint, oil-based",,,,synthetic
2341dd00-1957-4db5-9c88-059276d19c81,dye,,,,natural
23460a1b-57f0-472c-9beb-68df6ad28c13,"paint, oil-based, water mixable",,,,synthetic
23464f0e-7652-46fa-a990-14cab39f3576,photographic paper,,,,synthetic
234d5634-9428-41a3-bfda-d2134834d68c,prepared mixture,,,,
2354da6c-dafb-4310-ab57-c75ccd7de0ea,pigment,13510-89-9,Pb3(SbO4)2,lead antimonate,synthetic
23599ae1-4161-4c50-93d1-d10386515789,dye,72-48-0,C14H6O2(OH)2,"1,2-dihydroxyanthraquinone",synthetic
235da3c9-0e74-44bf-95ad-e5a0222b1150,"paint, oil-based",,,,synthetic
235fc70f-1cf7-4441-a405-7e12d115a8d1,prepared mixture,,,,
236ce730-51bf-4927-8e30-b6bcfea097e8,prepared mixture,,,,
237bdb48-81b9-4eff-aa0e-d1f46b792604,"stone, natural",,,,natural
237cd517-a8d3-4ef2-8aab-63df2a5a5e01,"stone, natural",,,,natural
2382a406-e655-4b58-9a20-275b94faf641,"raw material, organic",,,,natural
238696fe-b1c8-4002-8c29-fe8b98b210a2,"resin, natural",,,,natural
2387de8b-e1ae-4855-9d5e-186d210f0615,"paint, oil-based, water mixable",,,,synthetic
238afec7-9c8a-4b9b-b981-8fbb5dc2dcf6,"paint, oil-based, water mixable",,,,synthetic
238fa49d-1ae0-4ca5-9c3a-f820a9a4d5d7,prepared mixture,,,,
2393763c-fc88-4aab-8bb0-35e41db7b35d,protein,8002-43-5,,(No chemical name provided),natural
2394fc6e-4835-43de-b347-19cad26eeace,textile,,,,
2396799f-feaa-4153-8904-904cacbc1b54,"paint, watercolor",,,,
2397d401-b672-4605-8266-afb17c3094c9,textile,,,,natural
239e9583-e6b4-47ee-b9f1-7c3fa2344201,"stone, natural",,,,natural
23a8ff81-f5b5-4f50-880c-ffe3972d9ab2,other material,,,,
23af7299-e8df-4e8c-a242-c8c95c9e6e39,"paint, acrylic",,,carbizone toner,
23b946fe-00de-4bb3-b998-97c1cc06b6a1,pigment,(No CAS No. Provided),"K, Al, Co silicate",(No chemical name provided),natural
23bc1502-8bd2-4f59-9ac1-3de8f0c353fb,"paint, watercolor",,,,
23be2952-00fe-447f-a80e-b7f4e6688ca7,"stone, natural",,,,natural
23beca11-262b-4d22-b10f-41815b968b38,prepared mixture,,,,
23bf1424-96b2-4fe4-88d4-0ade44e73d5f,pigment,58339-34-7 or 62930-81-8,"CdS, CdSe",cadmium sulfoselenide,synthetic
23bf6cbe-3cfd-4ce8-9a05-dc994ccfaf82,"paint, encaustic",,,"metal oxide on mica, purified beeswax, damar resin",synthetic
23c58477-f17a-4bef-9394-0335d22a9eec,prepared mixture,,,,
23ca017c-3747-4d08-a01e-9ca87ad7acfb,photographic film,,,,synthetic
23d077df-2a53-410f-ae6e-cf387b981014,"paint, tempera",,,,
23d20c12-a8cd-405e-8c31-06cd9e35ac4b,"paint, encaustic",,,,synthetic
23d74963-e8a0-44a2-be39-d7e3d0b1735c,varnish,569-61-9,C19H17N3,(No chemical name provided),
23d94baa-cf15-4249-acbe-8d1f3eed5246,"stone, natural",,,,natural
23df38d3-2ab6-4b7d-bdf2-ed0fc2b734ff,"raw material, organic",,,,natural
23e5302e-5833-43a8-a784-31a8521ef193,pigment,1319-45-5,2CuCO3-Cu(OH)2,"alkaline copper carbonate, copper ore",natural
23e823cf-205e-43ac-ae7c-f7b507ef0bb2,"paint, oil-based",,,natural hydrated iron oxide and synthetic hydrated iron oxide,natural
23f13b3d-740f-4853-838c-bb70eb6b700e,photographic paper,,,,synthetic
23f15412-a0b4-46b2-b765-62e8b362d048,"paint, oil-based",,,,
23f6340f-a31d-4298-95b6-7fd187cde7d0,pigment,,,,natural
23fa3fa5-a6b2-4010-903b-640e6df020e1,prepared mixture,,,,
23fba579-46ba-4888-a31e-5d42957100ee,pigment,8021-99-6,,carbon,natural
23fcb723-c3e2-49a9-9b05-b7fef1207ae2,pigment,,,,synthetic
23fd2f66-46ef-421d-b024-7586ace2df90,filler,,,,natural
24074fe0-6969-4dd5-b700-9d3ffa0eb7f1,pigment,1306-23-6 or 106496-20-2,CdS,cadmium sulfide,
240a3956-7f90-4eda-a436-2e599d794772,"paint, oil-based, water mixable",,,,synthetic
240b19b3-e035-4943-85ea-1fa48b73173f,photographic film,,,,synthetic
240ceae8-41e5-488f-90f7-c23af99a4a32,oil,8024-09-7,,(No chemical name provided),natural
24125e10-c7cf-4ea3-91f8-2d126d417177,leather,,,,natural
24181309-d765-4782-ac71-9084707a2187,prepared mixture,,,,
24192890-f491-4780-8cea-cf14a4a087c3,"paint, other",(No CAS No. Provided),CdS,Cadmium Sulfide,
241a18de-ec60-4c2f-9608-85a36b1d6ed1,pigment,1302-83-6 or 56091-53-3,3Na2O.3Al2O3.6SiO2.2Na2S,Natrium-Aluminium-Sulfo-Silicate,natural
2421392f-df94-4493-9d97-c13c17c732fc,pigment,12002-43-6,,(No chemical name provided),natural
2423dda5-7fb7-414b-8ea7-2f9c0509515c,pigment,,,,synthetic
24252489-1683-4559-bbe3-1427c8dba237,"paint, acrylic",,,,synthetic
2428090c-f77e-40ef-8460-2f79af57d7aa,prepared mixture,,,,
242c58f4-c043-4134-84ab-b8368bfc6bbe,wood,,,,natural
242c5a86-7e2e-4c99-a18a-c16306f225bd,"resin, natural",,,,natural
242ed43b-3621-41fd-af12-32f2e9290dc0,"stone, natural",,,,natural
2434805f-ad6e-4ff5-90e0-6ba602224784,"paint, oil-based",,,,synthetic
2442ac86-349d-437b-b474-cf9f9a281ce5,"stone, natural",,,,natural
244dc3d6-f013-4c84-ae95-218d13b5c3c1,pigment,,,,synthetic
245028a0-b271-44b5-a6ec-f9c285c88d30,pigment,,,,synthetic
24521fbc-1738-49e3-91dd-df8c28500a8c,"paint, oil-based",,,cadmium zinc sulfide coprecipitated with barium sulfate,synthetic
2453bb6b-00ec-415e-abba-25b0a653c864,dye,1401-20-3,C14H16O7 or C24H30O15,(No chemical name provided),natural
2457a77e-0dbc-4116-82bd-5daa5ad7cd32,protein,,,,natural
245b76fb-3d59-46c9-808c-2b3c35a727f2,metal,,,,
24614fda-c139-4648-98d7-b11200e80867,wood,,,,natural
2464b4d0-167c-4d5b-820b-58be196c7bfe,filler,,,,
2465e56d-ff1e-46f9-8356-fbfb5a333987,solvent,(No CAS No. Provided),C10H16,(No chemical name provided),
24674c6a-9755-4608-9a89-899f52bc900f,"stone, natural",,,,natural
2470fa8c-fbf6-4d7d-a734-573263025c4a,"stone, natural",,,,natural
2475eb7d-bcc1-4425-9c4d-5c373e68195d,photographic paper,,,,synthetic
24783224-139f-450d-acd6-4af5eaffa374,prepared mixture,,,,
247a0fe5-c492-4b7b-8338-7d00c50f5c9f,wood,,,,natural
247f0643-2006-40b9-93ff-4299c5e2d585,"paint, watercolor",,,,
24896b23-f93f-41ee-9e83-24508ad4cc41,"paint, oil-based, water mixable",,,,synthetic
2489e71f-359d-4295-9cd7-17401010d2e8,metal,,,,
248ad77c-5aa8-40d4-9726-eccfe23a986a,"stone, natural",,,,natural
24918d41-edb3-4541-96fb-f74a34c5df0c,"stone, natural",,,,natural
2491d118-8462-4c81-a421-20fe5692142f,"stone, natural",,,,natural
24921e69-c0c7-48fb-a18f-72e2fc3a621e,"paint, oil-based, water mixable",,,,synthetic
24937b6d-b043-4f09-ade7-8666899c7ee8,dye,,,,natural
24961cd5-a0cd-4e85-82ee-85d2aa02316c,pigment,1333-86-5,C,amorphous carbon,
249f3da4-7040-4adf-a385-1cd7cb3241c5,"resin, natural",,,,natural
24a8855d-0649-42a4-a16d-1f22914554e5,dye,,,,natural
24a8a73d-5bc8-47a3-a831-d6da6c1306d0,"stone, natural",,,,natural
24abd692-a9bf-4a48-9141-a003074771b9,photographic paper,,,,synthetic
24b14b9d-6602-4e6f-b352-62b130d40ab1,prepared mixture,,,,
24b3035b-cdb2-4044-aa0a-3a3772370ed5,pigment,1319-45-5,2CuCO3-Cu(OH)2,"alkaline copper carbonate, copper ore",
24b76b49-8cb9-4595-a99f-808d2104d9f2,dye,1401-55-4,C76H52O46,(No chemical name provided),natural
24b781c8-0b98-4b40-90fb-e7a700e351e3,photographic paper,,,,synthetic
24bacb41-d6b2-4f4f-b5fb-32591de3b994,"stone, natural",,,,natural
24c58a8a-18cb-478b-9827-f360ec5ddf47,"paint, oil-based, water mixable",,,,synthetic
24c63e57-a64c-4392-a060-e0a3bb8e06b3,"stone, natural",,,,natural
24c91557-708b-4927-97cd-cb018a933e79,ink,,,,
24c9e397-1642-4c12-990d-9e6f956782ab,pigment,,,iron oxide,synthetic
24cf6cda-5f96-4d23-932b-b328d978fe4b,varnish,,,,
24d7926b-46d5-4a03-b3f4-8f5c9d9f6986,textile,,,,
24e2e92c-61bc-4f08-8cb6-586f7d5e7344,"paint, oil-based, water mixable",,,,synthetic
24e771cf-66dc-4f35-b221-058d8d4f2931,prepared mixture,,,,
24eacabb-427c-4d41-89f4-9f1d701cd3e7,"paint, oil-based",,,,
24f330a7-8e43-4410-95c6-a4eca101e35c,pigment,,,,natural
24f685ce-d6d0-4684-8ad0-64adf0de997c,"resin, natural",,,,natural
24f7b031-2a9e-4b16-948f-80419d9549f6,"raw material, organic",,,,natural
24fbe8d6-29db-4e01-8b2e-927495f69f28,prepared mixture,,,,
250502a7-9e2c-4ca7-ba8a-a7a21111ad25,protein,9006-50-2,,(No chemical name provided),natural
25086b35-6819-4ca2-82a0-089200df5dec,"stone, natural",,,,natural
2510f34c-e26a-4f0a-b942-5e28f2cc66c9,ink,,,,
251152c0-12f5-4c01-9d71-e36006b0f3ea,wax,,,,synthetic
2515f8f6-ad8a-45be-b421-5d7b849b4054,"stone, natural",,,,natural
2516e922-a9c2-4cf8-ba6f-e2b7465439f2,"stone, natural",,,,natural
251e0643-1998-4146-8155-9f18337b8fb8,leather,,,,natural
2524180b-a5a0-4bb4-af53-133390be2d42,pigment,,,,
2528316f-8696-4b87-a98b-bc1162e87bda,photographic paper,,,,synthetic
252e0122-9876-4dba-8de7-ee1e4f46c930,dye,860-22-0,C16H10N2O8S2-.2Na,(No chemical name provided),synthetic
253c0828-0904-4bcc-ade0-7ec02963f578,wood,,,,natural
25401968-99cc-451b-bad5-c070b6cb2243,"stone, natural",,,,natural
25422935-5445-4594-b333-3131b2756ed1,"stone, natural",,,,natural
2543c43b-f7f4-47ca-85fa-5a9ece486469,wood,,,,natural
254b39ac-c29a-41c1-87e5-e613a04d6979,"paint, oil-based",,,,
254c71e0-c71f-4fa7-ab1f-f82276446cb6,"stone, natural",,,,natural
25508b74-c9c4-440d-962b-be98dfa5072e,other material,,,,
2551d60f-fe67-42be-a883-83ed8402129e,prepared mixture,,,,
2557ddef-32c0-4f29-a9bc-ff6ec843a25b,wood,,,,natural
25589afe-314a-474d-ad49-0e0b1111e4e1,"resin, synthetic",9004-32-4,,"Carboxymethyl cellulose, sodium salt",synthetic
255b52e8-78f5-44e7-98b1-bc1c9518fa7a,prepared mixture,,,,
255d48cb-1158-4459-9d74-5d229d7c0151,filler,(No CAS No. Provided),CaCO3,natural calcium carbonate,natural
25653d5c-5dbd-4b42-923a-8aa84f3fe3a2,prepared mixture,,,,
2567b600-f339-4b85-b806-622d82871b86,pigment,,,,natural
25688a1d-05e9-4d59-84b5-1d1a80f1fad6,pigment,,,,synthetic
256aec7d-665c-479a-8f81-d5cf8a2af389,photographic film,,,,synthetic
25726934-dd28-43c1-99b8-948b9f4a25b0,pigment,12713-03-0 or 1309-37-1,MnO2 + Fe(OH)3,manganese dioxide + iron hydroxide,natural
2576c3f1-e551-4510-b21f-de4bf1aad302,"paint, oil-based",,,,
257700d5-9cb1-4260-8bfa-07ed0b31fc8f,"stone, natural",,,,natural
2577877f-864f-4033-9105-b3c117229b03,pigment,1333-86-5,C,amorphous carbon,natural
2577e09d-5031-41dd-b85b-c92de93ac33e,prepared mixture,,,,
257b918c-0801-45d1-961d-b9c041c9685e,pigment,(No CAS No. Provided),Fe2O3 + CaSO4,ferric oxide + calcium sulfate,
2580804b-7864-46e5-87c7-9a32d58c60f0,"stone, natural",,,,natural
2581589b-5cc7-415b-a7ee-6870b821e4f2,pigment,(No CAS No. Provided),Cu(C2H3O2)2-2Cu(OH)2,basic copper acetate,synthetic
25842fbc-41d7-4d2c-82a6-31e29e0d9f86,oil,8002-11-7,,(No chemical name provided),natural
258475d7-2292-4cc6-b9bc-26fc60fb2d64,dye,152-84-1,C25H26O13,(No chemical name provided),natural
25885cb9-af4c-4160-b4f5-ddb958b0bed9,"paint, acrylic",,,,
25885cfe-60db-4ed8-ad96-b2a37d48afb6,prepared mixture,,,,
258e1a72-614b-4125-a0de-185e8adc9f91,"stone, natural",,,,natural
2596ad73-f90c-486a-9a60-d7c5c771fa63,prepared mixture,,,,
259749f7-9c1a-477b-992a-0ceaa2f2cf14,prepared mixture,,,,
259dc3c8-463d-485d-a1d0-b171fe9427d0,pigment,1314-41-6,Pb3O4,lead tetroxide,
259e9aa1-9934-484d-9d72-83f0988965dd,prepared mixture,,,,
25aeb627-cd4a-4d17-8362-765de2460a55,gum,,,,natural
25b1101e-d8fd-4a2f-a624-7aa3588f22b9,"raw material, organic",,,,natural
25b331c7-997e-48dc-a584-0bd2219ebcca,"paint, gouache",,,,
25b6b661-88ea-47b4-93a4-fd9b73eb2a9d,"stone, natural",(No CAS No. Provided),CaCO3,(No chemical name provided),natural
25b8bd97-5fec-49e5-9132-680f38c9dec5,dye,,,,natural
25bcee82-0d87-43ad-95fa-0f215b8ec098,"paint, oil-based, water mixable",,,,synthetic
25c045a7-8ebe-4ae0-a34d-991a52cfdc47,"paint, encaustic",,,"titanium dioxide (rutile), refined beeswax, damar resin",synthetic
25c7cb11-1af5-4e9c-a0f5-d962f8b58edb,"paint, oil-based, water mixable",,,,
25c8ec97-200d-4d24-b18a-862ae747d103,"paint, oil-based",,,,
25cc319c-b614-4800-94cd-49db79e15f93,pigment,,,,natural
25cc8231-283d-43a9-9301-7852e3333be7,wax,63231-60-7,,Mixture of saturated n- and iso-paraffinic hydrocarbons,
25d55c23-a6c5-4f7c-97be-4af5907033c4,pigment,,,,synthetic
25e19fdd-996f-4115-8e08-d97349aeb414,"paint, oil-based, water mixable",,,,synthetic
25e1d5c8-2139-4135-ab17-605afd2f70a0,"stone, natural",,,,natural
25e95aaf-f9a2-4938-a843-ad46d502687e,pigment,(No CAS No. Provided),CoO-nSnO2,cobalt stannate,synthetic
25ebde93-0557-4bcd-a83e-ad9cdf089537,"stone, natural",,,,natural
25f4640f-036e-4632-8c37-cc6fc606d438,"stone, natural",,,,natural
25f6cc8e-b151-42ef-b209-c5969be5432b,"stone, natural",,,,natural
25f9a4d9-95de-4fdc-bd47-1767f25b82c2,"resin, synthetic",,,,synthetic
26079974-e575-4659-9bb6-058e1ea18340,pigment,1344-48-5,HgS,Mercuric Sulfide,synthetic
260a96fe-7e73-4a48-b523-854b9ca059db,prepared mixture,,,,
260def54-7330-4978-810c-ddf915474279,dye,,,,natural
260e29be-1419-44d1-97cc-bb13ada9e085,paper,,,,natural
260e3020-18a9-4bbe-91bb-832dfb4af3de,pigment,12000-57-6 or 1309-37-1,,"iron oxide, clay, aluminum, and manganese",natural
261882bd-3f6a-41b9-a6b9-27adf8589230,pigment,(No CAS No. Provided),"Fe2O3, H2O3, MgO, Al2O3, TiO2, MgSO4 and SiO2",(No chemical name provided),natural
262622eb-378d-4523-9f02-44c38f697d0b,pigment,(No CAS No. Provided),CaCO3,Calcium Carbonate,
262748e9-de33-432d-909b-b5ca47c355b3,"paint, acrylic",,,,synthetic
262bb0e0-2321-4867-98ee-9c3a5bfa2de2,dye,2611-82-7,C20H14N2O10S3.3Na,"1,3-Naphthalenedisulfonic acid, 7-hydroxy-8-((4-sulfo-1-
naphthalenyl)azo)-, trisodium salt",synthetic
262ca731-d2e2-408e-8d99-d4d3fd57ec29,dye,,,,
262f60b1-34b8-40cd-af59-4689a8538253,prepared mixture,,,,
2636ec89-710e-4c50-83a9-b99e3972931a,pigment,,,,synthetic
263ce72f-23dd-4ba8-be19-22a453c8f0f6,pigment,,,,
26464e87-f81a-4b18-b2c3-6d240ab5c34a,prepared mixture,,,,
2646a319-8c3c-4eb9-94e5-a656c4f7598a,"stone, natural",,,,natural
264bb09a-94b8-46fe-b7c4-7406e7ef3dd5,"paint, gouache",,,,
264fd62a-1be0-41d9-a16d-93529c137cf8,"stone, natural",,,,natural
264ffe46-32a5-4d43-9979-d446b17fa5b9,additive,,,,
2655cd06-ac0a-4a54-90e5-a3d99f90c9ca,wood,,,,natural
2658225b-fc71-4403-94ec-eb68227ffbc2,pigment,,,,
265dd281-8357-41db-901f-5d64b41ac7f7,"paint, acrylic",,,,
265e35dc-ee3f-4e5b-9aed-a17789bcfcee,pigment,(No CAS No. Provided),Cl9H16O11•Mg+ 5H2O,(No chemical name provided),
2663be73-c7d3-4d49-9e7a-6ec4ef8e1938,pigment,13510-89-9,Pb3(SbO4)2,lead antimonate,
266c6f6b-f78d-470c-8789-0ffb97e3e537,dye,9000-19-5,,(No chemical name provided),natural
266da5a7-4b26-4f32-a090-2b2aeeeae973,"stone, natural",,,,natural
26714a00-1b51-4980-8da1-d8a67c271d55,pigment,,,,
2679e738-91d0-4d45-83e4-cf8372de564e,"stone, natural",,,,natural
267ccd69-5c2e-4517-b3cb-5d6faa7c7d26,"stone, natural",,,,natural
2680f5c1-6b28-4b5a-85e4-3fe84a958554,"stone, natural",,,,natural
268ac590-6255-4dc9-ab63-6fc617651f22,"paint, encaustic",,,"synthetic iron oxide, purified beeswax, damar resin",synthetic
268fac2e-52e3-4973-bbba-3f226d9e6bb8,"paint, other",,,,
2691ab0c-b4a2-437d-8c01-a22b739996d2,"stone, natural",,,,natural
26952f20-d673-4adc-9ecd-97c3ad7d5e1e,"raw material, inorganic",,,,natural
26967c9f-3528-44b5-aac6-71e5cf1b3739,wood,,,,natural
269b1574-d356-4b77-9de3-cc9360001884,"stone, natural",,,,natural
26a46256-a679-40d9-8c7d-f02b2999ca07,prepared mixture,,,,
26b2265e-dc40-47ef-b839-3f08541fc42e,dye,,,,synthetic
26b6def5-f19a-4e64-a0a7-1b839e46150b,textile,,,,synthetic
26b739e7-895a-43e1-9dca-e927f2e75823,"stone, natural",,,,natural
26b8eacc-f276-4dcc-a06c-15a0b02d21a1,gum,,,,natural
26bb4aaa-48b6-4a56-bd69-d6415ba19f9a,wood,,,,natural
26c174d8-a878-4010-912b-df4ebf563421,prepared mixture,,,,
26c3329d-957c-4365-821a-b186276baba5,glass,,,,synthetic
26c57115-05ae-426b-9698-dffa67dc97bf,"paint, oil-based",,,,
26caee15-b370-4c64-a05d-01331609c724,prepared mixture,,,,
26cf4c97-0ccc-4beb-b8da-d10e1cbc3db7,"raw material, organic",,,,natural
26cfc42c-d410-4196-b265-acdccaebe136,"stone, natural",,,,natural
26d14fbd-da1e-4d0a-b83c-bf9b5b9a0f96,"raw material, inorganic",,,,natural
26d236e6-c676-4e9b-9168-1ae9b03c8859,dye,915-67-3,C20H11N2O10S3.3Na or C20H14N2O10S3.3Na,"2,7-Naphthalenedisulfonic acid, 3-hydroxy-4-((4-sulfo-1-
naphthalenyl)azo)-, trisodium salt",synthetic
26d58681-ca43-4e7d-bf1d-6f4be39c37be,"raw material, organic",,,,natural
26e57830-6bdf-4b50-947a-296e16fde078,ink,,,,
26eb34f3-d5f1-4bd4-b502-72bfa488a065,dye,,,,natural
26ec3bce-c93f-41c0-b157-41f657dffa60,dye,,,,natural
26f22a3c-78bd-4fb3-a1c8-23000963d4e9,prepared mixture,,,,
26f479c6-3479-424b-ac2c-4bbb0354cac6,gum,,,,natural
26f7840f-f0f4-4b45-a94e-0300c803b5f5,"paint, encaustic",,,,synthetic
2700d8ff-8c5c-4cfc-bf17-b1f2bab0f116,medium,,,,
27034af6-d448-4250-9640-ca8212a638f6,textile,,,,natural
2704f2bf-7098-4997-941f-7f9cc07fba8c,prepared mixture,,,,
270d2f73-4221-4c92-b452-b977a57d8c88,prepared mixture,,,,
270e01f9-6faa-4cc7-aed0-0477f19fcb0c,"stone, natural",,,,natural
271230d9-c748-4996-aec6-b102543e089f,pigment,,,,synthetic
271346ad-1072-4598-8748-99cbbab10d93,prepared mixture,,,,
271dabd5-0967-4ef7-8a13-d7e0cfacf690,ink,,,,
2720aead-35b7-4d9d-9efd-17b2b6048850,"resin, natural",,,,natural
272f3df7-9d65-4ae1-a79f-6fd83f49ba0b,dye,,,laccaic acid,natural
2730e91c-4b7f-41ee-8c9b-31ebba45cf50,dye,,,,natural
27344ebc-2bf0-4b98-934c-b74779ec0853,"paint, oil-based, water mixable",,,,
2737f0cb-cfd9-49e6-b242-d5577ef6613b,"stone, natural",,,,natural
273ea2cc-07c1-477c-a01d-8eb64044205c,pigment,,,"lead, strontium, zinc or barium chromate",
274289d7-00b5-4bb4-b20f-6626bbe8ab33,"raw material, organic",,,,natural
27457359-eefc-4a97-8217-9081de802802,pigment,,,,
27474c45-3d0a-4f8e-98c0-ed4e31c91c8b,pigment,,,,natural
274b82bd-bd02-4c79-b6db-4bc7e8438e2b,photographic film,,,,synthetic
274fdca5-b013-415a-8422-94de0df92bb9,"resin, natural",,,,natural
2750e985-6849-4f8e-88ab-0deca5373e33,photographic paper,,,,synthetic
27559385-9515-4357-8017-bc53a78f6b1c,varnish,00598-27-5,,"Natural resin dissolved in hydrocarbon compounds and vegetable oils -  solid content: 43-46%; (R)-p-Mentha-1,8-dien < 60%",
2759dbad-578a-46ab-b500-4183cd838d50,wax,,,,
276722a8-84b1-47a0-bee0-f7e3f2953cef,photographic film,,,,synthetic
276d06eb-cb98-4b21-9e43-6151a30de4b8,"resin, synthetic",,,methyl-methacrylate-copolymer,synthetic
27737020-904e-4850-af79-31f6f14ce4e6,"paint, oil-based",,,,synthetic
277a911e-d2b6-4173-a5e9-caba99bf8005,"stone, natural",,,,natural
277dd1d6-a30e-459c-bba5-3880b39c44e4,textile,,,,
277ec43e-e340-4a87-b875-6cae2dd4290e,"resin, synthetic",,,Polyvinyl acetate,synthetic
278af0f7-6164-4a4c-97f7-c952a16700b4,"paint, oil-based",,,,synthetic
279062a7-d3a1-4049-acce-1d44afd62ad4,"paint, acrylic",,,,natural
2791a7df-34b3-46da-b634-0b7b3d8cfdd4,"stone, natural",,,,natural
27942d0e-1fc5-4831-8c69-4efcdba5dd6f,pigment,,,,synthetic
27946f38-6523-436d-8609-6fd1b97611dd,"raw material, inorganic",,,,natural
2795d7eb-8289-4c0c-b226-216da150b1cd,dye,1936-15-8,C16H10N2O7S2.2Na,"1,3-Naphthalenedisulfonic acid, 7-hydroxy-8-(phenylazo)-, disodium salt",synthetic
27980c5b-4a95-4923-92d0-530afb446bba,"paint, encaustic",,,"transparent iron oxide, purified beeswax, damar resin",synthetic
2798d766-7e6a-4f85-b1b5-24d17f4b184b,leather,,,,natural
279b8560-75ae-4b5f-870e-6befff65182c,wood,,,,natural
27a5111e-74a8-418e-906e-151046c5f1a1,"paint, oil-based",,,,
27a5aa8b-f27c-4722-a3e5-2c4ba702c5c7,"paint, watercolor",,,,
27a9a0df-b937-4ff7-add6-726d2dfabc11,"stone, natural",,,,natural
27b6e79b-c058-42ab-ae64-7c836521e743,pigment,,,,synthetic
27b7da61-b282-495a-8a1d-1d3b9988715a,wood,,,,natural
