rsci_uuid,READY_sample_type,Chemical (CAS) No.,Chemical Formula,Chemical Name,READY_natural-synthetic
b0095e6b-7332-421a-aa33-25327b6b7f4e,pigment,,,,
b0132fd7-c70e-426a-8018-2d841daff099,"paint, oil-based, water mixable",,,,synthetic
b019553f-8036-4391-8a34-5f28ef1a3638,"stone, natural",,,,natural
b01a4c5f-fc5c-4916-aba6-cb0d2a1cb211,pigment,,,,synthetic
b01abbc2-7c97-4f4e-bbb9-517eb50b739c,"paint, watercolor",,,,
b020284e-77c4-4b48-b00a-1d75ad1e098b,gum,,,,natural
b02154d1-329e-4696-96da-024078904a30,pigment,,,Copper Calcium Acetate,synthetic
b0261959-42a6-49c5-8ad8-9f7ad0eb9253,pigment,,,,
b02a9cf4-531c-40d1-b77f-d802fff1d398,"paint, acrylic",,,,
b02d94c7-3e09-4874-a2d6-1481762ae06a,pigment,1344-48-5,HgS,Mercuric Sulfide,synthetic
b02e1085-f96b-4109-87c3-37bcf5fd18cd,"raw material, inorganic",,,calcium magnesium silicate (traces of chromium and nickel),natural
b02fc0c7-5b30-494f-840d-963308b7c9c2,"stone, natural",,,,natural
b0314fb6-ba6b-4eba-bc09-a90d42458e54,pigment,,,,synthetic
b031ba03-736d-40ee-b3c5-cb8ca169525e,"stone, natural",,,,natural
b03bd02d-841e-4d02-96ed-0bece3d04a4f,prepared mixture,,,"Contains L-Arabinosis, D-Galactosis, L-Rhamnosis and D-Glucoronic acid in the ratio 3:3:1:1",
b04768c5-14ae-4a56-84d3-8aeaa2df6287,"stone, natural",,,,natural
b04ae21a-83a5-4188-8371-e9db9b575c1f,"stone, natural",,,,natural
b04e2a50-1984-425f-9a7a-d97174337524,dye,,,,natural
b05637b5-c03b-4d1f-a115-5e75e65edfe9,"stone, natural",,,,natural
b0583ac0-9833-468d-b97f-dff2e304bafb,"raw material, inorganic",(No CAS No. Provided),SnO2,Tin oxide,natural
b06e85ca-adbf-4684-930f-b96790925746,photographic paper,,,,synthetic
b070d174-5b30-4a87-bec0-7bfa9fd6272e,additive,2466-09-3,H4O7P2,Pyrophosphoric acid,synthetic
b073887e-5a9e-451d-9eca-75e519367923,pigment,8011-87-8,CoO-ZnO,(No chemical name provided),synthetic
b087bf41-7aef-4690-9980-541391fbcdfa,dye,,,,natural
b089d357-e20c-4356-b684-5b41dab0d53c,"stone, natural",,,,natural
b0917f1a-36ec-44ea-afad-dbbf7d5447a5,prepared mixture,,,main components are water and glutin,
b0987ac3-5c91-4619-a5aa-b29c2088c0db,prepared mixture,,,,
b0a09ffd-250d-40f1-a746-8691afc6f695,"resin, natural",,,,natural
b0a7b826-32fb-41d0-bfc6-df4293433418,"paint, acrylic",,,,
b0b56a4b-4952-474c-8712-309494c0acb4,"paint, encaustic",,,"synthetic iron oxide, purified beeswax, damar resin",synthetic
b0b90f9e-ca40-457c-9e83-355a1259aac8,"resin, natural",119-53-9,,(No chemical name provided),natural
b0be8202-e8c8-4b4a-9905-16da7ab24fc5,"paint, oil-based, water mixable",,,,synthetic
b0c6db3b-5eff-4998-9bcc-ff565278e52d,"paint, oil-based",,,,synthetic
b0c9132d-035d-4ed5-9606-b68295bc3010,wood,,,,natural
b0ca2310-cb15-42f6-8b76-1115829c13a7,gum,9000-01-5,,(No chemical name provided),natural
b0cc9ed3-cc92-4258-8c08-74ce73ee6b05,pastel,,,,synthetic
b0e8be95-7461-4e5a-9a24-b960254972ed,varnish,,,,synthetic
b0ea47aa-0a45-4265-9806-0220131ee941,textile,,,,
b0ec63e4-6a78-4e85-a629-c2f8d24617f2,gum,,,,natural
b0ecac77-6be6-4717-8c5b-d6cd7e534079,"paint, tempera",,,,
b0f137a7-c293-4900-aa65-20b75980940c,pigment,068187-49-5,,Cobalt-chromium oxide,synthetic
b0f8f142-496e-43bb-8aed-cf60b82fb697,"stone, natural",,,,natural
b10007f0-a7fe-43b0-b0d7-9cb9b9bb7b90,wax,,,,
b1080909-8b08-48ea-8f78-a61bef7d7a66,pigment,1319-46-6,2PbCO3.Pb(OH)2,basic lead carbonate,
b108faad-3c93-45ce-814d-294b0cc944ce,"raw material, inorganic",,,,natural
b1093444-f965-45c2-8ae0-5d02d4ce8004,pigment,1309-37-1 (iron oxide),,"silica, clay, iron oxides, small amount of manganese dioxide",natural
b10e585f-a19a-45a7-a60d-d2e0352ab5a3,other material,,,,natural
b11144bc-1653-40ba-83bb-c1aba45eb197,prepared mixture,,,,
b11678de-2ad5-4e73-a51d-88d5de779af4,"raw material, organic",,,,natural
b117bc2c-15cb-4864-9c32-58bb14fb4fb7,"paint, oil-based, water mixable",,,,synthetic
b1194721-6723-42e3-97a1-a2018d6160bc,textile,,,,
b119e834-cb12-4391-b58b-370ba12acbdc,photographic paper,,,,synthetic
b1287421-f3d4-40e8-8461-57ecf0c49a77,"paint, oil-based",,,,synthetic
b12b3c26-f510-4d7d-ac97-82e140b42201,prepared mixture,,,,
b12fc10a-e495-44d8-9bb4-a5bee83cba3c,"stone, natural",,,,natural
b132d461-3ea3-4449-8333-2eb5c76f56f8,"stone, natural",,,,natural
b13692b5-3522-47ac-8320-bdf75806c47c,pigment,1308-38-9,Cr2O3,chromic oxide,
b1445fdf-8ce4-4a9b-97af-52b5667c239a,additive,,,polyether polysiloxane (general),synthetic
b144cd28-1686-4186-8281-0616c957af17,pigment,10101-66-3,(NH4)2Mn2(P2O7)2,Manganese Ammonium Pyro Phosphate,synthetic
b147adc4-65b0-44a7-aa4d-6b77df813aaa,wood,,,,natural
b14c1264-2e89-4ab1-9f97-47af4408952f,photographic paper,,,,synthetic
b1523e40-c896-4c43-8f37-173c7bc67022,prepared mixture,,,,
b15b034b-1330-45c0-b79b-9e932e37041b,"paint, oil-based, water mixable",,,,synthetic
b16274e1-2deb-402e-81bf-bd15fdfd20f1,"stone, natural",,,,natural
b16fd09c-776a-483b-ad17-24ad1afd21d9,"stone, natural",,,,natural
b1745b43-3a90-43d5-8d75-dd1fb938d408,prepared mixture,,,,
b177a61e-1c02-4f7d-9246-472efdbcae94,"paint, oil-based, water mixable",,,,synthetic
b17bb2e7-947b-4c35-97d7-040beaa695d7,pigment,(No CAS No. Provided),Fe2O3 and FeOOH,(No chemical name provided),synthetic
b192bf5b-5061-405b-acdb-5f20df5b481c,ink,,,,
b19a1ae8-667b-4593-bf20-5432f30021ef,pigment,1319-46-6,2PbCO3 * Pb(OH)2,Lead hydroxide carbonate,synthetic
b19a9334-c254-4e2b-9ba2-84918f33b842,wood,,,,natural
b19ee316-14ad-439e-8a15-08b27e1397a0,"paint, acrylic",,,,synthetic
b1b01d29-22cf-4e50-92ac-9b56b392db67,photographic film,,,,synthetic
b1b08fc9-87a7-4945-8f88-13169220e5f5,"paint, oil-based, water mixable",,,,synthetic
b1b1d483-4ea2-4afc-a219-962175a58200,photographic paper,,,,synthetic
b1ba0a83-7353-4f59-8aec-7009e6d20460,"paint, watercolor",,,,
b1bca574-56f0-44da-b9fe-3cf4cd57cd8d,"stone, natural",,,,natural
b1bd7b89-cec7-4838-a3a9-c7195c58b127,solvent,(No CAS No. Provided),C10H16,(No chemical name provided),
b1bdea45-252f-4fab-9ee5-697cad4e7042,"raw material, inorganic",(No CAS No. Provided),K2O-Al2O3-6SiO2,potassium aluminum silicate,natural
b1bfb202-da50-4565-b381-4fc42c5bf1ff,photographic film,,,,synthetic
b1cc3057-96ac-4bf1-8da1-e619eccb64b1,"raw material, organic",,,,natural
b1d1d21f-c202-402f-9880-49213cb006ac,photographic film,,,,synthetic
b1d5807e-06d6-48b4-a9f4-51c80be0dfd0,"paint, oil-based, water mixable",,,,synthetic
b1e2f8b8-fa07-4684-b6c2-7f30126e74da,gum,,,,natural
b1e79220-d6f3-491a-b7ae-0a21842659f7,"paint, acrylic",,,,
b1e7c149-2604-41f1-b16b-5595da0995f0,pigment,1309-37-1,Fe2O3,iron (III) oxide,
b1f46094-e8c4-48ca-9590-beed3dfa7b1a,prepared mixture,,,,
b1f4632b-861b-4b7a-8f37-63b1d8efb2ec,protein,,,,natural
b1fa5a81-7691-4eff-a1cf-6e193d2180bf,prepared mixture,,,,
b200aa3a-95ba-40ee-b798-d7956b898734,ink,,,,
b20c8907-2688-4a33-930d-a6132e7578f9,"paint, acrylic",,,,
b21ac30e-4ed0-4bc0-9c63-022c94158f8f,prepared mixture,,,,
b2211eb0-1b99-4222-a52f-5ce4bd0df601,"stone, natural",,,,natural
b224fdbd-571a-4e31-ae46-7c21524a7a0b,"stone, natural",,,,natural
b226782f-74e8-4fda-ac19-5932a546b5bc,prepared mixture,,,,
b22a6b6c-3747-4298-8168-dc00cf908870,textile,,,,synthetic
b23149aa-ba1e-4f84-a282-8742d39ab0b9,dye,,,,natural
b233c2a0-f926-4037-834f-d3c1f0cf2d01,ink,,,,
b236b95e-5032-4bc7-a4ff-eef321cba446,pigment,(No CAS No. Provided),Pb2SnO4,lead stannate,synthetic
b238842c-17c5-4e55-be1e-949586543c8b,pigment,,,,synthetic
b24084b2-a5fd-4ae4-b800-e7bc96ad01bd,"stone, natural",,,,natural
b24443d7-2a54-468e-a60f-388a6e0b6ad2,"stone, natural",,,,natural
b246fdef-40b2-426e-9911-711bb7bd7102,protein,,,,natural
b24789e1-4a77-44cb-b7b6-b98443cdd890,photographic paper,,,,synthetic
b24d5f79-d7d9-4c22-aa1c-7e00067e8ad1,photographic paper,,,,synthetic
b2533374-00e3-44cd-832e-e6423db49e35,prepared mixture,,,,
b25a3c31-5c4c-48cb-9fd9-c4ed3a259580,dye,,,,natural
b25a51d2-ffb5-4c20-bff1-bc7aef8a1b3a,"raw material, organic",,,,natural
b25adf43-a046-4504-98e1-20e595254489,"paint, oil-based",,,,
b25afdae-6a2b-4c86-afd3-17047fd5aab7,oil,8001-26-1,,"mostly glycerides of linoleic, linolenic and oleic acids",
b25f728f-efa5-4e01-adc3-fe64afc82292,pigment,,,,synthetic
b2604b81-c24d-4ff5-841a-a76cb9765201,prepared mixture,,,,
b261872b-e6a8-4b37-87ad-624906a1b103,"stone, natural",,,,natural
b26e7c91-243c-416a-9cb2-da19ca2ab0e8,pastel,,,,
b2707d5c-1e63-4601-adb6-8b3bb9fe1bd8,pigment,,,"silica, clay, iron oxides, small amount of manganese dioxide",
b270e849-40a3-4a9b-91b0-9a08bf95a0fa,textile,,,,
b2714294-8dc9-4481-9a93-50267490a4e0,"stone, natural",,,,natural
b279cdde-e612-4519-936f-1a8bc4fdc99c,"paint, tempera",,,,
b280ba72-8533-4f6b-ae47-d882279784ae,"paint, oil-based, water mixable",,,,synthetic
b281c53a-8dd5-4e01-9325-d8df4bdcafb6,ink,,,,
b28cdc34-1a4a-4737-bc84-4a0e1c53a6e4,"stone, natural",,,,natural
b290215f-cad1-4052-8d18-a1071024eee2,"stone, natural",,,,natural
b29979dc-ee71-4fe3-a372-a0d76fcff1dd,"stone, natural",,,,natural
b29da7e6-a908-4dac-afc2-b805c4656351,pigment,,,,
b29e6634-8a26-4089-a34f-bf071da6c2c4,dye,,,,natural
b2a36dd7-39b2-4d1e-86fe-3cf9063b1942,"stone, natural",,,,natural
b2a906fe-0485-4634-8ace-ccfc4d1686f4,"paint, oil-based, water mixable",,,,synthetic
b2a9c328-36c8-47c3-99bc-4f1828e7e6ef,pigment,7758-97-6,PbO-CrO3,lead chromate,synthetic
b2aa78c8-a30e-4469-9092-93b79b335416,"resin, natural",,,,natural
b2b009de-88b6-49c2-b4a6-c66c3363fb2a,glass,,,lead silicate,synthetic
b2b86bd8-ae2f-418f-ac7b-c83ff1eed5df,pastel,,,,
b2be83e4-99cb-418e-ae41-023a9c606cbf,"paint, watercolor",,,,synthetic
b2c2276d-4fb6-4ac7-9dcf-f99aad43c3e8,wood,,,,natural
b2cce6a8-a054-462f-a622-2228b0843cd5,prepared mixture,,,,
b2ce4f8a-7c39-4599-b976-a0c5bac8e9ba,"paint, oil-based, water mixable",,,,
b2ceeaa3-7492-44fb-ad48-3789d5002eaf,prepared mixture,,,,
b2d028a1-8fc2-495e-8c55-5bf3755d4b82,"resin, natural",,,,natural
b2d665bc-179d-4f32-8bd2-ee8f1a4a1136,wood,,,,natural
b2d747cb-3f44-418a-aee3-cfd5ed139340,ink,,,,
b2dc3181-0ef6-4d39-ae6a-baff7d4776ce,"raw material, organic",,,,natural
b2dcba73-b38b-4cd1-aa4f-b125147c06bf,"raw material, organic",,,,natural
b2e1a801-6bfa-4a55-8c71-3964cd6dd11e,prepared mixture,,,,
b2e38675-562e-4ccd-baa1-311371abea5d,pigment,58339-34-7 or 62930-81-8,"CdS, CdSe",cadmium sulfoselenide,synthetic
b2e3c501-72be-4561-b984-0a2939129319,prepared mixture,,,,
b2edf442-42b4-4aed-9e16-f23e1c2c4a97,dye,,,,synthetic
b2f10420-3e8e-4798-b48a-4ca249dfba13,"stone, natural",,,,natural
b2f16227-bcd6-45aa-b968-ab52c3b2bc01,"stone, natural",,,,natural
b2f35b88-3854-4e4f-b191-0df6dd350a60,prepared mixture,,,,
b2f55d4a-e235-4748-bd8b-f3ada51a23e1,"resin, natural",,,,natural
b2f670e1-0863-41ff-8225-a97958458e7c,"raw material, organic",,,,natural
b3032145-604c-4eeb-b853-2d24fbda4517,"stone, natural",,,,natural
b3062704-8a44-4e75-ae4a-dfcd742fd96f,"paint, oil-based, water mixable",,,,synthetic
b3094c5c-1a19-4148-8691-68ea2603261f,"stone, natural",,,,natural
b31399fb-d07b-426e-97ca-2ad974eccb69,pigment,,,,
b315488e-9218-4349-aa0d-c4c8e68fd270,"resin, synthetic",9003-20-7,,Polyvinyl acetate (99%),synthetic
b31582a4-7e4b-4a63-8b79-bd7e41605c66,photographic paper,,,,synthetic
b3179548-cc65-4790-97c2-ca13748169f0,pigment,1319-46-6,C2H2O8Pb3,basic lead carbonate,unknown
b31c977b-b8f3-43e2-9c03-49bf98f9860d,"resin, natural, oleoresin",,,,natural
b325120d-f9f8-49af-8a17-9ecb30408a73,"stone, natural",,,,natural
b32df516-7924-4a44-97da-d575923a28a7,"stone, natural",,,,natural
b333e093-5d4c-4338-a7c3-14f363c0b8df,prepared mixture,,,,
b34177ed-7a94-4333-9f0b-03152f8a4918,pigment,,,iron oxide,
b342edfd-cecb-40ed-9bb7-8e3b40cca1e2,protein,9000-71-9,,(No chemical name provided),natural
b346a088-6bc3-478c-96d6-f14afd717de8,pigment,(No CAS No. Provided),HgS,Mercuric Sulfide,natural
b346eac2-5dae-4f47-9893-6b587b6ded91,"stone, natural",,,,natural
b3485064-5099-4466-abe5-e011453e0e90,dye,633-03-4,C27H34N2O4S,"(4-(4-(Diethylamino)benzhydrylene)cyclohexa-2,5-dien-1-ylidene)diethylammonium hydrogen sulphate",synthetic
b348c52f-acfd-4272-a005-9505b9ea963d,"paint, acrylic",,,"barium sulfate, cadmium sulfide, zinc sulfide (copper chloride doped)",
b34b74e8-e71e-428b-bd48-aa2424d270c5,glass,,,lead silicate,synthetic
b34e2a85-e92b-42e9-b5ce-52f6904b133f,"paint, encaustic",,,"metal oxide on mica, purified beeswax, damar resin",synthetic
b35577f8-a197-4692-b22d-ca19f0f1ff4f,ink,,,,
b359e23d-e7d1-4b06-b288-cf758263438f,prepared mixture,,,,
b35d8e6c-8687-4f69-9917-da49c6474271,"stone, natural",,,,natural
b3615543-5d41-4190-8d77-b0795d4e9775,"stone, natural",,,,natural
b36f2bce-33bb-4a51-bf82-b0eca83bf137,other material,,,,synthetic
b370716d-00d3-4b83-968b-7a6834e4c894,"paint, watercolor",,,,
b373278e-41b1-4e5a-9649-0740cc7079e5,ink,,,,
b3761783-ef08-456b-8d0a-0f9ad69d8241,"paint, encaustic",,,"c.p. cadmium sulfide, c.p. cadmium sulfo-selenide, iron oxide, titanium dioxide, zinc sulfide, purified beeswax, damar resin",synthetic
b376d707-f2f4-48c1-91f8-0c537d892ff9,"stone, natural",,,,natural
b377b5ba-a053-4541-b847-7aa4cc365cb0,oil,8002-11-7,,(No chemical name provided),natural
b377f318-d894-48aa-8bd0-ee69267b6af4,"raw material, organic",,,,natural
b37baec3-d02e-4ca6-af9a-eeee6d8aaca7,other material,,,,natural
b37f02ca-5bdb-44ab-b3f5-742278976523,"stone, natural",,,,natural
b37f99c1-a519-4187-a7fb-3d3355b282f9,filler,471-34-1,CaCO3,natural calcium carbonate,natural
b3848fbc-6045-45c6-9e72-8f0d1571f2a6,"paint, gouache",,,,
b3859962-7aac-4aa7-bda4-fd082b44914c,"stone, natural",,,,natural
b388fc5d-a009-4b55-a563-5f17dad79180,other material,,,,synthetic
b38a1891-8926-4006-90f1-a628fc636ddf,"paint, oil-based",14038-43-8,Fe4[Fe(CN)6]3,ferri-ammonium ferrocyanide,synthetic
b38ac965-161d-4cfd-ba04-7159d8090f44,"stone, natural",,,,natural
b38c1446-98c3-4677-9298-e230eb3da1ce,"raw material, organic",,,,natural
b398c946-b269-4886-8797-23f37e3ba902,prepared mixture,,,,
b39ac4ef-8e71-4265-9dbd-9e7348194a68,wood,,,,natural
b39d030a-f87d-435f-8577-e2477a67b7df,prepared mixture,,,,
b3a06014-ceed-41fa-84a3-9391a0e89feb,dye,,,,natural
b3a3e7c2-874a-4676-b110-ce7ace4e9452,gum,9000-30-0,,(No chemical name provided),natural
b3a65aa1-263d-480e-b4d3-1b4a33f354ea,"raw material, inorganic",(No CAS No. Provided),CaCO3,Calcium carbonate,natural
b3b99bf6-ea4a-47c7-90ea-5ecf8afff246,"paint, acrylic",,,,
b3b9f83a-7180-42bd-a0d2-1023aeca0635,"stone, natural",,,,natural
b3bb4307-32a1-47d8-a4c4-e0e0985ee9c7,"paint, watercolor",,,,
b3bd5a70-d2f3-4816-a4b1-b90524a16afa,wood,,,,natural
b3c213c4-7f08-435a-b272-797b696d2085,pigment,,,,unknown
b3c22357-b988-4a91-aac9-b6385c00d0ce,pigment,(No CAS No. Provided),(see below),(No chemical name provided),natural
b3c7eb3f-577c-4ccc-910b-46226a21fbe3,"raw material, inorganic",(No CAS No. Provided),Mg3Si2O5(OH)4,Hydrated magnesium silicate,natural
b3caa099-dbc5-4d33-9b15-0d7f72e703c3,"paint, other",147-14-8,C32H16N8Cu,(No chemical name provided),synthetic
b3cbab02-44a9-42c8-ad76-eb4fafb258f7,"stone, natural",,,,natural
b3dfead9-d02d-488c-b685-a6f4886ba535,"raw material, inorganic",,,,natural
b3e9889c-0396-4459-be2f-7a14d0276cd0,pigment,,,,natural
b3efc368-60a6-4bc8-ac0a-833d1bc9a33b,wood,,,,natural
b3fc6bb9-b498-49fe-9ddd-f4cf9f5339b4,"paint, watercolor",,,,
b3fe7419-07b7-401e-a945-9d1edef603b8,"stone, natural",,,,natural
b3ff42cf-4b90-4a49-9fec-a18c634a169d,pigment,(No CAS No. Provided),Fe2O3 + CaSO4,ferric oxide + calcium sulfate,
b400c317-bf84-42e3-b2ad-759b7d17f5d4,textile,,,,synthetic
b4014a25-4383-4e18-afd6-bdaff97169f1,pigment,,,,synthetic
b40256b7-dd96-44fb-9188-63bf06c37128,oil,8001-26-1,,"mostly glycerides of linoleic, linolenic and oleic acids",natural
b4028c19-e247-4b88-9992-2ebea5a2a175,pigment,,,,
b403dde0-c3c5-4476-a4b9-f8f1e8719640,wood,,,,natural
b404596d-4739-4c77-bcec-c6e4d7b4124a,prepared mixture,,,,
b408f986-bdf4-4545-a594-e83682e0746e,"stone, natural",,,,natural
b40c4a50-7b9c-45db-a54e-8fc98b084afb,"stone, natural",,,,natural
b40ee97b-169e-4628-8da9-8d5a4dd402df,dye,,,,natural
b411d7f5-0f49-425e-87be-273f6a7949c5,"paint, other",,,chrome antimony titanium,
b41a7d9e-e7a9-4e4c-b8c1-e83585e2be86,ink,,,,
b41ae68b-1fb3-4af0-811e-6d61233e17d3,"resin, natural",,,,natural
b41ee8ac-3288-4e4c-a79a-ca7bc4393780,ink,,,,
b41fb860-e93c-4f9b-b470-d5f411cf6c3c,photographic paper,,,,synthetic
b41fc547-0503-4323-bd69-8f11236bd1e6,wood,,,,natural
b427db27-4b79-433f-88e5-f05f30b209e4,dye,,,,natural
b4290a55-95dd-4010-8e0f-ae8e6bc44cbe,wood,,,,natural
b438bc21-a36d-48e0-86e6-929159245777,prepared mixture,,,,
b43ce93b-8eb6-4a33-a4ba-fbc78ec3f36d,"paint, oil-based",,,,
b4434519-cace-43c2-8b0b-d9c11a9f185e,prepared mixture,,,,
b444dd26-992a-43bf-bdaa-5771fcca55e2,pigment,,,,synthetic
b452b9c3-b321-4a08-9588-038485297e9c,"stone, artificial",,,,synthetic
b4567228-94aa-497f-8eb5-d391e69908ba,pigment,1302-83-6 or 56091-53-3,3Na2O.3Al2O3.6SiO2.2Na2S,Natrium-Aluminium-Sulfo-Silicate,
b459c499-01df-431c-a8fc-a4337aa39c5a,"paint, encaustic",,,"cobalt aluminate, purified beeswax, damar resin",synthetic
b46d8b1a-06a5-460b-9524-8df23a769301,pigment,,,,
b472a040-f739-4970-a7da-21d7570b2067,pigment,,,,
b472d218-779f-42c8-800a-97534c88fe6d,"stone, natural",,,,natural
b47311f8-1645-4536-b658-f8e78a6373a4,protein,,,,natural
b47c10c8-c582-4e40-9ccb-5e79760d4c51,pigment,,,,synthetic
b47ff7bb-5dcb-4cc6-ba7e-fec2eedd006f,"stone, natural",,,,natural
b484e65d-df9f-49de-995a-75452e47e482,oil,8001-26-1,,"mostly glycerides of linoleic, linolenic and oleic acids",natural
b48b1f5a-705f-4734-aed9-9a89b5921943,pigment,,,,
b49719ad-518c-4896-83b4-85c340db1f24,gum,9000-65-1,,(No chemical name provided),natural
b4a18f6f-632c-4a94-ab0b-04972e058f39,"stone, natural",,,,natural
b4a98e25-51ac-47e2-b3df-f12511dae838,pigment,,,"85% alumina, 4-15% silica, 5-10% iron oxides",natural
b4aec691-26c2-4e72-9e8e-f691d90cbfac,prepared mixture,,,,
b4b2b2ea-95b2-44a1-9ae6-5737b7579875,prepared mixture,,,,
b4b7ef5a-4cc6-4609-b4dd-4c761ec17757,"stone, natural",,,,natural
b4bab30e-6e93-4a7a-95f5-edc73b021aaf,"paint, oil-based",,,,
b4bb0fa7-2aff-46a5-bf60-dce26d8d45ac,"stone, natural",,,,natural
b4bdc7e9-e586-4970-88c3-7146f1698059,"stone, natural",,,,natural
b4c5cfc6-d503-424b-ba45-20c0edaccf80,pigment,,,,
b4c9995e-6fb3-4c71-a572-2f649ed346f7,"stone, natural",,,,natural
b4ccbfd7-4657-4499-94b7-3f8c116a80a9,prepared mixture,,,,
b4cfc5b8-2ae3-45e3-a494-e45eaf690992,pigment,,,,natural
b4d60513-ff68-46e2-8e15-f539bf4edacd,medium,,,,
b4de1a3a-6b42-4fa0-ae5f-f00677e3866d,prepared mixture,,,,
b4ebc13e-0c82-45c3-8882-97e573c12fb7,prepared mixture,,,,
b4f00daa-7e75-40ed-ba5d-6575a17cb166,"stone, artificial",,,,synthetic
b4f4c221-2e30-449d-bd26-7b6875a4824b,pigment,1317-36-8,PbO,LEAD(II) OXIDE,
b502a76d-6321-4963-8749-528e1b060f40,oil,8000-34-8,,(No chemical name provided),
b5031b30-6a14-4299-b952-7a01ab63dcc4,dye,,,,natural
b50534b4-a906-4b67-8ea6-3c6c6c807eba,"stone, natural",,,,natural
b509450e-6780-4b1c-8c81-c1061b48845b,"paint, acrylic",,,,synthetic
b50c7c3c-2c87-4d1b-80dc-fd0025d6400d,"stone, natural",,,,natural
b515dd2e-0c84-4184-92d6-066b6ded0a0c,wood,,,,natural
b52f39d8-a3f2-484a-9ce5-2f78c5e13c1d,"resin, natural",,,,natural
b53411c4-bd4e-462a-a858-e4ba66818842,"paint, acrylic",,,,synthetic
b5380415-b9df-4163-a74c-8b59b70fcfc0,other material,,,,synthetic
b53fa3b3-4305-4e86-84d7-31fd5df65c86,pigment,,,,synthetic
b53fcff4-42fd-4ebd-9796-8c0d0fd48365,pigment,72-48-0,,(No chemical name provided),synthetic
b5405fc7-c80f-483f-a524-351a8f64fabd,"paint, oil-based",,,,
b541f0cd-7b83-4350-9f51-4fb0af125e50,"stone, natural",,,,natural
b54b097e-d29b-4679-bce4-ad883b2b0547,ink,,,,
b54f2675-7efb-4e91-bbc3-46e89dfed252,pigment,1309-37-1 (iron oxide),,"silica, clay, iron oxides, small amount of manganese dioxide",natural
b553f612-e7ee-46a7-957a-0ec6a163e42d,pigment,,,,synthetic
b5590e53-a010-44d3-8e6d-f2320fc18425,prepared mixture,,,,
b55a4004-0fe1-49b6-aadd-d7722d629b69,prepared mixture,,,,
b561017b-2bf8-4879-b186-17becf7e628b,"paint, gouache",,,,synthetic
b561128f-386a-47a7-90e8-29d0ff3d0d98,dye,12224-98-5,C26H26N2O3Cl,"ethyl ester of diethyldiamino-o- 
carboxy-phenyl-zanthenyl chloride",synthetic
b5675960-0cf2-43a0-9e75-bcfd5c815579,textile,,,,
b569ad8e-52d0-4457-9e38-58b49e07b323,"paint, watercolor",,,,
b56a5ccc-16a5-4be7-b201-3c0cbf846c15,prepared mixture,,,,
b57d0c08-77b5-456f-acd8-cdaf763cf0ab,"stone, natural",,,,natural
b584ab41-60e7-4a21-b294-88fcbaa7d2b3,pigment,,,iron oxide,natural
b588e360-df04-4885-8acb-1c491228e6ca,"stone, natural",,,,natural
b58ec63c-38bd-4da9-bba0-7bfbf5d54841,photographic film,,,,synthetic
b5910578-dbfd-4e24-a64d-42506ba06997,prepared mixture,,,,
b591ca8f-88db-4903-bd4b-10f7045b44c3,dye,,,,
b5924112-9b88-4845-91d4-c392ab03e48b,wood,,,,natural
b59e3221-2aee-4b3b-9022-0498e186d9f3,pigment,,,,
b5a57218-9338-48e5-8e62-da4c7c3065ba,"paint, acrylic",,,"chromium (III) compounds, cobalt compounds",
b5b636ad-5d69-4802-b10e-632c08310862,medium,,,,
b5b96799-a3d1-49b2-8275-43c7654e0d27,photographic film,,,,synthetic
b5be3844-babb-442c-97bf-b815cc5514dd,"stone, natural",,,,natural
b5c181bc-7560-4617-b5b9-aa8a879d435e,protein,,,,natural
b5c1ab07-c3fd-48b9-b1ff-0952e46405cb,pigment,,,,natural
b5c661df-fe98-4064-9dcb-d810890cb894,pigment,,,"silica, clay, iron oxides, small amount of manganese dioxide",natural
b5c8f833-ad91-44c6-955b-d5bcf9a7b442,prepared mixture,,,,
b5cba783-f9fa-4ad6-98e0-e7254bcea7be,"resin, natural",,,,natural
b5d1a83f-9e3a-4982-904f-0f7d519c617c,pigment,,,iron oxide,synthetic
b5d2f168-608a-4622-86a5-1528a02864ef,"stone, natural",,,,natural
b5d4b3bb-f61f-4734-a7a5-c87bbe343016,dye,548-62-9,C25H30ClN3,(No chemical name provided),synthetic
b5d7f041-51cf-446b-856a-e03b4bc5ad58,pigment,1309-37-1 (iron oxide),,"silica, clay, iron oxides, small amount of manganese dioxide",natural
b5da8e2d-1906-45d4-af35-9390e8c23b3c,pigment,,,,natural
b5e007a6-242b-4933-ab34-4054910e26d0,pigment,(No CAS No. Provided),C32H16N8Cu,copper phthalocyanine,
b5ea37c8-a15d-44dc-8d48-ec93454b674e,gum,,,,natural
b5ec4459-20e1-42f7-af1c-53a2438ad946,"paint, acrylic",,,,
b5f41f5f-18f1-4f35-925c-98f17c5ff8bd,"paint, oil-based, water mixable",,,,synthetic
b5fc4a49-4941-45c9-91f9-8dfa0d8bd6a7,"raw material, inorganic",(No CAS No. Provided),Copper oxide,Cu2O,natural
b6009693-2df5-4ee0-a438-43239f5a89dd,"resin, natural",,,,natural
b609e91e-5d19-4762-b6e8-dc91dbba3aa0,pigment,25869-98-1,,(No chemical name provided),synthetic
b6115b8d-a47b-4894-980f-fb1220a45baf,dye,475-25-2,C16H12O6,"3,4,6a,10-Tetrahydroxy-6a,7-dihydrobenz(b)indeno(1,2-d)pyran-9(6H)-one",natural
