rsci_uuid,specific_place_uri_1,specific_place_uri_2,place_uuid_1,geo_point_1,place_uuid_2,geo_point_2
3939244b-7158-42ae-8a00-77e31cf7c6db,https://www.geonames.org/1643084,,94412e29-ff20-4bc5-853a-a5687d78f361,"{""type"": ""Point"", ""coordinates"": [120.0, -5.0]}",,
7fb96d6d-b4c1-4736-a4c9-2722c16be555,https://www.geonames.org/2186224,,5e8bbd53-5fbf-46ac-9e84-b3c921eceae6,"{""type"": ""Point"", ""coordinates"": [174.0, -42.0]}",,
36863793-f5de-416a-a5ee-de2fbd4246ba,https://www.geonames.org/2186224,,5e8bbd53-5fbf-46ac-9e84-b3c921eceae6,"{""type"": ""Point"", ""coordinates"": [174.0, -42.0]}",,
fcfd7acc-b4cb-4676-9562-aaab414438ea,https://www.geonames.org/5165418,,924d16f0-7ac6-48f6-8231-b38d2b7facf1,"{""type"": ""Point"", ""coordinates"": [-83.00018, 40.25034]}",,
a9e41ca0-9746-4a4b-9ee3-9374367ad0a7,https://www.geonames.org/3608932,,9309847d-7a8b-4544-a7ab-fc43f56593b3,"{""type"": ""Point"", ""coordinates"": [-86.5, 15.0]}",,
bffc95a2-4d3e-4ad0-be66-31d7c57152fd,https://www.geonames.org/3469034,,f4aa9811-2484-4374-ae91-0361b6569502,"{""type"": ""Point"", ""coordinates"": [-55.0, -10.0]}",,
1e1774d4-ae46-43c5-8f0a-ab1e6c66bb51,https://www.geonames.org/3996063,,f4c44e22-201b-45c9-9f0b-0c4d9c3acdb9,"{""type"": ""Point"", ""coordinates"": [-102.0, 23.0]}",,
abfd5149-c4ac-4348-bd55-9d188a3e5d49,https://www.geonames.org/5165418,,924d16f0-7ac6-48f6-8231-b38d2b7facf1,"{""type"": ""Point"", ""coordinates"": [-83.00018, 40.25034]}",,
df61df97-c84a-4680-9951-a9e6bddafaa4,https://www.geonames.org/4331987,,20c106ff-439c-4288-9785-3cb2cc52d25f,"{""type"": ""Point"", ""coordinates"": [-92.0004, 31.00047]}",,
4699271d-9bea-4ce9-a707-796c14a620c8,https://www.geonames.org/4331987,,20c106ff-439c-4288-9785-3cb2cc52d25f,"{""type"": ""Point"", ""coordinates"": [-92.0004, 31.00047]}",,
390d8f7c-58f0-43f4-b2b7-26ce2662c714,https://www.geonames.org/5909050,,3401ae8d-5cd2-48dd-884e-d7fdfa6caa19,"{""type"": ""Point"", ""coordinates"": [-125.0032, 53.99983]}",,
4682aa48-5e82-40a2-9e6b-7e4cbe27f620,https://www.geonames.org/5332921,,920dc38b-c630-4b74-8b66-7e5c56ad40b6,"{""type"": ""Point"", ""coordinates"": [-119.75126, 37.25022]}",,
311dabb5-ec62-4c4c-96e8-0bfc4b4d9ab1,https://www.geonames.org/4736286,,79ca6d79-7804-4376-9b38-6e07205c2772,"{""type"": ""Point"", ""coordinates"": [-99.25061, 31.25044]}",,
37dc1935-4338-4b5a-af7e-5c8299bfa929,https://www.geonames.org/4155751,,ee6914be-89e7-4f79-a167-2fcd000c7a46,"{""type"": ""Point"", ""coordinates"": [-82.5001, 28.75054]}",,
2b7ef29a-60d1-400b-bbf8-84b34db2e9d8,https://www.geonames.org/4736286,,79ca6d79-7804-4376-9b38-6e07205c2772,"{""type"": ""Point"", ""coordinates"": [-99.25061, 31.25044]}",,
bee2186a-084d-44a8-a5b6-b40a8586662b,https://www.geonames.org/2186224,,5e8bbd53-5fbf-46ac-9e84-b3c921eceae6,"{""type"": ""Point"", ""coordinates"": [174.0, -42.0]}",,
59c5a87d-9809-498b-bdce-111864a1fabc,https://www.geonames.org/2077456,,bc21b2ed-9987-478f-a208-4ef9b25e048e,"{""type"": ""Point"", ""coordinates"": [135.0, -25.0]}",,
77cc5a3b-d989-4e96-8ba6-60e7614454e0,https://www.geonames.org/2077456,,bc21b2ed-9987-478f-a208-4ef9b25e048e,"{""type"": ""Point"", ""coordinates"": [135.0, -25.0]}",,
b515dd2e-0c84-4184-92d6-066b6ded0a0c,https://www.geonames.org/2077456,,bc21b2ed-9987-478f-a208-4ef9b25e048e,"{""type"": ""Point"", ""coordinates"": [135.0, -25.0]}",,
58bac567-fc86-4714-b2a7-818c3221cc32,https://www.geonames.org/203312,,d84a7fb0-5fb1-4595-8b6c-ce2e04f30d58,"{""type"": ""Point"", ""coordinates"": [23.5, -2.5]}",,
eca9d680-0691-4d3c-af18-036d51bed5d3,https://www.geonames.org/4736286,,79ca6d79-7804-4376-9b38-6e07205c2772,"{""type"": ""Point"", ""coordinates"": [-99.25061, 31.25044]}",,
c5955b38-71b2-4ae4-9854-ac09f33becbf,https://www.geonames.org/3469034,,f4aa9811-2484-4374-ae91-0361b6569502,"{""type"": ""Point"", ""coordinates"": [-55.0, -10.0]}",,
8ab0262e-b15b-4414-bb1c-f0956c145463,https://www.geonames.org/6269131,,c82ad3b5-fc69-4930-abfc-8cd06f28534a,"{""type"": ""Point"", ""coordinates"": [-0.70312, 52.16045]}",,
748f4c8c-c1b7-4c2e-9487-be455f2c4b12,https://www.geonames.org/3017382,,795a2be8-5d4e-49e5-90e3-7cd429123b7b,"{""type"": ""Point"", ""coordinates"": [2.0, 46.0]}",,
0b09b86d-f04b-4f6b-86a5-737facae2622,https://www.geonames.org/7729885,,9db8b498-e427-4ff4-a6a7-4416d40b4a39,"{""type"": ""Point"", ""coordinates"": [-4.83398, 18.31281]}",,
ae2da66b-a5c5-4a80-9560-69dcd01cadf6,https://www.geonames.org/6255146,,98a39fc9-1aeb-4405-addd-43bba971a428,"{""type"": ""Point"", ""coordinates"": [21.09375, 7.1881]}",,
58576d01-94eb-49c3-ab41-628dd6a1e0b9,https://www.geonames.org/6255149,,c78607d0-731c-45ef-9696-780fcd6172ce,"{""type"": ""Point"", ""coordinates"": [-100.54688, 46.07323]}",,
dca0cedc-487b-4698-b81f-bb5b13908d82,https://www.geonames.org/7729892,,57e60399-fe7b-4c09-8d3e-8046866011b1,"{""type"": ""Point"", ""coordinates"": [-99.66797, 25.32417]}",,
bb39fd15-0bbe-4877-92b0-6ca39e7786da,https://www.geonames.org/3996063,,f4c44e22-201b-45c9-9f0b-0c4d9c3acdb9,"{""type"": ""Point"", ""coordinates"": [-102.0, 23.0]}",,
8ac28d9f-2646-4bd6-ab46-1fbc59a2ab61,https://www.geonames.org/1861060,,733128ab-aa88-4acb-a7bf-7f2e32fb1b74,"{""type"": ""Point"", ""coordinates"": [139.75309, 35.68536]}",,
