row,field_name,sample_uuid,SampRpt,report_uuid,SampID,SampBy,samp_by_edit 1,samp_by_edit 2,samp_by_edit 3,samp_by_edit 4,SampDate,SampDate_edtf,SampMaterial,SampType,FieldProj,Country,place_uuid,country_new_uuid,Site/Provenance,SubSite,SampLoc,SampDescript,StoreLoc
1,Field Sample 1,354acf14-7cdb-4132-8e28-20360e57a415,,,Orpheus_1988_01,GCI,Getty Conservation Institute,,,,1988,1988,tessera,,Mosaics,Cyprus,273313a0-f61a-4462-b7fd-8c11d43e9f90,,Paphos,House of Dionysus,"Room of Narcissus – fill up and frame area on east side, near SE corner","1 unaffected white tessera, approx.  12 x 8 x 8 mm.",1-6-E
2,Field Sample 2,637066df-3f97-4aee-a1fd-44388042e13a,"Eric Doehne. Electron microprobe p. 47, fig. 45 (Stanley-Price 1991)",58ab79d0-230e-4a99-b8c9-6c60c0244432,Orpheus_1988_02,GCI,Getty Conservation Institute,,,,1988,1988,tessera,,Orpheus,Cyprus,273313a0-f61a-4462-b7fd-8c11d43e9f90,,Paphos,House of Dionysus,"Room of Narcissus – fill up and frame area on east side, near SE corner","2 stained white tesserae, brown crust on tesserae surface, small fragmentary pieces.",1-6-E
3,Field Sample 3,420f9ab3-4ae6-4054-a603-b983530ba507,Eric Doehne. Electron microprobe p. 47 fig. 46  (Stanley-Price 1991),136c94fa-6366-4a18-87c1-49834e8b2d71,Orpheus_1988_03,GCI,Getty Conservation Institute,,,,1988,1988,tessera,,Orpheus,Cyprus,273313a0-f61a-4462-b7fd-8c11d43e9f90,,Paphos,House of Dionysus,Hunting scene in south portico above deer,1 white tesserae with white salts.  approx. 10 x 10 x 10 mm.,1-6-E
4,Field Sample 4,7ac1a05c-34fc-4084-970a-9964bb2969ad,"Eric Doehne. Electron microprobe p. 47, fig. 47.  (Stanley-Price 1991)",9c33eb77-ea73-4b22-ae42-420972bdbb04,Orpheus_1988_04,GCI,Getty Conservation Institute,,,,1988,1988,tessera,,Orpheus,Cyprus,273313a0-f61a-4462-b7fd-8c11d43e9f90,,Paphos,House of Dionysus,Hunting scene in south portico above and to the right of deer,"2 stained white tesserae, (treated area) approx. 15 x 15 x 10 mm.",1-6-E
5,Field Sample 5,2c72cb1d-dce3-451e-998f-938d3f32e583,,,Orpheus_1988_05,GCI,Getty Conservation Institute,,,,1988,1988,tessera,,Orpheus,Cyprus,273313a0-f61a-4462-b7fd-8c11d43e9f90,,Paphos,House of Dionysus,Hunting scene in south portico above and to the right of deer,"2 untreated white tesserae with stains, stain forms distinct brown crust on surface.  Approx. 20 x 10 x 5 mm",1-6-E
6,Field Sample 6,8070d9ca-37f7-4bd4-8159-785c51151be8,,,Orpheus_1988_06,GCI,Getty Conservation Institute,,,,1988,1988,tessera,,Orpheus,Cyprus,273313a0-f61a-4462-b7fd-8c11d43e9f90,,Paphos,House of Dionysus,Hunting scene in south portico above deer,"1 unaffected white tessera, (treated area) Approx. 20 x 15 x 10 mm.",1-6-E
7,Field Sample 7,565cdf39-2d56-4de9-99dc-6baaac6535ec,"Eric Doehne. Electron microprobe p. 47, fig. 48  (Stanley-Price 1991)",493d7f6d-7722-4acc-a80e-267d5701b381,Orpheus_1988_07,GCI,Getty Conservation Institute,,,,1988,1988,tessera,,Orpheus,Cyprus,273313a0-f61a-4462-b7fd-8c11d43e9f90,,Paphos,House of Dionysus,Geometric mosaic with circles – west side,"2 untreated white tesserae unaffected, Approx. 5 x 5 x 5 mm.  White mortar attached to tesserae.",1-6-E
8,Field Sample 8,42e58f4f-22fd-4575-ba98-016d82de2fd6,,,Orpheus_1988_08,GCI,Getty Conservation Institute,,,,1988,1988,tessera,,Orpheus,Cyprus,273313a0-f61a-4462-b7fd-8c11d43e9f90,,Paphos,House of Dionysus,Geometric mosaic with circles – west side,"2 stained white tesserae, approx. 5 x 5 x 10 mm, some conservation material on the surface?",1-6-E
9,Field Sample 9,278be798-c043-4692-bb2c-83ee16a5d69f,,,Orpheus_1988_09,GCI,Getty Conservation Institute,,,,1988,1988,tessera,,Orpheus,Cyprus,273313a0-f61a-4462-b7fd-8c11d43e9f90,,Paphos,House of Dionysus,Geometric mosaic with circles – central area,2 unaffected white tesserae Approx. 10 x 10 x 5 mm,1-6-E
10,Field Sample 10,e2d8ded7-d2ca-400f-9f8b-ca4b2874f9ad,,,Orpheus_1988_10,GCI,Getty Conservation Institute,,,,1988,1988,tessera,,Orpheus,Cyprus,273313a0-f61a-4462-b7fd-8c11d43e9f90,,Paphos,House of Dionysus,Geometric mosaic with circles – west end,"2 yellowed tesserae.  Approx. 5 x 5 x10 mm, pink mortar attached to tesserae.",1-6-E
11,Field Sample 11,f5245303-a05e-4431-b6fb-5d7f7d5f0f8a,,,Orpheus_1988_11,GCI,Getty Conservation Institute,,,,1988,1988,tessera,,Orpheus,Cyprus,273313a0-f61a-4462-b7fd-8c11d43e9f90,,Paphos,House of Dionysus,Geometric mosaic with circles – west end,"2 tesserae with brown stains – crust. 10 x 10 x 5 mm, white tesserae with stain.",1-6-E
12,Field Sample 12,95bbe956-66b7-4d97-a5b0-48aae1e3d261,,,Orpheus_1988_12,GCI,Getty Conservation Institute,,,,1988,1988,tessera,,Orpheus,Cyprus,273313a0-f61a-4462-b7fd-8c11d43e9f90,,Paphos,House of Dionysus,Geometric mosaic with circles – east end,2 tesserae with flaking surface 10 x 10 x 5 mm.,1-6-E
13,Field Sample 13,53182dbf-445a-481f-a7b6-04fa1d5f30e0,,,Orpheus_1988_13,GCI,Getty Conservation Institute,,,,1988,1988,tessera,,Orpheus,Cyprus,273313a0-f61a-4462-b7fd-8c11d43e9f90,,Paphos,House of Dionysus,Geometric mosaic with circles – east end,"2 white tesserae.  Approx. 10 x 10 x 10 mm, some mortar around the tesserae.",1-6-E
14,Field Sample 14,ef3aa3e7-5898-4849-9fd0-2b78658319a9,,,Orpheus_1988_14,GCI,Getty Conservation Institute,,,,1988,1988,tessera,,Orpheus,Cyprus,273313a0-f61a-4462-b7fd-8c11d43e9f90,,Paphos,House of Dionysus,Geometric mosaic with circles – east end,3 stained white tesserae. Approx. 5 x 5 x 10 mm,1-6-E
15,Field Sample 15,d7b16cdb-4477-4e27-af0e-957ee7f3c228,,,Orpheus_1988_15,GCI,Getty Conservation Institute,,,,1988,1988,tessera,,Orpheus,Cyprus,273313a0-f61a-4462-b7fd-8c11d43e9f90,,Paphos,House of Orpheus,"Herakles mosaic – geometric frame, west",2 grey-stained white tesserae. Approx. 10 x 10 x 15 mm.,1-6-E
16,Field Sample 16,3bc2bed6-5df6-4a9d-98c0-e44eb98387e7,,,Orpheus_1988_16,GCI,Getty Conservation Institute,,,,1988,1988,tessera,,Orpheus,Cyprus,273313a0-f61a-4462-b7fd-8c11d43e9f90,,Paphos,House of Orpheus,"Herakles mosaic – geometric frame, south end",1 white unaffected tessera.  Small tessera 5 x 10 x 5 mm.,1-6-E
17,Field Sample 17,2a076a61-bb44-437c-8588-b1eb543f900d,,,Orpheus_1988_17,GCI,Getty Conservation Institute,,,,1988,1988,tessera,,Orpheus,Cyprus,273313a0-f61a-4462-b7fd-8c11d43e9f90,,Paphos,House of Orpheus,Herakles mosaic – geometric frame area between Herakles and Amazon panels,2 yellowed tesserae from area treated in 1984.   Approx. 10 x 10 x 5 mm with mortar surrounding.,1-6-E
18,Field Sample 18,392ccae9-4952-4a44-8380-259186d700d0,,,Orpheus_1988_18,GCI,Getty Conservation Institute,,,,1988,1988,tessera,,Orpheus,Cyprus,273313a0-f61a-4462-b7fd-8c11d43e9f90,,Paphos,House of Theseus,"Achilles Room – Geometric frame on east, from untreated part of floor","2 white tesserae, untreated and unaffected.  Approx. 15 x 20 x 10 mm, conservation material on top surface? (More saturated).",1-6-E
19,Field Sample 19,00942612-e629-45a8-9114-5187966a45f6,"Eric Doehne. Electron microprobe p.48 fig. 49, 50. SEM-EDX (spectrum), p. 52, fig. 66, 67 (Stanley-Price 1991).",12b6bd18-009f-4cc8-9d68-a2deaffa376d,Orpheus_1988_19,GCI,Getty Conservation Institute,,,,1988,1988,tessera,,Orpheus,Cyprus,273313a0-f61a-4462-b7fd-8c11d43e9f90,,Paphos,House of Theseus,"Achilles Room – Geometric frame on east, from area that was lifted and relaid under shelter.","2 white tesserae that are stained (relaid area).  Approx. 10 x 20 x 20 mm, conservation material on top surface? (More saturated).",1-6-E
20,Field Sample 20,84a3e9c8-5d44-42bd-b104-25bd39bffc15,,,Orpheus_1988_20,GCI,Getty Conservation Institute,,,,1988,1988,tessera,,Orpheus,Cyprus,273313a0-f61a-4462-b7fd-8c11d43e9f90,,Paphos,House of Theseus,"Achilles Room – Geometric frame on east, from area lifted and reset in open air","2 white tesserae apparently unaffected from relaying.  One piece 15 x 15 x 15 mm, the other is half this size.",1-6-E
21,Field Sample 21,842d93ae-331e-4506-9c58-bdeb091fa5b4,"Eric Doehne. Electron microprobe p. 48 fig. 51; p. 49, fig. 53, 54, 56; SEM-EDX (micrograph) p. 48, fig. 52, p. 49, fig. 55 (Stanley-Price 1991).",73777da6-8bcf-4534-99cc-e7e3fae91dd1,Orpheus_1988_21,GCI,Getty Conservation Institute,,,,1988,1988,tessera,,Orpheus,Cyprus,273313a0-f61a-4462-b7fd-8c11d43e9f90,,Paphos,House of Theseus,"Achilles Room – Geometric frame on east, from untreated area under cover","2 black tesserae, untreated and salt encrusted.  20 x 20 x 5 mm, some mortar on the side of the tesserae and fine white material (salt?) on the surface of one tesserae.",1-6-E
22,Field Sample 22,357cb271-c502-41a3-8ea5-117b6050eb63,,,Orpheus_1988_22,GCI,Getty Conservation Institute,,,,1988,1988,tessera,,Orpheus,Cyprus,273313a0-f61a-4462-b7fd-8c11d43e9f90,,Paphos,House of Teseus,"Achilles Room – Geometric frame on east, from untreated part","2 black tesserae, untreated and apparently unaffected by relaying.  No mortar surrounding the tesserae.  Approx. 15 x 20 x 10 mm.",1-6-E
23,Field Sample 23,d65d3eda-0fb2-4534-a58f-379f739fd265,Eric Doehne. Electron microprobe p. 50 fig. 57. SEM-EDX (spectrum) p. 53 fig. 68 (Stanley-Price 1991).,13c88094-b958-47bd-8bb2-27afedc5781a,Orpheus_1988_23,GCI,Getty Conservation Institute,,,,1988,1988,tessera,,Orpheus,Cyprus,273313a0-f61a-4462-b7fd-8c11d43e9f90,,Paphos,House of Theseus,"Achilles Room – Geometric frame on east, from part lifted and relaid under cover.","2 black tesserae, apparently unaffected by relaying, each approx. 10 x 15 x 15 m.",1-6-E
24,Field Sample 24,065e5a18-8501-4ad1-8a0b-94e388b1322a,,,Orpheus_1988_24,GCI,Getty Conservation Institute,,,,1988,1988,tessera,,Orpheus,Cyprus,273313a0-f61a-4462-b7fd-8c11d43e9f90,,Paphos,Mosaic east of House of Theseus,"Geometric frame on east, from part that was lifted and relaid under cover","2 black tesserae with some staining (relaid area) each approx. 15 x 15 x 15 mm, mortar surrounds the tesserae.",1-6-E
25,Field Sample 25,c3de576a-59e9-4d69-ab37-c062ff319b2d,,,Orpheus_1988_25,GCI,Getty Conservation Institute,,,,1988,1988,tessera,,Orpheus,Cyprus,273313a0-f61a-4462-b7fd-8c11d43e9f90,,Paphos,House of Dionysus,Circular mosaic to the east,"Problematic (flaking) white tesserae, 3 pieces of cream tesserae.",1-6-E
26,Field Sample 26,df671a6b-2f57-4fe4-8485-b833d82488c3,"Eric Doehne. Electron microprobe p. 50 fig. 58, SEM-EDX (spectrum) p. 53 fig. 69 (Stanley-Price 1991).",a2c3636f-d8b5-4779-a799-435a169a06ea,Orpheus_1988_26,GCI (Demetrios Michaelides),Getty Conservation Institute,Demetrios Michaelides,,,1988,1988,tessera,,Orpheus,Cyprus,273313a0-f61a-4462-b7fd-8c11d43e9f90,,Paphos,House of Dionysus,Vintage mosaic,"Two greenish black tesserae, each approx. 15 x 8 x 5 mm",1-6-E
27,Field Sample 27,f2a9bbb8-638b-4894-a306-78b33a64628b,"Eric Doehne. Electron microprobe p. 50 fig. 60; SEM-EDX (spectrum) p. 53, fig. 70 (Stanley-Price 1991).",1a39e92b-2df9-41b3-905c-2dfbe9baedad,Orpheus_1988_27,GCI (Demetrios Michaelides),Getty Conservation Institute,Demetrios Michaelides,,,6/1/1988,1988-06-01,tessera,,Orpheus,Cyprus,273313a0-f61a-4462-b7fd-8c11d43e9f90,,Paphos,Chryso-politissa,Unknown,1 white tesserae (taken for study collection) Size 10 x 15 x 15 mm Conservation material on top surface? (More saturated).,1-6-E
28,Field Sample 28,b49a2b3c-6ce5-4fe2-9e7b-1679b0dc061a,"Eric Doehne. Electron microprobe p. 51 fig. 61, 62 (Stanley-Price 1991).",15556f2e-fe1f-4652-964f-8d5754eedf84,Orpheus_1988_28,GCI (Demetrios Michaelides),Getty Conservation Institute,Demetrios Michaelides,,,6/1/1988,1988-06-01,tessera,,Orpheus,Cyprus,273313a0-f61a-4462-b7fd-8c11d43e9f90,,Paphos,Chryso-politissa,Unknown,1 grey tesserae (taken for study collection) Size 10 x 15 x 15 mm. Conservation material on top surface? (More saturated).,1-6-E
29,Field Sample 29,aa56e1bf-e8ac-4d07-9b11-c6a53528c5f8,Eric Doehne. Electron microprobe p. 51 fig. 63 (Stanley-Price 1991).,23667b3f-ddf9-450d-94a5-f2967e5d7cc4,Orpheus_1988_29,GCI (Demetrios Michaelides),Getty Conservation Institute,Demetrios Michaelides,,,6/1/1988,1988-06-01,tessera,,Orpheus,Cyprus,273313a0-f61a-4462-b7fd-8c11d43e9f90,,Paphos,Chryso-politissa,Unknown,1 reddish brown (taken for study collection) Size 12 x12 x 20 mm. Conservation material on top surface? (More saturated).,1-6-E
30,Field Sample 30,53c42b5b-82fe-49e2-99f0-f1d04c37e25e,Eric Doehne. Electron microprobe p. 51 fig. 64 (Stanley-Price 1991).,1a7c9ca7-9a71-49a6-a78c-8b7bef7e67a1,Orpheus_1988_30,GCI (Demetrios Michaelides),Getty Conservation Institute,Demetrios Michaelides,,,6/1/1988,1988-06-01,tessera,,Orpheus,Cyprus,273313a0-f61a-4462-b7fd-8c11d43e9f90,,Paphos,Chryso-politissa,Unknown,1 brown (taken for study collection). Size 10 x 10 x 10 mm  Conservation material on top surface?  (More saturated). Colour is very similar to pink samples.,1-6-E
31,Field Sample 31,a18692dc-5d8d-46b6-9da6-a9d93b22512d,Eric Doehne. Electron microprobe p. 52 fig. 65 (Stanley-Price 1991).,40d1a385-327a-440b-8f42-904642bbdca0,Orpheus_1988_31,GCI (Demetrios Michaelides),Getty Conservation Institute,Demetrios Michaelides,,,6/1/1988,1988-06-01,tessera,,Orpheus,Cyprus,273313a0-f61a-4462-b7fd-8c11d43e9f90,,Paphos,Chryso-politissa,Unknown,1 dark pink (taken for study collection) Size 12 x 12 x 15 mm. Conservation material on top surface?  (More saturated).,1-6-E
32,Field Sample 32,f8b563ca-d544-4a64-b79b-e1d8c0503234,,,Orpheus_1988_32,GCI (Demetrios Michaelides),Getty Conservation Institute,Demetrios Michaelides,,,6/1/1988,1988-06-01,tessera,,Orpheus,Cyprus,273313a0-f61a-4462-b7fd-8c11d43e9f90,,Paphos,Chryso-politissa,Unknown,1 light pink (taken for study collection). Size 10 x 15 x 15 mm.  Conservation material on top surface?  (More saturated).,1-6-E
33,Field Sample 33,1e90ccdc-dc83-4f7c-95e1-a02b8cfc0d88,,,Orpheus_1988_33,GCI,Getty Conservation Institute,,,,1988,1988,salt,,Orpheus,Cyprus,273313a0-f61a-4462-b7fd-8c11d43e9f90,,Paphos,No record,No record,,1-6-E
34,Field Sample 34,a3b23b37-ae03-4ebf-857e-459b977ef314,,,Orpheus_1988_34,GCI,Getty Conservation Institute,,,,1988,1988,plaster,,Orpheus,Cyprus,273313a0-f61a-4462-b7fd-8c11d43e9f90,,Paphos,No record,“just under the mosaics”,,1-6-E
35,Field Sample 35,13ca965f-2965-4de5-add1-3b60b20fdcbf,,,Orpheus_1988_35,Claire Dean,Claire Dean,,,,7/19/1989,1989-07-19,relaying adhesive,,Orpheus,Cyprus,273313a0-f61a-4462-b7fd-8c11d43e9f90,,Paphos,n/a,n/a,"Adhesive used in relaying Orpheus mosaic. Resin from Ciba Geigy, (LY560 with hardener HY560, 5:1). Sample from Claire Dean via NSP.",1-6-E
36,Field Sample 36,b8d42178-9f71-423f-8928-aa4f5a09ca14,,,Orpheus_1988_36,Claire Dean,Claire Dean,,,,7/19/1989,1989-07-19,support,,Orpheus,Cyprus,273313a0-f61a-4462-b7fd-8c11d43e9f90,,Paphos,n/a,n/a,Aluminum T-bar beam - support for Orpheus mosaic from Claire Dean via NSP,1-6-E
37,Field Sample 37,406d25f1-74d4-46b6-a260-3d37ee299251,,,Orpheus_1988_37,Claire Dean,Claire Dean,,,,7/19/1989,1989-07-19,support,,Orpheus,Cyprus,273313a0-f61a-4462-b7fd-8c11d43e9f90,,Paphos,n/a,n/a,Aerolam panel - Support for Orpheus mosaic - from Claire Dean via NSP,1-6-E
38,Field Sample 38,3e150512-a666-460c-be2f-a39b6bcbc9ff,,,Orpheus_2004_41,"Martha Demas, Neville Agnew",Martha Demas,Neville Agnew,,,9/5/2004,2004-09-05,granular material,,Orpheus,Cyprus,273313a0-f61a-4462-b7fd-8c11d43e9f90,,Paphos,House of Orpheus,"Orpheus mosaic South wall, east section, south face, from area of basal erosion","Granular material, cream coloured.  Taken from area containing salts ~ 50 g.",1-6-E
39,Field Sample 39,b1fb4668-b156-4a31-86ae-e6904320ab33,,,Orpheus_2004_42,"Martha Demas, Neville Agnew",Martha Demas,Neville Agnew,,,9/6/2004,2004-09-06,tessera,,Orpheus,Cyprus,273313a0-f61a-4462-b7fd-8c11d43e9f90,,Paphos,House of Orpheus,"Amazon and Heracles mosaic Red tesserae south of Heracles panel, in lunette. (East end of the mosaic that was not relaid)",Flakes of dark red tesserae,1-6-E
40,Field Sample 40,0ff3c981-7c65-416f-8248-603ad5ea92e8,,,Orpheus_2004_44,"Martha Demas, Neville Agnew",Martha Demas,Neville Agnew,,,9/7/2004,2004-09-07,relaying adhesive,,Orpheus,Cyprus,273313a0-f61a-4462-b7fd-8c11d43e9f90,,Paphos,House of Orpheus,Orpheus mosaic Below support panel,,1-6-E
41,Field Sample 41,f45b824e-355c-4498-9d34-6dbaf11b0c2b,,,Orpheus_2004_45,"Martha Demas, Neville Agnew",Martha Demas,Neville Agnew,,,9/7/2004,2004-09-07,tessera,,Orpheus,Cyprus,273313a0-f61a-4462-b7fd-8c11d43e9f90,,Paphos,House of Orpheus,"Amazon and Heracles mosaic Grey-blue element of geometric design south of Heracles panel, near lunette with red tesserae in the East end of the mosaic that was not relaid.",Grey blue flakes of tesserae,1-6-E
42,Field Sample 42,cda8d819-1128-4391-be0f-6581119f5b4c,,,Orpheus_2004_47,Tom Roby,Thomas Roby,,,,9/9/2004,2004-09-09,bedding mortar,,Orpheus,Cyprus,273313a0-f61a-4462-b7fd-8c11d43e9f90,,Paphos,House of Orpheus,Amazon and Heracles mosaic SE corner,"Bedding mortar, 2 pieces, approx. 20 x 20 x 5 mm.  Mortar consists of white (cement based?) matrix with large (5 mm) black/grey aggregates and finer particles.",1-6-E
43,Field Sample 43,c120d4b4-e1ec-45db-8409-578ccfb60060,,,Orpheus_2004_48,"Martha Demas, Neville Agnew",Martha Demas,Neville Agnew,,,9/10/2004,2004-09-10,bedding stratigraphy,,Orpheus,Cyprus,273313a0-f61a-4462-b7fd-8c11d43e9f90,,Paphos,House of Orpheus,Orpheus mosaic Square C6,"Bedding stratigraphy (epoxy/fibreglass layers, bedding mortar) approx. 1 x 1 x 1 mm. Stratigraphy: thin yellow layer with air bubbles at bottom (1 mm), white layer (5 mm), grey material with red (brick) pieces (incomplete layer). (Bedding material consists of white cement; marble powder; brick dust; pozzolana, Lafarge hydraulic lime 5:2:1:1:1).",1-6-E
44,Field Sample 44,75137ff0-7f07-46b0-9cfa-dd5a89a5cf45,,,Orpheus_2004_49,Tom Roby,Thomas Roby,,,,9/10/2004,2004-09-10,fill,,Orpheus,Cyprus,273313a0-f61a-4462-b7fd-8c11d43e9f90,,Paphos,House of Orpheus,Orpheus mosaic Square A1,"Two pieces of exterior fill, each approx. 15 x 15 mm.  Fill material is cream coloured with small black particles visible, the top surface of fill material is caramel coloured.",1-6-E
45,Field Sample 45,9a35c36d-aa69-4b45-8c2e-6ee2de94cfdb,,,Orpheus_2004_50,Tom Roby,Thomas Roby,,,,9/11/2004,2004-09-11,tessera,,Orpheus,Cyprus,273313a0-f61a-4462-b7fd-8c11d43e9f90,,Paphos,House of Orpheus,Amazon and Heracles mosaic East end (part not lifted and re-laid),"Surface flakes of tesserae (dark red, grey and pink).",1-6-E
46,Field Sample 46,b090b0b4-f3c4-45f1-b5c5-852ee5fd61c9,See also handwritten notes in storage location,5bfdf0b9-587d-4302-bcb7-63550cdb658e,B S1,Dulce Maria Grimaldi,Dulce Maria Grimaldi,,,,20080522,2008-05-22,Wall painting,,Cholula,Mexico,f4c44e22-201b-45c9-9f0b-0c4d9c3acdb9,,"Cholula, Puebla",Bebedores,Tunnel 5,Substrate without paint,1-6-F
47,Field Sample 47,aff41372-5318-47bd-a158-defb458016d2,See also handwritten notes in storage location,5bfdf0b9-587d-4302-bcb7-63550cdb658e,B2 S1,Dulce Maria Grimaldi,Dulce Maria Grimaldi,,,,,,Wall painting,Cross-section,Cholula,Mexico,f4c44e22-201b-45c9-9f0b-0c4d9c3acdb9,,"Cholula, Puebla",Bebedores,,Red pigment and earthen substrate,1-6-F
48,Field Sample 48,f2604bb6-7a7f-4c36-9ef4-323c8674d3ec,See also handwritten notes in storage location,5bfdf0b9-587d-4302-bcb7-63550cdb658e,B2 S2,Dulce Maria Grimaldi,Dulce Maria Grimaldi,,,,20080522,2008-05-22,Wall painting,Cross-section,Cholula,Mexico,f4c44e22-201b-45c9-9f0b-0c4d9c3acdb9,,"Cholula, Puebla",Bebedores,,Edging material adjacent to S1. Red color revealed beneath it.,1-6-F
49,Field Sample 49,cda1aca4-71f4-4732-9579-f4865b34e627,See also handwritten notes in storage location,5bfdf0b9-587d-4302-bcb7-63550cdb658e,B2 S3,Dulce Maria Grimaldi,Dulce Maria Grimaldi,,,,,,Wall painting,Cross-section,Cholula,Mexico,f4c44e22-201b-45c9-9f0b-0c4d9c3acdb9,,"Cholula, Puebla",Bebedores,,"Type 1  flake (large, flat, rigid) from disaggregated, salty lower area with active flaking",1-6-F
50,Field Sample 50,99bed6cd-efce-4f08-aa5a-36d5f49ab549,See also handwritten notes in storage location,5bfdf0b9-587d-4302-bcb7-63550cdb658e,B2 S4,Dulce Maria Grimaldi,Dulce Maria Grimaldi,,,,20080522,2008-05-22,Wall painting,,Cholula,Mexico,f4c44e22-201b-45c9-9f0b-0c4d9c3acdb9,,"Cholula, Puebla",Bebedores,,"Type II flake (small, curled)",1-6-F
51,Field Sample 51,4e881750-6263-409c-84f7-8d9079a2ad02,See also handwritten notes in storage location,5bfdf0b9-587d-4302-bcb7-63550cdb658e,B2 S5,Dulce Maria Grimaldi,Dulce Maria Grimaldi,,,,20080522,2008-05-22,Wall painting,,Cholula,Mexico,f4c44e22-201b-45c9-9f0b-0c4d9c3acdb9,,"Cholula, Puebla",Bebedores,,Rough fill material,1-6-F
52,Field Sample 52,5ffaf406-bf09-458e-9f27-c850c091a1ad,See also handwritten notes in storage location,5bfdf0b9-587d-4302-bcb7-63550cdb658e,B2 S6,Dulce Maria Grimaldi,Dulce Maria Grimaldi,,,,20080522,2008-05-22,Wall painting,,Cholula,Mexico,f4c44e22-201b-45c9-9f0b-0c4d9c3acdb9,,"Cholula, Puebla",Bebedores,,Scraping of original render layer from join between top of the painting and the ledge. Should only contain earth.,1-6-F
53,Field Sample 53,0b326013-4499-4b5c-8ff3-bf3900811ebb,See also handwritten notes in storage location,5bfdf0b9-587d-4302-bcb7-63550cdb658e,B3 S1,Dulce Maria Grimaldi,Dulce Maria Grimaldi,,,,,,Wall painting,Cross-section,Cholula,Mexico,f4c44e22-201b-45c9-9f0b-0c4d9c3acdb9,,"Cholula, Puebla",Bebedores,,"Flexible materials on the surface of painting. Appears to be a coating layer. Brownish yellowish in color and non-penetrating. Under UV vis, shows green fluorescence",1-6-F
54,Field Sample 54,fb5c62a9-6228-4d47-b582-2f6a97b62028,See also handwritten notes in storage location,5bfdf0b9-587d-4302-bcb7-63550cdb658e,B3 S2,Dulce Maria Grimaldi,Dulce Maria Grimaldi,,,,,,Wall painting,Cross-section,Cholula,Mexico,f4c44e22-201b-45c9-9f0b-0c4d9c3acdb9,,"Cholula, Puebla",Bebedores,,Smooth fill from upper edge of painting. Upper and lower render layers (fine and rough) from corners of the window in salty area where pigment has been post and redner is exposed.,1-6-F
55,Field Sample 55,cbd9f750-d9d0-4132-b858-039f6f179ba9,See also handwritten notes in storage location,5bfdf0b9-587d-4302-bcb7-63550cdb658e,B4 S1,Dulce Maria Grimaldi,Dulce Maria Grimaldi,,,,,,Wall painting,Cross-section,Cholula,Mexico,f4c44e22-201b-45c9-9f0b-0c4d9c3acdb9,,"Cholula, Puebla",Bebedores,,Red pigment and substrate from area heavily coated in polymer,1-6-F
56,Field Sample 56,08b339e7-f031-4221-a32d-6a47077d0d43,See also handwritten notes in storage location,5bfdf0b9-587d-4302-bcb7-63550cdb658e,B5 S1,Dulce Maria Grimaldi,Dulce Maria Grimaldi,,,,,,Wall painting,,Cholula,Mexico,f4c44e22-201b-45c9-9f0b-0c4d9c3acdb9,,"Cholula, Puebla",Bebedores,,Fill material,1-6-F
57,Field Sample 57,de8c8331-3b23-4109-8ec6-40e4999f264e,See also handwritten notes in storage location,5bfdf0b9-587d-4302-bcb7-63550cdb658e,B6,Dulce Maria Grimaldi,Dulce Maria Grimaldi,,,,20080522,2008-05-22,Wall painting,,Cholula,Mexico,f4c44e22-201b-45c9-9f0b-0c4d9c3acdb9,,"Cholula, Puebla",Bebedores,,Fill material,1-6-F
58,Field Sample 58,e21e735d-71e7-4c7f-a460-187d2c2c4c17,See also handwritten notes in storage location,5bfdf0b9-587d-4302-bcb7-63550cdb658e,B6 S1,Dulce Maria Grimaldi,Dulce Maria Grimaldi,,,,,,Wall painting,,Cholula,Mexico,f4c44e22-201b-45c9-9f0b-0c4d9c3acdb9,,"Cholula, Puebla",Bebedores,,,1-6-F
59,Field Sample 59,32ef1e35-ffc3-4859-b01f-a9c662e7df14,See also handwritten notes in storage location,5bfdf0b9-587d-4302-bcb7-63550cdb658e,C1 S1,Dulce Maria Grimaldi,Dulce Maria Grimaldi,,,,,,Wall painting,,Cholula,Mexico,f4c44e22-201b-45c9-9f0b-0c4d9c3acdb9,,"Cholula, Puebla",Chapulines,,Fill material 1. This type of fill material is grayih and very hard. On top of it is water droplets. Fill is from before 1958 (could be 1940's). Some of these fills have line etched around perimeter and whitish veil on the perimeter fill.,1-6-F
60,Field Sample 60,c45f4568-fc82-4f99-8023-921d3e3253c1,See also handwritten notes in storage location,5bfdf0b9-587d-4302-bcb7-63550cdb658e,C1 S2,Dulce Maria Grimaldi,Dulce Maria Grimaldi,,,,,,Wall painting,,Cholula,Mexico,f4c44e22-201b-45c9-9f0b-0c4d9c3acdb9,,"Cholula, Puebla",Chapulines,,"Fill material 2. This type of fill is grayish, very hard, and plastic appearance like PVA. Dated Feb. 1958 in inscription.",1-6-F
61,Field Sample 61,1afdd71f-0769-4ef8-93b2-3f0225f4fdfd,See also handwritten notes in storage location,5bfdf0b9-587d-4302-bcb7-63550cdb658e,C1 S3,Dulce Maria Grimaldi,Dulce Maria Grimaldi,,,,,,Wall painting,,Cholula,Mexico,f4c44e22-201b-45c9-9f0b-0c4d9c3acdb9,,"Cholula, Puebla",Chapulines,,"Fill material 2. is soft, white, and not shiny. May be lime and sand. Only occassionally found. Inscribed DR 4-11-72",1-6-F
