row,field_name,sample_uuid,SampRpt,report_uuid,SampID,SampBy,samp_by_edit 1,samp_by_edit 2,samp_by_edit 3,samp_by_edit 4,SampDate,SampDate_edtf,SampMaterial,SampType,FieldProj,Country,place_uuid,country_new_uuid,Site/Provenance,SubSite,SampLoc,SampDescript,StoreLoc
1970,Field Sample 1970,1bef6446-dce7-4ffe-bffd-328e1947804b,"x-sec,thin section,  XRD, micro-Raman, ESEM-EDX (CIRCe & GCI)",7e454c8b-05d9-40e2-b99f-c8c3da0f08f0,HERC_BCN_41_NOV13,Francesca Pique and Caterina Barnaba,Francesca Pique,Caterina Barnaba,,,201311,2013-11,Wall painting,Fragment,Herculaneum,Italy,04138f0a-3ae2-4fd0-88c7-7739277f432c,,Herculaneum,BCN,"BCN, Tablino, East wall",Fragment containing material from the first and second repair plasters as well as the finishing grey wash,"1-3-D, 1-3-E"
1971,Field Sample 1971,744a28c7-7e8c-42fa-a155-ecffecd0d57e,"x-sec,thin section,  XRD, micro-Raman, ESEM-EDX (CIRCe & GCI)",7e454c8b-05d9-40e2-b99f-c8c3da0f08f0,HERC_BCN_43_NOV13,Francesca Pique and Caterina Barnaba,Francesca Pique,Caterina Barnaba,,,201311,2013-11,Wall painting,Thin-section,Herculaneum,Italy,04138f0a-3ae2-4fd0-88c7-7739277f432c,,Herculaneum,BCN,"BCN, Tablino, East wall","Selective sampling of a fill, possibly cement, termed Mc","1-3-D, 1-3-E"
1972,Field Sample 1972,7e1f5a32-e3ff-40ee-8d62-b7d6dc01358b,"x-sec,thin section,  XRD, micro-Raman, ESEM-EDX (CIRCe & GCI)",7e454c8b-05d9-40e2-b99f-c8c3da0f08f0,HERC_BCN_43_NOV13,Francesca Pique and Caterina Barnaba,Francesca Pique,Caterina Barnaba,,,201311,2013-11,Wall painting,Scraping,Herculaneum,Italy,04138f0a-3ae2-4fd0-88c7-7739277f432c,,Herculaneum,BCN,"BCN, Tablino, East wall","Selective sampling of a fill, possibly cement, termed Mc","1-3-D, 1-3-E"
1973,Field Sample 1973,b865d993-cdb0-45b7-b886-f954f2298117,"x-sec,thin section,  XRD, micro-Raman, ESEM-EDX (CIRCe & GCI)",7e454c8b-05d9-40e2-b99f-c8c3da0f08f0,HERC_BCN_43_NOV13,Francesca Pique and Caterina Barnaba,Francesca Pique,Caterina Barnaba,,,201311,2013-11,Wall painting,Fragment,Herculaneum,Italy,04138f0a-3ae2-4fd0-88c7-7739277f432c,,Herculaneum,BCN,"BCN, Tablino, East wall","Selective sampling of a fill, possibly cement, termed Mc","1-3-D, 1-3-E"
1974,Field Sample 1974,93cea22c-8919-4f25-9cbd-dc0be8becd7e,"x-sec,thin section,  XRD, micro-Raman, ESEM-EDX (CIRCe & GCI)",7e454c8b-05d9-40e2-b99f-c8c3da0f08f0,HERC_BCN_48_NOV13,Francesca Pique and Caterina Barnaba,Francesca Pique,Caterina Barnaba,,,201311,2013-11,Wall painting,Thin-section,Herculaneum,Italy,04138f0a-3ae2-4fd0-88c7-7739277f432c,,Herculaneum,BCN,"BCN, Tablino, West wall",New tuff contaminated by salts,"1-3-D, 1-3-E"
1975,Field Sample 1975,cae664ae-81b4-46d1-ad4a-175124c155ab,"x-sec,thin section,  XRD, micro-Raman, ESEM-EDX (CIRCe & GCI)",7e454c8b-05d9-40e2-b99f-c8c3da0f08f0,HERC_BCN_48_NOV13,Francesca Pique and Caterina Barnaba,Francesca Pique,Caterina Barnaba,,,201311,2013-11,Wall painting,Cross-section,Herculaneum,Italy,04138f0a-3ae2-4fd0-88c7-7739277f432c,,Herculaneum,BCN,"BCN, Tablino, West wall",New tuff contaminated by salts,"1-3-D, 1-3-E"
1976,Field Sample 1976,5921bb2e-c761-4644-beb1-46d2faa057a2,"x-sec,thin section,  XRD, micro-Raman, ESEM-EDX (CIRCe & GCI)",7e454c8b-05d9-40e2-b99f-c8c3da0f08f0,HERC_BCN_48_NOV13,Francesca Pique and Caterina Barnaba,Francesca Pique,Caterina Barnaba,,,201311,2013-11,Wall painting,Scraping,Herculaneum,Italy,04138f0a-3ae2-4fd0-88c7-7739277f432c,,Herculaneum,BCN,"BCN, Tablino, West wall",New tuff contaminated by salts,"1-3-D, 1-3-E"
1977,Field Sample 1977,c4ea99ca-1f29-4f24-a559-bbd3b5b072ea,"x-sec,thin section,  XRD, micro-Raman, ESEM-EDX (CIRCe & GCI)",7e454c8b-05d9-40e2-b99f-c8c3da0f08f0,HERC_BCN_50,Francesca Pique and Caterina Barnaba,Francesca Pique,Caterina Barnaba,,,201311,2013-11,Wall painting,Thin-section,Herculaneum,Italy,04138f0a-3ae2-4fd0-88c7-7739277f432c,,Herculaneum,BCN,"BCN, Tablino, West wall","Selective sampling of backing plaster, termed M3.","1-3-D, 1-3-E"
1978,Field Sample 1978,f65919d6-2af7-49b9-8729-c0e8bb5ab0be,"x-sec,thin section,  XRD, micro-Raman, ESEM-EDX (CIRCe & GCI)",7e454c8b-05d9-40e2-b99f-c8c3da0f08f0,HERC_BCN_50,Francesca Pique and Caterina Barnaba,Francesca Pique,Caterina Barnaba,,,201311,2013-11,Wall painting,Scraping,Herculaneum,Italy,04138f0a-3ae2-4fd0-88c7-7739277f432c,,Herculaneum,BCN,"BCN, Tablino, West wall","Selective sampling of backing plaster, termed M3.","1-3-D, 1-3-E"
1979,Field Sample 1979,6b61f49f-6427-44a7-bb70-670feaa930d3,"x-sec,thin section,  XRD, micro-Raman, ESEM-EDX (CIRCe & GCI)",7e454c8b-05d9-40e2-b99f-c8c3da0f08f0,HERC_BCN_50,Francesca Pique and Caterina Barnaba,Francesca Pique,Caterina Barnaba,,,201311,2013-11,Wall painting,Fragment,Herculaneum,Italy,04138f0a-3ae2-4fd0-88c7-7739277f432c,,Herculaneum,BCN,"BCN, Tablino, West wall","Selective sampling of backing plaster, termed M3.","1-3-D, 1-3-E"
1980,Field Sample 1980,8a3d54c6-4020-4891-a6c2-f43e4687c6db,,,Herc_BCN_53,LR and KG,Leslie Rainer,K. Graves,,,20150901,2015-09-01,Wall painting,"Cross-section
Scraping
Unmounted materials",Herculaneum,Italy,04138f0a-3ae2-4fd0-88c7-7739277f432c,,Herculaneum,BCN,"BCN, Tablinlo, South wall","Red background, pink and white plaster","1-3-D, 1-3-E"
1981,Field Sample 1981,da7c2ac1-7099-4192-be29-a8e5f50f03c3,,,Herc_BCN_54,LR and KG,Leslie Rainer,K. Graves,,,20150901,2015-09-01,Wall painting,"Cross-section
Scraping
Unmounted materials",HerHerculaneum,Italy,04138f0a-3ae2-4fd0-88c7-7739277f432c,,Herculaneum,BCN,"BCN, Tablino, East wall (Frieze - EFI)",Black background and yellow background and tinted plaster,"1-3-D, 1-3-E"
1982,Field Sample 1982,e61a2055-daf9-4f89-badf-c272bd6f280b,,,Herc_BCN_55,LR and KG,Leslie Rainer,K. Graves,,,20150901,2015-09-01,Wall painting,"Cross-section
Scraping
Unmounted materials",Herculaneum,Italy,04138f0a-3ae2-4fd0-88c7-7739277f432c,,Herculaneum,BCN,"BCN, Tablino, West wall (Frieze - WF3)","Black background, Red background,and tinted plaster",
1983,Field Sample 1983,1f89652b-2799-4422-a39c-afb6862e1f54,,,Herc_BCN_56,LR and KG,Leslie Rainer,K. Graves,,,20150901,2015-09-01,Wall painting,"Cross-section
Scraping
Unmounted materials",Herculaneum,Italy,04138f0a-3ae2-4fd0-88c7-7739277f432c,,Herculaneum,BCN,"BCN, Tablino, South wall (Frieze - SW2)","Black background, red background, and tinted plaster","1-3-D, 1-3-E"
1984,Field Sample 1984,490f9504-6abd-411e-9467-3e035c7762e4,,,Herc_BCN_57,LR and KG,Leslie Rainer,K. Graves,,,20150901,2015-09-01,Wall painting,"Cross-section
Scraping
Unmounted materials",Herculaneum,Italy,04138f0a-3ae2-4fd0-88c7-7739277f432c,,Herculaneum,BCN,"BCN, Tablino, West wall (Frieze - WF2)",Red and yellow paint/egg and dart,"1-3-D, 1-3-E"
1985,Field Sample 1985,bbc29e07-3d01-44a6-955f-cce7daab8039,,,Herc_BCN_58,LR and KG,Leslie Rainer,K. Graves,,,20150901,2015-09-01,Wall painting,Unmounted materials,Herculaneum,Italy,04138f0a-3ae2-4fd0-88c7-7739277f432c,,Herculaneum,BCN,"BCN, Tablino, West wall (Frieze - WU1)","Red background, white plaster, grey plaster","1-3-D, 1-3-E"
1986,Field Sample 1986,8b73d284-18f0-4d16-b91a-ae60bb52e3f5,,,Herc_BCN_58_1,LR and KG,Leslie Rainer,K. Graves,,,20150901,2015-09-01,Wall painting,Cross-section,Herculaneum,Italy,04138f0a-3ae2-4fd0-88c7-7739277f432c,,Herculaneum,BCN,"BCN, Tablino, West wall (Frieze WU1)","Red background, white plaster, grey plaster","1-3-D, 1-3-E"
1987,Field Sample 1987,a3eb5db6-0aeb-4941-b97e-0acfdcc68812,,,Herc_BCN_58_2,LR and KG,Leslie Rainer,K. Graves,,,20150901,2015-09-01,Wall painting,Cross-section,Herculaneum,Italy,04138f0a-3ae2-4fd0-88c7-7739277f432c,,Herculaneum,BCN,"BCN, Tablino, West wall (WU1)","Red background, white plaster, grey plaster","1-3-D, 1-3-E"
1988,Field Sample 1988,d36879fa-4ae5-4f6c-a984-99d325a4bf0e,,,Herc_BCN_58_3,LR and KG,Leslie Rainer,K. Graves,,,20150901,2015-09-01,Wall painting,Cross-section,Herculaneum,Italy,04138f0a-3ae2-4fd0-88c7-7739277f432c,,Herculaneum,BCN,"BCN, Tablino, West wall (Frieze WU1)","Red background, white plaster, grey plaster","1-3-D, 1-3-E"
1989,Field Sample 1989,fee3f860-7e20-41a4-b3e5-ea5ebc235517,,,Herc_BCN_59,LR and KG,Leslie Rainer,K. Graves,,,20150901,2015-09-01,Wall painting,Unmounted materials,Herculaneum,Italy,04138f0a-3ae2-4fd0-88c7-7739277f432c,,Herculaneum,BCN,"BCN, Tablino, West wall (Frieze - WV1)","Black background, tinted plaster, grey plaster","1-3-D, 1-3-E"
1990,Field Sample 1990,233fd23f-51db-4ef1-94b0-c242b724e67c,,,Herc_BCN_59_1,LR and KG,Leslie Rainer,K. Graves,,,20150901,2015-09-01,Wall painting,Cross-section,Herculaneum,Italy,04138f0a-3ae2-4fd0-88c7-7739277f432c,,Herculaneum,BCN,"BCN, Tablino, West wall, (Frieze WV1)","Black background, tinted plaster, grey plaster","1-3-D, 1-3-E"
1991,Field Sample 1991,00299967-d149-46d6-8376-3a1df288a9ef,,,Herc_BCN_59_2,LR and KG,Leslie Rainer,K. Graves,,,20150901,2015-09-01,Wall painting,Cross-section,Herculaneum,Italy,04138f0a-3ae2-4fd0-88c7-7739277f432c,,Herculaneum,BCN,"BCN, Tablino, West wall (WV1)","Black background, tinted plaster, grey plaster","1-3-D, 1-3-E"
1992,Field Sample 1992,918e9ba4-ca82-4e75-9420-dd77b4d81ce2,,,Herc_BCN_59_3,LR and KG,Leslie Rainer,K. Graves,,,20150901,2015-09-01,Wall painting,Cross-section,Herculaneum,Italy,04138f0a-3ae2-4fd0-88c7-7739277f432c,,Herculaneum,BCN,"BCN, Tablino, West wall (WV1)","Black background, tinted plaster, grey plaster","1-3-D, 1-3-E"
1993,Field Sample 1993,649ae819-81ad-45f1-ae8f-ad2d9b007f2e,,,Herc_BCN_60,LR and KG,Leslie Rainer,K. Graves,,,20150901,2015-09-01,Wall painting,Fragment,Herculaneum,Italy,04138f0a-3ae2-4fd0-88c7-7739277f432c,,Herculaneum,BCN,"BCN, Tablino, East wall (Frieze EB3)",Grey plaster,"1-3-D, 1-3-E"
1994,Field Sample 1994,185184fb-d38d-414b-a06b-01a92fd6d7a9,,,Herc_BCN_60_1-5,LR and KG,Leslie Rainer,K. Graves,,,20150901,2015-09-01,Wall painting,Unmounted materials,Herculaneum,Italy,04138f0a-3ae2-4fd0-88c7-7739277f432c,,Herculaneum,BCN,"BCN, Tablino, East wall (Frieze - EB3)",Grey plaster,"1-3-D, 1-3-E"
1995,Field Sample 1995,7bd73f82-c789-4a3b-af40-44a737ad0154,,,Herc_BCN_60_1-2,LR and KG,Leslie Rainer,K. Graves,,,20150901,2015-09-01,Wall painting,Cross-section,Herculaneum,Italy,04138f0a-3ae2-4fd0-88c7-7739277f432c,,Herculaneum,BCN,"BCN, Tablino, East wall (Frieze EB3)",Grey plaster,"1-3-D, 1-3-E"
1996,Field Sample 1996,ea5f8254-364e-426f-a1c8-4de6094cd3c2,,,Herc_BCN_60_3,LR and KG,Leslie Rainer,K. Graves,,,20150901,2015-09-01,Wall painting,Cross-section,Herculaneum,Italy,04138f0a-3ae2-4fd0-88c7-7739277f432c,,Herculaneum,BCN,"BCN, Tablino, East wall (Frieze EB3)",Grey plaster,"1-3-D, 1-3-E"
1997,Field Sample 1997,258faaf9-4a54-43e9-895d-a1311111e8ad,,,Herc_BCN_60_4,LR and KG,Leslie Rainer,K. Graves,,,20150901,2015-09-01,Wall painting,Cross-section,Herculaneum,Italy,04138f0a-3ae2-4fd0-88c7-7739277f432c,,Herculaneum,BCN,"BCN, Tablino, East wall (Frieze EB3)",Grey plaster,"1-3-D, 1-3-E"
1998,Field Sample 1998,5d1fd708-bd81-48f7-8fe3-9f99c5051ea2,,,Herc_BCN_60_5,LR and KG,Leslie Rainer,K. Graves,,,20150901,2015-09-01,Wall painting,Cross-section,Herculaneum,Italy,04138f0a-3ae2-4fd0-88c7-7739277f432c,,Herculaneum,BCN,"BCN, Tablino, East wall (Frieze EB3)",Grey plaster,"1-3-D, 1-3-E"
1999,Field Sample 1999,7aa1a25e-c978-4a86-8c53-0dd3e525eb87,,,Herc_BCN_58_59_60,LR and KG,Leslie Rainer,K. Graves,,,20150901,2015-09-01,Wall painting,Powder/fragments,Herculaneum,Italy,04138f0a-3ae2-4fd0-88c7-7739277f432c,,Herculaneum,BCN,"BCN, Tablino
58: West wall (Frieze WU1)
59: West wall (Frieze WV1)
60: East wall (Frieze EB3)","XRD powders
58: Red background, white plaster, grey plaster
59: Black background, tinted plaster
60: Grey plaster","1-3-D, 1-3-E"
2000,Field Sample 2000,954ff94e-8b29-493c-95e9-41be5e6b3ecc,,,Herc_BCN_52,LR,Leslie Rainer,,,,201509,2015-09,Wall painting,"Cross-section
Unmounted materials",Herculaneum,Italy,04138f0a-3ae2-4fd0-88c7-7739277f432c,,Herculaneum,BCN,,,"1-3-D, 1-3-E"
2001,Field Sample 2001,964dfdf2-c856-4821-a599-815cf60e8b26,,,Herc_BCN_ss32,MG,MG,,,,20151005,2015-10-05,Wall painting,Scraping,Herculaneum,Italy,04138f0a-3ae2-4fd0-88c7-7739277f432c,,Herculaneum,BCN,"BCN, Tablino, West wall (WL1)",,"1-3-D, 1-3-E"
2002,Field Sample 2002,bff68523-99b2-4680-8a9b-1bef063c3b43,,,Herc_BCN_58,LR and KG,Leslie Rainer,K. Graves,,,201509,2015-09,Wall painting,"Powder
Scraping",Herculaneum,Italy,04138f0a-3ae2-4fd0-88c7-7739277f432c,,Herculaneum,BCN,"BCN, Tablino, West wall (WU1)","Red background, white plaster, grey plaster","1-3-D, 1-3-E"
2003,Field Sample 2003,ec7b8419-a043-42f9-858b-181c724c4ab1,,,Herc_BCN_59,LR and KG,Leslie Rainer,K. Graves,,,201509,2015-09,Wall painting,Scraping,Herculaneum,Italy,04138f0a-3ae2-4fd0-88c7-7739277f432c,,Herculaneum,BCN,"BCN, Tablino, West wall (WV1)","Black background, tinted plaster, grey plaster","1-3-D, 1-3-E"
2004,Field Sample 2004,bba121a8-1026-46c8-ab11-df8e4a4f7884,,,Herc_BCN_ss31,MG,MG,,,,20151005,2015-10-05,Wall painting,ESEM Stub,Herculaneum,Italy,04138f0a-3ae2-4fd0-88c7-7739277f432c,,Herculaneum,BCN,"BCN, Tablino, West wall (WL1)",Non-original coating with some pigment,"1-3-D, 1-3-E"
2005,Field Sample 2005,6666c804-006b-4331-8377-cda0cd19eb5b,,,Herc_BCN_57b,LR and KG,Leslie Rainer,K. Graves,,,20150901,2015-09-01,Wall painting,Scraping,Herculaneum,Italy,04138f0a-3ae2-4fd0-88c7-7739277f432c,,Herculaneum,BCN,"Herc_BCN_Tablino, West Wall (Frieze - WF2)","Red and yellow paint, egg and dart","1-3-D, 1-3-F"
2006,Field Sample 2006,75e36134-ea14-459f-b2ce-1f5ffa3b5f72,,,M7,GCI,Getty Conservation Institute,,,,200105,2001-05,Mortar,,Maya,Honduras,9309847d-7a8b-4544-a7ab-fc43f56593b3,,Copán,,Hieroglyphic Stairway,Lime (?). One large piece with smaller powder flaking off from it.,1-2-I
2007,Field Sample 2007,c5e88652-484a-4ac4-9d58-70e7e9ef5b73,,,M8,,,,,,200105,2001-05,Mortar,,Maya,Honduras,9309847d-7a8b-4544-a7ab-fc43f56593b3,,Copán,,"Hieroglyphic Stairway, East patio",Mortar - new work,1-2-I
2008,Field Sample 2008,cf4cc69e-6196-4971-999b-4926468bb5c0,,,M9,,,,,,200105,2001-05,Mortar,,Maya,Honduras,9309847d-7a8b-4544-a7ab-fc43f56593b3,,Copán,,Hieroglyphic Stairway,,1-2-I
2009,Field Sample 2009,ca904d46-89f2-4e30-a39c-745c18d026df,,,M10,,,,,,200105,2001-05,Mortar,,Maya,Honduras,9309847d-7a8b-4544-a7ab-fc43f56593b3,,Copán,,Hieroglyphic Stairway,Soft mortar,1-2-I
2010,Field Sample 2010,5a2181a3-04f0-4e38-8cab-9f88634e2d1b,,,EAI_SRP_7a_dec2015,Clemencia Vernaza,Clemencia Vernaza,,,,201512,2015-12,Wall painting,Fragment,EAI_SRP,Peru,d124bf25-8952-43ce-a189-c70fc540a194,,Cusco,Kuno Tambo,North Wall N8T,Red color. First decoration.,4-F
2011,Field Sample 2011,4cb4ae0e-b4d5-44c4-9ac3-f36e7ea4a111,,,EAI_SRP_8a_dec2015,Clemencia Vernaza,Clemencia Vernaza,,,,201512,2015-12,Wall painting,Powder/fragments,EAI_SRP,Peru,d124bf25-8952-43ce-a189-c70fc540a194,,Cusco,Kuno Tambo,East Wall E1B,Red color. First decoration?,4-F
2012,Field Sample 2012,cdcd3b5e-6547-4ec7-998d-c17fa308a06b,,,EAI_SRP_11a_dec2015,Clemencia Vernaza,Clemencia Vernaza,,,,201512,2015-12,Wall painting,Fragment,EAI_SRP,Peru,d124bf25-8952-43ce-a189-c70fc540a194,,Cusco,Kuno Tambo,East Wall E1B,Yellow ochre color. Layer?,4-F
2013,Field Sample 2013,5d60d3f9-39f9-4c97-a860-57e96ac92589,,,EAI_SRP_14a_dec2015,Clemencia Vernaza,Clemencia Vernaza,,,,201512,2015-12,Wall painting,Scraping,EAI_SRP,Peru,d124bf25-8952-43ce-a189-c70fc540a194,,Cusco,Kuno Tambo,North Column (Columna N),Red color. Layer?,4-F
2014,Field Sample 2014,65532f9d-39c8-4dd6-9b0b-96fd690c0a01,,,EAI_SRP_16a_dec2015,Clemencia Vernaza,Clemencia Vernaza,,,,201512,2015-12,Wall painting,Fragment,EAI_SRP,Peru,d124bf25-8952-43ce-a189-c70fc540a194,,Cusco,Kuno Tambo,South Wall S6B,"Red color. Layer?

Fragment in foil; fibers in vial.",4-F
2015,Field Sample 2015,8652f072-a1e0-42db-9284-3f6f1a712fcc,,,EAI_SRP_19a_dec2015,Clemencia Vernaza,Clemencia Vernaza,,,,201512,2015-12,Wall painting,Fragment,EAI_SRP,Peru,d124bf25-8952-43ce-a189-c70fc540a194,,Cusco,Kuno Tambo,South Wall S11T,Red color. Layer?,4-F
2016,Field Sample 2016,2e6fd2ac-e57f-4ad7-941f-d0773244f076,,,EAI_SRP_22a_dec2015,Clemencia Vernaza,Clemencia Vernaza,,,,201512,2015-12,Wall painting,Powder/fragments,EAI_SRP,Peru,d124bf25-8952-43ce-a189-c70fc540a194,,Cusco,Kuno Tambo,North Wall N3B,Red color checkered pattern. Layer?,4-F
2017,Field Sample 2017,18b1fbee-084d-494d-9a63-b61a2dfaee0c,,,EAI_SRP_23a_dec2015,Clemencia Vernaza,Clemencia Vernaza,,,,201512,2015-12,Wall painting,Powder/fragments,EAI_SRP,Peru,d124bf25-8952-43ce-a189-c70fc540a194,,Cusco,Kuno Tambo,North Wall N3B,Yellow ochre checkered pattern. Layer?,4-F
2018,Field Sample 2018,9d92d2c4-8911-4c15-93b1-4d64db8f21af,,,EAI_SRP_24a_dec2015,Clemencia Vernaza,Clemencia Vernaza,,,,201512,2015-12,Wall painting,Powder/fragments,EAI_SRP,Peru,d124bf25-8952-43ce-a189-c70fc540a194,,Cusco,Kuno Tambo,North Wall N3B,Red division lines checkered pattern. Layer?,4-F
2019,Field Sample 2019,d9908b83-a31a-40db-8be9-e0dbc161baaa,,,EAI_SRP_36a_dec2015,Clemencia Vernaza,Clemencia Vernaza,,,,201512,2015-12,Wall painting,Powder/fragments,EAI_SRP,Peru,d124bf25-8952-43ce-a189-c70fc540a194,,Cusco,Kuno Tambo,East Wall E1N (Coro),Red. Layer?,4-F
2020,Field Sample 2020,11cf713a-de46-4ca2-889c-5b56927c5e82,,,EAI_SRP_36b_dec2015,Clemencia Vernaza,Clemencia Vernaza,,,,201512,2015-12,Wall painting,Powder/fragments,EAI_SRP,Peru,d124bf25-8952-43ce-a189-c70fc540a194,,Cusco,Kuno Tambo,East Wall E1N (Coro),Green. Layer?,4-F
2021,Field Sample 2021,ce98a7f0-14b9-49f8-8ed4-9aecf8bb853b,,,EAI_SRP_36c_dec2015,Clemencia Vernaza,Clemencia Vernaza,,,,201512,2015-12,Wall painting,Fragment,EAI_SRP,Peru,d124bf25-8952-43ce-a189-c70fc540a194,,Cusco,Kuno Tambo,East Wall E1N (Coro),Yellow ochre. Layer?,4-F
2022,Field Sample 2022,e52d60c6-1fb8-484b-896d-3d804277c33a,,,EAI_SRP_38_dec2015,Clemencia Vernaza,Clemencia Vernaza,,,,201512,2015-12,Walll painting,Earth render,EAI_SRP,Peru,d124bf25-8952-43ce-a189-c70fc540a194,,Cusco,Kuno Tambo,South Wall S4B,Earth render,4-F
2023,Field Sample 2023,e756ff47-5ae4-4c33-a618-be72d4f03dd9,,,EAI_SRP_17_dec2015,Clemencia Vernaza,Clemencia Vernaza,,,,201512,2015-12,Wall painting,Powder/fragments,EAI_SRP,Peru,d124bf25-8952-43ce-a189-c70fc540a194,,Cusco,Kuno Tambo,,,4-F
2024,Field Sample 2024,8dc48fa7-94ac-4508-8129-a503259d19c6,,,EAI_SRP_20_dec2015,Clemencia Vernaza,Clemencia Vernaza,,,,201512,2015-12,Wall painting,Powder/fragments,EAI_SRP,Peru,d124bf25-8952-43ce-a189-c70fc540a194,,Cusco,Kuno Tambo,S10B,,4-F
2025,Field Sample 2025,3bbed294-3e88-40e3-a3bf-5ada1f280364,,,eai_srp_16a,,,,,,,,,,,,,,,,,,
2026,Field Sample 2026,1e100b6a-c527-492d-842a-91e359d41815,,,BR_MCh_2013_OWM1,GCI,Getty Conservation Institute,,,,2013,2013,Mortar,,Mosaics,Tunisia,a7447f41-9255-4805-a6c3-72c45768c1c2,true,Bulla Regia,Maison de la Chasse,Walls in Maison de la Chasse,"Original wall mortar from Maison de la Chasse, Bulla Regia.",1-4-F-4
2027,Field Sample 2027,5e1f9560-0574-4581-aa44-0cb595f5e361,,,BR_MCh_2013_OWM2,GCI,Getty Conservation Institute,,,,2013,2013,Mortar,,Mosaics,Tunisia,a7447f41-9255-4805-a6c3-72c45768c1c2,true,Bulla Regia,Maison de la Chasse,Walls in Maison de la Chasse,"Original wall mortar from Maison de la Chasse, Bulla Regia.",1-4-F-4
2028,Field Sample 2028,2c32113b-74f3-4c22-9ce4-cfdf82c37916,,,BR_MCh_2013_OWM3,GCI,Getty Conservation Institute,,,,2013,2013,Mortar,,Mosaics,Tunisia,a7447f41-9255-4805-a6c3-72c45768c1c2,true,Bulla Regia,Maison de la Chasse,Walls in Maison de la Chasse,"Original wall mortar from Maison de la Chasse, Bulla Regia.",1-4-F-4
2029,Field Sample 2029,55b1682b-6f78-42c8-968c-f0b11498e80e,,,BR_MCh_2013_OWM3,GCI,Getty Conservation Institute,,,,2013,2013,Mortar,,Mosaics,Tunisia,a7447f41-9255-4805-a6c3-72c45768c1c2,true,Bulla Regia,Maison de la Chasse,Walls in Maison de la Chasse,"Original wall mortar from Maison de la Chasse, Bulla Regia",1-4-F-4
2030,Field Sample 2030,a5470649-37fd-4e06-b85d-3c65d745c443,,,BR_MCh_2013_OWS1,GCI,Getty Conservation Institute,,,,2013,2013,Stone,,Mosaics,Tunisia,a7447f41-9255-4805-a6c3-72c45768c1c2,true,Bulla Regia,Maison de la Chasse,Walls in Maison de la Chasse,"Stone from walls. Maison de la Chasse, Bulla Regia.",1-4-F-4
2031,Field Sample 2031,1e2930ef-441d-434e-9f0b-3189d42bf8c3,,,BR_MCh_2013_T1,GCI,Getty Conservation Institute,,,,2013,2013,Tesserae,,Mosaics,Tunisia,a7447f41-9255-4805-a6c3-72c45768c1c2,true,Bulla Regia,Maison de la Chasse,,"Random tesserae from Maison de la Chasse, Bulla Regia.",1-4-F-4
2032,Field Sample 2032,99b39506-8951-4a86-9a17-3fe3c10e4994,,,BR_2013_BIN11b,GCI,Getty Conservation Institute,,,,2013,2013,Cement,Powder,Mosaics,Tunisia,a7447f41-9255-4805-a6c3-72c45768c1c2,true,Bulla Regia,,,Binder Specimen: Gray portland cement,1-6-E
2033,Field Sample 2033,2702e399-4880-4331-a521-e9e46b481fc5,,,BR_2013_BIN12b,GCI,Getty Conservation Institute,,,,2013,2013,Cement,Powder,Mosaics,Tunisia,a7447f41-9255-4805-a6c3-72c45768c1c2,true,Bulla Regia,,,Binder Specimen: White cement (unknown local Tunisian source),1-6-E
2034,Field Sample 2034,0dbd96de-c4d0-457e-8d00-9cdd3d024d8e,,,BR_2013_BIN5,GCI,Getty Conservation Institute,,,,2013,2013,Limestone,Powder,Mosaics,Tunisia,a7447f41-9255-4805-a6c3-72c45768c1c2,true,Bulla Regia,,,Binder Specimen: QUICKLIME SOLIMAN/FOUNDUK JADID Limestone,1-6-E
2035,Field Sample 2035,11a00004-da78-42f7-a32e-1e3241e0b690,,,BR_2013_BIN11a,GCI,Getty Conservation Institute,,,,2013,2013,Cement,Powder,Mosaics,Tunisia,a7447f41-9255-4805-a6c3-72c45768c1c2,true,Bulla Regia,,,Binder Specimen: Gray portland cement,1-6-E
2036,Field Sample 2036,c7acc01d-e2cf-47d7-be04-720fcf73f326,,,BR_2013_BIN12a,GCI,Getty Conservation Institute,,,,2013,2013,Cement,Powder,Mosaics,Tunisia,a7447f41-9255-4805-a6c3-72c45768c1c2,true,Bulla Regia,,,Binder Specimen: White cement (unknown local Tunisian source),1-6-E
2037,Field Sample 2037,bb439a00-8b57-4695-bfe4-5e571c1f8855,,,BR_2013_BIN4,GCI,Getty Conservation Institute,,,,2013,2013,Quicklime,Powder,Mosaics,Tunisia,a7447f41-9255-4805-a6c3-72c45768c1c2,true,Bulla Regia,,,Binder Specimen: Quicklime SFAX,1-6-E
2038,Field Sample 2038,4a2dcccc-d9a6-4852-aa10-9ff467c14a54,,,BR_2013_BIN1a,GCI,Getty Conservation Institute,,,,2013,2013,Cement,Powder,Mosaics,Tunisia,a7447f41-9255-4805-a6c3-72c45768c1c2,true,Bulla Regia,,,Binder Specimen: CEM II/ A-L 42.5 N White Cement (Tunisian standards-TS),1-6-E
2039,Field Sample 2039,0fdc88ae-cf0e-4a3b-9067-d9ef9439afa7,,,BR_2013_BIN1b,GCI,Getty Conservation Institute,,,,2013,2013,Cement,Powder,Mosaics,Tunisia,a7447f41-9255-4805-a6c3-72c45768c1c2,true,Bulla Regia,,,Binder Specimen: CEM II/ A-L 42.5 N White Cement (Tunisian standards-TS),1-6-E
