resourceinstanceid,graphid,graphpublicationid,principaluser_id,transactionid,name_tileid,name_name_content,name_name_type_,name_name_language_,name_transactionid,obj_type_tileid,obj_type_object_type,obj_type_transactionid,rsci_cur_loc_tileid,rsci_cur_loc_transactionid,rsci_cur_loc_related_objs,rsci_cur_own_tileid,rsci_cur_own_transactionid,rsci_cur_own_related_objs,rsci_removal_tileid,rsci_removal_transactionid,rsci_removal_related_objs,rsci_part_of_tileid,rsci_part_of_transactionid,rsci_part_of_related_objs
466f051a-1529-427d-9be5-d60be9d99073,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,126e39e6-a2b0-4bb9-9af3-a22e945b1c92,931f3923-1754-4ada-8437-506b3d69944c,"{""en"": {""value"": ""Sample A2 [Sample of 19th-century pigment mockup]"", ""direction"": ""ltr""}}","[{""uri"": ""http://localhost:8000/plugins/controlled-list-manager/item/5f400d39-3b6b-4b8a-939b-4e49787c7444"", ""labels"": [{""id"": ""17bcb856-be81-497a-b4b7-d9eb843e40cf"", ""value"": ""preferred terms"", ""language_id"": ""en"", ""list_item_id"": ""ebb6a126-533c-4b47-9011-1ff962fff276"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""9f1cf9a8-ce65-455f-ab1e-a9b36e9e23ce""}]","[{""uri"": ""http://vocab.getty.edu/aat/300388277"", ""labels"": [{""id"": ""bf59ca74-9146-4b2e-8ba7-3d7c30791491"", ""value"": ""English (language)"", ""language_id"": ""en"", ""list_item_id"": ""38729dbe-6d1c-48ce-bf47-e2a18945600e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f7fc4f6d-fd46-4881-846f-4a08bc1a3fef""}]",126e39e6-a2b0-4bb9-9af3-a22e945b1c92,12c03e1d-ae68-4924-8b83-9e316de584ae,"[{""uri"": ""http://vocab.getty.edu/aat/300028875"", ""labels"": [{""id"": ""b86fae98-e9a5-4527-a8d2-b1e920772c3a"", ""value"": ""samples"", ""language_id"": ""en"", ""list_item_id"": ""9db724b9-b3c7-4761-9a50-673d64a15bd8"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""56991802-f539-4b22-b5a9-b1945fceb52b""}]",126e39e6-a2b0-4bb9-9af3-a22e945b1c92,b5e8cc94-7f04-4b36-8f3a-fde48000c60a,126e39e6-a2b0-4bb9-9af3-a22e945b1c92,"[{""resourceId"": ""52c75bc1-7797-4ef8-b829-7ce771e4968a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""86950f59-eeb7-4f86-b14f-764f55def543"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",0b973051-5e97-44fd-b67c-be3864eb5dbb,126e39e6-a2b0-4bb9-9af3-a22e945b1c92,"[{""resourceId"": ""9392634f-e956-4776-b4a8-a924557a05f8"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""d50325c7-a389-49f9-8981-d0b8dc057090"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",e1acab12-0c07-4d23-be16-e66048e40dfd,126e39e6-a2b0-4bb9-9af3-a22e945b1c92,"[{""resourceId"": ""8fbd01f7-804b-4ae3-98bd-f9f18aa3cf3a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""0e3a7b1b-3152-4443-af02-2a763f604bda"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",1fff1d44-d1d8-4eac-b7cd-6fe42c5e6173,126e39e6-a2b0-4bb9-9af3-a22e945b1c92,"[{""resourceId"": ""8fbd01f7-804b-4ae3-98bd-f9f18aa3cf3a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""9e3129db-1cd1-4195-8f67-ee38b3aa7e3d"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]"
bc42ef5b-73da-45ca-923b-9bbf34e2084a,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,126e39e6-a2b0-4bb9-9af3-a22e945b1c92,7500b2e0-996b-4883-9ac3-34e6a680b547,"{""en"": {""value"": ""Sample C [Sample of 19th-century pigment mockup]"", ""direction"": ""ltr""}}","[{""uri"": ""http://localhost:8000/plugins/controlled-list-manager/item/5f400d39-3b6b-4b8a-939b-4e49787c7444"", ""labels"": [{""id"": ""17bcb856-be81-497a-b4b7-d9eb843e40cf"", ""value"": ""preferred terms"", ""language_id"": ""en"", ""list_item_id"": ""ebb6a126-533c-4b47-9011-1ff962fff276"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""9f1cf9a8-ce65-455f-ab1e-a9b36e9e23ce""}]","[{""uri"": ""http://vocab.getty.edu/aat/300388277"", ""labels"": [{""id"": ""bf59ca74-9146-4b2e-8ba7-3d7c30791491"", ""value"": ""English (language)"", ""language_id"": ""en"", ""list_item_id"": ""38729dbe-6d1c-48ce-bf47-e2a18945600e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f7fc4f6d-fd46-4881-846f-4a08bc1a3fef""}]",126e39e6-a2b0-4bb9-9af3-a22e945b1c92,9941df69-a667-4463-add2-9ced7d6b4e73,"[{""uri"": ""http://vocab.getty.edu/aat/300028875"", ""labels"": [{""id"": ""b86fae98-e9a5-4527-a8d2-b1e920772c3a"", ""value"": ""samples"", ""language_id"": ""en"", ""list_item_id"": ""9db724b9-b3c7-4761-9a50-673d64a15bd8"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""56991802-f539-4b22-b5a9-b1945fceb52b""}]",126e39e6-a2b0-4bb9-9af3-a22e945b1c92,cd8f298b-91e6-4e3e-a22a-554aeb3ab2ae,126e39e6-a2b0-4bb9-9af3-a22e945b1c92,"[{""resourceId"": ""52c75bc1-7797-4ef8-b829-7ce771e4968a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""162e5f44-b6aa-4da3-afee-7816233132da"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",7ecea449-3a27-4660-af24-0da1a2b242f8,126e39e6-a2b0-4bb9-9af3-a22e945b1c92,"[{""resourceId"": ""9392634f-e956-4776-b4a8-a924557a05f8"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""936bb779-f662-4cd5-b2a4-41665c292fb1"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",a54ab431-62c2-4e93-b02b-56e6fd910c58,126e39e6-a2b0-4bb9-9af3-a22e945b1c92,"[{""resourceId"": ""8fbd01f7-804b-4ae3-98bd-f9f18aa3cf3a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""1bc080bc-e468-4515-87fc-96c3f4df813b"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",1c2dcf4a-87b6-4eb7-aad6-2046c51ec588,126e39e6-a2b0-4bb9-9af3-a22e945b1c92,"[{""resourceId"": ""8fbd01f7-804b-4ae3-98bd-f9f18aa3cf3a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""d7df1df5-68a8-4100-a20f-0010f15627bb"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]"
