resourceinstanceid,graphid,graphpublicationid,principaluser_id,transactionid,tileid,name_content,name_type,name_language
e6d28c12-9efa-4d22-8ac9-acdb8a4f6087,da0ed58e-d771-11ef-af99-0275dc2ded29,3fd6e10e-d8c6-11ef-9ef7-0275dc2ded29,1,10d2be08-0849-4e6a-ab1d-3977cf6ccfdc,7115dbb8-9acf-443b-9d02-5366eae6c2a7,"{""en"": {""value"": ""Getty Conservation Institute (GCI) Reference Collection"", ""direction"": ""ltr""}}","[{""uri"": ""http://vocab.getty.edu/aat/300404670"", ""labels"": [{""id"": ""fd678ab3-39ae-44c8-b4dd-3dd3f94969be"", ""value"": ""preferred terms"", ""language_id"": ""en"", ""list_item_id"": ""5f400d39-3b6b-4b8a-939b-4e49787c7444"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""80028d07-9c98-48cf-84db-f77bc01c8bbc""}]","[{""uri"": ""http://vocab.getty.edu/aat/300388277"", ""labels"": [{""id"": ""bf59ca74-9146-4b2e-8ba7-3d7c30791491"", ""value"": ""English (language)"", ""language_id"": ""en"", ""list_item_id"": ""38729dbe-6d1c-48ce-bf47-e2a18945600e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f7fc4f6d-fd46-4881-846f-4a08bc1a3fef""}]"
