resourceinstanceid,graphid,graphpublicationid,principaluser_id,acq_tileid,acq_acquisition_type,acq_carried_out_by_related_objs,acq_transferred_title_from_related_objs,acq_time_tileid,acq_time_acquisition_timespan_begin_of_the_begin,acq_time_acquisition_timespan_end_of_the_begin,acq_time_acquisition_timespan_begin_of_the_end,acq_time_acquisition_timespan_end_of_the_end,acq_time_acquisition_timespan_type,acq_state_tileid,acq_state_acquisition_statement_content,acq_state_acquisition_statement_type,acq_state_acquisition_statement_language
03855676-3c5a-4bd6-a9b0-1056fdc37ab2,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,720b522d-7b4a-4373-ba24-cd7bcd9bb88c,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]","[{""resourceId"": ""f7620677-1d0e-4558-ae1e-790012525971"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""150abc5f-b3f9-47b7-a58d-9889b628332b"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]","[{""resourceId"": ""ba6ddc23-dd24-4162-a5a2-32afda5654f0"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""136ec214-01b3-49a8-88a4-97bc13fcc902"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",14e7598d-0908-49dc-8ca9-d6149ca97305,1986-01-01,1986-01-01,1986-12-31,1986-12-31,,,,,
6a5bcac2-d6d7-4669-8714-8e076d17259a,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,6d5e4f26-de9c-4a31-ae40-ab216f24d999,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]","[{""resourceId"": ""f7620677-1d0e-4558-ae1e-790012525971"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""0cb6b018-86d8-4ede-980c-4941aa69a495"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]","[{""resourceId"": ""ba6ddc23-dd24-4162-a5a2-32afda5654f0"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""c62956af-3684-4aba-b54f-7a40c050e567"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",0b0a6173-a5bd-441b-b8e3-01600cc4798b,1986-01-01,1986-01-01,1986-12-31,1986-12-31,,,,,
f740f36a-afda-4d8c-b8a4-7ddeb350a924,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,07c205f8-c02d-48d0-9d7e-d2a22144081a,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]","[{""resourceId"": ""f7620677-1d0e-4558-ae1e-790012525971"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""6a5b7b23-62d6-4438-9b74-78d277fcf4c1"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]","[{""resourceId"": ""ba6ddc23-dd24-4162-a5a2-32afda5654f0"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""12ff3c0b-b113-4205-910e-4f0fd479e92d"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",61e20a6d-eee7-467b-9ea2-279bb52efc6b,1986-01-01,1986-01-01,1986-12-31,1986-12-31,,,,,
6b97f055-87c0-4736-9e0d-6e5a9a4f6c38,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,67c04a32-4827-484c-8667-4adbf9c0ab41,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]","[{""resourceId"": ""f7620677-1d0e-4558-ae1e-790012525971"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""29588825-40b6-4137-9f05-0423c8c8841f"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]","[{""resourceId"": ""ba6ddc23-dd24-4162-a5a2-32afda5654f0"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""f3bccdf0-2957-4a74-861b-dce8e896095a"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",da44accc-2200-418b-85c1-c633f2fadce7,1986-01-01,1986-01-01,1986-12-31,1986-12-31,,,,,
1b806a60-dbcd-4cb3-ad75-0446402bc16c,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,967d9ab4-1e8e-4ccf-a979-57f0b04001fb,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]","[{""resourceId"": ""f7620677-1d0e-4558-ae1e-790012525971"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""9bb70d4b-d8d0-42cc-9e45-2cf593ef764f"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]","[{""resourceId"": ""ba6ddc23-dd24-4162-a5a2-32afda5654f0"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""de38354b-5392-4474-92b1-3c1807f364b7"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",c3bc2128-e6bb-4122-97c2-56fabe94b310,1986-01-01,1986-01-01,1986-12-31,1986-12-31,,,,,
bf0391e8-740b-47af-b4c9-44dab18815b2,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,e5dfc187-dbcb-46f6-b53b-39938e9a207e,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]","[{""resourceId"": ""f7620677-1d0e-4558-ae1e-790012525971"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""fed50715-dfd4-427b-913b-68a71209fc5b"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]","[{""resourceId"": ""ba6ddc23-dd24-4162-a5a2-32afda5654f0"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""b9bad53e-ef06-4a7d-8a2e-3120dbf0e880"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",0f875c4e-9250-491c-b074-34cbde817888,1986-01-01,1986-01-01,1986-12-31,1986-12-31,,,,,
ff1ecbef-cb32-4eb5-b5c8-e2c71c92143c,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,39d35986-88e9-4794-8a39-7a3bf7d42600,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]","[{""resourceId"": ""f7620677-1d0e-4558-ae1e-790012525971"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""b5b74357-b6be-4dc2-a3d3-4a2cebb14a9a"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]","[{""resourceId"": ""ba6ddc23-dd24-4162-a5a2-32afda5654f0"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""5c28ef2c-cedf-4f9a-80c6-9721c562e86a"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",2b5c0f58-f83e-4714-b31c-e6f2b3e7fdef,1986-01-01,1986-01-01,1986-12-31,1986-12-31,,,,,
e05691fe-458d-40a1-8a94-1f2a0ab807ea,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,479a6e5d-b11f-4135-928a-c556292eda59,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]","[{""resourceId"": ""f7620677-1d0e-4558-ae1e-790012525971"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""d73c1a29-0d76-4380-bfa1-15319fafeb19"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]","[{""resourceId"": ""ba6ddc23-dd24-4162-a5a2-32afda5654f0"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""39756b7f-7b4c-496d-a7cf-3cea6243b004"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",07f2013f-e45d-4348-8daf-1e97199ae3ca,1986-01-01,1986-01-01,1986-12-31,1986-12-31,,,,,
6617c7cf-8c0d-41fc-8278-15b6c91b2393,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,bcfa0ee2-aac4-4b89-8254-2d1a5db14482,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]","[{""resourceId"": ""f7620677-1d0e-4558-ae1e-790012525971"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""a5e42e3a-9225-46cb-9305-455973e85e44"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]","[{""resourceId"": ""ba6ddc23-dd24-4162-a5a2-32afda5654f0"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""5d89bf85-3e57-495d-a143-5a03d34f472b"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",96f1135c-a5e2-4d91-9146-31b00ef597f9,1986-01-01,1986-01-01,1986-12-31,1986-12-31,,,,,
8a8f42d2-8a54-4dc1-9569-f019337f7b91,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,7599d93e-fb6a-48a0-ad01-5c762010255d,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]","[{""resourceId"": ""f7620677-1d0e-4558-ae1e-790012525971"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""97853170-67a6-4710-ba3e-9d2720261b3b"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]","[{""resourceId"": ""ba6ddc23-dd24-4162-a5a2-32afda5654f0"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""f16aa872-8713-498f-8ff9-a076e5a6ad84"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",930e36af-3ca0-466e-aa58-4d9c03482e4b,1986-01-01,1986-01-01,1986-12-31,1986-12-31,,,,,
2dbfa680-2f05-4880-9a87-f7f2ec656283,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,6fab5448-79ba-4b16-97ec-e11fd3ec2712,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]","[{""resourceId"": ""f7620677-1d0e-4558-ae1e-790012525971"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""c50c4ab8-2ee4-4890-bff3-529f36ade1e6"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]","[{""resourceId"": ""ba6ddc23-dd24-4162-a5a2-32afda5654f0"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""ccd193f9-925c-4b81-a7cb-4da66baeece4"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",d74e4192-892c-4200-ab76-a58384cd7cbc,1986-01-01,1986-01-01,1986-12-31,1986-12-31,,,,,
c713de2c-713f-40e8-ba1a-49c45e72d961,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,d75b9050-e489-4a45-b9ee-7618d1dbb53e,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]","[{""resourceId"": ""f7620677-1d0e-4558-ae1e-790012525971"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""10d72f37-fdf9-4224-8e48-4fe672ee798d"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]","[{""resourceId"": ""ba6ddc23-dd24-4162-a5a2-32afda5654f0"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""5e160ece-15a7-4d2b-946e-a3fbe077fbab"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",fd5db6cf-056c-471a-ba82-a73ed6af008f,1986-01-01,1986-01-01,1986-12-31,1986-12-31,,,,,
6236ae72-c826-4573-a5d1-31fcf7b1a587,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,b52393bc-febf-4f0c-b817-026a4b3015d1,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]","[{""resourceId"": ""f7620677-1d0e-4558-ae1e-790012525971"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""04e37e95-8d0b-4aad-918f-c9dc7ac5b97c"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]","[{""resourceId"": ""ba6ddc23-dd24-4162-a5a2-32afda5654f0"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""346adeb8-9b4d-4dbf-b828-58bceadec3d4"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",67639687-8d3f-4695-a281-411564e337e5,1986-01-01,1986-01-01,1986-12-31,1986-12-31,,,,,
cc9aefd8-f6cd-4ef5-ae79-0bc56f67abb1,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,41d1367a-b7f4-4694-8d05-9a5f71a1f7d9,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]","[{""resourceId"": ""f7620677-1d0e-4558-ae1e-790012525971"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""08d9a327-108e-41f3-93c6-d965ba4760d6"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]","[{""resourceId"": ""ba6ddc23-dd24-4162-a5a2-32afda5654f0"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""8031b1f2-5c36-4c38-bc12-e721300b148a"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",81aad041-82c6-4d46-9273-38b097495677,1986-01-01,1986-01-01,1986-12-31,1986-12-31,,,,,
707b0a99-ed4b-4430-a48d-7d00bb8c5839,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,cf9aeab1-5b41-4231-bdf9-c5d67bfa0325,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]","[{""resourceId"": ""f7620677-1d0e-4558-ae1e-790012525971"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""7a00678f-eeee-44e8-a819-776c233052e7"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]","[{""resourceId"": ""ba6ddc23-dd24-4162-a5a2-32afda5654f0"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""26987a63-b6ef-4ea4-9ea8-5ad9d09fd1c7"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",3df608ca-7c6c-4689-b436-d30784a015b2,1986-01-01,1986-01-01,1986-12-31,1986-12-31,,,,,
330333be-634a-41a2-9350-5292b8159f02,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,d110e5c0-20ad-4e46-9d1e-6884e563aaed,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]","[{""resourceId"": ""f7620677-1d0e-4558-ae1e-790012525971"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""49dcdc52-f669-4ef0-b436-4f0a4c872c84"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]","[{""resourceId"": ""ba6ddc23-dd24-4162-a5a2-32afda5654f0"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""c45b45d2-02a3-443e-9a46-8d35dec0645d"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",288a3560-6632-47df-af0d-bbaac7abbdab,1986-01-01,1986-01-01,1986-12-31,1986-12-31,,,,,
49cf602d-535e-4bc0-8d85-242bb31a0883,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,9c77e5ea-098c-45d7-abae-5f259638737f,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]","[{""resourceId"": ""f7620677-1d0e-4558-ae1e-790012525971"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""45442dfb-c55f-4ef7-aaf2-ee49cb3053bc"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]","[{""resourceId"": ""ba6ddc23-dd24-4162-a5a2-32afda5654f0"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""35db5478-2c8a-45da-9a92-00693dead574"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",6e209c28-f97e-4f58-baf3-8b0b9bbcb500,1986-01-01,1986-01-01,1986-12-31,1986-12-31,,,,,
ba817ae4-c05c-41df-b01e-5530c934e030,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,14412412-70a8-4118-b1c6-51b0984b44dc,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]","[{""resourceId"": ""f7620677-1d0e-4558-ae1e-790012525971"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""84b8dd05-509a-4740-ab93-2dac029c4c41"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]","[{""resourceId"": ""ba6ddc23-dd24-4162-a5a2-32afda5654f0"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""0f2986b4-85ec-4b21-9dc3-7ff60e212ca2"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",57a8a194-6ce6-4ce3-bdd2-25cca82b6b4b,1986-01-01,1986-01-01,1986-12-31,1986-12-31,,,,,
bad0b342-3b61-4370-91fb-78b8261251cf,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,6ca3d419-9303-4129-93a7-bf619d0ddcb8,"[{""uri"": ""http://vocab.getty.edu/aat/300417644"", ""labels"": [{""id"": ""d0c85f2c-5f85-40d0-87b9-191fb71c507d"", ""value"": ""transfer (method of acquisition)"", ""language_id"": ""en"", ""list_item_id"": ""8913b62a-23fe-4a7e-aeca-52356160b92e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f3eca78c-7547-4ca5-a7eb-b130391b40ed""}]","[{""resourceId"": ""f7620677-1d0e-4558-ae1e-790012525971"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""8041e4c1-0b7e-4ba6-ba63-98284bbed0d8"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]","[{""resourceId"": ""ba6ddc23-dd24-4162-a5a2-32afda5654f0"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""8578b4e9-9b96-4d31-86dc-15634778fce8"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",c510dc33-e4cd-4097-9ace-a0bbdf2dc08f,1986-01-01,1986-01-01,1986-12-31,1986-12-31,,,,,
