resourceinstanceid,graphid,graphpublicationid,principaluser_id,color_tileid,color_color_name_content,color_color_name_type,color_color_name_language,color_nodegroupid,color_a_tileid,color_a_color_type,color_a_nodegroupid,color_b_tileid,color_b_color_type,color_b_nodegroupid,color_c_tileid,color_c_color_type,color_c_nodegroupid,color_d_tileid,color_d_color_type,color_d_nodegroupid
edba033c-480f-48d7-8d99-f3ebfbd86bcc,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,1b7992c2-7535-4567-9974-fcfc0e3e436c,"{""en"": {""value"": ""White"", ""direction"": ""ltr""}}","[""1a0dbab5-aab1-4d4e-a4f5-9267ab382fa2""]",bc35776b-996f-4fc1-bd25-9f6432c1f349,3aff54bc-0f3b-11f0-aa84-02460e9d2217,14901f65-8f90-433d-b20c-a5d31585bdc5,4d16adba-e698-463d-9d2c-efbb2b0897c5,3aff54bc-0f3b-11f0-aa84-02460e9d2217,,,,,,,,,
271dabd5-0967-4ef7-8a13-d7e0cfacf690,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,0f7a5b75-16fb-4f6b-967d-6dcf1f3ee094,"{""en"": {""value"": ""Yellow"", ""direction"": ""ltr""}}","[""1a0dbab5-aab1-4d4e-a4f5-9267ab382fa2""]",bc35776b-996f-4fc1-bd25-9f6432c1f349,3aff54bc-0f3b-11f0-aa84-02460e9d2217,fbfbb485-ef5b-488d-9f13-bdf6fc9bae75,835f1ef7-57a4-4c51-96ad-8ec63489e5ff,3aff54bc-0f3b-11f0-aa84-02460e9d2217,,,,,,,,,
80c3411b-e90e-4f11-be65-799a46ba4046,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,8a0a80d5-e2f7-49e7-9d90-dbdad2afebe2,"{""en"": {""value"": ""Black"", ""direction"": ""ltr""}}","[""1a0dbab5-aab1-4d4e-a4f5-9267ab382fa2""]",bc35776b-996f-4fc1-bd25-9f6432c1f349,3aff54bc-0f3b-11f0-aa84-02460e9d2217,dec41aed-6eab-4a58-a6a5-a93c7b0d649e,f6e81a55-08b1-4d8c-82b5-3a7847db01ec,3aff54bc-0f3b-11f0-aa84-02460e9d2217,,,,,,,,,
81575ebe-448e-41b2-807f-2e9851708279,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,7a6773e2-e3c2-460f-99cf-56c3f90a4453,"{""en"": {""value"": ""Red"", ""direction"": ""ltr""}}","[""1a0dbab5-aab1-4d4e-a4f5-9267ab382fa2""]",bc35776b-996f-4fc1-bd25-9f6432c1f349,3aff54bc-0f3b-11f0-aa84-02460e9d2217,2deb372b-5161-407d-99cf-4779c11ca1cc,998d35b2-cd0c-41a8-8296-5e229701bde3,3aff54bc-0f3b-11f0-aa84-02460e9d2217,,,,,,,,,
c12ed3b5-e084-44b0-a507-bda138301ac5,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,70fbb1d5-d8ec-4dc6-9c37-dbc46d044455,"{""en"": {""value"": ""Blue"", ""direction"": ""ltr""}}","[""1a0dbab5-aab1-4d4e-a4f5-9267ab382fa2""]",bc35776b-996f-4fc1-bd25-9f6432c1f349,3aff54bc-0f3b-11f0-aa84-02460e9d2217,c734fc83-4265-4cc3-a8d7-207752ec6834,3cac3ac3-7c0e-48bd-9b91-cf463b7767e8,3aff54bc-0f3b-11f0-aa84-02460e9d2217,,,,,,,,,
295cc914-4fe5-483e-aa03-24ee933ea3f3,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,47c857c3-066e-41f1-8433-1a984087adad,"{""en"": {""value"": ""Blue"", ""direction"": ""ltr""}}","[""1a0dbab5-aab1-4d4e-a4f5-9267ab382fa2""]",bc35776b-996f-4fc1-bd25-9f6432c1f349,3aff54bc-0f3b-11f0-aa84-02460e9d2217,920bc738-911b-436e-9d7a-bbf5049f4018,3cac3ac3-7c0e-48bd-9b91-cf463b7767e8,3aff54bc-0f3b-11f0-aa84-02460e9d2217,,,,,,,,,
1a86602b-bf8b-4b55-99d5-6b9dec0eae63,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,7a8811b1-f1e0-4eba-9fdc-d4df972ec8d6,"{""en"": {""value"": ""Black"", ""direction"": ""ltr""}}","[""1a0dbab5-aab1-4d4e-a4f5-9267ab382fa2""]",bc35776b-996f-4fc1-bd25-9f6432c1f349,3aff54bc-0f3b-11f0-aa84-02460e9d2217,91362ba6-23cc-4081-a9cd-b55dcca20922,f6e81a55-08b1-4d8c-82b5-3a7847db01ec,3aff54bc-0f3b-11f0-aa84-02460e9d2217,,,,,,,,,
32d1f0b3-ed37-4316-95fe-15f273958639,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,43e9e086-6a33-4385-a66a-488a11b5a26d,"{""en"": {""value"": ""Orange"", ""direction"": ""ltr""}}","[""1a0dbab5-aab1-4d4e-a4f5-9267ab382fa2""]",bc35776b-996f-4fc1-bd25-9f6432c1f349,3aff54bc-0f3b-11f0-aa84-02460e9d2217,41632c98-f3d7-4681-8420-cef45cd9971a,b7a2bb22-6c1d-41ab-90a8-730875306043,3aff54bc-0f3b-11f0-aa84-02460e9d2217,,,,,,,,,
b8cde2af-9d3b-48aa-b22c-d6a7d860690b,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,0df72ff8-e567-49f4-a7d5-cbe67094e7a9,"{""en"": {""value"": ""Yellow"", ""direction"": ""ltr""}}","[""1a0dbab5-aab1-4d4e-a4f5-9267ab382fa2""]",bc35776b-996f-4fc1-bd25-9f6432c1f349,3aff54bc-0f3b-11f0-aa84-02460e9d2217,db856b0f-a32f-4c52-ba27-b62c4220b868,835f1ef7-57a4-4c51-96ad-8ec63489e5ff,3aff54bc-0f3b-11f0-aa84-02460e9d2217,,,,,,,,,
de6df9dd-8f89-4e04-a020-88fb773c74b7,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,3c1ae2eb-f3d8-426a-b19e-7b3cd4b4361d,"{""en"": {""value"": ""Brown"", ""direction"": ""ltr""}}","[""1a0dbab5-aab1-4d4e-a4f5-9267ab382fa2""]",bc35776b-996f-4fc1-bd25-9f6432c1f349,3aff54bc-0f3b-11f0-aa84-02460e9d2217,494e408d-94d7-47a9-b96f-e9db06a3e870,bb3d1a69-3ffa-4a21-b94e-8fa994d87446,3aff54bc-0f3b-11f0-aa84-02460e9d2217,,,,,,,,,
2b3c18a6-6598-4ce3-9e8b-f11c47487151,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,1f858ef5-019d-4fb2-8eba-98c82b2c0edf,"{""en"": {""value"": ""Brown"", ""direction"": ""ltr""}}","[""1a0dbab5-aab1-4d4e-a4f5-9267ab382fa2""]",bc35776b-996f-4fc1-bd25-9f6432c1f349,3aff54bc-0f3b-11f0-aa84-02460e9d2217,7b73531e-8e73-4e9d-ab3c-9e596cc3e9e8,bb3d1a69-3ffa-4a21-b94e-8fa994d87446,3aff54bc-0f3b-11f0-aa84-02460e9d2217,,,,,,,,,
8c127212-edae-4ad1-ab10-da0c1716b125,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,e4af63d5-84c5-42c9-a3c5-365ead7bcd72,"{""en"": {""value"": ""Yellow"", ""direction"": ""ltr""}}","[""1a0dbab5-aab1-4d4e-a4f5-9267ab382fa2""]",bc35776b-996f-4fc1-bd25-9f6432c1f349,3aff54bc-0f3b-11f0-aa84-02460e9d2217,4531c782-bc95-4f51-b761-46518793416c,835f1ef7-57a4-4c51-96ad-8ec63489e5ff,3aff54bc-0f3b-11f0-aa84-02460e9d2217,,,,,,,,,
de6171d7-df49-4530-90b4-b8b8d9c0489d,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,a2a33077-986a-4847-8d4d-cf2d46735645,"{""en"": {""value"": ""Yellow"", ""direction"": ""ltr""}}","[""1a0dbab5-aab1-4d4e-a4f5-9267ab382fa2""]",bc35776b-996f-4fc1-bd25-9f6432c1f349,3aff54bc-0f3b-11f0-aa84-02460e9d2217,0f0d1819-68f5-46d4-8118-0a898cffb7b5,835f1ef7-57a4-4c51-96ad-8ec63489e5ff,3aff54bc-0f3b-11f0-aa84-02460e9d2217,,,,,,,,,
8c53e191-43a6-468b-8504-8ab0a53aeb9a,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,0aa3b171-b578-4cc0-8a11-3bdb8c2e3898,"{""en"": {""value"": ""Red"", ""direction"": ""ltr""}}","[""1a0dbab5-aab1-4d4e-a4f5-9267ab382fa2""]",bc35776b-996f-4fc1-bd25-9f6432c1f349,3aff54bc-0f3b-11f0-aa84-02460e9d2217,499048b8-8807-4e6b-b793-36fc7072f9cd,998d35b2-cd0c-41a8-8296-5e229701bde3,3aff54bc-0f3b-11f0-aa84-02460e9d2217,,,,,,,,,
76c183ed-348a-42f9-9aff-49a687eab64f,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,6aa8bd3d-ac5a-4986-8098-b6c917a6f458,"{""en"": {""value"": ""Brown"", ""direction"": ""ltr""}}","[""1a0dbab5-aab1-4d4e-a4f5-9267ab382fa2""]",bc35776b-996f-4fc1-bd25-9f6432c1f349,3aff54bc-0f3b-11f0-aa84-02460e9d2217,bfc02a1c-ef43-4c89-b8c3-194f018af24b,bb3d1a69-3ffa-4a21-b94e-8fa994d87446,3aff54bc-0f3b-11f0-aa84-02460e9d2217,,,,,,,,,
7accaf24-ad8c-4206-9a14-8fd9778a9005,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,1a13bca4-0c7d-4181-a5e5-d223a014f548,"{""en"": {""value"": ""Yellow"", ""direction"": ""ltr""}}","[""1a0dbab5-aab1-4d4e-a4f5-9267ab382fa2""]",bc35776b-996f-4fc1-bd25-9f6432c1f349,3aff54bc-0f3b-11f0-aa84-02460e9d2217,068540ba-f554-4b29-9bbd-38b86d93de22,835f1ef7-57a4-4c51-96ad-8ec63489e5ff,3aff54bc-0f3b-11f0-aa84-02460e9d2217,,,,,,,,,
5647876e-46e0-4e9a-9b36-64e73aefb2d9,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,f7eebabd-8945-4128-bfc1-43f20f93c190,"{""en"": {""value"": ""Yellow"", ""direction"": ""ltr""}}","[""1a0dbab5-aab1-4d4e-a4f5-9267ab382fa2""]",bc35776b-996f-4fc1-bd25-9f6432c1f349,3aff54bc-0f3b-11f0-aa84-02460e9d2217,0277d040-75dd-4e66-9397-26b8a67c000a,835f1ef7-57a4-4c51-96ad-8ec63489e5ff,3aff54bc-0f3b-11f0-aa84-02460e9d2217,,,,,,,,,
6e28f88a-ce58-4630-9a2d-b0c2a3e56518,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,cf1c59e3-0422-4266-8b9b-2c6305b272e5,"{""en"": {""value"": ""Gray"", ""direction"": ""ltr""}}","[""1a0dbab5-aab1-4d4e-a4f5-9267ab382fa2""]",bc35776b-996f-4fc1-bd25-9f6432c1f349,3aff54bc-0f3b-11f0-aa84-02460e9d2217,093c38db-fb17-4009-ab05-e58c856f6237,444fe2e7-9ed7-4bef-bd57-947ffc1dd822,3aff54bc-0f3b-11f0-aa84-02460e9d2217,,,,,,,,,
6ea0bd2f-1c09-4671-9fbd-364820f9ee5f,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,b3e56a0c-f88e-4d50-92d2-7dc82df7fa6d,"{""en"": {""value"": ""Green"", ""direction"": ""ltr""}}","[""1a0dbab5-aab1-4d4e-a4f5-9267ab382fa2""]",bc35776b-996f-4fc1-bd25-9f6432c1f349,3aff54bc-0f3b-11f0-aa84-02460e9d2217,42037acf-77eb-4ba8-922e-a39521a847ea,d50967f8-b23c-4590-a5d0-866c2683cec2,3aff54bc-0f3b-11f0-aa84-02460e9d2217,,,,,,,,,
decd8ebb-9bf2-4ffc-a641-046c6d3c3d0d,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,60b18ea3-50d3-44ce-875d-b8da8d160e6f,"{""en"": {""value"": ""Orange"", ""direction"": ""ltr""}}","[""1a0dbab5-aab1-4d4e-a4f5-9267ab382fa2""]",bc35776b-996f-4fc1-bd25-9f6432c1f349,3aff54bc-0f3b-11f0-aa84-02460e9d2217,761ec070-dcfd-48f6-ba9a-a6f50c941112,b7a2bb22-6c1d-41ab-90a8-730875306043,3aff54bc-0f3b-11f0-aa84-02460e9d2217,,,,,,,,,
844f7f65-ee51-4b27-ad93-cf993c1c1c5c,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,ba095505-150b-4110-85b5-b77d192a1355,"{""en"": {""value"": ""Brown"", ""direction"": ""ltr""}}","[""1a0dbab5-aab1-4d4e-a4f5-9267ab382fa2""]",bc35776b-996f-4fc1-bd25-9f6432c1f349,3aff54bc-0f3b-11f0-aa84-02460e9d2217,07d5ac6d-6596-40e3-b19c-b83cf181e097,bb3d1a69-3ffa-4a21-b94e-8fa994d87446,3aff54bc-0f3b-11f0-aa84-02460e9d2217,,,,,,,,,
c553a40e-e09c-4ad8-b66c-bbee1d7d8307,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,d9ad38cd-a0c2-43f0-9136-de435dd58740,"{""en"": {""value"": ""Orange"", ""direction"": ""ltr""}}","[""1a0dbab5-aab1-4d4e-a4f5-9267ab382fa2""]",bc35776b-996f-4fc1-bd25-9f6432c1f349,3aff54bc-0f3b-11f0-aa84-02460e9d2217,6ee7862c-51c4-4c19-9160-a4d9cd20dc61,b7a2bb22-6c1d-41ab-90a8-730875306043,3aff54bc-0f3b-11f0-aa84-02460e9d2217,,,,,,,,,
ef55dc72-0dd4-47ad-81ee-91a2984c9c0c,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,ffba0b14-0896-46ab-b84c-446c33f7b1c8,"{""en"": {""value"": ""Yellow"", ""direction"": ""ltr""}}","[""1a0dbab5-aab1-4d4e-a4f5-9267ab382fa2""]",bc35776b-996f-4fc1-bd25-9f6432c1f349,3aff54bc-0f3b-11f0-aa84-02460e9d2217,fe60f92b-4f73-43f2-9b1e-c8a9c1b9baff,835f1ef7-57a4-4c51-96ad-8ec63489e5ff,3aff54bc-0f3b-11f0-aa84-02460e9d2217,,,,,,,,,
b2dcba73-b38b-4cd1-aa4f-b125147c06bf,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,4ce70ae4-b291-4187-8764-aa78df40dfb1,"{""en"": {""value"": ""Red"", ""direction"": ""ltr""}}","[""1a0dbab5-aab1-4d4e-a4f5-9267ab382fa2""]",bc35776b-996f-4fc1-bd25-9f6432c1f349,3aff54bc-0f3b-11f0-aa84-02460e9d2217,2cd96fcf-8f79-4a62-bafd-2a9e82312658,998d35b2-cd0c-41a8-8296-5e229701bde3,3aff54bc-0f3b-11f0-aa84-02460e9d2217,,,,,,,,,
f9cf8b56-608e-4309-b26a-6e80366d93d6,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,838ea943-d222-438d-bdd6-073bf720a704,"{""en"": {""value"": ""Black"", ""direction"": ""ltr""}}","[""1a0dbab5-aab1-4d4e-a4f5-9267ab382fa2""]",bc35776b-996f-4fc1-bd25-9f6432c1f349,3aff54bc-0f3b-11f0-aa84-02460e9d2217,c156a5d5-79ef-423f-a6ca-6e9853c9d5b8,f6e81a55-08b1-4d8c-82b5-3a7847db01ec,3aff54bc-0f3b-11f0-aa84-02460e9d2217,,,,,,,,,
6db6e337-13de-468f-a100-5e7b8a73c7e3,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,aa47070d-bf98-493d-ba9b-1072ad90fca5,"{""en"": {""value"": ""Yellow"", ""direction"": ""ltr""}}","[""1a0dbab5-aab1-4d4e-a4f5-9267ab382fa2""]",bc35776b-996f-4fc1-bd25-9f6432c1f349,3aff54bc-0f3b-11f0-aa84-02460e9d2217,94a26d5f-45cc-4e62-8a94-6f8dfdcb8e18,835f1ef7-57a4-4c51-96ad-8ec63489e5ff,3aff54bc-0f3b-11f0-aa84-02460e9d2217,,,,,,,,,
73646225-9796-4467-85dc-21127924d4fc,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,1536125a-85fd-46a6-9745-9e2e4f88e670,"{""en"": {""value"": ""Red"", ""direction"": ""ltr""}}","[""1a0dbab5-aab1-4d4e-a4f5-9267ab382fa2""]",bc35776b-996f-4fc1-bd25-9f6432c1f349,3aff54bc-0f3b-11f0-aa84-02460e9d2217,2355dcb8-c1be-4acd-bd19-322bb9a4fd58,998d35b2-cd0c-41a8-8296-5e229701bde3,3aff54bc-0f3b-11f0-aa84-02460e9d2217,,,,,,,,,
eec155b8-6379-4041-856b-27479544ae25,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,8a50b6c3-21e9-4614-9f74-14746445ecba,"{""en"": {""value"": ""Red"", ""direction"": ""ltr""}}","[""1a0dbab5-aab1-4d4e-a4f5-9267ab382fa2""]",bc35776b-996f-4fc1-bd25-9f6432c1f349,3aff54bc-0f3b-11f0-aa84-02460e9d2217,9e248c99-96d0-4832-a84d-fca1a6b0d0ac,998d35b2-cd0c-41a8-8296-5e229701bde3,3aff54bc-0f3b-11f0-aa84-02460e9d2217,,,,,,,,,
4907689c-7761-4742-8d1f-81330b5f558c,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,9cde26d5-e4d0-40e1-9d14-a035c3635ae9,"{""en"": {""value"": ""Yellow"", ""direction"": ""ltr""}}","[""1a0dbab5-aab1-4d4e-a4f5-9267ab382fa2""]",bc35776b-996f-4fc1-bd25-9f6432c1f349,3aff54bc-0f3b-11f0-aa84-02460e9d2217,4198fd5a-8619-48f4-be42-99352d223fa9,835f1ef7-57a4-4c51-96ad-8ec63489e5ff,3aff54bc-0f3b-11f0-aa84-02460e9d2217,,,,,,,,,
703bceaf-9259-41f1-b529-a276f0e1c268,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,d85fda35-5bdc-4153-a0cd-f72d5223a871,"{""en"": {""value"": ""Red"", ""direction"": ""ltr""}}","[""1a0dbab5-aab1-4d4e-a4f5-9267ab382fa2""]",bc35776b-996f-4fc1-bd25-9f6432c1f349,3aff54bc-0f3b-11f0-aa84-02460e9d2217,dd77c3bf-6aa6-4994-a2fa-41442a2c7d7f,998d35b2-cd0c-41a8-8296-5e229701bde3,3aff54bc-0f3b-11f0-aa84-02460e9d2217,,,,,,,,,
a656528e-9e5a-4b8a-b5ad-f085523714d3,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,33ca75b7-bc67-46f3-a96c-a603a0688ebd,"{""en"": {""value"": ""Blue"", ""direction"": ""ltr""}}","[""1a0dbab5-aab1-4d4e-a4f5-9267ab382fa2""]",bc35776b-996f-4fc1-bd25-9f6432c1f349,3aff54bc-0f3b-11f0-aa84-02460e9d2217,1afc8b5c-467e-4549-83a2-ade7c676f5c1,3cac3ac3-7c0e-48bd-9b91-cf463b7767e8,3aff54bc-0f3b-11f0-aa84-02460e9d2217,,,,,,,,,
4f329f92-319f-42d5-b3a8-1ba8521eecf3,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,dbe78050-db14-4dd5-a8e3-80adeb4974e8,"{""en"": {""value"": ""Red"", ""direction"": ""ltr""}}","[""1a0dbab5-aab1-4d4e-a4f5-9267ab382fa2""]",bc35776b-996f-4fc1-bd25-9f6432c1f349,3aff54bc-0f3b-11f0-aa84-02460e9d2217,40ff536a-94d1-4061-9c96-fe42e74237f5,998d35b2-cd0c-41a8-8296-5e229701bde3,3aff54bc-0f3b-11f0-aa84-02460e9d2217,,,,,,,,,
15760dfc-43ae-4132-80bc-d1078993c021,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,94916dfa-f74b-4cff-a06c-f9233b5b47e5,"{""en"": {""value"": ""Yellow"", ""direction"": ""ltr""}}","[""1a0dbab5-aab1-4d4e-a4f5-9267ab382fa2""]",bc35776b-996f-4fc1-bd25-9f6432c1f349,3aff54bc-0f3b-11f0-aa84-02460e9d2217,9a863543-d6b5-4c07-a754-69bc47e9db63,835f1ef7-57a4-4c51-96ad-8ec63489e5ff,3aff54bc-0f3b-11f0-aa84-02460e9d2217,,,,,,,,,
edfd902d-3557-4f9b-b503-e2ea3300e9dd,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,e1f13984-80b5-4329-a3bc-41fe72266f05,"{""en"": {""value"": ""Yellow"", ""direction"": ""ltr""}}","[""1a0dbab5-aab1-4d4e-a4f5-9267ab382fa2""]",bc35776b-996f-4fc1-bd25-9f6432c1f349,3aff54bc-0f3b-11f0-aa84-02460e9d2217,9f6afa16-f77d-4c3c-8897-ef44c6f5be37,835f1ef7-57a4-4c51-96ad-8ec63489e5ff,3aff54bc-0f3b-11f0-aa84-02460e9d2217,,,,,,,,,
bde8dc10-724d-4a14-8a81-16f4b34009cc,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,7bad809a-566e-4e84-893f-4032254efeae,"{""en"": {""value"": ""Red"", ""direction"": ""ltr""}}","[""1a0dbab5-aab1-4d4e-a4f5-9267ab382fa2""]",bc35776b-996f-4fc1-bd25-9f6432c1f349,3aff54bc-0f3b-11f0-aa84-02460e9d2217,02bdc40c-fbd4-4827-87b5-d05b2ba96811,998d35b2-cd0c-41a8-8296-5e229701bde3,3aff54bc-0f3b-11f0-aa84-02460e9d2217,,,,,,,,,
07b4833c-c36b-49ea-b6a3-e2801061aaf2,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,b70eefb9-21f9-446b-8595-cddcde27c9a3,"{""en"": {""value"": ""Amber"", ""direction"": ""ltr""}}","[""1a0dbab5-aab1-4d4e-a4f5-9267ab382fa2""]",bc35776b-996f-4fc1-bd25-9f6432c1f349,3aff54bc-0f3b-11f0-aa84-02460e9d2217,60c3d231-1403-408f-83a5-9a16631d6ee3,835f1ef7-57a4-4c51-96ad-8ec63489e5ff,3aff54bc-0f3b-11f0-aa84-02460e9d2217,,,,,,,,,
47f23bc5-8ee4-49be-bafb-d1d37976fec9,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,435523b3-2c2f-43e7-b023-452eb1b9cc95,"{""en"": {""value"": ""White"", ""direction"": ""ltr""}}","[""1a0dbab5-aab1-4d4e-a4f5-9267ab382fa2""]",bc35776b-996f-4fc1-bd25-9f6432c1f349,3aff54bc-0f3b-11f0-aa84-02460e9d2217,db96aebf-e461-422c-ade7-bdd9fe657a0b,4d16adba-e698-463d-9d2c-efbb2b0897c5,3aff54bc-0f3b-11f0-aa84-02460e9d2217,,,,,,,,,
a93c9d14-c650-425d-9624-3113e9743b62,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,d5cc331e-6f9c-4fa9-a093-1a6f61d82b10,"{""en"": {""value"": ""Light Yellow"", ""direction"": ""ltr""}}","[""1a0dbab5-aab1-4d4e-a4f5-9267ab382fa2""]",bc35776b-996f-4fc1-bd25-9f6432c1f349,3aff54bc-0f3b-11f0-aa84-02460e9d2217,a129ebd5-f7f2-4834-a9fd-ac0c29dcff24,835f1ef7-57a4-4c51-96ad-8ec63489e5ff,3aff54bc-0f3b-11f0-aa84-02460e9d2217,,,,,,,,,
6e72512e-a130-4197-9815-d4f800bb6050,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,670978eb-2371-4b8b-bf41-acb0bebfc8ca,"{""en"": {""value"": ""Light Yellow"", ""direction"": ""ltr""}}","[""1a0dbab5-aab1-4d4e-a4f5-9267ab382fa2""]",bc35776b-996f-4fc1-bd25-9f6432c1f349,3aff54bc-0f3b-11f0-aa84-02460e9d2217,b1ac2e92-a53a-4123-8697-cfe079a52284,835f1ef7-57a4-4c51-96ad-8ec63489e5ff,3aff54bc-0f3b-11f0-aa84-02460e9d2217,,,,,,,,,
856e3242-7761-4f16-ad53-42f24a9aad67,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,b955483b-1c46-4957-8674-b860e6bb1cc0,"{""en"": {""value"": ""Yellow"", ""direction"": ""ltr""}}","[""1a0dbab5-aab1-4d4e-a4f5-9267ab382fa2""]",bc35776b-996f-4fc1-bd25-9f6432c1f349,3aff54bc-0f3b-11f0-aa84-02460e9d2217,1760e464-ce79-4330-8269-00fbb7d9d2e6,835f1ef7-57a4-4c51-96ad-8ec63489e5ff,3aff54bc-0f3b-11f0-aa84-02460e9d2217,,,,,,,,,
0175f298-5982-458b-9cfa-f907662cfc1c,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,171d9a64-50f1-4107-9cb9-1ac8945a0b1e,"{""en"": {""value"": ""Light Yellow"", ""direction"": ""ltr""}}","[""1a0dbab5-aab1-4d4e-a4f5-9267ab382fa2""]",bc35776b-996f-4fc1-bd25-9f6432c1f349,3aff54bc-0f3b-11f0-aa84-02460e9d2217,de6acf1f-882c-4fa4-b5b1-4b5c7fd494f9,835f1ef7-57a4-4c51-96ad-8ec63489e5ff,3aff54bc-0f3b-11f0-aa84-02460e9d2217,,,,,,,,,
eabcd5a8-156c-44b7-bce3-8b1e11795e4d,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,cc7a6bad-f304-4f8e-b36d-50b1b4453268,"{""en"": {""value"": ""Amber"", ""direction"": ""ltr""}}","[""1a0dbab5-aab1-4d4e-a4f5-9267ab382fa2""]",bc35776b-996f-4fc1-bd25-9f6432c1f349,3aff54bc-0f3b-11f0-aa84-02460e9d2217,04746d16-d256-49ea-b4c1-a1c2e8226df6,835f1ef7-57a4-4c51-96ad-8ec63489e5ff,3aff54bc-0f3b-11f0-aa84-02460e9d2217,,,,,,,,,
