resourceinstanceid,graphid,graphpublicationid,principaluser_id,gbif_name_tileid,gbif_name_name_content,gbif_name_name_type_,gbif_name_name_language_,gbif_name_nodegroupid,gbif_tileid,gbif_statement_content,gbif_statement_type,gbif_statement_language_,gbif_nodegroupid,mat_tileid,mat_material,mat_nodegroupid,chem_tileid,chem_material_data_assignment_name_content,chem_material_data_assignment_name_type,chem_material_data_assignment_name_language,chem_nodegroupid,mix_tileid,mix_mixture_type,mix_mixture_type_metatype,mix_nodegroupid
97a61d8d-227c-4e0f-b6c3-6edeea7561ea,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,55a5f4cd-6d84-4891-8957-6fd7c3d607bb,"{""en"": {""value"": ""Santalum spicatum"", ""direction"": ""ltr""}}","[""983b7351-17ec-47d7-a42a-c6444dc91df4""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]",bda409e0-d376-11ef-a239-0275dc2ded29,02f979b1-327c-4b82-ada6-e9042e50eebc,"{""en"": {""value"": ""Santalum spicatum (https://www.gbif.org/species/3788877)"", ""direction"": ""ltr""}}","[""0fccc7ca-50fd-4b67-abcd-aff15396cbfa""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]",bda499a0-d376-11ef-a239-0275dc2ded29,f7b54f05-a922-4d56-8c9d-fe0422b36f3f,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]",bda47b64-d376-11ef-a239-0275dc2ded29,,"""""","""""","""""",,,"""""",,
c70b8d90-c4d6-49be-ad1a-eeed95f3eeaf,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,eee6b2b1-aad3-43c4-adf3-63b491c275e4,"{""en"": {""value"": ""Anacardium excelsum"", ""direction"": ""ltr""}}","[""983b7351-17ec-47d7-a42a-c6444dc91df4""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]",bda409e0-d376-11ef-a239-0275dc2ded29,447d459a-a296-4166-ad15-8f61b0cb8ea5,"{""en"": {""value"": ""Anacardium excelsum (https://www.gbif.org/species/5544303)"", ""direction"": ""ltr""}}","[""0fccc7ca-50fd-4b67-abcd-aff15396cbfa""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]",bda499a0-d376-11ef-a239-0275dc2ded29,0abbcb4b-3432-4768-b012-dfe99778d418,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]",bda47b64-d376-11ef-a239-0275dc2ded29,,"""""","""""","""""",,,"""""",,
19de52b5-52db-467d-8f86-536155797280,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,2817f97c-9d8f-44d8-8a04-5ee8c13b4b2e,"{""en"": {""value"": ""Faurea saligna"", ""direction"": ""ltr""}}","[""983b7351-17ec-47d7-a42a-c6444dc91df4""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]",bda409e0-d376-11ef-a239-0275dc2ded29,2fb6ac22-fe24-49ae-8b58-e3dad7580b87,"{""en"": {""value"": ""Faurea saligna (https://www.gbif.org/species/5636801)"", ""direction"": ""ltr""}}","[""0fccc7ca-50fd-4b67-abcd-aff15396cbfa""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]",bda499a0-d376-11ef-a239-0275dc2ded29,9e5bb84b-0adf-4fed-8020-b5248a01797f,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]",bda47b64-d376-11ef-a239-0275dc2ded29,,"""""","""""","""""",,,"""""",,
dde0ffb6-107c-4bb1-96c5-1c4181ce4295,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,486cf49f-a3c9-4a74-9a88-47f76da5c956,"{""en"": {""value"": ""Rhamnus californica"", ""direction"": ""ltr""}}","[""983b7351-17ec-47d7-a42a-c6444dc91df4""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]",bda409e0-d376-11ef-a239-0275dc2ded29,d9289c63-b926-48e5-bce9-30e4392111bc,"{""en"": {""value"": ""Rhamnus californica (https://www.gbif.org/species/3039460)"", ""direction"": ""ltr""}}","[""0fccc7ca-50fd-4b67-abcd-aff15396cbfa""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]",bda499a0-d376-11ef-a239-0275dc2ded29,115a3f5d-39fb-42c3-98ac-5926cffe3a9b,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]",bda47b64-d376-11ef-a239-0275dc2ded29,,"""""","""""","""""",,,"""""",,
ea39f516-4f7d-484c-8fbd-bb549b62b06e,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,1200b15a-1f11-42f1-be96-bbbff74ed5c8,"{""en"": {""value"": ""Parinari rodolphii"", ""direction"": ""ltr""}}","[""983b7351-17ec-47d7-a42a-c6444dc91df4""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]",bda409e0-d376-11ef-a239-0275dc2ded29,24a63b10-c553-4189-ae91-75cfd8955669,"{""en"": {""value"": ""Parinari rodolphii (https://www.gbif.org/species/2984970)"", ""direction"": ""ltr""}}","[""0fccc7ca-50fd-4b67-abcd-aff15396cbfa""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]",bda499a0-d376-11ef-a239-0275dc2ded29,4842334b-62b5-4ff4-bfef-0065ade2821e,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]",bda47b64-d376-11ef-a239-0275dc2ded29,,"""""","""""","""""",,,"""""",,
3a58ed66-5f3f-408e-8e30-02808c74ac5d,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,,"""""","""""","""""",,,"""""","""""","""""",,d90e92f9-ceb4-484e-9233-fd3c889de60a,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]",bda47b64-d376-11ef-a239-0275dc2ded29,,"""""","""""","""""",,,"""""",,
c5bf52df-6bac-4f3f-b473-2c446f82ce59,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,956986d0-c02d-4c36-af8e-d454ed24512e,"{""en"": {""value"": ""Eschweilera odora"", ""direction"": ""ltr""}}","[""983b7351-17ec-47d7-a42a-c6444dc91df4""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]",bda409e0-d376-11ef-a239-0275dc2ded29,a2d9f40f-9748-4179-96d2-e84995a4d860,"{""en"": {""value"": ""Eschweilera odora (https://www.gbif.org/species/3083237)"", ""direction"": ""ltr""}}","[""0fccc7ca-50fd-4b67-abcd-aff15396cbfa""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]",bda499a0-d376-11ef-a239-0275dc2ded29,d88c80a2-d31e-4c60-b8cb-36cddecf2804,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]",bda47b64-d376-11ef-a239-0275dc2ded29,,"""""","""""","""""",,,"""""",,
adce591a-78dc-46f1-b719-a30e9328c407,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,,"""""","""""","""""",,,"""""","""""","""""",,87aa2cbd-3e0b-4b29-b3b9-b7e3723329a3,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]",bda47b64-d376-11ef-a239-0275dc2ded29,,"""""","""""","""""",,,"""""",,
b793f513-6cd8-4eb9-92bb-d160e5d326fc,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,ce937bad-f23f-49bf-8dd0-34f33776614e,"{""en"": {""value"": ""Chlorophora regia"", ""direction"": ""ltr""}}","[""983b7351-17ec-47d7-a42a-c6444dc91df4""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]",bda409e0-d376-11ef-a239-0275dc2ded29,952f9a8c-fcfe-461a-aad3-a1bc7b3cc273,"{""en"": {""value"": ""Chlorophora regia (https://www.gbif.org/species/5572398)"", ""direction"": ""ltr""}}","[""0fccc7ca-50fd-4b67-abcd-aff15396cbfa""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]",bda499a0-d376-11ef-a239-0275dc2ded29,7556417b-4dcd-4f8e-a26a-49c3907d020f,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]",bda47b64-d376-11ef-a239-0275dc2ded29,,"""""","""""","""""",,,"""""",,
6a0bacb2-02a8-45f0-af6d-82220141d343,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,bd37d05e-6a54-458c-9f4c-6b855e8358b9,"{""en"": {""value"": ""Casuarina cristata"", ""direction"": ""ltr""}}","[""983b7351-17ec-47d7-a42a-c6444dc91df4""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]",bda409e0-d376-11ef-a239-0275dc2ded29,93bfd820-ac47-432d-acf7-4948e14f830f,"{""en"": {""value"": ""Casuarina cristata (https://www.gbif.org/species/2891927)"", ""direction"": ""ltr""}}","[""0fccc7ca-50fd-4b67-abcd-aff15396cbfa""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]",bda499a0-d376-11ef-a239-0275dc2ded29,9aac9607-d5ee-4d76-b3e6-8948bb478ab7,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]",bda47b64-d376-11ef-a239-0275dc2ded29,,"""""","""""","""""",,,"""""",,
04ab2388-d3ed-4c29-8ae9-c95007cd8824,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,50403a6f-fdb8-483e-ba83-ffab01355507,"{""en"": {""value"": ""Picea rubens"", ""direction"": ""ltr""}}","[""983b7351-17ec-47d7-a42a-c6444dc91df4""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]",bda409e0-d376-11ef-a239-0275dc2ded29,27316055-b1c4-4bd7-8900-2ef2e95a069e,"{""en"": {""value"": ""Picea rubens (https://www.gbif.org/species/5284717)"", ""direction"": ""ltr""}}","[""0fccc7ca-50fd-4b67-abcd-aff15396cbfa""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]",bda499a0-d376-11ef-a239-0275dc2ded29,9473fe2d-06dc-44c0-b96b-14a79c65a2fb,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]",bda47b64-d376-11ef-a239-0275dc2ded29,,"""""","""""","""""",,,"""""",,
9470d4f5-f649-459b-b526-8fbf1b20bca7,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,3ef88ac1-a937-46fb-a879-4c68210cedcd,"{""en"": {""value"": ""Libidibia"", ""direction"": ""ltr""}}","[""983b7351-17ec-47d7-a42a-c6444dc91df4""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]",bda409e0-d376-11ef-a239-0275dc2ded29,7d0ed642-2a41-430c-be96-56e028772188,"{""en"": {""value"": ""Libidibia (https://www.gbif.org/species/6376506)"", ""direction"": ""ltr""}}","[""0fccc7ca-50fd-4b67-abcd-aff15396cbfa""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]",bda499a0-d376-11ef-a239-0275dc2ded29,58d624d0-99b5-4699-9326-5edbca29fc76,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]",bda47b64-d376-11ef-a239-0275dc2ded29,,"""""","""""","""""",,,"""""",,
5980e673-b065-458a-a550-0a421163a400,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,4c31269d-920f-4596-91ee-d1ad14e6d159,"{""en"": {""value"": ""Ocotea schomburgkiana"", ""direction"": ""ltr""}}","[""983b7351-17ec-47d7-a42a-c6444dc91df4""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]",bda409e0-d376-11ef-a239-0275dc2ded29,b45f80a6-17dc-40e7-94f9-f61fc4de89f6,"{""en"": {""value"": ""Ocotea schomburgkiana (https://www.gbif.org/species/4182863)"", ""direction"": ""ltr""}}","[""0fccc7ca-50fd-4b67-abcd-aff15396cbfa""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]",bda499a0-d376-11ef-a239-0275dc2ded29,9cdf9d71-c5b9-4d55-b8b0-0f8521b74f88,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]",bda47b64-d376-11ef-a239-0275dc2ded29,,"""""","""""","""""",,,"""""",,
570fcf37-82a7-4a22-91d9-b2fa1727bbe0,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,,"""""","""""","""""",,,"""""","""""","""""",,6dac2389-9152-4dde-b58e-d2c591c5a154,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]",bda47b64-d376-11ef-a239-0275dc2ded29,,"""""","""""","""""",,,"""""",,
ae8523f2-2849-4cd7-bf88-8fb5786848ba,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,,"""""","""""","""""",,,"""""","""""","""""",,fc253fe9-f2c6-44c3-87a1-b4cd5fd0050b,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]",bda47b64-d376-11ef-a239-0275dc2ded29,,"""""","""""","""""",,,"""""",,
f93ebb56-2e71-459b-9227-7f0a94646fc2,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,67022fe1-bf9a-449f-9371-79ef72f95393,"{""en"": {""value"": ""Celastrus scandens"", ""direction"": ""ltr""}}","[""983b7351-17ec-47d7-a42a-c6444dc91df4""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]",bda409e0-d376-11ef-a239-0275dc2ded29,1d72fe2b-790c-4e9c-8a9b-79d2d7ca7172,"{""en"": {""value"": ""Celastrus scandens (https://www.gbif.org/species/3169171)"", ""direction"": ""ltr""}}","[""0fccc7ca-50fd-4b67-abcd-aff15396cbfa""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]",bda499a0-d376-11ef-a239-0275dc2ded29,c6fa8abe-9bef-477f-8df8-2b2633cccfd0,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]",bda47b64-d376-11ef-a239-0275dc2ded29,,"""""","""""","""""",,,"""""",,
bb140fc7-b5d3-446d-814e-c0739e553c9a,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,,"""""","""""","""""",,,"""""","""""","""""",,6b3fb342-3afd-4026-b4ec-8c4c7fc93a9e,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]",bda47b64-d376-11ef-a239-0275dc2ded29,,"""""","""""","""""",,,"""""",,
2849f172-ec11-4643-98a7-a4ca7738c122,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,904201b7-5c7a-485d-a9e3-7f4095dc785b,"{""en"": {""value"": ""Cariniana pyriformis"", ""direction"": ""ltr""}}","[""983b7351-17ec-47d7-a42a-c6444dc91df4""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]",bda409e0-d376-11ef-a239-0275dc2ded29,579ff4c5-804f-4226-963f-62ed4feac60f,"{""en"": {""value"": ""Cariniana pyriformis (https://www.gbif.org/species/3083028)"", ""direction"": ""ltr""}}","[""0fccc7ca-50fd-4b67-abcd-aff15396cbfa""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]",bda499a0-d376-11ef-a239-0275dc2ded29,2d139d65-208f-42c2-8628-1eed233c4b21,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]",bda47b64-d376-11ef-a239-0275dc2ded29,,"""""","""""","""""",,,"""""",,
caae075f-c81c-4813-a208-1fa6d4417681,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,eaf6fe59-fab7-432d-9aed-c9d4797c4f70,"{""en"": {""value"": ""Fraxinus excelsior"", ""direction"": ""ltr""}}","[""983b7351-17ec-47d7-a42a-c6444dc91df4""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]",bda409e0-d376-11ef-a239-0275dc2ded29,7f02b114-58f0-409e-b134-0aff8ee69f6e,"{""en"": {""value"": ""Fraxinus excelsior (https://www.gbif.org/species/3172358)"", ""direction"": ""ltr""}}","[""0fccc7ca-50fd-4b67-abcd-aff15396cbfa""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]",bda499a0-d376-11ef-a239-0275dc2ded29,c3dde0b6-3e13-4cd3-8d7e-7e27edd1b813,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]",bda47b64-d376-11ef-a239-0275dc2ded29,,"""""","""""","""""",,,"""""",,
6478b6f3-0e6a-429b-b2e7-0a78f743d8a5,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,46328e68-1cfd-4cb1-bf21-3db1484f2338,"{""en"": {""value"": ""Ulmus procera"", ""direction"": ""ltr""}}","[""983b7351-17ec-47d7-a42a-c6444dc91df4""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]",bda409e0-d376-11ef-a239-0275dc2ded29,269aa47b-6762-436d-9741-7603eb434bf4,"{""en"": {""value"": ""Ulmus procera (https://www.gbif.org/species/7634307)"", ""direction"": ""ltr""}}","[""0fccc7ca-50fd-4b67-abcd-aff15396cbfa""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]",bda499a0-d376-11ef-a239-0275dc2ded29,8a1fab53-48c7-4769-a0fe-54a5c84199fc,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]",bda47b64-d376-11ef-a239-0275dc2ded29,,"""""","""""","""""",,,"""""",,
7a1f428a-08bc-4b49-b47c-4c2e1e705dd1,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,3d62b12b-238f-4ad9-a150-4778448091dc,"{""en"": {""value"": ""Acer pseudoplatanus"", ""direction"": ""ltr""}}","[""983b7351-17ec-47d7-a42a-c6444dc91df4""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]",bda409e0-d376-11ef-a239-0275dc2ded29,4c6ba6b6-f978-4404-af3e-6d7cbafdc9a6,"{""en"": {""value"": ""Acer pseudoplatanus (https://www.gbif.org/species/3189870)"", ""direction"": ""ltr""}}","[""0fccc7ca-50fd-4b67-abcd-aff15396cbfa""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]",bda499a0-d376-11ef-a239-0275dc2ded29,b228c358-6229-4866-aaad-daa71cf234f1,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]",bda47b64-d376-11ef-a239-0275dc2ded29,,"""""","""""","""""",,,"""""",,
5757cd49-7347-4321-aa88-d90bb53ee0cd,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,c6e3e331-2877-486f-92c4-9a2603ead46c,"{""en"": {""value"": ""Tilia europaea"", ""direction"": ""ltr""}}","[""983b7351-17ec-47d7-a42a-c6444dc91df4""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]",bda409e0-d376-11ef-a239-0275dc2ded29,80d5ed23-1395-4b01-81ec-2008ccdc0ecf,"{""en"": {""value"": ""Tilia europaea (https://www.gbif.org/species/3152046)"", ""direction"": ""ltr""}}","[""0fccc7ca-50fd-4b67-abcd-aff15396cbfa""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]",bda499a0-d376-11ef-a239-0275dc2ded29,7ff12048-1e4c-4f39-a7cf-74a69acc304a,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]",bda47b64-d376-11ef-a239-0275dc2ded29,,"""""","""""","""""",,,"""""",,
28bee270-5152-4100-9f20-9f5f2503ad85,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,c483cc96-761c-49d2-ab93-efdffc1cdb9a,"{""en"": {""value"": ""Ginkgo biloba"", ""direction"": ""ltr""}}","[""983b7351-17ec-47d7-a42a-c6444dc91df4""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]",bda409e0-d376-11ef-a239-0275dc2ded29,1d8a0d8b-7a3d-42ad-8d85-e6571af52b97,"{""en"": {""value"": ""Ginkgo biloba (https://www.gbif.org/species/2687885)"", ""direction"": ""ltr""}}","[""0fccc7ca-50fd-4b67-abcd-aff15396cbfa""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]",bda499a0-d376-11ef-a239-0275dc2ded29,df440129-546e-491b-a48d-fabbc4ab7cf0,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]",bda47b64-d376-11ef-a239-0275dc2ded29,,"""""","""""","""""",,,"""""",,
4438e2ea-50d7-48e5-b422-9d646536128b,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,23cf1096-4e71-4a62-83d1-00ca137f4380,"{""en"": {""value"": ""Morus rubra"", ""direction"": ""ltr""}}","[""983b7351-17ec-47d7-a42a-c6444dc91df4""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]",bda409e0-d376-11ef-a239-0275dc2ded29,2cd47ec1-abe4-4fab-88d3-cac57be615ee,"{""en"": {""value"": ""Morus rubra (https://www.gbif.org/species/5361886)"", ""direction"": ""ltr""}}","[""0fccc7ca-50fd-4b67-abcd-aff15396cbfa""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]",bda499a0-d376-11ef-a239-0275dc2ded29,9009119e-80e4-4215-abdb-c707ee906316,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]",bda47b64-d376-11ef-a239-0275dc2ded29,,"""""","""""","""""",,,"""""",,
944ddb21-1e79-4b7e-af48-2b7dd744ea35,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,0f6de7f8-5078-4189-b565-b48616042b4b,"{""en"": {""value"": ""Quercus virginiana"", ""direction"": ""ltr""}}","[""983b7351-17ec-47d7-a42a-c6444dc91df4""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]",bda409e0-d376-11ef-a239-0275dc2ded29,cf506bc5-a97a-4cd8-8dac-bd7b2dc70c4b,"{""en"": {""value"": ""Quercus virginiana (https://www.gbif.org/species/2878092)"", ""direction"": ""ltr""}}","[""0fccc7ca-50fd-4b67-abcd-aff15396cbfa""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]",bda499a0-d376-11ef-a239-0275dc2ded29,06d7ac27-851a-4449-8b29-75e5f0bf6e69,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]",bda47b64-d376-11ef-a239-0275dc2ded29,,"""""","""""","""""",,,"""""",,
0cfbd07e-5359-4536-a98b-1229b230925f,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,ac3893f2-3c58-41f3-a8ef-8c39c6a4a497,"{""en"": {""value"": ""Arbutus texana"", ""direction"": ""ltr""}}","[""983b7351-17ec-47d7-a42a-c6444dc91df4""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]",bda409e0-d376-11ef-a239-0275dc2ded29,5256822b-5096-498c-8b89-763b2fea625d,"{""en"": {""value"": ""Arbutus texana (https://www.gbif.org/species/2882801)"", ""direction"": ""ltr""}}","[""0fccc7ca-50fd-4b67-abcd-aff15396cbfa""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]",bda499a0-d376-11ef-a239-0275dc2ded29,484bbddf-cae3-4450-866a-d8a17f6d93fa,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]",bda47b64-d376-11ef-a239-0275dc2ded29,,"""""","""""","""""",,,"""""",,
1b5173d1-3f09-4ab7-a62d-84080b54c05f,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,3a7d8981-bcf4-492d-acfa-a47db0d4deaa,"{""en"": {""value"": ""Juniperus chinensis sargentii"", ""direction"": ""ltr""}}","[""983b7351-17ec-47d7-a42a-c6444dc91df4""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]",bda409e0-d376-11ef-a239-0275dc2ded29,42194139-0661-4707-ba99-84dc7d34aadb,"{""en"": {""value"": ""Juniperus chinensis sargentii (https://www.gbif.org/species/2684386)"", ""direction"": ""ltr""}}","[""0fccc7ca-50fd-4b67-abcd-aff15396cbfa""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]",bda499a0-d376-11ef-a239-0275dc2ded29,faf1efa0-3fd7-41c4-bad4-45d36d1ce98c,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]",bda47b64-d376-11ef-a239-0275dc2ded29,,"""""","""""","""""",,,"""""",,
c80deed6-1a18-44bc-aac5-83c6f007a73c,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,50b4dd24-2f18-44d7-b337-4999bd0b1967,"{""en"": {""value"": ""Ilex vomitoria"", ""direction"": ""ltr""}}","[""983b7351-17ec-47d7-a42a-c6444dc91df4""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]",bda409e0-d376-11ef-a239-0275dc2ded29,fb3d1a13-217f-4e3c-9f23-7af2d859d3f5,"{""en"": {""value"": ""Ilex vomitoria (https://www.gbif.org/species/5414250)"", ""direction"": ""ltr""}}","[""0fccc7ca-50fd-4b67-abcd-aff15396cbfa""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]",bda499a0-d376-11ef-a239-0275dc2ded29,0e1e2506-6dbe-4e3a-93b2-d80aad4723fe,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]",bda47b64-d376-11ef-a239-0275dc2ded29,,"""""","""""","""""",,,"""""",,
cfbfdd16-c69a-4441-9a49-eab302756a7a,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,1d6d2e21-f676-4ee9-918d-7710b0f1b374,"{""en"": {""value"": ""Fraxinus velutina"", ""direction"": ""ltr""}}","[""983b7351-17ec-47d7-a42a-c6444dc91df4""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]",bda409e0-d376-11ef-a239-0275dc2ded29,f298e211-e4ef-4848-a6ba-92a2bcc7dcdb,"{""en"": {""value"": ""Fraxinus velutina (https://www.gbif.org/species/3172334)"", ""direction"": ""ltr""}}","[""0fccc7ca-50fd-4b67-abcd-aff15396cbfa""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]",bda499a0-d376-11ef-a239-0275dc2ded29,514781cf-57a5-4c9c-b5c9-57548936addf,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]",bda47b64-d376-11ef-a239-0275dc2ded29,,"""""","""""","""""",,,"""""",,
