resourceinstanceid,graphid,graphpublicationid,principaluser_id,common_name_tileid,common_name_name_content,common_name_name_type_,common_name_name_language_,barcode_no_tileid,barcode_no_identifier_content,barcode_no_identifier_type,tileid,facet_type,facet_type_metatype,additional_names_tileid,additional_names_name_content,additional_names_name_type_,additional_names_name_language_
1a889ba9-86c1-488b-80d5-4c5738b96273,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,f3d24d08-b1ae-4bc2-a800-a6322ade2462,"{""en"": {""value"": ""Burnt Umber"", ""direction"": ""ltr""}}",[],[],6d790e73-fbbe-4f8b-8eef-abda8d3ab8d1,"{""en"": {""value"": ""12031"", ""direction"": ""ltr""}}",[],c2daa4e4-e924-411c-8632-36a75f477db7,[],[],,,,
f72db0b8-578f-4438-ac6f-e4f37936803b,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,2b29fbef-bf52-4e8f-948e-b3930f1c10e7,"{""en"": {""value"": ""Burnt Sienna"", ""direction"": ""ltr""}}",[],[],84877da7-efd0-4a5d-9ab3-570d98226b3e,"{""en"": {""value"": ""12032"", ""direction"": ""ltr""}}",[],876cab83-3919-407d-9fbe-e64689c0a563,[],[],,,,
09df0711-c50a-45b5-bc60-177620679e9c,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,a9dc47be-68f3-4d3c-a789-978a8ee01f25,"{""en"": {""value"": ""Scarlet"", ""direction"": ""ltr""}}",[],[],7a9a13ea-1433-407e-889a-94f216db87d7,"{""en"": {""value"": ""12033"", ""direction"": ""ltr""}}",[],cd915354-2ef4-4377-94b5-8cc385638513,[],[],,,,
f5c3864d-18ff-4def-8bc9-97ec3ae4bc85,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,b7669b8b-fc78-4f26-8300-ce67ce792b6b,"{""en"": {""value"": ""Vermilion"", ""direction"": ""ltr""}}",[],[],bf3133c9-5d20-4327-92bf-33be80a8f5aa,"{""en"": {""value"": ""12034"", ""direction"": ""ltr""}}",[],1d4447d2-beeb-4a2f-9203-d538a29dc7f5,[],[],,,,
7bf5a4f5-557d-46c9-8f05-f59d7ee72108,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,7dc4db2b-4457-4c8b-9d7f-d2ef9e4cd743,"{""en"": {""value"": ""Orange"", ""direction"": ""ltr""}}",[],[],b8ca573f-865d-4ece-8df4-1c54d0c7578f,"{""en"": {""value"": ""12035"", ""direction"": ""ltr""}}",[],28fb7811-346d-4f9e-8314-a1c73683fbff,[],[],,,,
3ed01eb5-cd5f-40de-9164-d2f8d702f318,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,c0e82d61-ff5c-4d39-a248-c101debabdb0,"{""en"": {""value"": ""French Ultramarine Blue"", ""direction"": ""ltr""}}",[],[],852de789-55d4-4a4b-9b02-cb409d84d590,"{""en"": {""value"": ""12037"", ""direction"": ""ltr""}}",[],48860fa3-93bc-4404-bba8-a4b3aa317c7b,[],[],,,,
3f856377-b646-4aa0-baae-3464e9e0c2e3,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,4b7b00ae-5ed2-4930-b8b7-2755be78c117,"{""en"": {""value"": ""Titanium White"", ""direction"": ""ltr""}}",[],[],da93c70f-5fca-4624-b130-2afcd0ac4772,"{""en"": {""value"": ""12038"", ""direction"": ""ltr""}}",[],1d833e2d-0c6f-47db-8288-845eedec9bf5,[],[],,,,
e7a7d6da-117c-4cc3-851e-595c4a4965f2,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,7185e886-0d7f-462c-b2fd-f93d7831ed7d,"{""en"": {""value"": ""Zinc White"", ""direction"": ""ltr""}}",[],[],fbd3619a-4e90-4eda-a35c-b864a3e06a91,"{""en"": {""value"": ""12039"", ""direction"": ""ltr""}}",[],a326d4a5-fec7-445b-a4c4-179aaeab3776,[],[],,,,
a30bc71e-56cc-405e-84bf-c241f3ccd53b,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,fa09f626-b7e6-4420-9b44-c759db29d57f,"{""en"": {""value"": ""Zinc White - Series 10 A"", ""direction"": ""ltr""}}",[],[],b3701a03-075d-4547-9a6a-02935aa19ff1,"{""en"": {""value"": ""12040"", ""direction"": ""ltr""}}",[],9b27d0b8-306a-4f56-857e-d14472f808f5,[],[],,,,
ed519d57-2edd-4f63-b00f-0ea9e0508f65,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,fb7ee259-b79d-48f1-a57e-6792a276d204,"{""en"": {""value"": ""Silver White - Series 10 A"", ""direction"": ""ltr""}}",[],[],b5aa4aac-c1b1-4d1c-bde7-48bc8e9486b2,"{""en"": {""value"": ""12041"", ""direction"": ""ltr""}}",[],d231731d-b2fa-4a92-90c0-8e3bdf59ceda,[],[],,,,
fa57c062-de6d-408f-b160-d7a69964fa0d,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,246703e2-fb93-4b6e-9c5b-7da5a048b202,"{""en"": {""value"": ""Titanium White - Series 10 A"", ""direction"": ""ltr""}}",[],[],f45f8648-4c73-4b89-b7de-0c4dcfd1476f,"{""en"": {""value"": ""12042"", ""direction"": ""ltr""}}",[],2360af98-c519-4835-aa64-101abac13720,[],[],,,,
da0e7494-3931-4b6a-9b46-1a95f8f30530,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,646eed66-4de3-4037-bf66-ec356bd2b751,"{""en"": {""value"": ""Vandyck Brown"", ""direction"": ""ltr""}}",[],[],dc5ca806-34f2-4da8-bbc6-1ae77ad84109,"{""en"": {""value"": ""12043"", ""direction"": ""ltr""}}",[],9fc51700-ad9c-47cb-b986-7b2c88544637,[],[],,,,
93b59b77-1ab1-4588-bd13-c537b4fbc8ad,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,6cd85b48-25fb-4e82-b405-ba19167f43a6,"{""en"": {""value"": ""Chinese White"", ""direction"": ""ltr""}}",[],[],eaccb823-5d80-4a7f-9957-0e0c215a8bdc,"{""en"": {""value"": ""12044"", ""direction"": ""ltr""}}",[],40c7a66e-38d9-466d-80c8-d9b4498dd6ec,[],[],,,,
89fdbc6f-2789-4778-9259-5e7dee5c686f,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,bf5f4291-024d-4cfe-bda8-66eb350240ba,"{""en"": {""value"": ""Lemon Yellow"", ""direction"": ""ltr""}}",[],[],81705116-710a-4c11-ba1c-10b26c50e20d,"{""en"": {""value"": ""12045"", ""direction"": ""ltr""}}",[],9a56c7fa-9567-4157-bf32-2060f32594ee,[],[],,,,
aed3eab9-6401-4d01-91b4-99fd965dbc56,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,925b1ed0-ec27-4828-b1bc-5da1ddb9df6b,"{""en"": {""value"": ""Yellow Ochre"", ""direction"": ""ltr""}}",[],[],4316e961-5b4a-4a9a-8b8b-1d07b3ff46ec,"{""en"": {""value"": ""12046"", ""direction"": ""ltr""}}",[],1e18f114-3280-42f4-b85e-e92442ac0ad3,[],[],,,,
57543dee-6829-4f15-8b9c-b4e9f387f476,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,71474d2b-f220-4f24-afce-80b57cb62166,"{""en"": {""value"": ""Vermilion"", ""direction"": ""ltr""}}",[],[],4a2bc587-cc93-4240-85b5-373a0e64bcb8,"{""en"": {""value"": ""12047"", ""direction"": ""ltr""}}",[],511a60ee-7fc7-4d5a-80c0-158f9d7aac53,[],[],,,,
1fabfc27-990e-470e-9312-462ee120f670,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,7fe1ecdb-59b3-4402-a35b-c7aca5292ba9,"{""en"": {""value"": ""Crimson Red"", ""direction"": ""ltr""}}",[],[],2c4e0927-f7e2-408b-8864-1dfb2a40535e,"{""en"": {""value"": ""12048"", ""direction"": ""ltr""}}",[],09778422-c943-4237-8ed5-f6c36d842ab5,[],[],,,,
97fde1a1-9a7d-4e56-ba88-890bd4bd2e01,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,370ce5a2-d028-4399-b8ce-01310da47b80,"{""en"": {""value"": ""Burnt Sienna"", ""direction"": ""ltr""}}",[],[],1141ffca-0fd0-4345-b3a4-98155d7ec1d8,"{""en"": {""value"": ""12049"", ""direction"": ""ltr""}}",[],44dea621-1f1d-4eb9-8755-a38f3b4d4f94,[],[],,,,
db3a8dc0-a86f-470d-9c78-a6b5c050b66c,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,a2b82b03-29ab-4ecc-b2ff-e75ae0fe7aed,"{""en"": {""value"": ""Burnt Umber"", ""direction"": ""ltr""}}",[],[],5f6b4e8d-b8f3-4615-9511-4c7b617f6cd4,"{""en"": {""value"": ""12050"", ""direction"": ""ltr""}}",[],bf5bbad9-b7f4-4570-80c9-829d58646c0f,[],[],,,,
c118bd57-e027-4ade-a200-01890c052448,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,5fbe726e-0bc7-487c-ade0-1c25edd3e5f9,"{""en"": {""value"": ""Sap Green"", ""direction"": ""ltr""}}",[],[],08523398-f26a-4764-9ee1-b4fa9cf263a0,"{""en"": {""value"": ""12051"", ""direction"": ""ltr""}}",[],b15a88eb-bd0d-4275-96b9-761c87a8a4a4,[],[],,,,
23bc1502-8bd2-4f59-9ac1-3de8f0c353fb,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,9c5fabac-4042-4c50-83a7-3542e27a75e4,"{""en"": {""value"": ""Hooker's Green, deep"", ""direction"": ""ltr""}}",[],[],78756845-9af2-483d-8860-9449ebd3a903,"{""en"": {""value"": ""12052"", ""direction"": ""ltr""}}",[],43fbbde5-805f-4c59-955c-592543131397,[],[],,,,
fb1cc3ee-4189-4c36-9f1f-5d1f8dcc356d,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,7721b44e-ffd6-4695-819d-43fdc0bd45b5,"{""en"": {""value"": ""Blue, deep"", ""direction"": ""ltr""}}",[],[],7f8c471a-54bf-48bc-9b02-0d37899ccc39,"{""en"": {""value"": ""12053"", ""direction"": ""ltr""}}",[],75255566-3c5e-4fea-99d7-a9a6eff434b5,[],[],,,,
75cb50ed-7edf-4f30-a0e5-6589eb8a92a8,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,98672196-7103-4bc7-9a8e-c91e98953989,"{""en"": {""value"": ""Prussian Blue"", ""direction"": ""ltr""}}",[],[],ad5356ac-191c-481f-8090-65c6c9b2272f,"{""en"": {""value"": ""12054"", ""direction"": ""ltr""}}",[],9db95468-942c-4b19-abe2-f1d77efa4192,[],[],,,,
cfc2cf72-f458-41c3-bbae-2fbd0ded1e93,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,2353c56a-fcc0-423c-87b1-068b7d32d569,"{""en"": {""value"": ""Thalo Blue"", ""direction"": ""ltr""}}",[],[],a7e0d3c3-bea9-4302-a7ec-e364372da4fd,"{""en"": {""value"": ""12055"", ""direction"": ""ltr""}}",[],4a973976-409d-4c98-9400-95d65ae4fe9a,[],[],,,,
656e7fb8-1040-4562-bb29-f2919af4c7f5,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,8fe2f862-28fc-488b-86db-ac2e71ab245f,"{""en"": {""value"": ""Ultramarine Blue"", ""direction"": ""ltr""}}",[],[],dfb74fac-b202-4ff6-a92d-6d863d48d5f0,"{""en"": {""value"": ""12056"", ""direction"": ""ltr""}}",[],eb302791-8dc0-49b4-bf36-e1606590fa3d,[],[],,,,
d7a3ef50-b7fc-4673-9990-1d63c711797e,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,ddf56d6f-9204-4c95-8e76-46a91896029d,"{""en"": {""value"": ""Violet"", ""direction"": ""ltr""}}",[],[],5a93a860-7b3c-4019-b012-887867bd4de1,"{""en"": {""value"": ""12057"", ""direction"": ""ltr""}}",[],1219daf5-f8b5-4507-8fa3-eea8f9316f72,[],[],,,,
2d762430-17ca-4dea-b50d-be15ecef9812,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,ab7fa978-f764-4039-8c53-08cbf748e22a,"{""en"": {""value"": ""Prussian Blue"", ""direction"": ""ltr""}}",[],[],5e6447c4-4a85-4583-bb72-817e97685f0f,"{""en"": {""value"": ""12058"", ""direction"": ""ltr""}}",[],ed85a6f1-ae74-4ada-b5b2-6e946983331d,[],[],,,,
98c25b74-256d-4ec4-aba3-ccaa090c41f8,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,23b1269d-9e18-4efa-a974-0b9d39665f03,"{""en"": {""value"": ""Rose Madder Alizarine Lake"", ""direction"": ""ltr""}}",[],[],450d0d70-9a5c-4d64-bb69-99182ab1ef03,"{""en"": {""value"": ""12059"", ""direction"": ""ltr""}}",[],f5f5ae17-1b1c-4606-a452-9cd05b2d249d,[],[],,,,
b2be83e4-99cb-418e-ae41-023a9c606cbf,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,1c1cc205-1820-4c36-8f50-c330c66840be,"{""en"": {""value"": ""Ultramarine blue, deep - Series A"", ""direction"": ""ltr""}}",[],[],03539349-92d9-4eaf-80b7-94de409760b9,"{""en"": {""value"": ""12060"", ""direction"": ""ltr""}}",[],1b28db39-11b9-404f-aa40-879a8ab2a57d,[],[],,,,
b3fc6bb9-b498-49fe-9ddd-f4cf9f5339b4,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,d3ca4833-d1d3-4f00-aadf-89331d87e87c,"{""en"": {""value"": ""Terre Verte  - Series A"", ""direction"": ""ltr""}}",[],[],dec87cd7-ddf7-44a7-be14-2fa80f4f1c10,"{""en"": {""value"": ""12061"", ""direction"": ""ltr""}}",[],6ce05e99-41ae-4533-8386-e1cfa89d6413,[],[],,,,
f5e18bb5-2158-4096-a424-e5a3517e65dc,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,5e52c1b7-8d58-467e-ad64-537b98df7200,"{""en"": {""value"": ""Burnt Umber  - Series A"", ""direction"": ""ltr""}}",[],[],41ac1e05-ec6f-469e-afb9-92068e24d029,"{""en"": {""value"": ""12062"", ""direction"": ""ltr""}}",[],1cc843ec-813d-4ea9-9328-a8bed673db5a,[],[],,,,
2d4be6e8-a6f4-4b25-a1f0-fc99a4702eb1,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,269400c2-a1d0-4f16-9c86-665d3fbcaa6e,"{""en"": {""value"": ""Raw Sienna - Series A"", ""direction"": ""ltr""}}",[],[],8624df30-2409-4443-9bf9-989c5f8280b1,"{""en"": {""value"": ""12063"", ""direction"": ""ltr""}}",[],ca363f00-d911-472e-b645-789183237f3a,[],[],,,,
ba250334-7a52-46c7-99a9-e3785484f8da,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,cc7fca7f-3aeb-4268-a2c6-15f5c92a5816,"{""en"": {""value"": ""Rose Madder  - Series A"", ""direction"": ""ltr""}}",[],[],3c84d671-3cb7-4ff0-b8e5-14e8eaa589d8,"{""en"": {""value"": ""12064"", ""direction"": ""ltr""}}",[],ed896c5d-874e-44d0-bf10-ca157a2700bc,[],[],,,,
9adb680f-e2cc-4efd-9e9b-529a9e08534d,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,34b72103-8085-48ad-b675-4f1ed1b307d3,"{""en"": {""value"": ""Ivory Black - Series A"", ""direction"": ""ltr""}}",[],[],ac0dec4b-5211-4c98-9190-7507f2101191,"{""en"": {""value"": ""12065"", ""direction"": ""ltr""}}",[],b2942802-bf00-4af0-9b0a-27ef39a66cfd,[],[],,,,
862ac1ac-3e50-4ec5-85f3-821f7bd09bfe,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,70e49699-3b96-4e70-b895-c5241acbd6cf,"{""en"": {""value"": ""Burnt Sienna - Series A"", ""direction"": ""ltr""}}",[],[],52f4e239-c6de-4fd1-9863-51f3e12071c6,"{""en"": {""value"": ""12066"", ""direction"": ""ltr""}}",[],8aabaadc-2367-4da0-98a1-45175b13eafe,[],[],,,,
11d4313e-24c4-4efa-a7ea-42228d47c72a,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,0d443e03-a31f-4fc6-8f5a-5ea5a9191392,"{""en"": {""value"": ""Chinese White - Series A"", ""direction"": ""ltr""}}",[],[],6e0c3c54-d0b9-4933-9e73-8f1d6ae69d77,"{""en"": {""value"": ""12067"", ""direction"": ""ltr""}}",[],883c423c-a76e-4876-949a-ec9454855f42,[],[],,,,
ac7b9fbd-a6ba-48c6-9d6d-618c0881a70c,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,c5c35031-3a0e-422c-bdc6-167f3cfa99a3,"{""en"": {""value"": ""Cadmium Yellow Orange  - Series C"", ""direction"": ""ltr""}}",[],[],5e284b31-8934-440e-b67b-e65ddeddf6c1,"{""en"": {""value"": ""12068"", ""direction"": ""ltr""}}",[],fc34ed86-0c40-41cf-a705-8bdc2149b171,[],[],,,,
d724576f-3125-49a2-9165-e5423f4b91d6,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,df10ae4e-aa11-48ee-a0a2-42c68486cace,"{""en"": {""value"": ""Cadmium Yellow, pale - Series C"", ""direction"": ""ltr""}}",[],[],7e20d60b-4ef5-4ca8-83f0-f21bfe7ae512,"{""en"": {""value"": ""12069"", ""direction"": ""ltr""}}",[],e17f851f-b52f-4b4b-99a8-16708ad4a950,[],[],,,,
7084a924-72ee-4ffa-b0e7-81bb4d8eab1f,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,4c1e4403-98a5-4499-8bd9-28dcaed74b56,"{""en"": {""value"": ""Viridian - Series C"", ""direction"": ""ltr""}}",[],[],d3c53477-fb96-453a-8f85-832fdeef8383,"{""en"": {""value"": ""12070"", ""direction"": ""ltr""}}",[],25aa8693-0579-466e-be49-c73f9e9f1248,[],[],,,,
23242fde-16c2-4a45-9bcb-0cccba89ce0a,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,7132d9c0-4319-4a46-b63c-4300426ba9d1,"{""en"": {""value"": ""Cobalt Blue  - Series D"", ""direction"": ""ltr""}}",[],[],da0e51a5-a3b1-4c9e-93bf-dc546140e96f,"{""en"": {""value"": ""12071"", ""direction"": ""ltr""}}",[],88475826-4059-4ecf-adc7-0e13725e88cf,[],[],,,,
bc0cbc9d-4ced-42a3-a1e7-e30d9232a7e5,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,1286b717-002c-4f4d-aee9-c8ab83279cdd,"{""en"": {""value"": ""Cerulean Blue - Series D"", ""direction"": ""ltr""}}",[],[],af83f7ec-0336-43a8-ac98-f640c204d580,"{""en"": {""value"": ""12072"", ""direction"": ""ltr""}}",[],6deb5c92-46d4-4ab0-a18a-7dfe23d72505,[],[],,,,
d9211950-fc39-4ec5-9e9b-e36fd877d52f,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,922efe5f-6ea0-49f0-ae87-e3a41399f9fd,"{""en"": {""value"": ""Cadmium Red, deep - Series E"", ""direction"": ""ltr""}}",[],[],bcfa0356-b36d-42b1-a56d-e330f4776328,"{""en"": {""value"": ""12073"", ""direction"": ""ltr""}}",[],5c47de88-32fd-4ced-858d-88ab3cd45d75,[],[],,,,
b3bb4307-32a1-47d8-a4c4-e0e0985ee9c7,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,0aaa5ada-33b2-4263-9566-c9471ac7d98c,"{""en"": {""value"": ""Vermilion  - Series F"", ""direction"": ""ltr""}}",[],[],d974eb64-c558-45c1-9dd2-f69047a23d92,"{""en"": {""value"": ""12074"", ""direction"": ""ltr""}}",[],4cee38da-d5fb-4f50-ae09-3da379df1eac,[],[],,,,
1746a19d-9d7e-4429-adcd-770ad88b3870,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,5a93b77f-3e83-4c15-88b7-2e52f2637505,"{""en"": {""value"": ""White"", ""direction"": ""ltr""}}",[],[],0df015ef-0bbb-45f2-b598-62c59dd48508,"{""en"": {""value"": ""12075"", ""direction"": ""ltr""}}",[],5e038778-f385-4555-ac86-1d2f542efd36,[],[],,,,
9fec64ae-1cc7-4192-b396-184ab9e8d8ef,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,4e978c40-ab84-459b-80ae-95ddd114de2b,"{""en"": {""value"": ""Yellow, dark"", ""direction"": ""ltr""}}",[],[],8f32c24e-7022-4ae9-b112-006316e6fd51,"{""en"": {""value"": ""12076"", ""direction"": ""ltr""}}",[],cdfb8791-8442-4665-bd86-6cc62486d36d,[],[],,,,
505df915-66cc-4f20-bf4d-c6b0a8493882,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,8c39bd56-f44d-48de-8cc1-620f49a199cd,"{""en"": {""value"": ""Vermilion Red, light"", ""direction"": ""ltr""}}",[],[],f160fd4e-601f-4c50-a17f-9d0443cc24c8,"{""en"": {""value"": ""12077"", ""direction"": ""ltr""}}",[],5f4ad3ed-c679-4268-b0e3-c5db42af2633,[],[],,,,
202ae23b-6e0b-4635-b264-a36362667de0,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,f3513e17-98a2-4070-b157-240f71abb26a,"{""en"": {""value"": ""Cobalt Blue, imitation"", ""direction"": ""ltr""}}",[],[],0c8d3475-13bb-4985-9899-a0e7ff930a54,"{""en"": {""value"": ""12078"", ""direction"": ""ltr""}}",[],3e416b47-cc9f-4fe8-9cce-1607845c3be3,[],[],,,,
e8884f21-9790-4d7d-b97c-df76531c38b6,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,0f67346d-1236-4196-a392-a9697472859c,"{""en"": {""value"": ""Vermilion Green, dark"", ""direction"": ""ltr""}}",[],[],211e83d5-fab8-4187-b818-4424d5267f1c,"{""en"": {""value"": ""12079"", ""direction"": ""ltr""}}",[],cb8ccd9b-6831-44c7-b3be-f28758e24abb,[],[],,,,
5cb728a9-052a-47ae-b14c-ec1b7b6f565a,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,16da779f-1b1b-43e7-8486-2dc97fb40bb0,"{""en"": {""value"": ""Burnt Sienna"", ""direction"": ""ltr""}}",[],[],5f771728-8957-42b3-af18-a78d5aa9600f,"{""en"": {""value"": ""12080"", ""direction"": ""ltr""}}",[],5c3cfa43-2590-4f07-ad46-c75de5280dd8,[],[],,,,
55fcd0fa-fc7f-4db3-bb25-ef4180f66479,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,2afe27db-a75a-4fac-98d6-abd89238ec2e,"{""en"": {""value"": ""Bone Black"", ""direction"": ""ltr""}}",[],[],d9a7e94d-635b-4ff1-a329-b5e4b3c6e713,"{""en"": {""value"": ""12081"", ""direction"": ""ltr""}}",[],8c53aa69-61b6-4715-b284-ff92897b5d1b,[],[],,,,
23d077df-2a53-410f-ae6e-cf387b981014,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,132e8a80-13ba-4c98-a4c3-d94d55a9cd67,"{""en"": {""value"": ""Peach"", ""direction"": ""ltr""}}",[],[],07db4a26-ceb7-4367-a33a-2c86d817003c,"{""en"": {""value"": ""12082"", ""direction"": ""ltr""}}",[],bda3b904-f2c7-4571-a54e-b467bc4fd00f,[],[],,,,
6a5ea139-4dd4-4986-89fd-be6b6bda7f62,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,e398c9c9-ebce-40f9-834e-b66d5c51c2dc,"{""en"": {""value"": ""Titanium White"", ""direction"": ""ltr""}}",[],[],22a8f3f9-f295-48f2-b7c3-f5f1c331d1fb,"{""en"": {""value"": ""12083"", ""direction"": ""ltr""}}",[],b4455f0d-41b7-4c6c-a546-32c7ead72d9f,[],[],,,,
8e4ce7e5-df36-4d6f-958c-5c215ff296b0,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,929ba5bc-38d7-4ac2-924d-ec84355edce7,"{""en"": {""value"": ""Ivory Black"", ""direction"": ""ltr""}}",[],[],026f4a81-a25c-460e-96f3-8026f4d26f46,"{""en"": {""value"": ""12084"", ""direction"": ""ltr""}}",[],0e63888d-80e3-4dcf-a6c5-4080a870365e,[],[],,,,
b0ecac77-6be6-4717-8c5b-d6cd7e534079,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,fcc7efc6-9bc5-44d1-9617-f220539318ec,"{""en"": {""value"": ""Cinnabar Green, deep"", ""direction"": ""ltr""}}",[],[],73a04a41-e2ed-490d-9222-44300d12870a,"{""en"": {""value"": ""12085"", ""direction"": ""ltr""}}",[],7d5a80ca-a362-49ef-aeea-93f9e378afa7,[],[],,,,
