resourceinstanceid,graphid,graphpublicationid,principaluser_id,transactionid,prod_1_tileid,prod_1_production__label,prod_1_production_location_geo,prod_1_production_type,prod_1_transactionid,prod_1_production_location_related_objs,pt_d1_tileid,pt_d1_production_time_edtf,pt_d1_transactionid,prod_1_production_carried_out_by_related_objs,prod_statement_tileid,prod_statement_production_statement_content,prod_statement_production_statement_type,prod_statement_production_statement_language,prod_statement_transactionid,prod_exp_statement_tileid,prod_exp_statement_production_statement_content,prod_exp_statement_production_statement_type,prod_exp_statement_production_statement_language,prod_exp_statement_transactionid,pt_d2_tileid,pt_d2_production_time_edtf,pt_d2_transactionid,pt_d3_tileid,pt_d3_production_time_edtf,pt_d3_transactionid
00068a07-2de1-4494-b82a-be757e5272dc,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,8db59037-c1d1-49e8-927d-9d1fdfd33636,8743231b-c28e-40d8-85d4-f8d859420e5c,"{""en"": {""value"": ""Production of Barcode No. 21651"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [-78.5, -8.0]}",,8db59037-c1d1-49e8-927d-9d1fdfd33636,"[{""resourceId"": ""8e172e25-9c4b-4c6f-856c-044d35e16ea6"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""b6f88654-1405-4a6e-99c2-ec4afb38e9e3"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,,,,,,,,,,,,,,,
00077780-1e3e-4146-b26c-c4fb71b104f9,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,8db59037-c1d1-49e8-927d-9d1fdfd33636,b1428b32-8d8d-46b5-8f67-240817dfaa97,"{""en"": {""value"": ""Production of Barcode No. 10827"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [12.51133, 41.89193]}",,8db59037-c1d1-49e8-927d-9d1fdfd33636,"[{""resourceId"": ""32a41347-d661-4fb7-b8bb-63d19d17dd2c"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""2168929f-68e2-4926-913e-3c55c77703b7"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",1fd4b3ee-977c-4fb6-94b1-5af79430d3ad,1928,8db59037-c1d1-49e8-927d-9d1fdfd33636,,,,,,,,,,,,,,,,,
00082c13-ef23-46f2-944b-c237784204d6,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,8db59037-c1d1-49e8-927d-9d1fdfd33636,7eb1797c-15df-4e80-8fff-4d32adce0fa9,"{""en"": {""value"": ""Production of Barcode No. 21591"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [75.0, 41.5]}",,8db59037-c1d1-49e8-927d-9d1fdfd33636,"[{""resourceId"": ""52157250-62c3-4911-b1c0-12245752bbc3"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""061f8267-9d1d-4b32-b72e-0027f63f5948"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,,,,,,,,,,,,,,,
000ff811-8e63-4226-ac6a-250fa796a206,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,8db59037-c1d1-49e8-927d-9d1fdfd33636,3f9329b4-b9f3-438c-8d97-8271c3363ffe,"{""en"": {""value"": ""Production of Barcode No. 16511"", ""direction"": ""ltr""}}",,,8db59037-c1d1-49e8-927d-9d1fdfd33636,,5af9fe64-8216-4e82-8145-35cf5c547ee7,1993,8db59037-c1d1-49e8-927d-9d1fdfd33636,,,,,,,,,,,,,,,,,
0010ff52-4ca5-45e1-b144-815fa8054bcd,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,8db59037-c1d1-49e8-927d-9d1fdfd33636,de6098b4-7637-4f45-bf75-fe4842207d6f,"{""en"": {""value"": ""Production of Barcode No. 12104"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [5.96944, 52.21]}",,8db59037-c1d1-49e8-927d-9d1fdfd33636,"[{""resourceId"": ""b5af4eeb-3b14-4de0-9775-60c1d90b5331"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""41782079-9c1f-44d1-975f-1feef7086261"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,"[{""resourceId"": ""32bd8635-2328-4f70-9605-49ecab67fe3e"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""ee8b3c6e-588a-42d4-8cf8-863a8d4a0fce"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,,,,,,,,,,,
0023af95-edcd-4481-a404-14f4ec704a7b,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,8db59037-c1d1-49e8-927d-9d1fdfd33636,9987a53f-5c1d-4fbc-91e3-56b1bd6eb01e,"{""en"": {""value"": ""Production of Barcode No. 16469"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [-0.12574, 51.50853]}",,8db59037-c1d1-49e8-927d-9d1fdfd33636,"[{""resourceId"": ""3973c7cf-c3f1-4def-bee2-204a5d32eba9"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""c9f0d82e-80fb-4eb6-b2d9-b5d944f3b5a6"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",06e3653a-dffb-4602-9530-47ba8496339a,1993,8db59037-c1d1-49e8-927d-9d1fdfd33636,"[{""resourceId"": ""2c4ea4a0-48aa-44fd-836e-cc6d174290c0"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""5f71c4a0-9c48-45cf-ac40-6aebaa0affb3"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,,,,,,,,,,,
0024880b-dd10-4d64-806c-b89a07c43a93,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,8db59037-c1d1-49e8-927d-9d1fdfd33636,51df1252-07c4-4607-9b3a-fb70b962f477,"{""en"": {""value"": ""Production of Barcode No. 13698"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [-74.22903, 40.85177]}",,8db59037-c1d1-49e8-927d-9d1fdfd33636,"[{""resourceId"": ""814fabf0-6af3-4a72-a864-d0795bd5cf23"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""49990a18-e933-401a-ac0e-a2d6e60f93d0"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,"[{""resourceId"": ""a0899756-885b-421c-8a9f-670b360bfe1d"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""10a22c4a-1452-4dfa-89f1-4b0cf510d91c"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,,,,,,,,,,,
0037571d-028b-4fce-9d5c-dcd345aef5ac,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,8db59037-c1d1-49e8-927d-9d1fdfd33636,63d8e1cb-c0ea-4538-b679-4d4da33ffb41,"{""en"": {""value"": ""Production of Barcode No. 16941"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [10.5, 51.5]}",,8db59037-c1d1-49e8-927d-9d1fdfd33636,"[{""resourceId"": ""db85b422-ea1b-4de9-b3e5-2199aab0fafb"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""19db5c5e-f406-4dd2-97b4-3fdd3b020094"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",36e937cf-4e8c-460c-be45-75a56b9ad2a3,1980~,8db59037-c1d1-49e8-927d-9d1fdfd33636,"[{""resourceId"": ""dbcb84f0-b25c-405f-938a-bc3fa3df07e0"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""25e23917-936f-4829-9275-bfb0564e0ccf"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,,,,,,,,,,,
003d14d2-2276-4997-936e-f8cf863ff75b,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,8db59037-c1d1-49e8-927d-9d1fdfd33636,c9d576c3-2918-4d83-a9f1-dc2c7e2f9d2f,"{""en"": {""value"": ""Production of Barcode No. 15037"", ""direction"": ""ltr""}}",,,8db59037-c1d1-49e8-927d-9d1fdfd33636,,4da8133f-fe48-4994-b4ce-415db86fe15c,1975,8db59037-c1d1-49e8-927d-9d1fdfd33636,"[{""resourceId"": ""442874bc-36b4-4f5c-86da-9852526cd5ad"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""4849c43f-41f3-42bc-bfae-65f9a930b0f8"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,,,,,,,,,,,
003fd275-b4f8-4e2a-a848-6d28d09f76d8,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,8db59037-c1d1-49e8-927d-9d1fdfd33636,1335d044-240f-4af3-be81-729f86764aef,"{""en"": {""value"": ""Production of Barcode No. 16290"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [-0.12574, 51.50853]}",,8db59037-c1d1-49e8-927d-9d1fdfd33636,"[{""resourceId"": ""3973c7cf-c3f1-4def-bee2-204a5d32eba9"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""ae580555-240e-498f-ab82-1ece6dd6bdbc"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,"[{""resourceId"": ""2c4ea4a0-48aa-44fd-836e-cc6d174290c0"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""c7ffbeca-dceb-4216-8433-40cbb1811881"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,,,,,,,,,,,
004432c6-dbd2-489c-b5e5-f5e436225953,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,8db59037-c1d1-49e8-927d-9d1fdfd33636,9b88670a-d988-4143-bf87-26ddbd7c171e,"{""en"": {""value"": ""Production of Barcode No. 23924"", ""direction"": ""ltr""}}",,,8db59037-c1d1-49e8-927d-9d1fdfd33636,,,,,"[{""resourceId"": ""e58473b5-4209-4c4b-87d3-64bc63a5fbf6"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""1f8a59fb-d2e5-4a04-81bf-eefd799d6b8f"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,,,,,,,,,,,
00467114-40bf-4e17-bbb5-248bfc0497fc,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,8db59037-c1d1-49e8-927d-9d1fdfd33636,d63b1ecb-bdcb-488d-8ffb-ddd935cc02ee,"{""en"": {""value"": ""Production of Barcode No. 12528"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [4.82643, 52.43854]}",,8db59037-c1d1-49e8-927d-9d1fdfd33636,"[{""resourceId"": ""407d1c04-b792-4ed6-94d2-8317362a0f15"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""922ed586-b9ee-478d-a506-299e570263b9"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,"[{""resourceId"": ""b3eb611a-2137-4fcb-9aaa-d02c065b8a35"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""ee15830d-57c3-463b-9774-2378360e97af"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,,,,,,,,,,,
00484b28-b1db-4349-825e-93f3eacb49d6,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,8db59037-c1d1-49e8-927d-9d1fdfd33636,16e5e305-117f-46bf-958d-b0cc485ea90e,"{""en"": {""value"": ""Production of Barcode No. 17109"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [10.5, 51.5]}",,8db59037-c1d1-49e8-927d-9d1fdfd33636,"[{""resourceId"": ""db85b422-ea1b-4de9-b3e5-2199aab0fafb"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""5c454975-1b9c-419e-9752-c6a52e545f9e"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",dde111be-0315-4801-bbca-dd670e14730a,1980~,8db59037-c1d1-49e8-927d-9d1fdfd33636,,,,,,,,,,,,,,,,,
004d5698-289a-4a2a-a8da-6f53bc1b6959,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,8db59037-c1d1-49e8-927d-9d1fdfd33636,6768e67e-42d3-49ff-be95-e01cea24e0a6,"{""en"": {""value"": ""Production of Barcode No. 22842"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [-71.99907, 52.00017]}",,8db59037-c1d1-49e8-927d-9d1fdfd33636,"[{""resourceId"": ""bbb8e2cb-01fe-4711-8bfe-0b4373c00db2"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""e0a88ba6-469c-4588-9203-e88ea672b7e0"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,,,,,,,,,,,,,,,
00519dcb-27bd-4323-8fae-a384ef0d2f58,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,8db59037-c1d1-49e8-927d-9d1fdfd33636,2dbaceba-717f-4e5b-9fd9-2b4388ed10ac,"{""en"": {""value"": ""Production of Barcode No. 20677"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [-98.5, 39.76]}",,8db59037-c1d1-49e8-927d-9d1fdfd33636,"[{""resourceId"": ""12ab92a6-0269-49b0-a116-6998fd2ce65f"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""c4eee56b-63a9-4db3-a135-f1bcf879d186"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",9a3febf4-6afb-41b4-a718-97d877d3ab9d,2006,8db59037-c1d1-49e8-927d-9d1fdfd33636,"[{""resourceId"": ""92007380-65b3-430f-98a4-2bd8c62c9b50"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""f9ef5b05-4af2-4dd0-9b81-2c75711555e2"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,,,,,,,,,,,
005b6bad-02a1-45a7-87ff-b3a2380cf678,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,8db59037-c1d1-49e8-927d-9d1fdfd33636,ee00f7f3-c868-4ee1-b2fe-0ea10ccf8494,"{""en"": {""value"": ""Production of Barcode No. 10215"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [-59.0, 5.0]}",,8db59037-c1d1-49e8-927d-9d1fdfd33636,"[{""resourceId"": ""3248b3a3-b7f2-4d5c-8df5-778d7a34f20a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""b9bab48b-6cf4-4b13-b705-5c338a61bb7c"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,,,,,,,,,,,,,,,
005cea7e-521d-466f-ba51-bb8e8ddc97de,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,8db59037-c1d1-49e8-927d-9d1fdfd33636,5e96c549-e8ad-4e40-b007-5e4399ddbec0,"{""en"": {""value"": ""Production of Barcode No. 23471"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [-121.17606, 38.67796]}",,8db59037-c1d1-49e8-927d-9d1fdfd33636,"[{""resourceId"": ""43a84f05-35ca-46ee-8614-46f2a78fc958"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""67cda5b3-29f4-4d69-a09d-a82bf0b9086a"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,,,,,,,,,,,,,,,
005d7c1a-d5e1-4077-b029-d6b4fae40a2c,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,8db59037-c1d1-49e8-927d-9d1fdfd33636,4f59ec5c-4770-4fc7-86f7-b5f582db2392,"{""en"": {""value"": ""Production of Barcode No. 20754"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [10.5, 51.5]}",,8db59037-c1d1-49e8-927d-9d1fdfd33636,"[{""resourceId"": ""db85b422-ea1b-4de9-b3e5-2199aab0fafb"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""fdd12a25-dc63-4d35-9402-a11fc9b05582"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,"[{""resourceId"": ""0c4992f7-296b-4f6e-8bff-f31de44daf92"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""ccf426e1-a9ca-429a-87c1-8a37738d5b8b"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,,,,,,,,,,,
0065c6bb-f7ea-49ab-ae06-d5668bca685c,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,8db59037-c1d1-49e8-927d-9d1fdfd33636,f2951392-2db8-4329-8816-d6ca6c31e403,"{""en"": {""value"": ""Production of Barcode No. 19739"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [-113.64258, 60.10867]}",,8db59037-c1d1-49e8-927d-9d1fdfd33636,"[{""resourceId"": ""fe72a817-1174-4ad0-a4c1-ea273a9b0706"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""5a025fad-2cb8-46d5-8e7b-7af72b22c0fe"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,"[{""resourceId"": ""8faf49f0-b89c-4dc5-a607-5c8129329a3c"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""d68e76b2-da0b-4552-bf49-86df44d67e0f"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,,,,,,,,,,,
006b20d6-f7c3-49ff-9e67-7417f6d4cdf1,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,8db59037-c1d1-49e8-927d-9d1fdfd33636,bc549685-ef73-43ea-9230-91ffe58223a6,"{""en"": {""value"": ""Production of Barcode No. 17076"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [10.5, 51.5]}",,8db59037-c1d1-49e8-927d-9d1fdfd33636,"[{""resourceId"": ""db85b422-ea1b-4de9-b3e5-2199aab0fafb"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""f4de16e8-2bf4-4fe6-b998-bca9374beddc"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",e8d9d170-0e68-45cd-a26c-e472d7f511e2,1980~,8db59037-c1d1-49e8-927d-9d1fdfd33636,,,,,,,,,,,,,,,,,
006dce28-cff2-4582-b72c-247d3c12a0a0,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,8db59037-c1d1-49e8-927d-9d1fdfd33636,e4f31dc2-d90e-4971-b029-8e524feb019b,"{""en"": {""value"": ""Production of Barcode No. 13967"", ""direction"": ""ltr""}}",,,8db59037-c1d1-49e8-927d-9d1fdfd33636,,bbe37b16-55f2-4bae-bc22-fd901965a8c5,1991-04-18,8db59037-c1d1-49e8-927d-9d1fdfd33636,"[{""resourceId"": ""e6a6493b-6e52-4393-8948-1adaaab601fa"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""c81c4f77-62a9-4ae3-81e8-6dffd983740d"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,,,,,,,,,,,
0081052e-b59d-4eef-938c-4e26c09292a2,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,8db59037-c1d1-49e8-927d-9d1fdfd33636,c4093951-5692-4e8d-ba8f-ddd4c21155c7,"{""en"": {""value"": ""Production of Barcode No. 14162"", ""direction"": ""ltr""}}",,,8db59037-c1d1-49e8-927d-9d1fdfd33636,,212f920f-250c-4d14-ae68-61ee9abd16b4,1991-07-08,8db59037-c1d1-49e8-927d-9d1fdfd33636,"[{""resourceId"": ""e6a6493b-6e52-4393-8948-1adaaab601fa"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""80a92f33-9166-4638-8acb-9b964ba8a988"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,,,,,,,,,,,
008591a6-589a-450d-a1cd-82e29d38dbaa,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,8db59037-c1d1-49e8-927d-9d1fdfd33636,41552b31-80dd-4506-892b-90db50d43565,"{""en"": {""value"": ""Production of Barcode No. 22812"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [-74.69023, 41.13946]}",,8db59037-c1d1-49e8-927d-9d1fdfd33636,"[{""resourceId"": ""4275be58-37e1-4d63-adc4-7e2d8d49573d"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""2c95feb5-10d6-45d8-b1bd-1a9293b0ab45"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,,,,,,,,,,,,,,,
0087eb0b-07d9-4f57-b738-19c93491f39d,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,8db59037-c1d1-49e8-927d-9d1fdfd33636,2c8930e7-bd7f-4fab-9240-3aeb51a78336,"{""en"": {""value"": ""Production of Barcode No. 15400"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [10.0565, 47.8973]}",,8db59037-c1d1-49e8-927d-9d1fdfd33636,"[{""resourceId"": ""5bd76880-3b01-46ad-9af4-d611f0f9ec38"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""228e55b7-0264-4240-9ed3-e659d2ca9be6"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,"[{""resourceId"": ""e6a6493b-6e52-4393-8948-1adaaab601fa"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""06f0f677-6528-4cab-a3ed-3198adf2c098"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,,,,,,,,,,,
00897224-7ef0-42b5-b941-9966f39847cb,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,8db59037-c1d1-49e8-927d-9d1fdfd33636,d68e4688-47b5-48f2-98b7-7f0982ae518f,"{""en"": {""value"": ""Production of Barcode No. 18979"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [5.75, 52.25]}",,8db59037-c1d1-49e8-927d-9d1fdfd33636,"[{""resourceId"": ""13d46718-449c-4dd1-9c2f-cb68b92374fc"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""c94d0fb9-d292-4086-82b8-f324166968d3"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,"[{""resourceId"": ""32bd8635-2328-4f70-9605-49ecab67fe3e"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""fce5af95-3b22-44e1-ac9a-1565fbef4076"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,,,,,,,,,,,
00898a70-e733-44f1-b7e8-b7c454701f5e,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,8db59037-c1d1-49e8-927d-9d1fdfd33636,0b04c5e7-7946-4f00-a70f-2116357a729f,"{""en"": {""value"": ""Production of Barcode No. 13207"", ""direction"": ""ltr""}}","{""type"": ""Point"", ""coordinates"": [139.75309, 35.68536]}",,8db59037-c1d1-49e8-927d-9d1fdfd33636,"[{""resourceId"": ""733128ab-aa88-4acb-a7bf-7f2e32fb1b74"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""df9285b1-4402-415e-be77-9a1a18c072ea"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,"[{""resourceId"": ""5aa9e0e7-4dc8-41fa-887c-4e5f54a509ac"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""9f9c672c-3f1e-4d39-9401-e904610196ef"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",,,,,,,,,,,,,,,,
