resourceinstanceid,graphid,graphpublicationid,principaluser_id,tileid,name_content,name_type,name_language,nodegroupid
e6d28c12-9efa-4d22-8ac9-acdb8a4f6087,da0ed58e-d771-11ef-af99-0275dc2ded29,3fd6e10e-d8c6-11ef-9ef7-0275dc2ded29,1,f184c2f6-704b-4476-a56c-7b018fef1a13,"{""en"": {""value"": ""Getty Conservation Institute (GCI) Reference Collection"", ""direction"": ""ltr""}}","[{""uri"": ""http://localhost:8000/plugins/controlled-list-manager/item/5f400d39-3b6b-4b8a-939b-4e49787c7444"", ""labels"": [{""id"": ""e00e64df-bb90-44b3-9d64-9654725f2f71"", ""value"": ""preferred terms"", ""language_id"": ""en"", ""list_item_id"": ""5f400d39-3b6b-4b8a-939b-4e49787c7444"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""80028d07-9c98-48cf-84db-f77bc01c8bbc""}]","[{""uri"": ""http://localhost:8000/plugins/controlled-list-manager/item/38729dbe-6d1c-48ce-bf47-e2a18945600e"", ""labels"": [{""id"": ""0872ae2c-f2a2-4563-9dee-b250b37a960b"", ""value"": ""English (language)"", ""language_id"": ""en"", ""list_item_id"": ""38729dbe-6d1c-48ce-bf47-e2a18945600e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f7fc4f6d-fd46-4881-846f-4a08bc1a3fef""}]",da0ef9d8-d771-11ef-af99-0275dc2ded29
