resourceinstance_id,digital_reference__digital_reference_type,digital_reference__digital_source,row_num
bc42ef5b-73da-45ca-923b-9bbf34e2084a,Dataset,5746c92f-b8ce-4a90-bf26-e8ca2429ad59,1
bc42ef5b-73da-45ca-923b-9bbf34e2084a,Dataset,566f96fe-87ef-4711-9ad8-3693d48277ea,2
bc42ef5b-73da-45ca-923b-9bbf34e2084a,Dataset,4ec84f54-c27f-4880-8339-146eb381363b,3
bc42ef5b-73da-45ca-923b-9bbf34e2084a,Dataset,1dec1dcc-f336-4ff3-a82d-9ea5dffc66a9,4
bc42ef5b-73da-45ca-923b-9bbf34e2084a,Dataset,199e8923-c314-46ab-8e89-c0d07a08bf81,5
bc42ef5b-73da-45ca-923b-9bbf34e2084a,Dataset,d9c0434a-e70f-4760-ad26-b5137f1b3576,6
466f051a-1529-427d-9be5-d60be9d99073,Dataset,55e29584-b631-4dd2-a8dc-60ad4fcf4bd9,7
466f051a-1529-427d-9be5-d60be9d99074,Dataset,c4677cb7-f7a8-4186-bf30-aad543b9d316,8
466f051a-1529-427d-9be5-d60be9d99075,Dataset,5effbdb1-63af-4d23-97fe-3711972d34b4,9
