resourceinstanceid,graphid,graphpublicationid,principaluser_id,tileid,fire_safety_classification_classification,nodegroupid,related_objs,health_safety_classification_classification,reactivity_safety_tileid,reactivity_safety_general_safety_classification_classification,reactivity_safety_nodegroupid,reactivity_safety_related_objs,general_safety_classification_classification
adb3ce1d-0922-4695-b3a6-ce99c6d011ca,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,a9b5121d-544c-4cf1-b5ae-060f00a324e1,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,bda25802-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""19f9b6b2-02bf-4018-ae12-ed619d81571a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""a6a41d73-658d-47ae-90e6-5feef2621d62"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",ff7fa2f3-87ef-45dc-9d92-cb6848b776fc,5721fa24-e768-459a-bc99-b4081366b118,d4bc692c-954e-4615-bdc6-f65fa9f01a47,bda4e2d4-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""19f9b6b2-02bf-4018-ae12-ed619d81571a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""b3f4edf6-ad51-443f-869b-aa25180bf17f"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",
48310b12-8720-4522-a574-60b01bd37cf6,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,7b47f1f2-8c86-4699-9aba-c6b24c980b48,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,bda25802-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""19f9b6b2-02bf-4018-ae12-ed619d81571a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""b74ec7bf-0fbc-4ccb-8426-056a6a052d99"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",ff7fa2f3-87ef-45dc-9d92-cb6848b776fc,8cbf8aea-ee9d-4950-80ba-d449cc26c541,d4bc692c-954e-4615-bdc6-f65fa9f01a47,bda4e2d4-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""19f9b6b2-02bf-4018-ae12-ed619d81571a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""d059746f-ae9a-4387-81bf-70ade6344a47"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",
7bdf9c42-9acd-4f2e-b279-dbd9ee5b7d42,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,676700cf-bdb7-4ad9-947f-8ea10794f1e3,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,bda25802-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""19f9b6b2-02bf-4018-ae12-ed619d81571a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""32397fda-2278-45fb-8048-ba786cb84a5d"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",ff7fa2f3-87ef-45dc-9d92-cb6848b776fc,3b5f6b58-0a71-43bf-b1f6-d2f934b2af18,d4bc692c-954e-4615-bdc6-f65fa9f01a47,bda4e2d4-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""19f9b6b2-02bf-4018-ae12-ed619d81571a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""d2f325d6-ae26-43cb-bf7a-afd28175ade5"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",
95caddea-5732-40a4-a03d-9bf0a13800a7,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,4255a7e3-d59b-4f61-aa95-458e90f52942,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,bda25802-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""19f9b6b2-02bf-4018-ae12-ed619d81571a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""7a117af7-7369-45b1-980c-03143988d8f7"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",ff7fa2f3-87ef-45dc-9d92-cb6848b776fc,53b12f0f-ab7a-40c2-b614-847304416c19,d4bc692c-954e-4615-bdc6-f65fa9f01a47,bda4e2d4-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""19f9b6b2-02bf-4018-ae12-ed619d81571a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""41e51773-dee2-4803-9247-a9b01f57b511"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",
65104881-c4e5-4051-810d-203a33a22885,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,f049efd9-926d-46f7-b54c-b9ba44e3325f,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,bda25802-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""19f9b6b2-02bf-4018-ae12-ed619d81571a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""772d33f3-219f-49fc-be8a-81c268194b28"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",4fc13889-bc88-4fc5-8ae8-56748363caf4,a46284c5-60dc-4904-8626-5d69606e1129,d4bc692c-954e-4615-bdc6-f65fa9f01a47,bda4e2d4-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""19f9b6b2-02bf-4018-ae12-ed619d81571a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""2af15e69-133a-4219-a2c0-63bed7abf8e3"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",
48e17854-32f6-44e4-88ea-8349b3cbd535,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,ccd3f2e9-47ed-4578-9eec-1995b97de276,,bda25802-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""19f9b6b2-02bf-4018-ae12-ed619d81571a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""fdf33d25-ae4b-4e3a-9cf1-3375ca98c00e"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",e353d9b5-24e5-42bb-a4f5-12e1a4e1926b,,,,"""""",
0f4d774b-ebf2-492f-ad60-9d50a4b1535c,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,2ff0841a-1f94-4775-aa0b-24624105072f,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,bda25802-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""19f9b6b2-02bf-4018-ae12-ed619d81571a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""41f98e2f-b7cb-4473-a10b-ab981e4dfd5a"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",4fc13889-bc88-4fc5-8ae8-56748363caf4,e6906ac9-801c-42bc-9dd1-a3ff93bd7e0e,d4bc692c-954e-4615-bdc6-f65fa9f01a47,bda4e2d4-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""19f9b6b2-02bf-4018-ae12-ed619d81571a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""4d7479d9-db34-4430-8b1b-3093a42615b6"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",
304eb5aa-b840-48ae-a5cb-d83779d02fa9,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,b77e25ac-3c41-4f9d-b92f-16d423b690f2,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,bda25802-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""19f9b6b2-02bf-4018-ae12-ed619d81571a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""390f74da-d366-4725-bc31-06f43ccd5639"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",4fc13889-bc88-4fc5-8ae8-56748363caf4,b8b68160-5ef3-44ad-958c-07a26260aa06,d4bc692c-954e-4615-bdc6-f65fa9f01a47,bda4e2d4-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""19f9b6b2-02bf-4018-ae12-ed619d81571a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""ac19ce54-2bae-47e8-afe8-69b2600ae12b"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",
2e9ab597-e2fc-4c9e-87a1-60646e66a2a6,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,fe81d882-bd56-488b-bdd7-b800565330ae,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,bda25802-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""19f9b6b2-02bf-4018-ae12-ed619d81571a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""89a575a5-e072-4fd7-b662-75c42c5eb428"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",4fc13889-bc88-4fc5-8ae8-56748363caf4,1ae1fb4f-c872-4f01-99f5-79086fc1adad,d4bc692c-954e-4615-bdc6-f65fa9f01a47,bda4e2d4-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""19f9b6b2-02bf-4018-ae12-ed619d81571a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""3156ecb3-233e-402d-aba3-61a86855dd93"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",
2d7494f3-5f2b-461c-bbbe-fbcf6b0cca44,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,f10b3cd9-14a4-40cf-93da-de8945fb439a,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,bda25802-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""19f9b6b2-02bf-4018-ae12-ed619d81571a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""f79f11a9-771c-462e-8849-a7d11da2cca3"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",4fc13889-bc88-4fc5-8ae8-56748363caf4,f142e6f7-7bea-42c8-b7e3-094e8a8ded71,d4bc692c-954e-4615-bdc6-f65fa9f01a47,bda4e2d4-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""19f9b6b2-02bf-4018-ae12-ed619d81571a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""c6302641-fab4-402e-9461-5c6f5fa8676e"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",
0f9e2442-6935-48e0-9c78-9dd196e1b301,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,ed8a01b5-f329-4f9a-876f-546d056858bc,b1e26e3a-b178-4e51-8ae1-261a9937a099,bda25802-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""19f9b6b2-02bf-4018-ae12-ed619d81571a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""4d792f58-a6a5-434f-8d46-29e813e259f5"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",32ee5079-c1a0-4528-b2b9-a8559cce25e4,8126740f-2613-4191-b083-048fbfbe806c,d4bc692c-954e-4615-bdc6-f65fa9f01a47,bda4e2d4-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""19f9b6b2-02bf-4018-ae12-ed619d81571a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""a9d55cca-2831-497b-874d-207d2e1cd8e8"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",
fea909f7-2e19-4301-82e8-fc98b351a391,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,0bf7bc01-a15c-40c0-a31e-df160afddab9,b1e26e3a-b178-4e51-8ae1-261a9937a099,bda25802-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""19f9b6b2-02bf-4018-ae12-ed619d81571a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""a77a8d1d-d534-46fa-9f62-ba03620df2ff"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",32ee5079-c1a0-4528-b2b9-a8559cce25e4,63a58a53-c418-45f7-81c5-5a9261f37130,d4bc692c-954e-4615-bdc6-f65fa9f01a47,bda4e2d4-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""19f9b6b2-02bf-4018-ae12-ed619d81571a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""b7a2b28a-c6ee-477b-916b-547c00d2ff9b"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",
ea149e66-8127-4376-b5e0-9bf55e608a21,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,1a552f17-6c67-4ca8-9d63-cc664ffe2c0d,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,bda25802-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""19f9b6b2-02bf-4018-ae12-ed619d81571a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""2b70b2d6-b1ab-4076-814c-17d43e9f51dd"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",4fc13889-bc88-4fc5-8ae8-56748363caf4,d47c5b05-ab7c-422d-92b4-a2f3c9b7e56f,d4bc692c-954e-4615-bdc6-f65fa9f01a47,bda4e2d4-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""19f9b6b2-02bf-4018-ae12-ed619d81571a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""f8fc4e08-3580-4325-beed-4d3c66150d66"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",
0303bfc3-ab72-4408-94b2-56925a5c84f5,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,a8de2f39-d989-4bf2-a874-928549b59dc9,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,bda25802-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""19f9b6b2-02bf-4018-ae12-ed619d81571a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""6a31b69c-6ed1-4f56-aeee-5766bbf82b7b"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",32ee5079-c1a0-4528-b2b9-a8559cce25e4,f337f983-c1ef-4108-9c08-d3c49a67906d,c5bf3543-f3a4-4050-bf90-9ee01f143773,bda4e2d4-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""19f9b6b2-02bf-4018-ae12-ed619d81571a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""d56166b4-f184-4f80-a30a-6ac2e6042a31"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",
2edbb7da-dc14-4865-b1fa-8ef01a1e23e7,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,a010ab02-68ef-4cb7-927d-9c6b4e52febc,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,bda25802-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""19f9b6b2-02bf-4018-ae12-ed619d81571a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""c93fbcff-b5c0-45f3-ad23-d9a179c1c144"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",32ee5079-c1a0-4528-b2b9-a8559cce25e4,21a1727d-ef41-40f7-9d73-924a7a6dca34,c5bf3543-f3a4-4050-bf90-9ee01f143773,bda4e2d4-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""19f9b6b2-02bf-4018-ae12-ed619d81571a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""0c1961bc-a2df-4bb0-a17b-7a6131102a9d"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",
dcc8bca5-41be-4a96-a979-55f9341aba39,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,67b3292f-3835-4813-8dfe-ceffe647aa79,,bda25802-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""19f9b6b2-02bf-4018-ae12-ed619d81571a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""a010e5b5-0cae-4440-8b48-d9ec0d90f555"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",ff7fa2f3-87ef-45dc-9d92-cb6848b776fc,,,,"""""",
83dc3349-1783-4d49-99f4-a312e1457094,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,6e3a33ad-597b-4d07-8c7a-815b7843ce4a,,bda25802-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""19f9b6b2-02bf-4018-ae12-ed619d81571a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""0d84db5a-f5a8-4468-9b18-057105aaf3ac"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",ff7fa2f3-87ef-45dc-9d92-cb6848b776fc,,,,"""""",
905949a8-9538-4b80-b40e-f376936d732e,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,54d54582-1c8d-4dbb-b9d9-27d0cbbd1ad0,,bda25802-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""19f9b6b2-02bf-4018-ae12-ed619d81571a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""e703db80-ab8d-472f-b43b-be65d82a8c39"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",e353d9b5-24e5-42bb-a4f5-12e1a4e1926b,,,,"""""",
8a701f3c-db14-49cd-a0f8-80e0f496d271,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,d08a8ad5-a385-4fab-b470-544abd8f9d17,,bda25802-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""19f9b6b2-02bf-4018-ae12-ed619d81571a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""dba23e5b-2557-427e-8a7f-0f1897fdb7ac"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",e353d9b5-24e5-42bb-a4f5-12e1a4e1926b,,,,"""""",
fc2e94b9-9e6f-41e1-8e91-dc4a457f0653,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,2dfccfba-705f-4c0e-8313-202a73b1aeef,,bda25802-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""19f9b6b2-02bf-4018-ae12-ed619d81571a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""f1ea326c-e360-4846-83ea-1025d7321f41"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",e353d9b5-24e5-42bb-a4f5-12e1a4e1926b,,,,"""""",
cb58a2c6-1c04-4c3c-aa36-53561ae62f2d,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,4a668f2f-169e-4597-b9af-00264e4641a8,,bda25802-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""19f9b6b2-02bf-4018-ae12-ed619d81571a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""29fefd1b-54b5-47d7-b2aa-78345eaea969"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",ff7fa2f3-87ef-45dc-9d92-cb6848b776fc,,,,"""""",
1b350275-8328-480d-b700-9980bce4bf01,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,e3296f9c-5eba-4499-987c-eabd3993d759,,bda25802-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""19f9b6b2-02bf-4018-ae12-ed619d81571a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""0aa46dcf-9d8b-4320-bd91-960c591ae62f"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",ff7fa2f3-87ef-45dc-9d92-cb6848b776fc,,,,"""""",
84678a1e-2961-4780-8dac-6293806362aa,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,d2ca5d14-600e-45f2-ac26-01f611d38663,,bda25802-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""19f9b6b2-02bf-4018-ae12-ed619d81571a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""64610511-eb5f-47c0-ade8-9f426ddfb42d"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",e353d9b5-24e5-42bb-a4f5-12e1a4e1926b,,,,"""""",
bd98458c-c361-4e54-ab9f-17d2134f1680,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,3ed80466-b505-4c75-b493-989f6653271b,02424d5d-2e33-4b0b-9ac2-aba7a2be7d4a,bda25802-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""19f9b6b2-02bf-4018-ae12-ed619d81571a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""aa37ea7d-2221-4f59-9a2f-e75912d1a8be"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",4fc13889-bc88-4fc5-8ae8-56748363caf4,b0bda156-8bf8-42c0-9164-3ba0868fe2b5,d4bc692c-954e-4615-bdc6-f65fa9f01a47,bda4e2d4-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""19f9b6b2-02bf-4018-ae12-ed619d81571a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""3f3bed70-84c4-4760-89b3-301f296f2a43"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",
02cba09f-1f7f-433d-8d14-6a397771bba0,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,570f9e42-1ea1-4afc-9b59-325d2d697abe,,bda25802-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""19f9b6b2-02bf-4018-ae12-ed619d81571a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""990f50b5-0aed-4325-8567-fb036a86fd3a"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",ff7fa2f3-87ef-45dc-9d92-cb6848b776fc,,,,"""""",
1489cceb-7a0c-4f7a-8ce3-4d5ebca9c642,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,4653a33c-93f1-42c5-8eea-c8d4dfacd9b1,,bda25802-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""19f9b6b2-02bf-4018-ae12-ed619d81571a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""541d7b58-0c88-4426-8028-01c281ddae1d"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",ff7fa2f3-87ef-45dc-9d92-cb6848b776fc,,,,"""""",
108a0be5-2d7d-45a4-9f9b-b5bc657dfff6,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,d129af16-ae81-4da2-8ebf-a95718f47af8,,bda25802-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""19f9b6b2-02bf-4018-ae12-ed619d81571a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""d1243fbc-bcc3-4b0d-863e-f97266854c2d"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",4fc13889-bc88-4fc5-8ae8-56748363caf4,,,,"""""",
f5731a9a-1a00-42f1-bdcb-a9b91146e8a9,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,40af48b8-d3bc-4256-b135-af0e48ed02b0,,bda25802-d376-11ef-a239-0275dc2ded29,"[{""resourceId"": ""19f9b6b2-02bf-4018-ae12-ed619d81571a"", ""ontologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55"", ""resourceXresourceId"": ""905d5c28-adf5-4375-968e-3326c7dad723"", ""inverseOntologyProperty"": ""ac41d9be-79db-4256-b368-2f4559cfbe55""}]",ff7fa2f3-87ef-45dc-9d92-cb6848b776fc,,,,"""""",
