resourceinstanceid,graphid,graphpublicationid,principaluser_id,chem_tileid,chem_material_data_assignment_name_content,chem_nodegroupid,chem_material_data_assignment_name_type,chem_material_data_assignment_name_language
a1cd6e15-3293-4ddf-a8c3-6555b109bd69,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,9e4fff55-8309-46d2-911d-84339655f5ce,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
4fe0f36b-17bb-45fe-8f93-a2988185c27b,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,3d149c42-d258-41e9-b16b-8e71043e73f4,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
02425c1f-6d6e-4bc4-abcd-0b4af14440f8,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,608af820-83c4-4091-9e6d-82d973a2fcbc,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
7f37aba1-0ff6-44cd-be10-a1b3607e6409,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,7ea918bf-1670-42aa-8d53-2cd2b1056e76,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
fe81a9c3-270b-4853-95f3-ffe481beb430,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,675314a4-f3b4-452e-926b-9106b695a709,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
58b6c8f3-3239-4e47-91f6-7c8d29387c54,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,e2f07152-86e1-426d-bd79-7638e2a83270,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
9bf2d45e-66c1-4183-8a82-91efd953ea1a,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,effc179b-c419-479f-9265-d24442ed0c5a,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
b78eb971-64b9-4693-9614-a6f2f1384c3f,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,ad374387-60f7-4a12-aabd-52acf59ec460,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
69c4393e-3751-4799-9ed7-3a434e750f7c,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,b77bc21d-8d02-4806-90ec-4e7ea4e62353,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
d8786c20-cf31-4ca9-8d24-227c031a7b55,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,b2765a06-c1a1-4ca1-b98d-925068a727b2,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
8fd3246f-501f-4426-a6d0-00e37d418eeb,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,c79820cb-02f0-4252-a332-c355fe05aad8,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
ebe1b893-1bc5-49b4-8a06-043445a304f9,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,2f345609-12ea-4f22-b123-7bda20f5b3f4,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
6b788078-fd26-41ca-8d2c-7b9ffec23217,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,f0c251a8-73d4-4792-8b90-d2694fc98065,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
807a8fb1-d57a-41f8-8462-34093e07f5d6,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,4858b0a1-25f1-4c68-8fe5-5dd7fe5281b5,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
32f6ac75-455d-4c5b-9a9e-a7c0fc16a839,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,9303cc28-ffd7-4a26-84c8-ee5469178ce5,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
090c497e-6bb3-40bf-b710-1f97d60708be,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,76a6cab3-cf92-4ec0-aa69-54e8008da71d,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
6d6776f6-9bb6-4502-826c-7faa758d21e5,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,41638c4f-5a6b-44ac-b503-76eec4e8c8cf,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
056bdecd-a415-4e90-8e9d-561d24d40220,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,3297b59b-e167-4830-abda-9b81ab7f9c86,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
48c3d265-887e-442c-8f9a-c4cb68c1802e,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,566f7a71-f3b0-4f9b-900a-cbe6a907ee89,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
4079a13d-f228-43ad-a3b8-8996881422a6,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,7d1e8b9a-155f-4b34-a70f-83d37e79f455,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
28521f70-0149-4107-ad74-0c354ad98f53,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,6adf1d6b-823b-4461-9526-4b80d1838834,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
85627cb5-0314-4991-9e52-9337d84be24a,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,8f6b480d-8dc2-4944-b280-f4ed338b956d,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
6a460101-dbf6-43d6-809c-552eac7cfdc4,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,6b34496f-8371-4248-8def-3718a7f77d4f,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
ed20fffc-01f6-4760-90ae-946608331475,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,a2b33182-41b0-4efe-b5d2-486b841c9a60,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
2ea32388-6e6e-4e90-ac08-97bfa422e2cb,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,d3fb4080-1995-4d44-918e-f88531411c3a,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
fbf6cbbe-21e9-4bb1-9167-1a5594c7a181,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,34598ec7-f21b-4d13-ace7-7036000830bd,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
1242ff6e-ad8e-45b5-9ecc-12d40ac40d04,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,1a70ac76-e5a7-4037-babd-c9caaa6b4086,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
e976ce6a-54a5-4a5a-aed4-46dd9f625d9f,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,14bb2541-acb6-43f5-b7af-f2a06dde1191,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
58c32a1f-7bd0-4c24-9ee2-8115a09d39de,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,f04b084b-b9f1-4e2a-95e4-472633a0cf32,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
2ad3fa8b-cf4a-49e6-b985-451ef733331d,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,b20e319a-9e89-4cbd-bc1b-578ca908703d,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
1b1ff183-270d-42bc-ae95-a7ffdfc8891f,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,72c28e60-cbae-44e4-a95c-53b624a6ad19,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
7567be8f-cce4-405c-a2d5-ddc81c8538cf,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,e11235ab-b003-4b27-acef-c885a95cee39,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
5e99ec3e-e622-44be-9681-cd9d43e08bf1,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,e073ed93-8dc9-4113-971d-9d3b4111a5b2,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
ddeb113e-2b97-45f7-9f42-34d0d2b8c3d0,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,c63562d5-46a5-4d8d-b7fa-e2bcd56551c3,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
4ddc3eb1-394c-4160-bf45-6393763f4613,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,039bccbe-58e2-451f-863d-1f47f46524ed,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
3e223ca3-497b-49ec-aeb1-21227e105203,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,5173bfe8-6824-4d6e-9260-b43ada7c5a4a,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
a34d4650-40ec-4cb5-af81-c0d5a9d8e977,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,2607e54d-f733-4549-bf80-d25052e0cd76,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
8a5fc803-013d-43d0-9243-2670fff3f85e,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,a599b9d6-5846-4cc8-ad0a-174f8952e0ce,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
ec18ad75-24ff-495f-89f8-e55f2784827a,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,0ea1ac21-87b0-48d9-8ff8-4d4609a822d8,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
10f53313-dacc-4b19-a8e6-fd8b4417af80,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,949be37f-5927-42dd-b38a-f3bb676ab73e,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
d3238cca-00b2-4d8e-8b3f-675871e6954a,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,13057109-86d5-48f9-85cf-9db94301e8d4,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
817dadf3-212d-4245-8e6a-2f772b2f8904,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,514dc00e-e563-4a11-9f13-d09eb461001c,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
44b76d18-12b6-4992-8259-2a47cc67a38a,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,e2a19c46-feea-4fdc-9d5f-6bd3680ce4e8,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
38ba59c9-bf32-44f3-8dc0-5ae2d7abfc44,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,94e3d710-1054-4185-8998-16f2d6d5a1bb,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
0366f75b-098b-482a-9ddd-5a5eade75b21,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,ff08d0c0-9f2c-46c5-bf46-7c8dcf3e0eb0,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
0a917697-eaed-4dfb-9ac3-2c74da98b1ae,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,3ef8cb9d-2208-4626-92da-5f50d873347f,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
73db06ec-22aa-4e13-a3a7-3a13e1bc5371,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,646ab249-f0a9-4801-91e1-e0f00ab1480b,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
3f4e6dad-5995-4ab3-9521-2f6cd282e745,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,cb752e39-6b90-4f3f-ae20-cde98e4ab30c,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
4eb89b13-5284-48c6-9a37-a758cf54612d,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,3e7132a5-4209-4862-b723-5bb16b2b4ff0,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
329141d7-c19e-44f5-9839-af44b29082ee,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,eeb4c917-39b2-4993-b5ff-661e99fcdcc7,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
87210eb3-a6bd-4052-ac58-440e698fc6f3,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,c6eb235d-6aae-4041-9a3f-9de3ac513a3d,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
e286b54e-27e4-4262-999a-90edcc3fd119,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,9157e5f9-dc0d-482c-afe5-2c42ecc391de,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
5903a30a-cd20-4946-b881-0581215ce7ce,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,2ea090fc-9c2e-401d-b14b-882487f57978,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
65986682-f3aa-41e5-ac37-45355a987ced,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,274b04fe-566f-4fdd-a9f5-cb90b94f41e9,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
cf1b54e2-b0ba-4e9f-b95e-d5db50880dfe,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,65d9d777-31bf-4b69-b9db-947533e7a125,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
b9e5d301-e320-4230-a3a6-1a75168e7340,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,fac41aa8-e0ee-4dc5-be99-5f6fc71497b5,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
eb2cd0a7-cefb-468a-ba9a-376836c8ec5a,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,274be409-b2c1-45c7-998e-d4878222eac6,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
0e42ad18-e607-4f7c-aae0-6c8e5c51eb71,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,8e8cbc00-3190-43e3-976c-91c9a386acbd,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
07f9272a-f25a-4c3d-bd4a-e8f09a580eea,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,917a4a7b-baaa-4362-b74e-687caedeca9e,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
976e5bcb-0535-4d31-9263-684023fd35fe,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,f08e3d0a-9601-4ce1-8f71-0cbd4c44a0fe,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
26967c9f-3528-44b5-aac6-71e5cf1b3739,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,89f79741-ce7e-43da-a423-08727c276631,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
511c56c1-9a45-45bb-b4d0-46d02df55450,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,77e522a7-c7f6-4b12-8f04-fbbbc8c5c713,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
f4c86e10-e702-45da-bbae-a9b27d3d2594,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,1fde3dfb-44e5-4c8f-9260-63458aa845cc,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
d6630384-19fe-4b78-978b-e7756771fd88,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,54ee3b0a-2ae5-4d69-8f0a-f7666147592b,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
ba95af07-b4d3-4400-a90c-62870e2b10cd,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,4f1049e7-703b-4bfc-b36d-60bf76261877,"""[\""c89a159f-d5b1-4f65-b2ef-755d70346c8c\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
edba033c-480f-48d7-8d99-f3ebfbd86bcc,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,15abff42-a386-492c-8196-78fc386b0d06,"""[\""40fbb24a-c4f6-4e13-bee9-78a04d9902d5\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"[""91b68412-5cef-47b1-bb9d-bb204a2defad""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]"
271dabd5-0967-4ef7-8a13-d7e0cfacf690,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,565398b2-57ab-45e7-aee1-dc20847055ef,"""[\""40fbb24a-c4f6-4e13-bee9-78a04d9902d5\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
80c3411b-e90e-4f11-be65-799a46ba4046,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,98eecc43-64d1-4df5-9660-9fada0df1234,"""[\""40fbb24a-c4f6-4e13-bee9-78a04d9902d5\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"[""91b68412-5cef-47b1-bb9d-bb204a2defad""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]"
81575ebe-448e-41b2-807f-2e9851708279,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,8102a220-b3f8-4003-aa09-440ab684f572,"""[\""40fbb24a-c4f6-4e13-bee9-78a04d9902d5\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
c12ed3b5-e084-44b0-a507-bda138301ac5,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,75000742-25ef-47ba-be91-d50ebb359abb,"""[\""40fbb24a-c4f6-4e13-bee9-78a04d9902d5\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"[""91b68412-5cef-47b1-bb9d-bb204a2defad""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]"
295cc914-4fe5-483e-aa03-24ee933ea3f3,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,f21fc747-6626-4fc5-a847-2a7dfd0450c4,"""[\""40fbb24a-c4f6-4e13-bee9-78a04d9902d5\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"[""91b68412-5cef-47b1-bb9d-bb204a2defad""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]"
1a86602b-bf8b-4b55-99d5-6b9dec0eae63,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,8f098765-b804-4696-9435-bf1001dc5264,"""[\""40fbb24a-c4f6-4e13-bee9-78a04d9902d5\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"[""91b68412-5cef-47b1-bb9d-bb204a2defad""]","[""bc35776b-996f-4fc1-bd25-9f6432c1f349""]"
32d1f0b3-ed37-4316-95fe-15f273958639,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,05b4db18-d9ca-491b-bda1-d7e281299fd2,"""[\""40fbb24a-c4f6-4e13-bee9-78a04d9902d5\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
b8cde2af-9d3b-48aa-b22c-d6a7d860690b,bda239c6-d376-11ef-a239-0275dc2ded29,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,53acbe0f-0799-458f-93e9-26339297f1e6,"""[\""40fbb24a-c4f6-4e13-bee9-78a04d9902d5\""]""",bda3b60c-d376-11ef-a239-0275dc2ded29,"""""",""""""
