resourceinstanceid,graphid,graphpublicationid,principaluser_id,transactionid,object_type_tileid,object_type_object_type,object_type_transactionid,mat_tileid,mat_material,mat_transactionid,mix_tileid,mix_mixture_type,mix_mixture_type_metatype,mix_transactionid,part_base_tileid,part_base_part_name_content,part_base_part_type,part_base_part_name_type,part_base_part_name_language,part_base_transactionid,part_base_part_removed_from_related_objs,part_base_dim_tileid,part_base_dim_part_dimension_statement_content,part_base_dim_part_dimension_statement_type,part_base_dim_part_dimension_statement_language_,part_base_dim_transactionid,gbif_name_tileid,gbif_name_name_content,gbif_name_name_type_,gbif_name_name_language_,gbif_name_transactionid,gbif_tileid,gbif_statement_content,gbif_statement_type,gbif_statement_language_,gbif_transactionid,mix_state_tech_tileid,mix_state_tech_mixture_statement_content,mix_state_tech_mixture_statement_type,mix_state_tech_mixture_statement_language,mix_state_tech_transactionid,part_comp1_tileid,part_comp1_part_name_content,part_comp1_part_name_type,part_comp1_part_name_language,part_comp1_transactionid,part_comp1_dim_tileid,part_comp1_dim_part_dimension_statement_content,part_comp1_dim_part_dimension_value_,part_comp1_dim_part_dimension_unit,part_comp1_dim_part_dimension_type_,part_comp1_dim_part_dimension_statement_type,part_comp1_dim_part_dimension_statement_language_,part_comp1_dim_transactionid,part_comp2_tileid,part_comp2_part_name_content,part_comp2_part_name_type,part_comp2_part_name_language,part_comp2_transactionid,part_comp2_dim_tileid,part_comp2_dim_part_dimension_statement_content,part_comp2_dim_part_dimension_value_,part_comp2_dim_part_dimension_unit,part_comp2_dim_part_dimension_type_,part_comp2_dim_part_dimension_statement_type,part_comp2_dim_part_dimension_statement_language_,part_comp2_dim_transactionid,part_pig_tileid,part_pig_part_name_content,part_pig_part_type,part_pig_part_name_type,part_pig_part_name_language,part_pig_transactionid,part_pig_dim_tileid,part_pig_dim_part_dimension_statement_content,part_pig_dim_part_dimension_value_,part_pig_dim_part_dimension_unit,part_pig_dim_part_dimension_type_,part_pig_dim_part_dimension_statement_type,part_pig_dim_part_dimension_statement_language_,part_pig_dim_transactionid,part_base_dim_part_dimension_value_,part_base_dim_part_dimension_unit,part_base_dim_part_dimension_type_,part_comp1_part_type,part_comp1_part_removed_from_related_objs,part_comp2_part_removed_from_related_objs,mix_state_ratio_tileid,mix_state_ratio_mixture_statement_content,mix_state_ratio_mixture_statement_type,mix_state_ratio_mixture_statement_language,mix_state_ratio_transactionid,part_pig_part_removed_from_related_objs,part_comp3_tileid,part_comp3_part_name_content,part_comp3_part_name_type,part_comp3_part_name_language,part_comp3_transactionid,part_comp3_dim_tileid,part_comp3_dim_part_dimension_statement_content,part_comp3_dim_part_dimension_statement_type,part_comp3_dim_part_dimension_statement_language_,part_comp3_dim_transactionid,part_comp3_part_removed_from_related_objs,part_comp3_dim_part_dimension_value_,part_comp3_dim_part_dimension_unit,part_comp3_dim_part_dimension_type_
8ae2cb07-d3c3-4521-b2d5-3421afc4b411,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,42feb182-0a6e-445e-85c5-8f5839fd687f,a7c826a8-2020-4d28-bfc2-01cdb03ff3b5,"[{""uri"": ""http://vocab.getty.edu/aat/300028875"", ""labels"": [{""id"": ""b86fae98-e9a5-4527-a8d2-b1e920772c3a"", ""value"": ""samples"", ""language_id"": ""en"", ""list_item_id"": ""9db724b9-b3c7-4761-9a50-673d64a15bd8"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""56991802-f539-4b22-b5a9-b1945fceb52b""}]",42feb182-0a6e-445e-85c5-8f5839fd687f,5f1967ff-3b58-4a18-9980-61aa2cc410f0,[],42feb182-0a6e-445e-85c5-8f5839fd687f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8ae38a14-d1c0-4f73-9841-f188ae06cbef,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,42feb182-0a6e-445e-85c5-8f5839fd687f,520dac4e-561e-4328-bb0b-8bd8bb3f285e,"[{""uri"": ""http://vocab.getty.edu/aat/300028875"", ""labels"": [{""id"": ""b86fae98-e9a5-4527-a8d2-b1e920772c3a"", ""value"": ""samples"", ""language_id"": ""en"", ""list_item_id"": ""9db724b9-b3c7-4761-9a50-673d64a15bd8"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""56991802-f539-4b22-b5a9-b1945fceb52b""}]",42feb182-0a6e-445e-85c5-8f5839fd687f,df4a3e30-2279-4f1e-bd0f-7b2f7dc89a47,"[{""uri"": ""http://vocab.getty.edu/aat/300015012"", ""labels"": [{""id"": ""4f367dff-f045-4566-8861-626a19ed4436"", ""value"": ""ink"", ""language_id"": ""en"", ""list_item_id"": ""1f2a382b-d892-4a20-a128-5604e972079e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""9a2ee63b-d696-4686-979b-994597790289""}]",42feb182-0a6e-445e-85c5-8f5839fd687f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8ae4f34c-ede4-4006-bc4e-9ef078befa0d,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,42feb182-0a6e-445e-85c5-8f5839fd687f,f0c02086-b236-4fac-bf2f-abfcfe2e0c01,"[{""uri"": ""http://vocab.getty.edu/aat/300028875"", ""labels"": [{""id"": ""b86fae98-e9a5-4527-a8d2-b1e920772c3a"", ""value"": ""samples"", ""language_id"": ""en"", ""list_item_id"": ""9db724b9-b3c7-4761-9a50-673d64a15bd8"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""56991802-f539-4b22-b5a9-b1945fceb52b""}]",42feb182-0a6e-445e-85c5-8f5839fd687f,b0d90bb5-8b19-4232-bbd6-40564e4a58be,[],42feb182-0a6e-445e-85c5-8f5839fd687f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8ae542af-e0b3-4611-b663-769a9b286e45,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,42feb182-0a6e-445e-85c5-8f5839fd687f,26dd770a-184e-448b-ac0e-fa5fee89ecf7,"[{""uri"": ""http://vocab.getty.edu/aat/300028875"", ""labels"": [{""id"": ""b86fae98-e9a5-4527-a8d2-b1e920772c3a"", ""value"": ""samples"", ""language_id"": ""en"", ""list_item_id"": ""9db724b9-b3c7-4761-9a50-673d64a15bd8"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""56991802-f539-4b22-b5a9-b1945fceb52b""}]",42feb182-0a6e-445e-85c5-8f5839fd687f,fcbaf776-e86d-45e0-ad43-59f3854a84d7,[],42feb182-0a6e-445e-85c5-8f5839fd687f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8af2b82b-9579-4e61-bd12-ee8054715dc4,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,42feb182-0a6e-445e-85c5-8f5839fd687f,9c5d0afc-0bab-43be-997c-c515a916e867,"[{""uri"": ""http://vocab.getty.edu/aat/300028875"", ""labels"": [{""id"": ""b86fae98-e9a5-4527-a8d2-b1e920772c3a"", ""value"": ""samples"", ""language_id"": ""en"", ""list_item_id"": ""9db724b9-b3c7-4761-9a50-673d64a15bd8"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""56991802-f539-4b22-b5a9-b1945fceb52b""}]",42feb182-0a6e-445e-85c5-8f5839fd687f,2a182edd-d502-4bf5-9445-261213ed1193,"[{""uri"": ""http://vocab.getty.edu/aat/300013029"", ""labels"": [{""id"": ""626b2732-7bb2-4dda-aa5b-83f49887f38d"", ""value"": ""dye"", ""language_id"": ""en"", ""list_item_id"": ""b3cb5902-3675-3af6-ae1c-4ef07e1e54f4"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""9a2ee63b-d696-4686-979b-994597790289""}]",42feb182-0a6e-445e-85c5-8f5839fd687f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8af58a06-62cb-438b-a1db-474b0cd3da99,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,42feb182-0a6e-445e-85c5-8f5839fd687f,5e11b49b-4e41-418d-a2cb-d57c64f1fa65,"[{""uri"": ""http://vocab.getty.edu/aat/300028875"", ""labels"": [{""id"": ""b86fae98-e9a5-4527-a8d2-b1e920772c3a"", ""value"": ""samples"", ""language_id"": ""en"", ""list_item_id"": ""9db724b9-b3c7-4761-9a50-673d64a15bd8"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""56991802-f539-4b22-b5a9-b1945fceb52b""}]",42feb182-0a6e-445e-85c5-8f5839fd687f,c152c0a8-5290-447c-9ec5-0baa2d6c362a,[],42feb182-0a6e-445e-85c5-8f5839fd687f,,,,,d64ed243-a0b9-4476-9711-13654a9d97ed,"{""en"": {""value"": ""(From reference sample: Resin (0.2) / Egg (99.8))"", ""direction"": ""ltr""}}","[{""uri"": ""https://rascoll.usw1.gci.fargeo.net/plugins/controlled-list-manager/item/210ea915-47e4-4628-b3a2-990b9c88e154"", ""labels"": [{""id"": ""4364679b-425a-42ab-aa6a-e7f83da1e162"", ""value"": ""base mixture"", ""language_id"": ""en"", ""list_item_id"": ""210ea915-47e4-4628-b3a2-990b9c88e154"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""73a6d800-669d-48b7-a1fb-2ecdaa0a4827""}]","[{""uri"": ""http://localhost:8000/plugins/controlled-list-manager/item/df2d67d8-b7cb-487d-b4c0-f04bd526e7be"", ""labels"": [{""id"": ""70f219b3-5394-4825-a794-636f52a64ef0"", ""value"": ""component name"", ""language_id"": ""en"", ""list_item_id"": ""df2d67d8-b7cb-487d-b4c0-f04bd526e7be"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""9f1cf9a8-ce65-455f-ab1e-a9b36e9e23ce""}]","[{""uri"": ""http://vocab.getty.edu/aat/300388277"", ""labels"": [{""id"": ""bf59ca74-9146-4b2e-8ba7-3d7c30791491"", ""value"": ""English (language)"", ""language_id"": ""en"", ""list_item_id"": ""38729dbe-6d1c-48ce-bf47-e2a18945600e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f7fc4f6d-fd46-4881-846f-4a08bc1a3fef""}]",42feb182-0a6e-445e-85c5-8f5839fd687f,"[{""resourceId"": ""95178e2c-5e47-4f00-9a7a-040f6a43538a"", ""ontologyProperty"": null, ""resourceXresourceId"": ""9bdcab54-c9ef-4bc0-b94c-c57410644b37"", ""inverseOntologyProperty"": null}]",797d89dd-8da4-4803-846b-9a396bc1ace5,"{""en"": {""value"": ""Base mixture measurement not listed in FileMaker Pro database"", ""direction"": ""ltr""}}","[{""uri"": ""http://vocab.getty.edu/aat/300435430"", ""labels"": [{""id"": ""07267fb1-33ea-457f-9cff-fe337d6f00cd"", ""value"": ""measurement description"", ""language_id"": ""en"", ""list_item_id"": ""5bd94b1d-b8b0-44fb-8e1a-fab715b2e8d0"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""a16a4edc-c916-4293-af98-44d76ce6cba7""}]","[{""uri"": ""http://vocab.getty.edu/aat/300388277"", ""labels"": [{""id"": ""bf59ca74-9146-4b2e-8ba7-3d7c30791491"", ""value"": ""English (language)"", ""language_id"": ""en"", ""list_item_id"": ""38729dbe-6d1c-48ce-bf47-e2a18945600e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f7fc4f6d-fd46-4881-846f-4a08bc1a3fef""}]",42feb182-0a6e-445e-85c5-8f5839fd687f,,,,,,,,,,,9038d0f7-8ba6-492e-aadc-34ea3e4fd02b,"{""en"": {""value"": ""Mixture prepared with solvent"", ""direction"": ""ltr""}}","[{""uri"": ""http://vocab.getty.edu/aat/300435429"", ""labels"": [{""id"": ""1263d0a6-ce40-4c3b-989e-b67d4a3eab17"", ""value"": ""materials/technique description"", ""language_id"": ""en"", ""list_item_id"": ""7be0d823-b871-4006-9eed-e0351c604f05"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""a16a4edc-c916-4293-af98-44d76ce6cba7""}]","[{""uri"": ""http://vocab.getty.edu/aat/300388277"", ""labels"": [{""id"": ""bf59ca74-9146-4b2e-8ba7-3d7c30791491"", ""value"": ""English (language)"", ""language_id"": ""en"", ""list_item_id"": ""38729dbe-6d1c-48ce-bf47-e2a18945600e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f7fc4f6d-fd46-4881-846f-4a08bc1a3fef""}]",42feb182-0a6e-445e-85c5-8f5839fd687f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8af5caf4-74ac-4404-a574-63ceebe6c552,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,42feb182-0a6e-445e-85c5-8f5839fd687f,efa0309f-781c-4087-b02d-d9856c6ce22c,"[{""uri"": ""http://vocab.getty.edu/aat/300028875"", ""labels"": [{""id"": ""b86fae98-e9a5-4527-a8d2-b1e920772c3a"", ""value"": ""samples"", ""language_id"": ""en"", ""list_item_id"": ""9db724b9-b3c7-4761-9a50-673d64a15bd8"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""56991802-f539-4b22-b5a9-b1945fceb52b""}]",42feb182-0a6e-445e-85c5-8f5839fd687f,e8156f97-910b-4a66-a708-90363b157c2e,"[{""uri"": ""http://vocab.getty.edu/aat/300206575"", ""labels"": [{""id"": ""e19c68a3-9c40-42f6-8b10-ea6fef1c867f"", ""value"": ""protein"", ""language_id"": ""en"", ""list_item_id"": ""5f39075b-4f37-399e-af2b-824f6ee199be"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""9a2ee63b-d696-4686-979b-994597790289""}]",42feb182-0a6e-445e-85c5-8f5839fd687f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8aff05f6-7568-431c-a1ab-a502f1247317,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,42feb182-0a6e-445e-85c5-8f5839fd687f,8f348670-3da2-44c5-938c-638e1134b9ea,"[{""uri"": ""http://vocab.getty.edu/aat/300028875"", ""labels"": [{""id"": ""b86fae98-e9a5-4527-a8d2-b1e920772c3a"", ""value"": ""samples"", ""language_id"": ""en"", ""list_item_id"": ""9db724b9-b3c7-4761-9a50-673d64a15bd8"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""56991802-f539-4b22-b5a9-b1945fceb52b""}]",42feb182-0a6e-445e-85c5-8f5839fd687f,f3033b1f-710b-42ef-ac17-6cb2677aa8a3,"[{""uri"": ""http://vocab.getty.edu/aat/300013029"", ""labels"": [{""id"": ""626b2732-7bb2-4dda-aa5b-83f49887f38d"", ""value"": ""dye"", ""language_id"": ""en"", ""list_item_id"": ""b3cb5902-3675-3af6-ae1c-4ef07e1e54f4"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""9a2ee63b-d696-4686-979b-994597790289""}]",42feb182-0a6e-445e-85c5-8f5839fd687f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8aff477d-0210-4dc1-ad46-6d1eeb983c92,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,42feb182-0a6e-445e-85c5-8f5839fd687f,02e126df-2777-4450-8c7f-3c96cafce94c,"[{""uri"": ""http://vocab.getty.edu/aat/300028875"", ""labels"": [{""id"": ""b86fae98-e9a5-4527-a8d2-b1e920772c3a"", ""value"": ""samples"", ""language_id"": ""en"", ""list_item_id"": ""9db724b9-b3c7-4761-9a50-673d64a15bd8"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""56991802-f539-4b22-b5a9-b1945fceb52b""}]",42feb182-0a6e-445e-85c5-8f5839fd687f,6896940d-32f4-4cc0-971b-0ccb16913315,[],42feb182-0a6e-445e-85c5-8f5839fd687f,25cb0217-5e00-4bf4-b662-9b13b1ac09d4,"[{""uri"": ""https://afs.dev.fargeo.com/6908f5b9-2d55-4758-a106-9a1763adbc33"", ""labels"": [{""id"": ""4fe20c70-fc45-4937-a033-d87b6c87e532"", ""value"": ""organic - inorganic mixture"", ""language_id"": ""en"", ""list_item_id"": ""6908f5b9-2d55-4758-a106-9a1763adbc33"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""ce9c94e3-bb70-4e87-9fef-eb0c8a6ac1ac""}]","[{""uri"": ""http://vocab.getty.edu/aat/300264237"", ""labels"": [{""id"": ""01a44bd6-e86e-413e-b85d-10a9ad494bc1"", ""value"": ""material components"", ""language_id"": ""en"", ""list_item_id"": ""501d7f8e-550c-44cb-a077-1c56cea92e9c"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""c82d6f85-ae67-4c28-b07a-c114f6d6ba50""}]",42feb182-0a6e-445e-85c5-8f5839fd687f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8affb293-f839-43ea-b9ee-448805ca3553,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,42feb182-0a6e-445e-85c5-8f5839fd687f,a8aafd65-db3c-4287-89f7-54a3b2d50c0d,"[{""uri"": ""http://vocab.getty.edu/aat/300028875"", ""labels"": [{""id"": ""b86fae98-e9a5-4527-a8d2-b1e920772c3a"", ""value"": ""samples"", ""language_id"": ""en"", ""list_item_id"": ""9db724b9-b3c7-4761-9a50-673d64a15bd8"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""56991802-f539-4b22-b5a9-b1945fceb52b""}]",42feb182-0a6e-445e-85c5-8f5839fd687f,16c2b995-ca07-43a4-ad64-2b628cdf9e83,[],42feb182-0a6e-445e-85c5-8f5839fd687f,ee60036e-40cd-459f-a60f-b35715d0d925,"[{""uri"": ""https://afs.dev.fargeo.com/6908f5b9-2d55-4758-a106-9a1763adbc33"", ""labels"": [{""id"": ""4fe20c70-fc45-4937-a033-d87b6c87e532"", ""value"": ""organic - inorganic mixture"", ""language_id"": ""en"", ""list_item_id"": ""6908f5b9-2d55-4758-a106-9a1763adbc33"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""ce9c94e3-bb70-4e87-9fef-eb0c8a6ac1ac""}]","[{""uri"": ""http://vocab.getty.edu/aat/300264237"", ""labels"": [{""id"": ""01a44bd6-e86e-413e-b85d-10a9ad494bc1"", ""value"": ""material components"", ""language_id"": ""en"", ""list_item_id"": ""501d7f8e-550c-44cb-a077-1c56cea92e9c"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""c82d6f85-ae67-4c28-b07a-c114f6d6ba50""}]",42feb182-0a6e-445e-85c5-8f5839fd687f,,,,,,,,,,,,,,,,,,,,,,,,,,,,d4abe9ba-bbde-4143-8565-c9db629a5a62,"{""en"": {""value"": ""(From reference sample: Linseed Oil, sun-thickened)"", ""direction"": ""ltr""}}","[{""uri"": ""http://localhost:8000/plugins/controlled-list-manager/item/df2d67d8-b7cb-487d-b4c0-f04bd526e7be"", ""labels"": [{""id"": ""70f219b3-5394-4825-a794-636f52a64ef0"", ""value"": ""component name"", ""language_id"": ""en"", ""list_item_id"": ""df2d67d8-b7cb-487d-b4c0-f04bd526e7be"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""9f1cf9a8-ce65-455f-ab1e-a9b36e9e23ce""}]","[{""uri"": ""http://vocab.getty.edu/aat/300388277"", ""labels"": [{""id"": ""bf59ca74-9146-4b2e-8ba7-3d7c30791491"", ""value"": ""English (language)"", ""language_id"": ""en"", ""list_item_id"": ""38729dbe-6d1c-48ce-bf47-e2a18945600e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f7fc4f6d-fd46-4881-846f-4a08bc1a3fef""}]",42feb182-0a6e-445e-85c5-8f5839fd687f,846ee6c9-5d00-4962-9831-94ecbdc2ffdb,"{""en"": {""value"": ""Measurement not listed in FileMaker Pro database"", ""direction"": ""ltr""}}",,,,"[{""uri"": ""http://vocab.getty.edu/aat/300435430"", ""labels"": [{""id"": ""07267fb1-33ea-457f-9cff-fe337d6f00cd"", ""value"": ""measurement description"", ""language_id"": ""en"", ""list_item_id"": ""5bd94b1d-b8b0-44fb-8e1a-fab715b2e8d0"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""a16a4edc-c916-4293-af98-44d76ce6cba7""}]","[{""uri"": ""http://vocab.getty.edu/aat/300388277"", ""labels"": [{""id"": ""bf59ca74-9146-4b2e-8ba7-3d7c30791491"", ""value"": ""English (language)"", ""language_id"": ""en"", ""list_item_id"": ""38729dbe-6d1c-48ce-bf47-e2a18945600e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f7fc4f6d-fd46-4881-846f-4a08bc1a3fef""}]",42feb182-0a6e-445e-85c5-8f5839fd687f,,,,,,,,,,,,,,71bdcea5-9af3-4f99-8336-fee9296fe585,"{""en"": {""value"": ""(From reference sample: Green Earth)"", ""direction"": ""ltr""}}","[{""uri"": ""http://vocab.getty.edu/aat/300013026"", ""labels"": [{""id"": ""3fc05c8a-fcb2-4ed8-aa0d-d47a019bf982"", ""value"": ""colorant"", ""language_id"": ""en"", ""list_item_id"": ""5106e11b-d59a-41fc-834b-91dd3fadad87"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""73a6d800-669d-48b7-a1fb-2ecdaa0a4827""}]","[{""uri"": ""http://localhost:8000/plugins/controlled-list-manager/item/df2d67d8-b7cb-487d-b4c0-f04bd526e7be"", ""labels"": [{""id"": ""70f219b3-5394-4825-a794-636f52a64ef0"", ""value"": ""component name"", ""language_id"": ""en"", ""list_item_id"": ""df2d67d8-b7cb-487d-b4c0-f04bd526e7be"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""9f1cf9a8-ce65-455f-ab1e-a9b36e9e23ce""}]","[{""uri"": ""http://vocab.getty.edu/aat/300388277"", ""labels"": [{""id"": ""bf59ca74-9146-4b2e-8ba7-3d7c30791491"", ""value"": ""English (language)"", ""language_id"": ""en"", ""list_item_id"": ""38729dbe-6d1c-48ce-bf47-e2a18945600e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f7fc4f6d-fd46-4881-846f-4a08bc1a3fef""}]",42feb182-0a6e-445e-85c5-8f5839fd687f,09e2afd8-6dc5-440a-abae-cd12a0f5cd3d,"{""en"": {""value"": ""Pigment measurement not listed in FileMaker Pro database"", ""direction"": ""ltr""}}",,,,"[{""uri"": ""http://vocab.getty.edu/aat/300435430"", ""labels"": [{""id"": ""07267fb1-33ea-457f-9cff-fe337d6f00cd"", ""value"": ""measurement description"", ""language_id"": ""en"", ""list_item_id"": ""5bd94b1d-b8b0-44fb-8e1a-fab715b2e8d0"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""a16a4edc-c916-4293-af98-44d76ce6cba7""}]","[{""uri"": ""http://vocab.getty.edu/aat/300388277"", ""labels"": [{""id"": ""bf59ca74-9146-4b2e-8ba7-3d7c30791491"", ""value"": ""English (language)"", ""language_id"": ""en"", ""list_item_id"": ""38729dbe-6d1c-48ce-bf47-e2a18945600e"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""f7fc4f6d-fd46-4881-846f-4a08bc1a3fef""}]",42feb182-0a6e-445e-85c5-8f5839fd687f,,,,,"[{""resourceId"": ""9aad550d-d269-499f-98eb-ae0afebda6e7"", ""ontologyProperty"": null, ""resourceXresourceId"": ""e4713f90-149b-44e8-91fd-834ba72e7c76"", ""inverseOntologyProperty"": null}]",,,,,,,"[{""resourceId"": ""8df442be-22ac-4133-b8d9-27f753ab00aa"", ""ontologyProperty"": null, ""resourceXresourceId"": ""cf80f49b-2c51-43d1-8e84-810d7bc360bb"", ""inverseOntologyProperty"": null}]",,,,,,,,,,,,,,
8b0a2d5b-0305-4250-9c14-7deb84e81541,d4e956f7-9fad-4fd2-94e3-563a3b2c3585,a4ea5a7a-d7f0-11ef-a75a-0275dc2ded29,1,42feb182-0a6e-445e-85c5-8f5839fd687f,8ad69e1c-1167-42bc-80e7-c0b27f59063d,"[{""uri"": ""http://vocab.getty.edu/aat/300028875"", ""labels"": [{""id"": ""b86fae98-e9a5-4527-a8d2-b1e920772c3a"", ""value"": ""samples"", ""language_id"": ""en"", ""list_item_id"": ""9db724b9-b3c7-4761-9a50-673d64a15bd8"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""56991802-f539-4b22-b5a9-b1945fceb52b""}]",42feb182-0a6e-445e-85c5-8f5839fd687f,298ca089-c25e-49b5-a7f5-e5a20d82fe1e,[],42feb182-0a6e-445e-85c5-8f5839fd687f,81fb3d31-482a-46f3-baf2-f76f1bbb956e,"[{""uri"": ""https://afs.dev.fargeo.com/6908f5b9-2d55-4758-a106-9a1763adbc33"", ""labels"": [{""id"": ""4fe20c70-fc45-4937-a033-d87b6c87e532"", ""value"": ""organic - inorganic mixture"", ""language_id"": ""en"", ""list_item_id"": ""6908f5b9-2d55-4758-a106-9a1763adbc33"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""ce9c94e3-bb70-4e87-9fef-eb0c8a6ac1ac""}]","[{""uri"": ""http://vocab.getty.edu/aat/300264237"", ""labels"": [{""id"": ""01a44bd6-e86e-413e-b85d-10a9ad494bc1"", ""value"": ""material components"", ""language_id"": ""en"", ""list_item_id"": ""501d7f8e-550c-44cb-a077-1c56cea92e9c"", ""valuetype_id"": ""prefLabel""}], ""list_id"": ""c82d6f85-ae67-4c28-b07a-c114f6d6ba50""}]",42feb182-0a6e-445e-85c5-8f5839fd687f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
