-0.9561,       0
-0.9461,       0
-0.9361,       0
-0.9261,       0
-0.9161,       0
-0.9061,       0
-0.8961,       0
-0.8861,       0
-0.8761,       0
-0.8661,       0
-0.8561,       0
-0.8461,       0
-0.8361,       0
-0.8261,       0
-0.8161,       0
-0.8061,       0
-0.7961,       0
-0.7861,       0
-0.7761,       0
-0.7661,       0
-0.7561,       0
-0.7461,       0
-0.7361,       0
-0.7261,       0
-0.7161,       0
-0.7061,       0
-0.6961,       0
-0.6861,       0
-0.6761,       0
-0.6661,       0
-0.6561,       0
-0.6461,       0
-0.6361,       0
-0.6261,       0
-0.6161,       0
-0.6061,       0
-0.5961,       0
-0.5861,       0
-0.5761,       0
-0.5661,       0
-0.5561,       0
-0.5461,       0
-0.5361,       0
-0.5261,       0
-0.5161,       0
-0.5061,       0
-0.4960,       0
-0.4860,       0
-0.4760,       0
-0.4660,       0
-0.4560,       0
-0.4460,       0
-0.4360,       0
-0.4260,       0
-0.4160,       0
-0.4060,       0
-0.3960,       0
-0.3860,       0
-0.3760,       0
-0.3660,       0
-0.3560,       0
-0.3460,       0
-0.3360,       0
-0.3260,       0
-0.3160,       0
-0.3060,       0
-0.2960,       0
-0.2860,       0
-0.2760,       1
-0.2660,       0
-0.2560,      -1
-0.2460,      -1
-0.2360,      -1
-0.2260,      -1
-0.2160,       0
-0.2060,      -3
-0.1960,       0
-0.1860,       1
-0.1760,       2
-0.1660,      -4
-0.1560,       1
-0.1460,      -3
-0.1360,      -2
-0.1260,       7
-0.1160,     -10
-0.1060,      -8
-0.0960,      16
-0.0860,     -68
-0.0760,     118
-0.0660,     -15
-0.0560,       8
-0.0460,     369
-0.0360,      73
-0.0260,      35
-0.0160,     238
-0.0060,     123
 0.0040,    -329
 0.0140,    -171
 0.0240,     -90
 0.0340,     102
 0.0440,    -142
 0.0540,    -119
 0.0640,    -129
 0.0740,      57
 0.0840,     -54
 0.0940,     -48
 0.1040,      27
 0.1140,     -13
 0.1240,      -8
 0.1340,       2
 0.1440,      -3
 0.1540,      -1
 0.1640,       1
 0.1740,       0
 0.1840,       0
 0.1940,       0
 0.2040,       3
 0.2140,       0
 0.2240,       0
 0.2340,       0
 0.2440,       0
 0.2540,       0
 0.2640,       0
 0.2740,       0
 0.2840,       0
 0.2940,       0
 0.3040,      -4
 0.3140,      -5
 0.3240,     -20
 0.3340,      -2
 0.3440,       1
 0.3540,     -18
 0.3640,     -11
 0.3740,     -24
 0.3840,     -31
 0.3940,       2
 0.4040,      -3
 0.4140,      -4
 0.4240,      -2
 0.4340,     -18
 0.4440,       0
 0.4540,      -4
 0.4640,      -6
 0.4740,       8
 0.4840,     -11
 0.4940,     -16
 0.5041,     -14
 0.5141,      -8
 0.5241,     -16
 0.5341,      -5
 0.5441,     -13
 0.5541,      -7
 0.5641,      -9
 0.5741,       0
 0.5841,      -6
 0.5941,     -14
 0.6041,       0
 0.6141,     -12
 0.6241,      -1
 0.6341,     -10
 0.6441,     -17
 0.6541,      -6
 0.6641,      -1
 0.6741,     -16
 0.6841,     -13
 0.6941,     -20
 0.7041,      -5
 0.7141,     -10
 0.7241,       1
 0.7341,     -15
 0.7441,       9
 0.7541,     -13
 0.7641,      -7
 0.7741,      -8
 0.7841,      -4
 0.7941,     -17
 0.8041,      -8
 0.8141,     -15
 0.8241,     -19
 0.8341,      -3
 0.8441,     -10
 0.8541,      -7
 0.8641,      -9
 0.8741,       4
 0.8841,     -11
 0.8941,     -14
 0.9041,     -19
 0.9141,     -14
 0.9241,     -12
 0.9341,      -6
 0.9441,     -15
 0.9541,     -21
 0.9641,     -11
 0.9741,     -10
 0.9841,     -20
 0.9941,      -5
 1.0041,     -12
 1.0141,      -7
 1.0241,     -12
 1.0341,     -12
 1.0441,     -11
 1.0541,     -20
 1.0641,     -11
 1.0741,     -19
 1.0841,       1
 1.0941,     -20
 1.1041,      -7
 1.1141,     -10
 1.1241,      -6
 1.1341,     -17
 1.1441,       0
 1.1541,       1
 1.1641,     -11
