2501.49	9595.29
2500.78	9609.34
2500.07	9102.12
2499.36	9184.92
2498.64	9281.74
2497.93	9406.61
2497.22	9166.46
2496.51	9431.66
2495.79	9359.98
2495.08	9344.44
2494.37	9244.74
2493.66	9383.52
2492.94	9241.77
2492.23	9184.2
2491.52	9491.15
2490.8	9279.36
2490.09	9277.87
2489.38	9500.58
2488.66	9288.9
2487.95	9427.49
2487.23	9453.98
2486.52	9340.43
2485.81	9226.92
2485.09	9309.43
2484.38	9377.92
2483.66	9390.4
2482.95	9472.85
2482.23	9359.4
2481.52	9581.7
2480.8	9440.31
2480.09	9550.65
2479.37	9549.12
2478.66	9547.58
2477.94	9504.12
2477.23	9460.66
2476.51	9333.39
2475.79	9457.62
2475.08	9470.06
2474.36	9566.3
2473.65	9425.13
2472.93	9786.59
2472.21	9575.64
2471.5	9588.05
2470.78	9433.01
2470.06	9571.01
2469.35	9555.52
2468.63	9540.03
2467.91	9677.95
2467.2	9606.68
2466.48	9660.89
2465.76	9547.83
2465.04	9490.55
2464.33	9502.95
2463.61	9752.19
2462.89	9778.48
2462.17	9651.56
2461.45	9663.93
2460.74	9690.22
2460.02	9758.26
2459.3	9589.67
2458.58	9796.86
2457.86	9725.71
2457.14	9877.17
2456.42	9708.67
2455.7	9762.73
2454.99	9747.25
2454.27	9926.41
2453.55	9910.91
2452.83	9895.42
2452.11	9810.45
2451.39	10031.2
2450.67	9723.94
2449.95	9861.26
2449.23	9762.46
2448.51	9719.23
2447.79	9856.49
2447.07	9799.38
2446.35	9978.21
2445.63	9934.97
2444.9	9974.99
2444.18	9904.02
2443.46	9846.95
2442.74	9803.76
2442.02	9968.55
2441.3	9814.46
2440.58	9729.72
2439.86	9880.58
2439.13	9948.26
2438.41	10015.9
2437.69	9861.95
2436.97	9832.66
2436.25	9858.76
2435.52	10023.3
2434.8	9938.63
2434.08	9937.03
2433.36	10004.6
2432.63	9850.81
2431.91	9904.55
2431.19	10124.2
2430.46	10039.6
2429.74	10121
2429.02	9911.97
2428.29	10159.2
2427.57	10019.3
2426.85	10003.9
2426.12	10181.9
2425.4	10276.9
2424.68	10068.1
2423.95	9956
2423.23	10230.5
2422.5	10063.2
2421.78	10075.4
2421.05	10046.2
2420.33	10044.5
2419.6	10180.9
2418.88	10317.2
2418.15	10122.4
2417.43	10120.8
2416.7	9995.07
2415.98	10255.3
2415.25	10253.7
2414.53	10169.4
2413.8	10277.9
2413.07	10358.9
2412.35	10192
2411.62	10135.2
2410.9	10505.3
2410.17	10310.9
2409.44	10171.6
2408.72	10266.3
2407.99	10182.1
2407.26	10373
2406.54	10233.8
2405.81	10342.2
2405.08	10478
2404.35	10283.8
2403.63	10323.4
2402.9	10417.9
2402.17	10347.5
2401.44	10552
2400.71	10426.6
2399.99	10370
2399.26	10464.4
2398.53	10421.6
2397.8	10310
2397.07	10555.4
2396.34	10430.2
2395.62	10387.4
2394.89	10372
2394.16	10699.5
2393.43	10505.7
2392.7	10421.8
2391.97	10474.9
2391.24	10500.6
2390.51	10444.1
2389.78	10415
2389.05	10481.8
2388.32	10548.6
2387.59	10546.9
2386.86	10627.4
2386.13	10338.1
2385.4	10569.2
2384.67	10594.8
2383.94	10524.7
2383.21	10304
2382.48	10644.4
2381.75	10505.9
2381.02	10613.6
2380.28	10817
2379.55	10828.9
2378.82	10622.1
2378.09	10579.4
2377.36	10605
2376.63	10739.9
2375.89	10792.8
2375.16	10804.7
2374.43	10666.4
2373.7	10828.6
2372.97	10717.6
2372.23	10674.9
2371.5	10659.5
2370.77	10630.5
2370.03	10683.3
2369.3	10722.5
2368.57	10802.6
2367.84	10514.5
2367.1	10758.2
2366.37	10756.5
2365.63	10822.9
2364.9	10971
2364.17	10792.1
2363.43	10967.5
2362.7	10883.9
2361.96	10868.6
2361.23	10880.4
2360.5	10933.1
2359.76	10904.1
2359.03	10956.8
2358.29	10887
2357.56	11048.5
2356.82	10883.4
2356.09	10990.5
2355.35	10866.3
2354.62	10796.5
2353.88	11039.5
2353.14	10942.5
2352.41	10927.2
2351.67	11115.6
2350.94	10882.9
2350.2	11112
2349.46	11083.1
2348.73	10891.1
2347.99	11296.7
2347.25	11023.4
2346.52	11089.4
2345.78	10992.6
2345.04	11167.2
2344.31	11287.5
2343.57	11000.8
2342.83	10999
2342.1	11132.9
2341.36	11280.2
2340.62	11251.2
2339.88	11222.3
2339.14	11166.3
2338.41	11029
2337.67	11162.6
2336.93	11431.7
2336.19	11335.1
2335.45	11400.9
2334.71	10992.9
2333.98	11207.7
2333.24	11287.1
2332.5	11204
2331.76	11337.5
2331.02	11227.5
2330.28	11225.6
2329.54	11142.7
2328.8	11289.6
2328.06	11436.4
2327.32	11421.1
2326.58	11230
2325.84	11498.4
2325.1	11429
2324.36	11346.1
2323.62	11573.8
2322.88	11355.9
2322.14	11273
2321.4	11325.2
2320.66	11242.4
2319.92	11375.5
2319.17	11481.6
